N	2gram	Savitsky_E_1	Problema
129	значение для	1	3
130	помнить что	2	3
131	кроме того	1	3
132	и к	3	3
133	он не	2	3
134	то ни	4	3
135	в мире	2	3
136	с другими	2	3
137	и тем	3	3
138	несмотря на	4	3
139	том что	6	3
140	как его	1	3
141	в противном	1	3
142	имеют дело	1	3
143	же время	14	3
144	в применении	3	3
145	и это	1	3
146	хотя и	2	3
147	и от	3	3
148	если бы	2	3
149	этом смысле	3	3
150	но с	2	3
151	одной из	5	3
152	мы увидим	1	3
153	как нечто	1	3
154	с одной	8	3
155	в известной	3	3
156	и должна	1	3
157	и даже	6	3
158	оно не	1	3
159	одной стороны	8	3
160	связь с	1	3
161	применении к	3	3
162	и на	6	3
163	в тех	1	3
164	слова и	1	3
165	но это	1	3
166	не является	3	3
167	культуры и	2	3
168	она может	1	3
169	и другими	1	3
170	и все	2	3
171	ни было	4	3
172	в таком	3	3
173	все что	1	3
174	в определенный	1	2
175	в котором	2	2
176	есть не	2	2
177	оно может	1	2
178	оценок и	1	2
179	столь же	5	2
180	с его	1	2
181	но как	2	2
182	с совершенно	1	2
183	или иное	1	2
184	в истории	2	2
185	дело идет	2	2
186	дает нам	1	2
187	себе не	3	2
188	что это	2	2
189	за их	1	2
190	нами в	1	2
191	и те	1	2
192	на то	6	2
193	а к	1	2
194	но нельзя	1	2
195	в корне	1	2
196	на этом	1	2
197	ценности и	1	2
198	входя в	1	2
199	лишь в	1	2
200	и других	2	2
201	о которых	1	2
202	как таковой	1	2
203	или точнее	2	2
204	и более	2	2
205	войти в	1	2
206	том же	1	2
207	и вообще	1	2
208	можем сказать	2	2
209	что эта	1	2
210	она не	2	2
211	вне ее	1	2
212	дело в	3	2
213	одна из	1	2
214	того чтобы	6	2
215	действительности но	1	2
216	в самой	1	2
217	в форму	1	2
218	связь и	1	2
219	во всем	1	2
220	связи с	1	2
221	так называемый	1	2
222	следует что	1	2
223	этом отношении	3	2
224	у нас	1	2
225	не могут	2	2
226	есть только	1	2
227	что оно	1	2
228	для того	6	2
229	и художественное	1	2
230	что все	2	2
231	степени и	1	2
232	поэтому в	1	2
233	и что	2	2
234	в значительной	2	2
235	от них	3	2
236	и во	2	2
237	нем и	1	2
238	в лучшем	1	2
239	мир в	1	2
240	в каких	1	2
241	того что	7	2
242	в двух	1	2
243	в какой	2	2
244	и ее	1	2
245	не можем	2	2
246	в виде	5	2
247	в начале	1	2
248	не дает	3	2
249	но совершенно	1	2
250	что и	3	2
251	вовсе не	6	2
252	последние годы	3	2
253	и искусства	1	2
254	в некоторых	2	2
255	то или	1	2
256	тем что	3	2
257	чем в	4	2
258	или иной	4	2
259	не входя	1	2
260	не было	1	2
261	техника в	2	2
262	в россии	5	2
263	в связи	1	2
264	именно поэтому	1	2
265	в частности	5	2
266	как это	4	2
267	для понимания	2	2
268	можно сказать	4	2
269	лучшем случае	1	2
270	того или	4	2
271	в культуре	3	2
272	или в	2	2
273	о котором	1	2
274	той или	4	2
275	не более	3	2
276	мы должны	2	2
277	ибо в	1	2
278	в этих	2	2
279	в свою	3	2
280	или иного	4	2
281	и другие	1	2
282	в своих	2	2
283	и эта	2	2
284	лежат в	4	1
285	в сфере	3	1
286	тех же	1	1
287	других областей	1	1
288	с природой	1	1
289	от своей	1	1
290	в чисто	1	1
291	исходит из	1	1
292	от которых	1	1
293	к созданию	1	1
294	из всех	3	1
295	который в	1	1
296	вопрос о	4	1
297	в основных	1	1
298	почти все	1	1
299	время как	1	1
300	на себя	3	1
301	с ее	1	1
302	бы ни	3	1
303	которое в	2	1
304	в каждой	1	1
305	меньшей степени	2	1
306	не чуждо	2	1
307	выходит и	1	1
308	и происходит	1	1
309	основных чертах	1	1
310	время в	3	1
311	культурной ценности	3	1
312	по своему	7	1
313	различия между	1	1
314	и всего	1	1
315	значение и	1	1
316	мы же	1	1
317	в общем	3	1
318	в новом	1	1
319	постановка проблемы	1	1
320	более как	1	1
321	в свои	2	1
322	только путем	1	1
323	пределы и	1	1
324	которые не	1	1
325	показать в	1	1
326	идет о	3	1
327	стороны и	6	1
328	ней в	1	1
329	все остальные	1	1
330	и где	1	1
331	в полном	1	1
332	могли бы	1	1
333	целый ряд	2	1
334	что по	1	1
335	было только	1	1
336	мы различаем	1	1
337	к культуре	1	1
338	имеет в	2	1
339	есть ли	2	1
340	психологии и	1	1
341	то в	4	1
342	бы и	3	1
343	то время	1	1
344	которые в	1	1
345	в этой	2	1
346	бы только	1	1
347	зрения чтобы	1	1
348	имеет для	1	1
349	и если	2	1
350	к выводу	1	1
351	как оно	2	1
352	из указанных	1	1
353	т д	1	1
354	стало возможным	1	1
355	всех этих	1	1
356	эта последняя	1	1
357	эмпирической науки	1	1
358	в принципе	1	1
359	не как	1	1
360	методологического анализа	1	1
361	бытия это	1	1
362	его можно	1	1
363	от нее	1	1
364	бы они	1	1
365	культуры но	2	1
366	они должны	1	1
367	имеют в	1	1
368	в совершенно	1	1
369	значение в	1	1
370	и иных	1	1
371	и мы	3	1
372	в свой	1	1
373	истории и	1	1
374	ведь в	1	1
375	отражение в	1	1
376	культурная ценность	3	1
377	для них	2	1
378	точнее и	1	1
379	она и	1	1
380	этом явлении	1	1
381	с тем	3	1
382	рода и	1	1
383	она неизбежно	1	1
384	потому и	1	1
385	был бы	1	1
386	чтобы войти	1	1
387	по сравнению	2	1
388	установить что	1	1
389	том смысле	1	1
390	как совокупность	4	1
391	в которых	3	1
392	определяется как	1	1
393	той области	1	1
394	быть новая	1	1
395	же может	1	1
396	с так	1	1
397	по себе	4	1
398	тому что	1	1
399	и необходимость	1	1
400	некоторых случаях	1	1
401	можно ли	3	1
402	последняя не	1	1
403	вплоть до	1	1
404	совершенно допустимо	1	1
405	с т	2	1
406	культурной жизни	4	1
407	что с	1	1
408	правда в	1	1
409	здесь на	1	1
410	она никогда	1	1
411	бытия и	1	1
412	та или	1	1
413	области где	1	1
414	областей то	1	1
415	именно с	1	1
416	находятся в	1	1
417	или иная	1	1
418	того в	1	1
419	во всей	2	1
420	к концу	1	1
421	мире и	1	1
422	в сознании	1	1
423	следует отметить	2	1
424	в процессе	4	1
425	исторического процесса	1	1
426	уже и	3	1
427	так то	1	1
428	ли это	3	1
429	только отдельные	1	1
430	и несколько	1	1
431	и со	3	1
432	есть к	1	1
433	уже о	1	1
434	политической и	1	1
435	мы все	1	1
436	значительной степени	1	1
437	для мышления	1	1
438	точнее в	1	1
439	приходит к	1	1
440	со значением	1	1
441	из всего	1	1
442	как не	2	1
443	свою очередь	2	1
444	говоря уже	2	1
445	всего этого	1	1
446	если в	2	1
447	как с	1	1
448	мог бы	2	1
449	осуществляется в	1	1
450	в одном	2	1
451	имеется в	1	1
452	которое оно	1	1
453	культура есть	2	1
454	мире в	1	1
455	этой концепции	1	1
456	в содержании	2	1
457	суждения не	1	1
458	может в	1	1
459	но необходимо	1	1
460	для нас	4	1
461	а также	7	1
462	не выходит	1	1
463	положения и	1	1
464	в которую	1	1
465	ее от	2	1
466	концепции и	1	1
467	во втором	2	1
468	мы во	1	1
469	к определенному	1	1
470	и следовательно	1	1
471	быть и	1	1
472	к которой	1	1
473	этот вопрос	2	1
474	за старые	1	1
475	почти всего	1	1
476	они могут	1	1
477	или же	1	1
478	и теперь	2	1
479	для всех	1	1
480	есть в	2	1
481	со своим	1	1
482	уже не	1	1
483	мы принуждены	1	1
484	чем обычно	1	1
485	входящие в	1	1
486	из них	3	1
487	связывается с	1	1
488	для него	1	1
489	ценность в	2	1
490	к ним	3	1
491	не о	1	1
492	или это	1	1
493	гораздо сложнее	1	1
494	значение только	2	1
495	и наука	1	1
496	которые как	1	1
497	выходит за	1	1
498	ли он	1	1
499	или иначе	1	1
500	нас в	1	1
501	творчества оно	1	1
502	именно в	4	1
503	оно будет	1	1
504	где к	1	1
505	затем в	1	1
506	обратиться к	1	1
507	связано с	3	1
508	а на	1	1
509	на этот	2	1
510	поскольку она	2	1
511	она является	1	1
512	сдвиг в	1	1
513	власти и	1	1
514	культуры как	2	1
515	человеческой жизни	1	1
516	с которым	1	1
517	так называемой	1	1
518	чем на	2	1
519	что мы	1	1
520	дальше чем	1	1
521	стороны в	2	1
522	входить в	1	1
523	вместе с	2	1
524	так же	9	1
525	происходит в	2	1
526	но этот	1	1
527	если так	1	1
528	в столь	1	1
529	сравнению с	2	1
530	она есть	1	1
531	в той	5	1
532	смысле этого	1	1
533	и всей	1	1
534	мы сказали	1	1
535	или хотя	2	1
536	этого слова	1	1
537	активности и	1	1
538	эти два	1	1
539	аналогии с	1	1
540	есть то	1	1
541	в смысле	9	1
542	живет и	1	1
543	к тому	8	1
544	это можно	1	1
545	в результате	3	1
546	мира и	3	1
547	которая в	1	1
548	ее и	1	1
549	это может	1	1
550	дело по	1	1
551	бы в	2	1
552	еще более	2	1
553	случайна в	1	1
554	значения для	2	1
555	отношении к	15	1
556	жизни в	3	1
557	но если	5	1
558	не говоря	2	1
559	сказали бы	1	1
560	в характере	1	1
561	в свое	1	1
562	но именно	2	1
563	жизни и	2	1
564	к этой	1	1
565	политики в	1	1
566	это в	1	1
567	смысле что	1	1
