N	2gram	Propp_Russ_2	Psycholo
186	тот же	1	3
187	за этим	2	3
188	к этой	1	3
189	в своих	2	3
190	во всяком	1	3
191	прав когда	2	2
192	и то	2	2
193	он может	1	2
194	на две	2	2
195	что эти	1	2
196	с таким	1	2
197	а как	1	2
198	мы имеем	6	2
199	нас это	1	2
200	так чтобы	2	2
201	время как	1	2
202	и ее	2	2
203	это время	2	2
204	не был	2	2
205	во всех	3	2
206	шли в	1	2
207	в одной	1	2
208	что ее	3	2
209	что касается	1	2
210	в круг	1	2
211	и наконец	1	2
212	не в	4	2
213	но в	5	2
214	тому как	3	2
215	представляет собой	2	2
216	из этих	2	2
217	если он	2	2
218	при этом	6	2
219	т д	5	2
220	тем и	2	2
221	в нее	1	2
222	и чтобы	1	2
223	на все	1	2
224	и дает	1	2
225	только одно	1	2
226	в них	4	2
227	такой же	1	2
228	можно найти	1	2
229	в такой	1	2
230	в котором	3	2
231	в их	2	2
232	место в	1	2
233	вопрос о	4	2
234	быть не	1	2
235	части и	2	2
236	в русской	1	2
237	не имеет	3	2
238	и является	1	2
239	во всем	2	2
240	только с	1	2
241	в руки	2	2
242	к таким	2	2
243	но все	1	2
244	чтобы сделать	1	2
245	как только	1	2
246	и другим	1	2
247	что при	2	2
248	о них	2	2
249	без всякого	1	2
250	в ее	3	2
251	то время	2	2
252	до самого	1	2
253	и когда	1	2
254	то как	1	2
255	на нее	6	2
256	которые с	2	2
257	и с	10	2
258	основана на	1	2
259	ничего не	1	2
260	эта смерть	1	2
261	можно сказать	1	2
262	но может	1	2
263	образом в	2	2
264	в виду	2	2
265	сводится к	1	2
266	ему нужно	1	2
267	знает что	1	2
268	должно было	3	2
269	какое значение	1	2
270	не надо	1	2
271	один из	2	2
272	мы увидим	1	2
273	ли он	1	2
274	верно и	1	2
275	за ней	1	2
276	связи с	2	2
277	уже в	1	2
278	не все	4	2
279	одно из	2	2
280	заключить что	1	2
281	это нужно	1	2
282	даже не	1	2
283	с другой	2	2
284	именно в	4	2
285	с той	1	2
286	а с	2	2
287	прежде всего	2	2
288	а на	9	2
289	не на	1	2
290	в руках	2	2
291	ее на	2	2
292	и потому	1	2
293	некоторые из	1	2
294	верно что	1	2
295	в тех	1	2
296	не оправдывается	1	2
297	по существу	4	2
298	который он	1	2
299	в это	1	2
300	на пути	1	2
301	не является	1	2
302	и от	3	2
303	нас совершенно	1	2
304	ее и	2	2
305	и эта	1	2
306	другой стороны	1	2
307	те которые	1	2
308	этой цели	2	2
309	человека и	1	1
310	на другой	2	1
311	очень много	1	1
312	из самых	1	1
313	нас на	1	1
314	с основной	1	1
315	из всего	1	1
316	и наш	1	1
317	к новой	1	1
318	не была	1	1
319	что иное	2	1
320	мы и	1	1
321	которое в	2	1
322	так называемые	1	1
323	еще не	6	1
324	иное как	2	1
325	которое он	1	1
326	тем как	1	1
327	природы и	2	1
328	ее к	2	1
329	бы герой	1	1
330	значение и	1	1
331	если в	1	1
332	а он	2	1
333	очевидно что	2	1
334	а через	2	1
335	несмотря на	1	1
336	и чем	1	1
337	относится к	1	1
338	все силы	1	1
339	по обычаю	1	1
340	первый взгляд	1	1
341	независимо от	1	1
342	стороны и	1	1
343	нового и	1	1
344	ясно и	1	1
345	в этот	10	1
346	или во	1	1
347	не оставляет	1	1
348	на поле	4	1
349	ни одна	1	1
350	рассказ о	1	1
351	упоминания об	1	1
352	только один	1	1
353	не могла	1	1
354	так сказать	1	1
355	к выводу	1	1
356	главным образом	3	1
357	он должен	1	1
358	есть та	1	1
359	это делалось	4	1
360	воду в	1	1
361	вообще не	1	1
362	необходимо для	1	1
363	подобно тому	3	1
364	в человеческую	3	1
365	это конечно	1	1
366	в одну	1	1
367	указывали на	1	1
368	правильнее было	1	1
369	в другом	1	1
370	что никакого	1	1
371	те или	1	1
372	или просто	2	1
373	от одного	1	1
374	уверенностью что	1	1
375	собирается в	1	1
376	и одна	1	1
377	они по	1	1
378	еще одно	1	1
379	смерть и	2	1
380	за ним	3	1
381	он же	1	1
382	одна другую	1	1
383	которые из	1	1
384	это имело	1	1
385	и еще	2	1
386	на первый	3	1
387	в эту	3	1
388	в этих	3	1
389	для него	1	1
390	в связь	1	1
391	задачу но	1	1
392	этой связи	1	1
393	которая имеет	1	1
394	человека который	2	1
395	она в	1	1
396	и вокруг	1	1
397	не столько	2	1
398	сделано в	1	1
399	не от	1	1
400	перед ней	2	1
401	нельзя отрицать	1	1
402	для объяснения	2	1
403	его жизнь	1	1
404	которые в	1	1
405	силу и	2	1
406	и более	1	1
407	так называемое	1	1
408	однако к	1	1
409	и очень	1	1
410	что есть	1	1
411	нечто вроде	2	1
412	но они	1	1
413	а иногда	2	1
414	что с	2	1
415	все мы	1	1
416	тогда когда	4	1
417	того как	2	1
418	как его	1	1
419	подходят к	1	1
420	вытекает из	1	1
421	в день	7	1
422	вопрос который	1	1
423	найти в	1	1
424	дело в	1	1
425	с одним	1	1
426	к ней	2	1
427	такая же	1	1
428	так называемый	1	1
429	из того	1	1
430	до того	1	1
431	что на	2	1
432	он называет	1	1
433	начиная с	2	1
434	и такие	1	1
435	должен быть	2	1
436	некоторой степени	1	1
437	который только	1	1
438	которые нужны	1	1
439	и которая	1	1
440	свою очередь	1	1
441	не могу	1	1
442	но далеко	1	1
443	а когда	1	1
444	с собой	1	1
445	других объяснений	1	1
446	нужно было	1	1
447	более сложное	1	1
448	это только	1	1
449	что от	3	1
450	но у	1	1
451	и вообще	1	1
452	это обычно	1	1
453	со старой	1	1
454	выводу что	1	1
455	то они	1	1
456	а также	4	1
457	может не	1	1
458	происходит не	1	1
459	время не	1	1
460	и во	1	1
461	в природе	3	1
462	все в	2	1
463	к нему	4	1
464	большое количество	1	1
465	вся эта	2	1
466	привели к	1	1
467	в другой	1	1
468	от нее	1	1
469	ряд других	2	1
470	дать в	1	1
471	это вызвано	1	1
472	показывают что	1	1
473	но так	1	1
474	но с	1	1
475	совсем не	2	1
476	на другие	1	1
477	но ни	1	1
478	и действительно	1	1
479	в стороне	2	1
480	между тем	3	1
481	меняют свой	1	1
482	ее от	2	1
483	же и	1	1
484	есть в	2	1
485	можно выразить	1	1
486	если это	1	1
487	только на	1	1
488	еще очень	1	1
489	от других	1	1
490	в д	1	1
491	не так	1	1
492	себе в	1	1
493	но нет	1	1
494	от другого	1	1
495	моментов в	2	1
496	с молитвой	1	1
497	ее не	1	1
498	до некоторой	1	1
499	встречаемся с	1	1
500	представляют собой	7	1
501	рядом с	1	1
502	воплощенной в	1	1
503	в особенности	1	1
504	ней и	1	1
505	и даже	1	1
506	живой и	1	1
507	не следует	1	1
508	с другим	2	1
509	связаны с	3	1
510	по своим	1	1
511	и др	1	1
512	в некоторых	9	1
513	превращается в	1	1
514	такого мнения	1	1
515	на которых	1	1
516	в ту	1	1
517	они как	1	1
518	человек но	1	1
519	и своим	1	1
520	придает этому	1	1
521	него не	1	1
522	совершенно очевидно	2	1
523	на которые	1	1
524	которые будут	1	1
525	которого она	1	1
526	этой же	1	1
527	него в	1	1
528	что каждый	1	1
529	так в	2	1
530	раз наоборот	1	1
531	что за	1	1
532	только начало	1	1
533	в течение	2	1
534	которая у	1	1
535	на эту	2	1
536	что весь	1	1
537	и основной	1	1
538	там где	2	1
539	понимать как	1	1
540	только для	1	1
541	но это	1	1
542	и действия	1	1
543	и таким	1	1
544	вокруг него	2	1
545	что изображает	1	1
546	ли в	1	1
547	именно это	1	1
548	другую в	1	1
549	и состоит	1	1
550	не объясняет	3	1
551	или в	7	1
552	думает что	1	1
553	в какой-нибудь	1	1
554	совершенно иной	1	1
555	из различных	1	1
556	от него	1	1
557	и новое	1	1
558	из себя	1	1
559	по одной	1	1
560	будто бы	5	1
561	все остальные	1	1
562	или не	1	1
563	же в	6	1
564	есть уже	1	1
565	и другие	14	1
566	дерево не	1	1
567	к ее	1	1
568	жизни в	2	1
569	в свою	1	1
570	нами когда	1	1
571	с ней	5	1
572	это на	1	1
573	их с	1	1
574	в глаза	2	1
575	тесно связаны	1	1
576	не что	2	1
577	не единственный	1	1
578	в заключение	1	1
579	всем этом	1	1
580	это так	1	1
581	а может	1	1
582	ничего общего	1	1
