N	2gram	Bakhtin_Pr_1	NovoeSre
287	кризис и	1	1
288	часто не	1	1
289	друг друга	3	1
290	бытия и	1	1
291	мысли как	1	1
292	и рождается	1	1
293	смысле как	1	1
294	тем что	4	1
295	к той	1	1
296	от того	4	1
297	вот что	1	1
298	в основу	1	1
299	но все	5	1
300	от нее	1	1
301	лишь для	1	1
302	в платоновском	1	1
303	чего он	1	1
304	ней и	1	1
305	выходит за	1	1
306	из всех	1	1
307	них не	1	1
308	перестать быть	1	1
309	оно лишь	1	1
310	знает что	1	1
311	на ее	1	1
312	лишь те	1	1
313	с другими	7	1
314	было бы	5	1
315	он есть	4	1
316	времени что	1	1
317	оставалось в	1	1
318	лишь на	3	1
319	и быть	1	1
320	весь мир	1	1
321	лишь по	1	1
322	себя и	2	1
323	что не	1	1
324	социальной жизни	2	1
325	для них	1	1
326	превращается в	4	1
327	нет в	1	1
328	а на	1	1
329	его принципом	1	1
330	они не	4	1
331	в этой	4	1
332	ничем не	1	1
333	не на	4	1
334	земная жизнь	1	1
335	для сознания	1	1
336	не всегда	1	1
337	жизнь в	1	1
338	платоновском смысле	1	1
339	он стремится	3	1
340	ее на	1	1
341	она неизбежно	1	1
342	что мы	1	1
343	не больше	1	1
344	он и	5	1
345	одного и	1	1
346	и еще	1	1
347	но если	1	1
348	самая постановка	1	1
349	и особенно	1	1
350	с идеями	1	1
351	к себе	2	1
352	в котором	2	1
353	что вся	1	1
354	к самосознанию	1	1
355	на новых	1	1
356	не столько	1	1
357	форме он	1	1
358	нет ни	2	1
359	у нас	1	1
360	жизни с	1	1
361	в зависимости	5	1
362	с миром	1	1
363	и нами	1	1
364	но он	2	1
365	о человеке	1	1
366	быть только	1	1
367	в мир	3	1
368	эти черты	1	1
369	мы должны	3	1
370	их в	4	1
371	в человеческом	1	1
372	истину и	1	1
373	времени а	1	1
374	в состоянии	1	1
375	он видел	1	1
376	и религиозном	1	1
377	во времени	3	1
378	быть не	1	1
379	мира с	1	1
380	по себе	8	1
381	в той	2	1
382	будто бы	1	1
383	сих пор	2	1
384	так как	6	1
385	привела к	1	1
386	мира не	2	1
387	должны быть	1	1
388	мире а	3	1
389	в сущности	5	1
390	в более	1	1
391	жизненные вопросы	1	1
392	и имеет	1	1
393	до сих	2	1
394	того и	1	1
395	ним она	1	1
396	или иная	1	1
397	они являются	1	1
398	бы он	2	1
399	русский народ	1	1
400	к этой	1	1
401	более всего	1	1
402	и его	14	1
403	и роста	1	1
404	истории как	1	1
405	не утверждение	1	1
406	вступает в	1	1
407	возможно лишь	1	1
408	или к	2	1
409	в области	1	1
410	в каком	1	1
411	та или	1	1
412	ему не	1	1
413	в свою	1	1
414	и оно	1	1
415	от всех	1	1
416	жизни а	2	1
417	направлена на	1	1
418	в речах	1	1
419	во все	2	1
420	и вполне	2	1
421	есть и	2	1
422	и всех	1	1
423	про себя	1	1
424	ли он	1	1
425	должны перейти	1	1
426	людей но	1	1
427	и дух	1	1
428	и повести	1	1
429	в которой	2	1
430	мысли но	1	1
431	ведь прежде	1	1
432	во всяком	5	1
433	то они	2	1
434	быть отнесены	1	1
435	случае если	1	1
436	выводы которые	1	1
437	оно не	3	1
438	идеями в	2	1
439	как на	3	1
440	все что	3	1
441	него как	1	1
