N	2gram	Tiupa_Narr_1	Komedia
507	деревья и	1	1
508	не знает	1	1
509	сказать что	4	1
510	понимать как	1	1
511	совершенно не	2	1
512	больше всего	1	1
513	к его	1	1
514	было показано	1	1
515	культуры в	1	1
516	бурного развития	1	1
517	жизни и	3	1
518	человека к	1	1
519	в античности	1	1
520	и эта	1	1
521	в таком	2	1
522	в роли	2	1
523	этой точки	2	1
524	том числе	6	1
525	они не	2	1
526	случае его	1	1
527	событий в	2	1
