N	2gram	Losev_Dial_2	SlovoVZh
212	если же	1	2
213	так но	1	1
214	и это	5	1
215	например в	2	1
216	же как	3	1
217	как мы	3	1
218	и о	1	1
219	чтобы не	6	1
220	в обычной	1	1
221	с ее	2	1
222	момент в	2	1
223	сам по	3	1
224	есть форма	2	1
225	самая структура	1	1
226	это и	3	1
227	нами выше	2	1
228	каждая вещь	2	1
229	показать что	1	1
230	тем же	2	1
231	из трех	1	1
232	с первого	2	1
233	только то	4	1
234	с самого	2	1
235	то время	4	1
236	по преимуществу	1	1
237	дано в	1	1
238	самому существу	1	1
239	давно пора	1	1
240	из двух	1	1
241	быть следовательно	1	1
242	обойтись без	1	1
243	мы уже	8	1
244	на вещи	2	1
245	на которую	1	1
246	степень или	1	1
247	себе как	3	1
248	остается только	2	1
249	это только	3	1
250	жизнь и	5	1
251	та же	4	1
252	что уже	2	1
253	же просто	1	1
254	на что	1	1
255	из одного	1	1
256	выражение она	1	1
257	быть ни	1	1
258	но то	1	1
259	она близка	1	1
260	в порядке	1	1
261	зато она	1	1
262	и он	1	1
263	всех сторон	1	1
264	так не	1	1
265	и являются	1	1
266	но при	1	1
267	и умирает	1	1
268	на них	1	1
269	оно ни	1	1
270	мы понимаем	1	1
271	во всех	2	1
272	и во	1	1
273	все в	2	1
274	то в	1	1
275	от его	1	1
276	них всегда	1	1
277	он употребляет	1	1
278	самый принцип	2	1
279	к которой	1	1
280	формы как	1	1
281	в общем	2	1
282	себе и	3	1
283	крайней мере	9	1
284	и можно	2	1
285	что они	6	1
286	они действительно	1	1
287	именно в	2	1
288	сама по	7	1
289	нем и	2	1
290	и она	2	1
291	в одной	4	1
292	если она	2	1
293	что именно	1	1
294	выйти из	3	1
295	и вкусы	1	1
296	она как	1	1
297	что здесь	2	1
298	все остальные	1	1
299	перед нами	2	1
300	и понимания	1	1
301	тот же	1	1
302	на другие	1	1
303	себе по	1	1
304	ли он	1	1
305	более или	2	1
306	себе не	3	1
307	пор не	1	1
308	как нечто	4	1
309	тому как	1	1
310	во времени	4	1
311	и оба	1	1
312	что это	10	1
313	в целом	1	1
314	поэтическая форма	1	1
315	это же	1	1
316	если мы	2	1
317	в эти	1	1
318	не то	5	1
319	где они	1	1
320	стоит ли	1	1
321	не нуждаются	1	1
322	себя в	2	1
323	в вещи	1	1
324	есть в	2	1
325	бы только	2	1
326	сливаются в	2	1
327	совершенно отчетливо	1	1
328	во многих	1	1
329	в виде	2	1
330	что она	14	1
331	на этих	1	1
332	оно всегда	2	1
333	или даже	1	1
334	при помощи	1	1
335	или просто	1	1
336	его и	1	1
337	одно из	4	1
338	и их	3	1
339	всяком случае	2	1
340	ведь это	3	1
341	не как	2	1
342	пор мы	1	1
343	человеческого тела	1	1
344	в одном	4	1
345	и вот	4	1
346	в пространстве	1	1
347	вовсе не	13	1
348	у нее	1	1
349	друг друга	1	1
350	как его	1	1
351	бытия и	1	1
352	у него	1	1
353	из нее	1	1
354	подобно тому	1	1
355	кто же	1	1
356	на этом	2	1
357	она имеет	1	1
358	есть выражение	3	1
359	нее не	1	1
360	мы берем	1	1
361	не бывает	1	1
362	самом же	1	1
363	даже и	1	1
364	бы это	3	1
365	краткой и	1	1
366	и только	4	1
367	что все	1	1
368	же деле	1	1
369	в другом	4	1
370	ни одной	1	1
371	мы это	2	1
372	и из	3	1
373	входя в	1	1
374	должно быть	7	1
375	и которые	1	1
376	них в	1	1
377	поэзии здесь	1	1
378	и тех	1	1
379	а эти	1	1
380	и мы	3	1
381	было бы	3	1
382	к которому	1	1
383	этом смысле	1	1
384	и прежде	2	1
385	и тем	1	1
386	данного писателя	1	1
387	только к	2	1
388	говорит о	1	1
389	от нее	1	1
390	но уже	1	1
391	и во-вторых	1	1
392	не было	3	1
393	не знает	1	1
394	все равно	5	1
395	далеко не	1	1
396	не на	2	1
397	в ее	4	1
398	не всегда	1	1
399	одна и	4	1
400	и вне	1	1
401	несмотря на	2	1
402	в руках	1	1
403	субъектом я	1	1
404	о чем	3	1
405	этом основании	1	1
406	форма и	3	1
407	же не	3	1
408	в истории	2	1
409	вещь ставшая	1	1
410	и тогда	3	1
411	остается в	1	1
412	близка к	1	1
413	нигде не	1	1
414	и становится	1	1
415	или менее	2	1
416	все более	1	1
417	вступает в	1	1
418	но если	1	1
419	в частности	2	1
420	на который	2	1
421	именно и	1	1
422	его содержание	1	1
423	только его	1	1
424	существуют и	2	1
425	что всякий	1	1
426	она в	1	1
427	но сами	1	1
428	не могут	4	1
429	и независимо	1	1
430	чем мы	1	1
431	что я	2	1
432	и другого	1	1
433	процесса а	1	1
434	ни была	1	1
435	но эта	1	1
436	сами по	3	1
437	по крайней	9	1
438	том и	1	1
439	анализ может	1	1
440	уже сказали	1	1
441	не должно	2	1
442	ним в	1	1
443	и почти	3	1
444	мы еще	1	1
445	и менее	1	1
446	на эти	1	1
447	неодушевленные предметы	2	1
448	зрения и	1	1
449	же мы	3	1
450	эти вопросы	3	1
451	другие области	1	1
452	оно по	1	1
453	по мере	1	1
454	от чисто	1	1
455	только для	1	1
456	от всего	2	1
457	деле это	1	1
458	в смысле	5	1
459	в обоих	1	1
460	самого начала	2	1
461	как о	1	1
462	форма не	1	1
463	это последнее	1	1
464	более и	2	1
465	в науке	2	1
466	и остается	2	1
467	тех или	2	1
468	в основе	1	1
469	время как	7	1
470	и искусство	2	1
471	чем не	1	1
472	не существует	1	1
473	это мы	2	1
474	неодушевленная вещь	1	1
475	в результате	2	1
476	человек и	1	1
477	эта сторона	1	1
478	чтобы убедиться	1	1
479	только и	2	1
480	или иным	2	1
481	к одной	1	1
482	же время	5	1
483	к поэзии	2	1
484	тем более	1	1
485	все стороны	1	1
486	к внешнему	1	1
487	где ее	1	1
488	не должен	1	1
489	мы должны	2	1
490	по своей	4	1
491	правда это	1	1
492	дана в	1	1
493	убедиться в	2	1
494	них и	1	1
495	бы по	1	1
496	связи с	4	1
497	можно только	2	1
498	в искусстве	2	1
499	это уже	2	1
500	уже и	2	1
501	как будто	7	1
502	этом отношении	1	1
503	и делает	2	1
504	не нуждается	4	1
505	в области	2	1
506	может и	2	1
507	больше того	1	1
508	один миг	1	1
509	представлять себе	2	1
510	в стиле	1	1
511	только как	3	1
512	виду не	1	1
513	и оно	1	1
514	и сейчас	1	1
515	равно как	1	1
516	все то	1	1
517	что можно	1	1
518	наравне с	1	1
519	самой своей	1	1
520	возникает из	1	1
521	конечно гораздо	1	1
522	по самому	1	1
523	когда мы	3	1
524	есть только	4	1
525	или иного	1	1
526	время не	3	1
527	я и	2	1
528	должны быть	3	1
529	оформления и	1	1
530	что оно	4	1
531	но эти	1	1
532	всякая живая	2	1
533	его значение	1	1
534	и эта	1	1
535	обходится без	1	1
536	особый тип	1	1
537	в таком	4	1
538	во всяком	2	1
539	вполне понятно	1	1
540	они не	3	1
541	слова это	1	1
542	к тому	2	1
