N	2gram	Bakhtin_Fr_7	Myslijsy
650	между ними	1	1
651	я могу	1	1
652	нет но	1	1
653	с ними	3	1
654	него в	1	1
655	есть и	3	1
656	мысль и	1	1
657	но эти	1	1
658	ее в	1	1
659	и эта	3	1
660	нас не	2	1
661	во всяком	2	1
