N	2gram	Vinokur_Ku_3	Marksizm
269	в другом	1	2
270	конечно в	1	2
271	и с	3	2
272	до тех	4	2
273	на этой	1	2
274	в данной	3	2
275	и иных	1	2
276	этом смысле	1	2
277	ведь в	1	2
278	ни в	3	2
279	истории языка	1	2
280	от него	1	2
281	должно быть	7	2
282	лучше всего	1	2
283	как системе	1	2
284	и той	1	2
285	специфическая роль	1	2
286	точку зрения	2	2
287	для данного	1	2
288	и более	3	2
289	зрения и	1	2
290	формами и	1	2
291	тому что	4	2
292	в русской	1	2
293	что такое	4	2
294	в основе	1	2
295	не могло	1	2
296	следовательно и	1	2
297	иными словами	8	2
298	у нас	10	2
299	от их	1	2
300	ни о	1	2
301	могут быть	6	2
302	языке и	1	2
303	к тому	3	2
304	она не	3	2
305	в виду	8	2
306	имеет значение	1	2
307	язык и	2	2
308	нет никакой	1	2
309	культуры и	1	2
310	самое это	2	2
311	дано в	2	2
312	никогда не	1	2
313	по аналогии	1	2
314	мог бы	2	2
315	между собой	1	2
316	если бы	8	2
317	к языку	4	2
318	пор пока	4	2
319	о том	6	2
320	различие в	2	2
321	во втором	1	2
322	что и	6	2
323	говорит он	1	2
324	и только	3	2
325	слово может	1	2
326	формы а	1	2
327	в двух	2	2
328	что он	6	2
329	целом ряде	1	2
330	словом и	1	2
331	деле ведь	1	2
332	именно на	2	2
333	в качестве	2	2
334	и др	1	2
335	менее всего	1	2
336	и их	1	2
337	всяком случае	1	2
338	так как	9	2
339	речь и	1	2
340	как раз	4	2
341	тем что	5	2
342	и прежде	1	2
343	что не	4	2
344	зависит от	1	2
345	есть лишь	1	2
346	языка не	1	2
347	там где	3	2
348	пр и	1	2
349	не об	1	2
350	в частности	2	2
351	независимо от	5	2
352	из которых	1	2
353	ко всякому	1	2
354	в первой	1	2
355	тех пор	4	2
356	этого слова	4	2
357	с этой	3	2
358	но для	3	2
359	мы скажем	1	2
360	материале и	2	2
361	этой системы	2	2
362	лишь тогда	1	2
363	в свою	1	2
364	но если	3	2
365	совершенно независимо	1	2
366	не знает	2	2
367	к его	2	2
368	отношению к	2	2
369	же и	1	2
370	языка все	1	2
371	вся история	1	2
372	речи как	3	2
373	это так	2	2
374	к этой	1	2
375	именно здесь	1	2
376	в таком	4	2
377	том числе	2	2
378	то на	1	1
379	также и	5	1
380	например в	1	1
381	доступ в	1	1
382	через которые	2	1
383	эти случаи	1	1
384	и то	1	1
385	и без	2	1
386	наук о	1	1
387	оказываются в	1	1
388	тем же	2	1
389	отношения между	4	1
390	можно лишь	1	1
391	из всех	1	1
392	чего в	1	1
393	или наоборот	1	1
394	бы что	1	1
395	бы например	2	1
396	почти все	1	1
397	о формах	2	1
398	так чтобы	1	1
399	говорить о	6	1
400	в деле	1	1
401	языку к	1	1
402	группы и	1	1
403	в целом	4	1
404	для наших	1	1
405	форм в	1	1
406	может дать	1	1
407	языке в	1	1
408	слова вообще	2	1
409	он сам	1	1
410	а язык	1	1
411	здесь не	2	1
412	столь же	4	1
413	в различных	2	1
414	чуть ли	1	1
415	только после	3	1
416	и вопрос	2	1
417	отказ от	1	1
418	на основе	1	1
419	внутренняя форма	3	1
420	но как	3	1
421	а только	1	1
422	не входит	1	1
423	фактов языка	1	1
424	это функция	1	1
425	в общем	6	1
426	из вопросов	1	1
427	отношение к	3	1
428	есть вещь	2	1
429	и будет	1	1
430	известным образом	1	1
431	значение имеет	1	1
432	между словом	1	1
433	форме и	1	1
434	относится к	2	1
435	процесса его	1	1
436	это был	1	1
437	такой который	1	1
438	хотя и	5	1
439	и всецело	1	1
440	и понимания	1	1
441	оказывается в	1	1
442	более или	2	1
443	этой цели	1	1
444	или иную	1	1
445	для которого	2	1
446	со своей	1	1
447	именно эта	1	1
448	и конечно	1	1
449	еще на	2	1
450	что это	3	1
451	ни один	1	1
452	тон в	1	1
453	или во	1	1
454	случае можно	1	1
455	к самому	1	1
456	в известном	2	1
457	не те	1	1
458	иным путем	1	1
459	нами в	1	1
460	их чисто	1	1
461	интересуют не	1	1
462	правильном понимании	1	1
463	не могла	1	1
464	и если	2	1
465	для выделения	1	1
466	главным образом	2	1
467	сказать в	1	1
468	данного слова	1	1
469	всех этих	1	1
470	не значит	5	1
471	ведь не	1	1
472	слове или	1	1
473	ни была	1	1
474	данном отношении	1	1
475	сколько его	1	1
476	и вот	3	1
477	в россии	2	1
478	у пушкина	1	1
479	нужен только	1	1
480	оказалось бы	1	1
481	будем говорить	1	1
482	но дело	1	1
483	так например	1	1
484	от общего	1	1
485	самостоятельная и	1	1
486	русском языке	3	1
487	как они	2	1
488	значение в	2	1
489	речи или	1	1
490	и орудие	1	1
491	в предыдущем	1	1
492	а по	1	1
493	зрения на	3	1
494	с целью	2	1
495	мы на	1	1
496	это не	3	1
497	которая как	1	1
498	лингвистического анализа	1	1
499	что один	1	1
500	после этого	1	1
501	и тем	6	1
502	как самостоятельная	1	1
503	как специфической	1	1
504	потому в	2	1
505	материал этот	1	1
506	с тем	6	1
507	изложении остается	1	1
508	мы видели	3	1
509	отказаться от	1	1
510	здесь можно	5	1
511	двух направлениях	2	1
512	как таковой	2	1
513	зрения ее	1	1
514	правда часто	1	1
515	или менее	2	1
516	во время	1	1
517	если и	2	1
518	не зависит	1	1
519	наших дней	1	1
520	уже к	1	1
521	представить себе	1	1
522	бы привести	2	1
523	бы к	1	1
524	и процесс	1	1
525	одним и	2	1
526	что я	1	1
527	от его	1	1
528	этой формы	1	1
529	слове как	1	1
530	образом и	1	1
531	которые в	4	1
532	начнем с	1	1
533	творчества и	1	1
534	друг другу	1	1
535	синтаксиса и	2	1
536	помощи каких	1	1
537	не должна	1	1
538	знаков из	1	1
539	как проблема	3	1
540	что есть	2	1
541	в ich	1	1
542	языка о	1	1
543	мы были	1	1
544	тем самым	4	1
545	есть прежде	1	1
546	тогда когда	4	1
547	того как	7	1
548	на него	3	1
549	не по	3	1
550	следует здесь	1	1
551	о них	4	1
552	науку о	1	1
553	его от	1	1
554	обладает значением	1	1
555	в самой	1	1
556	звук языка	1	1
557	что самое	1	1
558	первая часть	1	1
559	того в	1	1
560	к определенному	1	1
561	в русском	2	1
562	по своей	1	1
563	такая же	2	1
564	круг его	1	1
565	этой речи	1	1
566	нам важно	1	1
567	потому что	12	1
568	бы по	1	1
569	здесь же	1	1
570	и другой	1	1
571	отличается от	2	1
572	нашей проблемы	1	1
573	всего в	1	1
574	той или	5	1
575	особенности и	1	1
576	если же	2	1
577	деле в	1	1
578	из всего	2	1
579	речи мы	1	1
580	от друга	1	1
581	здесь говорить	1	1
582	связи со	1	1
583	подходе к	1	1
584	характер и	1	1
585	последнее время	1	1
586	в особенности	2	1
587	только не	1	1
588	только то	3	1
589	действия и	1	1
590	значением слова	1	1
591	приводит к	1	1
592	и практической	1	1
593	мы наблюдаем	1	1
594	природе своей	1	1
595	это вовсе	1	1
596	по природе	1	1
597	можно только	1	1
598	часто в	1	1
599	имеется в	1	1
600	для этого	6	1
601	и формами	2	1
602	во-первых с	1	1
603	форме в	1	1
604	подхода к	2	1
605	как формы	1	1
606	связаны и	1	1
607	может в	1	1
608	о нем	1	1
609	и должно	5	1
610	так оно	1	1
611	не означает	2	1
612	же должны	1	1
613	типа в	2	1
614	совершенно иной	2	1
615	и что	7	1
616	идет о	1	1
617	не выходит	1	1
618	затем в	1	1
619	в изложении	1	1
620	к нему	1	1
621	всей нашей	1	1
622	принципиальной точки	1	1
623	говорить об	1	1
624	отметить что	3	1
625	лингвистики в	1	1
626	них в	1	1
627	двух разных	1	1
628	также в	1	1
629	знания и	1	1
630	в лучшем	1	1
631	в каких	1	1
632	в каком-либо	2	1
633	мы видим	1	1
634	речи о	1	1
635	с ними	1	1
636	именно о	1	1
637	нашей темы	2	1
638	мы увидим	1	1
639	к нашему	1	1
640	будет для	1	1
641	очень много	2	1
642	необходимых и	1	1
643	поэтому и	1	1
644	наше время	1	1
645	во времени	1	1
646	образа в	1	1
647	от них	1	1
648	де соссюр	1	1
649	тот или	2	1
650	с одной	4	1
651	факт как	1	1
652	уже не	8	1
653	уже в	3	1
654	формулы и	1	1
655	мы получим	1	1
656	значение и	1	1
657	фактом стилистическим	1	1
658	при правильном	1	1
659	остальное в	1	1
660	или даже	1	1
661	при помощи	1	1
662	языка но	3	1
663	конечно нет	1	1
664	ту или	1	1
665	характерно что	1	1
666	который как	2	1
667	а потому	2	1
668	заключение в	1	1
669	языковых фактов	2	1
670	слова в	4	1
671	в одном	2	1
672	форм но	2	1
673	и один	1	1
674	граница между	1	1
675	не о	2	1
676	может служить	2	1
677	но что	1	1
678	само по	1	1
679	образом не	2	1
680	понятности и	1	1
681	мы возьмем	1	1
682	само собой	1	1
683	друг от	1	1
684	были бы	4	1
685	одной стороны	4	1
686	со стороны	1	1
687	выходит за	1	1
688	все равно	1	1
689	еще и	2	1
690	тому как	2	1
691	что для	1	1
692	этом слове	1	1
693	и самый	2	1
694	превращается в	1	1
695	как часть	1	1
696	самое слово	1	1
697	и непосредственно	1	1
698	не замечается	1	1
699	лингвистикой и	1	1
700	более широкий	1	1
701	о чем	2	1
702	нас интересуют	1	1
703	что мы	2	1
704	формы которые	1	1
705	здесь идет	2	1
706	входить в	1	1
707	ответить на	2	1
708	как это	7	1
709	в рамках	5	1
710	чрезвычайно важно	1	1
711	имеются в	1	1
712	но не	3	1
713	и самостоятельной	1	1
714	речь не	1	1
715	возможно лишь	1	1
716	к жизни	1	1
717	а если	1	1
718	она есть	2	1
719	центр тяжести	1	1
720	если язык	1	1
721	в той	4	1
722	язык никогда	1	1
723	и объективная	1	1
724	данной эпохи	1	1
725	речи а	2	1
726	формы составляющие	1	1
727	знания в	1	1
728	по существу	3	1
729	того уже	1	1
730	лежит в	1	1
731	дело здесь	1	1
732	быть не	2	1
733	есть и	1	1
734	ли не	1	1
735	эти два	2	1
736	такое задание	1	1
737	и каждая	1	1
738	высказывания и	1	1
739	синтаксического шаблона	1	1
740	между прочим	8	1
741	между формами	1	1
742	остается в	2	1
743	социальной среды	1	1
744	грамматических формах	1	1
745	вопрос в	2	1
746	идет именно	1	1
747	мы совершим	1	1
748	для индивидуального	1	1
749	изменения в	1	1
750	дело и	1	1
751	взаимоотношения и	1	1
752	и научная	4	1
753	чтобы понять	2	1
754	звук в	1	1
755	к одной	1	1
756	только они	1	1
757	с двух	1	1
758	лишь как	1	1
759	у них	1	1
760	не должен	1	1
761	совпадает со	1	1
762	только с	1	1
763	в большей	2	1
764	же к	1	1
765	язык не	2	1
766	идет об	1	1
767	века мы	1	1
768	же касается	1	1
769	и другие	1	1
770	но вот	1	1
771	всецело определяется	1	1
772	в моем	1	1
773	конечно далеко	1	1
774	состоит из	1	1
775	не понимают	2	1
776	равно как	2	1
777	и так	1	1
778	в последнем	1	1
779	же мы	4	1
780	языка является	1	1
781	этой точки	1	1
