N	2gram	Propp_Isto_2	EvropaiC
221	никто не	1	2
222	в которых	2	2
223	над всеми	1	2
224	и более	2	2
225	она не	5	2
226	тем самым	2	2
227	одна из	2	2
228	на него	5	2
229	в процессе	1	2
230	говорить о	1	2
231	только не	1	2
232	верно то	1	2
233	этих двух	1	2
234	ему и	1	2
235	что на	1	2
236	к таким	2	2
237	если же	1	2
238	должен быть	1	2
239	как мы	1	2
240	нога в	1	2
241	только при	1	2
242	быть вполне	1	2
243	чтобы быть	1	2
244	в себя	3	2
245	стоят в	1	2
246	что у	2	2
247	на нее	2	2
248	это впечатление	1	2
249	в виду	2	2
250	сводится к	1	2
251	именно потому	1	2
252	в другом	9	2
253	другими словами	4	2
254	для европейца	1	2
255	все в	1	2
256	к нему	5	2
257	если это	3	2
258	было бы	5	2
259	показывают что	2	2
260	но так	1	2
261	но с	2	2
262	этот вопрос	1	2
263	и так	2	2
264	одно из	2	2
265	не будут	1	2
266	вовсе не	1	2
267	из нее	1	2
268	и только	2	2
269	не было	2	2
270	и из	2	2
271	себя и	2	2
272	одной стороны	3	2
273	одну из	1	2
274	отнюдь не	1	2
275	в одно	1	2
276	в частности	1	2
277	но не	2	2
278	приобщиться к	1	2
279	что же	1	2
280	эту черту	1	2
281	этого слова	1	2
282	с этой	1	2
283	и некоторые	1	2
284	между прочим	3	2
285	только мы	1	2
286	при таком	1	2
287	это может	1	2
288	на более	1	2
289	с ними	2	2
290	не знает	2	2
291	в свою	1	2
292	что под	2	2
293	они не	4	2
294	и наиболее	1	1
295	себя как	1	1
296	в силе	2	1
297	например в	2	1
298	на куски	4	1
299	и понимает	1	1
300	он может	1	1
301	народов у	1	1
302	это и	1	1
303	на ступени	1	1
304	права и	1	1
305	из его	1	1
306	оно было	1	1
307	высшей степени	1	1
308	в зависимости	1	1
309	она к	1	1
310	той же	2	1
311	а как	1	1
312	есть не	1	1
313	говорит за	1	1
314	из всего	1	1
315	она имеет	1	1
316	мы не	3	1
317	в семье	1	1
318	из своих	1	1
319	имеет свою	1	1
320	этом не	1	1
321	на себя	1	1
322	я не	2	1
323	вместо того	2	1
324	похожи на	1	1
325	другое обстоятельство	1	1
326	зависимости от	1	1
327	в народных	1	1
328	надо иметь	1	1
329	к своему	1	1
330	он сам	1	1
331	иное как	2	1
332	с его	1	1
333	эти вещи	1	1
334	только после	4	1
335	будут сделаны	1	1
336	и другие	4	1
337	а только	1	1
338	тому времени	1	1
339	со стороны	1	1
340	еще один	1	1
341	в центре	1	1
342	как в	5	1
343	что ее	3	1
344	однако не	1	1
345	перед нами	2	1
346	кроме того	2	1
347	тех случаях	1	1
348	и как	1	1
349	по пути	1	1
350	его к	1	1
351	ясно показывают	1	1
352	есть ли	2	1
353	в этот	1	1
354	возможно что	2	1
355	он в	3	1
356	не могла	2	1
357	на его	2	1
358	как оно	1	1
359	задний план	1	1
360	главным образом	2	1
361	после этого	4	1
362	раз когда	1	1
363	к одному	1	1
364	должен относиться	1	1
365	но вместе	1	1
366	к результату	1	1
367	здесь мы	3	1
368	хочет чтобы	1	1
369	затем уже	1	1
370	другом случае	1	1
371	имелись в	1	1
372	то станет	1	1
373	для своей	1	1
374	входит в	1	1
375	это было	1	1
376	при встрече	1	1
377	на путь	1	1
378	с другими	2	1
379	следить за	1	1
380	уже знаем	3	1
381	чтобы узнать	2	1
382	она и	2	1
383	на второй	1	1
384	этого не	5	1
385	зато в	1	1
386	остается в	1	1
387	не мог	3	1
388	бы на	1	1
389	в своей	1	1
390	что такое	1	1
391	можно найти	5	1
392	это делает	1	1
393	попасть в	1	1
394	его мнению	1	1
395	которые должны	1	1
396	и той	1	1
397	эта не	1	1
398	можем сделать	1	1
399	наконец как	1	1
400	но он	4	1
401	состоит в	2	1
402	и эти	2	1
403	надо сказать	1	1
404	их в	2	1
405	с такими	1	1
406	что этот	3	1
407	случае мы	2	1
408	вещи не	1	1
409	стоит в	3	1
410	а а	1	1
411	самого начала	2	1
412	как о	1	1
413	на котором	2	1
414	это нам	1	1
415	в науке	1	1
416	я буду	3	1
417	к этим	1	1
418	уже очень	2	1
419	несколько ниже	1	1
420	что ей	1	1
421	тогда и	2	1
422	быть поставлены	1	1
423	иметь в	2	1
424	связанными с	1	1
425	этого явления	1	1
426	же остается	1	1
427	к ней	2	1
428	видим что	5	1
429	на природу	1	1
430	и его	3	1
431	мы бы	1	1
432	только с	2	1
433	они так	1	1
434	их от	1	1
435	не совсем	3	1
436	часто в	2	1
437	относиться к	1	1
438	не знаем	1	1
439	да и	2	1
440	бы он	1	1
441	как человек	1	1
442	они и	1	1
443	приходит к	1	1
444	всех сторон	4	1
445	непонятными и	2	1
446	здесь не	2	1
447	без всякого	1	1
448	факт не	1	1
449	с самого	2	1
450	говорили что	2	1
451	этих существ	1	1
452	так в	3	1
453	приводит к	2	1
454	роль в	3	1
455	за то	1	1
456	же эти	2	1
457	иногда в	1	1
458	к тем	1	1
459	не были	1	1
460	от начала	1	1
461	ничего не	7	1
462	находится в	2	1
463	говорят что	5	1
464	другом месте	2	1
465	время в	1	1
466	всмотреться в	2	1
467	связанной с	1	1
468	с каким-нибудь	1	1
469	образом мы	1	1
470	он умер	2	1
471	вся эта	1	1
472	видели выше	1	1
473	раньше чем	3	1
474	в другой	4	1
475	и подобных	1	1
476	самую жалкую	1	1
477	и следовательно	1	1
478	связь между	1	1
479	все члены	1	1
480	что этому	2	1
481	на которой	2	1
482	один из	8	1
483	себе еще	1	1
484	видели что	3	1
485	идет по	1	1
486	мы видим	8	1
487	к их	1	1
488	не происходит	3	1
489	по этому	1	1
490	с которыми	1	1
491	в качестве	3	1
492	же и	3	1
493	для всех	1	1
494	всем мире	1	1
495	уже не	1	1
496	уже в	2	1
497	только на	1	1
498	натуры не	1	1
499	в нашей	2	1
500	свидетельствует о	1	1
501	на этих	1	1
502	а то	2	1
503	у австралийцев	1	1
504	за ним	1	1
505	и со	1	1
506	в прошлом	1	1
507	друг друга	1	1
508	много и	1	1
509	заметить что	2	1
510	то сразу	1	1
511	тем что	4	1
512	ясно показывает	1	1
513	в семью	1	1
514	ее на	1	1
515	в других	3	1
516	параллельно с	1	1
517	такие которые	1	1
518	которое на	1	1
519	может рассматриваться	1	1
520	именно как	1	1
521	социальная жизнь	1	1
522	ней и	1	1
523	о своей	2	1
524	в высшей	1	1
525	не раньше	2	1
526	связаны с	1	1
527	здесь дело	1	1
528	а именно	3	1
529	будет ли	1	1
530	к которому	5	1
531	случаев в	2	1
532	и между	1	1
533	животные в	1	1
534	и пр	7	1
535	только по	1	1
536	а на	1	1
537	а сам	1	1
538	до конца	1	1
539	а не	5	1
540	зависит от	2	1
541	остается при	1	1
542	и оно	1	1
543	а так	1	1
544	когда она	3	1
545	мы поймем	1	1
546	он и	3	1
547	тем больше	1	1
548	то не	2	1
549	нет ничего	2	1
550	эти слова	3	1
551	должна была	1	1
552	но кто	1	1
553	в область	4	1
554	к жизни	1	1
555	что за	1	1
556	еще нет	1	1
557	а если	1	1
558	наряду с	6	1
559	смысле этого	2	1
560	могут быть	2	1
561	а потом	4	1
562	в тот	2	1
563	такие люди	1	1
564	действительно так	1	1
565	человек с	1	1
566	даже та	1	1
567	мыслится как	1	1
568	быть не	1	1
569	на пути	1	1
570	весь ход	1	1
571	только для	1	1
572	этой стороны	1	1
573	в более	1	1
574	и часто	2	1
575	ли в	1	1
576	существенную черту	1	1
577	много но	2	1
578	на задний	1	1
579	своем пути	1	1
580	он признает	1	1
581	но когда	1	1
582	еще более	1	1
583	приведенных выше	1	1
584	будто бы	2	1
585	ноги и	1	1
586	наоборот все	1	1
587	люди которые	1	1
588	и вдруг	1	1
589	не осталось	1	1
590	сказать что	2	1
591	подошел к	1	1
592	переход из	1	1
593	что ни	1	1
594	самое что	1	1
595	на своем	1	1
596	проникнуть в	2	1
597	родину и	1	1
598	но еще	1	1
599	а может	1	1
600	увидим что	3	1
601	ее в	2	1
602	очень редко	1	1
603	и эта	1	1
604	в состояние	2	1
605	точно так	6	1
