N	2gram	Voloshinov_1	Poddanst
160	широкой и	1	1
161	не означает	1	1
162	настоящее время	6	1
163	пр есть	1	1
164	и что	1	1
165	еще не	4	1
166	были бы	1	1
167	и на	4	1
168	оно ни	3	1
169	в различных	1	1
170	с его	1	1
171	различия между	1	1
172	сменяют друг	1	1
173	момента и	1	1
174	не все	2	1
175	что и	2	1
176	отличие от	5	1
177	не просто	2	1
178	от разрешения	1	1
179	них в	1	1
180	– по	1	1
181	также в	1	1
182	разнообразнейших формах	1	1
183	в истории	3	1
184	к внешнему	2	1
185	что во	2	1
186	в рамках	1	1
187	и мир	1	1
188	– но	1	1
189	эта проблема	2	1
190	эти силы	1	1
191	тех пор	2	1
192	мысль и	2	1
193	все же	8	1
194	этой последней	1	1
195	и слова	1	1
196	мы видим	1	1
197	два основных	2	1
198	более или	1	1
199	в какой	3	1
200	с определенной	1	1
201	должен быть	1	1
202	необходимы и	1	1
203	в самом	10	1
204	только то	1	1
205	в условиях	4	1
206	значение если	1	1
207	но как	1	1
208	в которой	3	1
209	во времени	1	1
210	бы и	2	1
211	что это	1	1
212	формы в	2	1
213	могли бы	1	1
214	чуть ли	1	1
215	из этих	2	1
216	тот или	1	1
217	если мы	11	1
218	именно на	2	1
219	в эти	2	1
220	в известном	1	1
221	под его	1	1
222	оказывается в	1	1
223	наша задача	1	1
224	и современная	1	1
225	уже в	1	1
226	во многих	1	1
227	говорить об	1	1
228	в большинстве	3	1
229	только на	4	1
230	разрешения в	1	1
231	если он	2	1
232	философской и	1	1
233	получили в	1	1
234	как оно	2	1
235	в мир	1	1
236	не могла	1	1
237	не внешнее	1	1
238	связывается с	1	1
239	выражена в	1	1
240	соприкасается со	1	1
241	мы знаем	5	1
242	есть та	1	1
243	не как	2	1
244	друг друга	8	1
245	это значение	1	1
246	мы можем	2	1
247	века в	1	1
248	и только	2	1
249	само по	1	1
250	какой бы	1	1
251	и по	1	1
252	дело идет	4	1
253	момент когда	1	1
254	мы возьмем	1	1
255	от нее	2	1
256	многих других	1	1
257	бы это	1	1
258	в каждом	7	1
259	и признаки	1	1
260	как автор	1	1
261	из двух	1	1
262	без того	1	1
263	или иной	3	1
264	из всех	1	1
265	на этой	2	1
266	большинстве случаев	3	1
267	ясно что	5	1
268	его в	3	1
269	сознания к	1	1
270	связаны с	2	1
271	и иных	2	1
272	бы эти	1	1
273	и быть	1	1
274	в природе	1	1
275	что не	2	1
276	или хотя	2	1
277	к более	1	1
278	социального бытия	1	1
279	далеко не	4	1
280	в этой	1	1
281	идеи в	1	1
282	как и	12	1
283	как ни	1	1
284	бы ее	1	1
285	в бытии	3	1
286	рождается и	1	1
287	не об	2	1
288	нисколько не	1	1
289	или менее	1	1
290	и при	3	1
291	бытия как	1	1
292	в которые	1	1
293	так же	7	1
294	и особенно	1	1
295	поскольку вообще	1	1
296	представить себе	1	1
297	всяком случае	2	1
298	все основные	1	1
299	ли они	1	1
300	место в	3	1
301	на каждом	1	1
302	в идеологическом	4	1
303	в отличие	5	1
304	мысли и	4	1
305	будем касаться	1	1
306	в данном	4	1
307	вопрос о	4	1
308	времени с	1	1
309	заложенное в	1	1
310	различий в	1	1
311	что было	1	1
312	как к	2	1
313	и более	2	1
314	там где	2	1
315	друг с	1	1
316	в предыдущем	1	1
317	может идти	1	1
318	ни были	1	1
319	как проблема	1	1
320	хозяйстве и	1	1
321	и вся	1	1
322	и очень	1	1
323	до которых	1	1
324	что есть	1	1
325	в основном	6	1
326	эта мысль	2	1
327	xviii века	1	1
328	она не	2	1
329	есть прежде	1	1
330	но для	2	1
331	для каждого	3	1
332	к другим	1	1
333	тогда когда	1	1
334	этом смысле	2	1
335	и глубины	1	1
336	идет именно	1	1
337	только мы	1	1
338	того чтобы	5	1
339	– все	3	1
340	она может	3	1
341	не имеет	3	1
342	никогда не	2	1
343	и всегда	1	1
344	в результате	9	1
345	в настоящее	6	1
346	чтобы понять	1	1
347	находятся в	1	1
348	пр в	3	1
349	с двух	1	1
350	этих двух	1	1
351	иными словами	2	1
352	как она	2	1
353	другой стороны	6	1
354	определенных и	1	1
355	до тех	2	1
356	нет ничего	3	1
357	в каком	3	1
358	в философии	2	1
359	половины xix	1	1
360	именно о	1	1
361	о духе	1	1
362	исходить из	1	1
363	не та	1	1
364	что все	2	1
365	есть и	1	1
366	ли не	1	1
367	в других	1	1
368	ни к	2	1
369	числе и	2	1
370	науки как	1	1
371	намеченных в	1	1
372	к этой	2	1
373	сочетаться с	1	1
374	и другие	1	1
375	не есть	3	1
376	именно здесь	2	1
377	темы и	2	1
378	во всяком	5	1
379	гораздо более	1	1
