N	2gram	Losev_Dial_3	TeoriaLi
191	могут быть	2	2
192	– этого	1	2
193	с одной	3	2
194	их в	2	2
195	и мира	4	2
196	себя и	2	2
197	как к	1	2
198	о себе	2	2
199	я не	6	2
200	о том	6	2
201	о чем	1	2
202	собственно говоря	4	2
203	была бы	3	2
204	подобных случаях	1	2
205	– еще	2	2
206	субъект и	2	2
207	на себя	3	2
208	так или	2	2
209	и это	4	2
210	потребности и	1	2
211	этих двух	1	2
212	явления –	1	2
213	особого рода	3	2
214	в виду	7	2
215	если бы	6	2
216	и как	8	2
217	что он	13	2
218	быть настоящим	2	1
219	но говорят	1	1
220	мира я	1	1
221	точек зрения	1	1
222	не становится	1	1
223	говорят о	1	1
224	жизни он	1	1
225	каждый из	1	1
226	и совершенно	1	1
227	может и	2	1
228	и помимо	1	1
229	это может	1	1
230	– только	2	1
231	в словах	1	1
232	когда мы	2	1
233	не сама	1	1
234	но с	1	1
235	личность как	2	1
236	входят в	1	1
237	есть в	3	1
238	бы в	2	1
239	то с	1	1
240	то я	1	1
241	и картины	1	1
242	вопрос о	5	1
243	из этих	2	1
244	в связи	1	1
245	это на	1	1
246	исходит из	2	1
247	о котором	1	1
248	сравнении с	3	1
249	свою личность	2	1
250	жизни и	5	1
251	говорит о	4	1
252	бы то	2	1
253	только мы	1	1
254	его с	1	1
255	и логические	1	1
256	границы и	3	1
257	ее в	2	1
258	не говорит	3	1
259	момент в	1	1
260	в чистом	1	1
261	вопрос что	1	1
262	ибо и	3	1
263	не будет	3	1
264	случае не	3	1
265	говоря и	1	1
266	начинается с	1	1
267	не сами	1	1
268	нет в	1	1
269	эти два	1	1
270	никто не	2	1
271	с нашим	1	1
272	образом что	1	1
273	с той	1	1
274	мире он	1	1
275	и является	2	1
276	связи с	1	1
277	крайней мере	5	1
278	души и	2	1
279	себя самого	2	1
280	глубже чем	1	1
281	не было	3	1
282	просто не	1	1
283	и жизни	6	1
284	оно –	4	1
285	первых двух	2	1
286	как такового	1	1
287	друг другу	1	1
288	зависит от	2	1
289	возможна только	1	1
290	только при	1	1
291	в сравнении	3	1
292	коем случае	3	1
293	одновременно и	1	1
294	на то	3	1
295	нет никаких	2	1
296	только о	3	1
297	поэзии –	1	1
298	предметов в	1	1
299	у читателя	1	1
300	наконец в	1	1
301	отнюдь не	10	1
302	его можно	1	1
303	с ним	1	1
304	превращается в	6	1
305	личность и	2	1
306	мира где	2	1
307	можно лишь	1	1
308	независимо от	1	1
309	и сама	5	1
310	что это	12	1
311	в условиях	2	1
312	не более	1	1
313	не вполне	2	1
314	из того	2	1
315	в центр	1	1
316	не содержит	2	1
317	узкое и	1	1
318	этим законам	2	1
319	так что	8	1
320	или его	1	1
321	и без	3	1
322	нее нет	1	1
323	от него	1	1
324	больше и	1	1
325	или –	3	1
326	личности с	1	1
327	целый ряд	2	1
328	только то	1	1
329	позволило бы	1	1
330	в другой	1	1
331	тот же	1	1
332	мир как	8	1
333	тем или	1	1
334	совершенно не	2	1
335	в своих	2	1
336	три слоя	1	1
337	ничто не	2	1
338	если он	1	1
339	разного рода	2	1
340	в одном	1	1
341	то в	2	1
342	как ряд	1	1
343	и становится	1	1
344	если не	3	1
345	одно из	5	1
346	со всеми	2	1
347	меня в	2	1
348	о разных	2	1
349	и я	3	1
350	такое же	1	1
351	в такое	1	1
352	другой –	1	1
353	внутри себя	1	1
354	и должен	1	1
355	таком случае	10	1
356	не мыслится	1	1
357	и только	6	1
358	оно не	6	1
359	его как	3	1
360	из всего	1	1
361	свободы и	1	1
362	однако что	2	1
363	гоголевский хома	1	1
364	мира как	1	1
365	или же	3	1
366	к понятию	1	1
367	духа и	1	1
368	от одной	1	1
369	из жизни	1	1
370	с этой	5	1
371	себе самом	1	1
372	человеческая жизнь	1	1
373	о мире	1	1
374	объекта или	1	1
375	быть так	1	1
376	на вещи	1	1
377	нами не	1	1
378	и формы	2	1
379	д и	6	1
380	к чему	1	1
381	в таком	14	1
382	он ни	1	1
383	или жизнь	1	1
384	для понимания	1	1
385	этой точки	2	1
386	делает ее	2	1
387	но если	6	1
388	– тоже	2	1
389	как об	1	1
390	чему не	1	1
391	природой и	1	1
392	быть или	2	1
393	сознания в	2	1
394	обе стороны	2	1
395	есть нарушение	7	1
396	– тогда	11	1
397	жизнь и	4	1
398	все их	1	1
399	бывает в	1	1
400	их не	2	1
401	жизни не	1	1
402	и прежде	3	1
403	было возможно	1	1
404	и на	3	1
405	с самим	1	1
406	восприятия но	1	1
407	идет о	1	1
408	на свою	1	1
409	бытия это	1	1
410	в коем	3	1
411	по типу	1	1
412	о жизни	1	1
413	как мы	2	1
414	миф –	5	1
415	который от	1	1
416	но одно	1	1
417	мир уже	1	1
418	из этого	2	1
419	системе –	1	1
420	принадлежат и	1	1
421	в сфере	1	1
422	у нас	4	1
423	– слово	2	1
424	только одно	2	1
425	и служит	1	1
426	с моей	2	1
427	при виде	1	1
428	что такое	21	1
429	что из	1	1
430	говоря о	1	1
431	то ни	1	1
432	вещей в	1	1
433	чистом виде	1	1
434	ведь это	2	1
435	я думаю	2	1
436	даже если	2	1
437	чем собственно	3	1
438	в силу	3	1
439	и от	3	1
440	в сущности	10	1
441	исторического бытия	1	1
442	что способно	1	1
443	да и	1	1
444	до которого	1	1
445	для того	3	1
446	оно живет	1	1
447	но всегда	1	1
448	весь мир	1	1
449	содержит в	1	1
450	в одной	3	1
451	– у	1	1
452	что для	5	1
453	тому же	2	1
454	пусть он	1	1
455	отношения как	1	1
456	на первом	1	1
457	и который	1	1
458	еще одним	1	1
459	в истории	4	1
460	в первом	2	1
461	все это	6	1
462	к ним	1	1
463	только к	2	1
464	на мир	1	1
465	едва ли	1	1
466	представить себе	1	1
467	вы говорите	1	1
468	или к	2	1
469	кто бы	1	1
470	что все	14	1
471	же и	2	1
472	только и	2	1
473	в реальной	1	1
474	думаю что	1	1
475	ничего нельзя	2	1
476	– можно	1	1
477	из них	3	1
478	в них	5	1
479	которое должно	1	1
480	мыслится как	1	1
481	от своего	2	1
482	не всегда	1	1
483	для этого	2	1
484	одна из	3	1
485	условии что	2	1
486	куда же	2	1
487	в котором	1	1
488	этот закон	1	1
489	ни было	1	1
490	бытия не	1	1
491	может или	1	1
492	свобода и	1	1
493	если она	1	1
494	мира а	1	1
495	к другому	1	1
496	и мир	1	1
497	же как	2	1
498	менее чем	1	1
499	с логической	1	1
500	обратил внимание	1	1
501	чтобы не	1	1
502	но я	1	1
503	от ее	1	1
504	не от	1	1
505	не сводима	1	1
506	не могут	4	1
507	по крайней	5	1
508	сознание не	1	1
509	это мир	1	1
510	она и	2	1
511	истории не	2	1
512	она не	3	1
513	в результате	1	1
514	также и	2	1
515	из своего	1	1
516	стремится к	1	1
517	в своего	1	1
518	ближе к	1	1
519	в такой	1	1
520	я люблю	1	1
521	в это	1	1
522	не как	1	1
523	у нее	1	1
524	на них	2	1
525	только лишь	1	1
526	той же	3	1
527	хома брут	1	1
528	быть и	3	1
529	на стадии	2	1
530	когда я	1	1
531	свести к	1	1
532	– например	1	1
533	по его	1	1
534	должен быть	1	1
535	еще и	2	1
536	к картине	1	1
537	и живые	1	1
538	где подлинная	1	1
539	того и	2	1
540	на вопрос	1	1
541	проявляет себя	1	1
542	ко второму	2	1
543	превратилась в	1	1
544	не сможет	1	1
545	которая в	1	1
546	подобно тому	4	1
547	и себя	1	1
548	все и	1	1
549	не имеет	11	1
550	– то	1	1
551	с которой	2	1
552	пусть это	1	1
553	то время	4	1
554	при всем	4	1
555	же в	2	1
556	чтобы быть	4	1
557	по существу	2	1
558	в каком	3	1
559	конечно с	1	1
560	когда у	1	1
561	в каждой	1	1
562	перед нею	1	1
563	могут обладать	1	1
564	и где	2	1
565	и есть	16	1
566	объекта не	1	1
567	бытия и	2	1
568	силе и	1	1
569	и пр	6	1
570	оно и	1	1
571	мере в	3	1
572	на свое	1	1
573	что она	9	1
574	не носит	1	1
575	человека –	1	1
576	становления и	1	1
577	– во	1	1
578	как я	2	1
579	было бы	5	1
580	но от	1	1
581	всем его	1	1
582	если мы	1	1
583	другого и	1	1
584	никак не	2	1
585	в самой	1	1
586	и души	1	1
587	корнями в	1	1
588	точно так	2	1
589	себе –	1	1
590	только на	7	1
591	тому как	4	1
592	именно это	1	1
593	имеем в	1	1
594	других а	1	1
595	так как	6	1
596	и делает	1	1
597	он –	7	1
598	на одну	1	1
599	от его	2	1
600	от всего	6	1
601	и объект	3	1
602	свою собственную	1	1
603	все что	3	1
604	и объекта	3	1
605	зрения или	1	1
606	он и	3	1
607	и более	1	1
608	я сейчас	1	1
609	не есть	54	1
