N	2gram	Bakhtin_Fr_5	Formalny
136	не о	1	3
137	в основе	4	3
138	связи с	6	3
139	не по	1	3
140	к тому	2	3
141	нашей работы	1	3
142	здесь не	6	3
143	жизнь и	2	3
144	борьба с	2	3
145	бы в	4	3
146	наконец в	1	3
147	и всякое	1	3
148	как она	1	3
149	и история	1	3
150	один из	2	3
151	в большинстве	2	3
152	для него	3	3
153	в особенности	2	3
154	со всем	1	3
155	и даже	4	3
156	в области	1	3
157	и чем	1	3
158	не было	3	3
159	его как	4	3
160	произведение в	2	3
161	на фоне	2	3
162	ни на	1	3
163	не боится	1	3
164	этого слова	1	3
165	дело идет	3	3
166	но это	5	3
167	более того	1	3
168	с помощью	3	3
169	между ними	1	3
170	от всех	5	3
171	что он	6	3
172	же как	4	2
173	чтобы не	2	2
174	и это	4	2
175	оно было	2	2
176	в году	3	2
177	в предыдущей	1	2
178	его не	4	2
179	а как	1	2
180	от всякой	1	2
181	совершенно справедливо	1	2
182	единство и	3	2
183	для других	1	2
184	менее всего	3	2
185	друг от	1	2
186	нет и	2	2
187	за пределы	1	2
188	чем же	4	2
189	эта связь	4	2
190	с этим	4	2
191	эту проблему	1	2
192	от этого	2	2
193	в произведении	1	2
194	он в	2	2
195	этот образ	1	2
196	и если	2	2
197	на его	1	2
198	и вот	3	2
199	и более	1	2
200	о мире	1	2
201	но все	1	2
202	подход к	1	2
203	это не	3	2
204	с начала	1	2
205	начала и	1	2
206	литературы ни	1	2
207	ни в	3	2
208	с тем	2	2
209	мы видели	7	2
210	жизни но	1	2
211	строгом смысле	1	2
212	нисколько не	3	2
213	их на	1	2
214	в эту	2	2
215	почти не	2	2
216	не от	1	2
217	страх и	1	2
218	на всю	1	2
219	раз и	1	2
220	на него	2	2
221	и форм	1	2
222	следовательно и	1	2
223	ничего не	4	2
224	одна из	1	2
225	в самой	8	2
226	к ней	2	2
227	правда это	1	2
228	на языке	1	2
229	и является	1	2
230	от того	3	2
231	от их	3	2
232	своей книге	1	2
233	еще одна	1	2
234	значения и	1	2
235	от друга	1	2
236	всего этого	3	2
237	приводит к	1	2
238	еще в	2	2
239	она была	1	2
240	с ним	5	2
241	миросозерцательного значения	1	2
242	часто и	1	2
243	и что	2	2
244	как ее	2	2
245	или на	1	2
246	в различных	2	2
247	глубоко различны	1	2
248	между тем	2	2
249	что и	7	2
250	во всей	1	2
251	вполне понятно	1	2
252	в лице	1	2
253	только в	4	2
254	не можем	1	2
255	если мы	2	2
256	не дает	1	2
257	большинстве случаев	2	2
258	в душе	1	2
259	его и	1	2
260	в одном	3	2
261	и со	1	2
262	в современном	1	2
263	и должна	1	2
264	как раз	5	2
265	из важнейших	2	2
266	здесь в	4	2
267	под влиянием	1	2
268	мира в	1	2
269	ее помощью	1	2
270	вместе с	3	2
271	ко всем	1	2
272	его содержание	1	2
273	в строгом	1	2
274	по существу	3	2
275	к которому	1	2
276	могло не	2	2
277	для этой	1	2
278	одна очень	1	2
279	дана в	1	2
280	жизни в	2	2
281	одной из	5	2
282	но эта	2	2
283	в системе	2	2
284	дело шло	1	2
285	на своем	1	2
286	ту же	2	1
287	можно говорить	2	1
288	но кроме	1	1
289	они проникнуты	1	1
290	также и	7	1
291	например в	5	1
292	и через	1	1
293	мы здесь	1	1
294	конечно глубоко	1	1
295	и продолжали	1	1
296	связи между	1	1
297	он может	1	1
298	между всеми	1	1
299	и есть	2	1
300	из самых	1	1
301	и внешних	1	1
302	также что	1	1
303	из его	2	1
304	и этот	1	1
305	мы уже	4	1
306	той же	4	1
307	которую мы	1	1
308	почти все	3	1
309	формы видения	1	1
310	серьезной и	1	1
311	в учении	1	1
312	ему в	1	1
313	целого в	1	1
314	из ее	1	1
315	это время	2	1
316	индивидуального наслаждения	1	1
317	проявляется в	1	1
318	xix века	1	1
319	в чем	2	1
320	тем как	1	1
321	и всего	1	1
322	ибо оно	1	1
323	в данном	2	1
324	и речи	1	1
325	общего с	1	1
326	построения и	1	1
327	тем он	1	1
328	перед нами	4	1
329	оторваться от	1	1
330	понять и	1	1
331	хотя и	5	1
332	почти всеми	1	1
333	реальной действительности	1	1
334	атмосферу для	1	1
335	нет почти	2	1
336	в этот	2	1
337	что произведение	1	1
338	то в	1	1
339	в условиях	2	1
340	та же	1	1
341	бы и	1	1
342	самой природе	1	1
343	из этих	3	1
344	так в	2	1
345	романа но	1	1
346	нами в	1	1
347	как он	3	1
348	в областях	1	1
349	на то	1	1
350	как оно	1	1
351	тем не	1	1
352	все те	1	1
353	некоторое значение	1	1
354	в первой	4	1
355	они в	1	1
356	эту задачу	1	1
357	же функции	1	1
358	этой книге	1	1
359	как одной	1	1
360	концы с	1	1
361	вообще не	3	1
362	чтобы в	1	1
363	существу это	1	1
364	и по	1	1
365	на этом	5	1
366	серьезность и	2	1
367	в нее	1	1
368	последнее слово	1	1
369	это конечно	1	1
370	для всей	1	1
371	и неизбежно	1	1
372	связанных с	3	1
373	этих форм	2	1
374	на этой	1	1
375	время и	1	1
376	к природе	1	1
377	всеми своими	2	1
378	должен был	1	1
379	смысл в	1	1
380	для них	2	1
381	но уже	1	1
382	основные моменты	3	1
383	она и	2	1
384	ни одной	1	1
385	далеко не	1	1
386	он действительно	1	1
387	всеми другими	1	1
388	вполне понятна	1	1
389	место и	1	1
390	он и	3	1
391	нигде не	1	1
392	значение как	1	1
393	такой же	4	1
394	роль и	2	1
395	смысл и	1	1
396	не мог	4	1
397	общем не	1	1
398	отрыве от	2	1
399	и другие	3	1
400	философии а	2	1
401	она сама	1	1
402	содержания они	1	1
403	очень характерно	1	1
404	в котором	1	1
405	бы к	1	1
406	почти ни	1	1
407	них свой	1	1
408	не столько	2	1
409	с концами	1	1
410	в отличие	2	1
411	своего рода	4	1
412	от его	3	1
413	но здесь	1	1
414	и отвлеченной	1	1
415	как своего	1	1
416	этих моментов	1	1
417	но он	3	1
418	мире все	1	1
419	есть еще	1	1
420	не должно	1	1
421	для нее	1	1
422	не знает	1	1
423	и вся	1	1
424	тому что	1	1
425	и функции	1	1
426	этой смены	1	1
427	эти формы	1	1
428	мышления и	1	1
429	не имеет	3	1
430	на котором	2	1
431	и конкретности	1	1
432	если в	2	1
433	и притом	2	1
434	к этим	1	1
435	но вместе	1	1
436	говорить о	2	1
437	насквозь и	1	1
438	того чтобы	6	1
439	для всего	1	1
440	вся его	1	1
441	самой жизни	2	1
442	правда в	1	1
443	и без	2	1
444	это то	1	1
445	он пытается	1	1
446	эта тенденция	1	1
447	он хочет	2	1
448	жизни на	1	1
449	на природу	1	1
450	углом зрения	1	1
451	мире и	1	1
452	потому что	7	1
453	же он	1	1
454	движения и	1	1
455	не принадлежит	1	1
456	фоне этих	1	1
457	было не	1	1
458	что впрочем	1	1
459	уже и	2	1
460	исторического материализма	1	1
461	и определяли	1	1
462	этом отношении	5	1
463	что на	3	1
464	и из	1	1
465	за его	2	1
466	может показаться	1	1
467	все то	1	1
468	в духе	2	1
469	не могут	2	1
470	встречается в	1	1
471	этой истории	1	1
472	социально-экономической и	1	1
473	числе и	2	1
474	предыдущей главе	1	1
475	своего единства	3	1
476	свое значение	1	1
477	что при	1	1
478	ничего общего	1	1
479	значение это	1	1
480	правда не	1	1
481	отрешены от	1	1
482	они вовсе	2	1
483	и самое	1	1
484	и о	4	1
485	более не	1	1
486	с почти	1	1
487	это единство	1	1
488	и сами	1	1
489	ни одно	1	1
490	ведь они	1	1
491	данном случае	2	1
492	характер и	1	1
493	роль в	2	1
494	что у	1	1
495	в образе	1	1
496	здесь он	1	1
497	было в	1	1
498	в последующих	1	1
499	здесь нет	3	1
500	и всегда	1	1
501	что дело	1	1
502	что от	1	1
503	все остальные	1	1
504	понятно что	1	1
505	с этого	1	1
506	смысле и	1	1
507	связанное с	1	1
508	в другом	3	1
509	на всех	2	1
510	другими словами	1	1
511	что каждый	1	1
512	притом в	1	1
513	очень существенная	1	1
514	можно сказать	2	1
515	а также	4	1
516	по их	1	1
517	второй половины	2	1
518	как они	3	1
519	поэтому проблема	1	1
520	связь между	1	1
521	в отрыве	2	1
522	и всю	1	1
523	от них	1	1
524	для самых	1	1
525	вся эта	1	1
526	и во	4	1
527	в языке	1	1
528	в форме	1	1
529	и ни	3	1
530	вслед за	1	1
531	исторического развития	1	1
532	в свете	2	1
533	содержание но	1	1
534	существует как	1	1
535	и самые	1	1
536	пути к	1	1
537	видим что	2	1
538	она дает	2	1
539	замкнуты в	1	1
540	к нему	2	1
541	в двух	1	1
542	мы видим	5	1
543	речи о	1	1
544	и влияние	1	1
545	через которую	1	1
546	от всего	1	1
547	в состав	1	1
548	могло быть	1	1
549	положение в	1	1
550	и особые	1	1
551	в стороне	1	1
552	между этими	1	1
553	и мировоззрения	1	1
554	именно на	1	1
555	для всех	3	1
556	ибо она	1	1
557	краткий срок	4	1
558	в сторону	2	1
559	ней почти	1	1
560	себя в	1	1
561	явление то	1	1
562	в одежде	1	1
563	в виде	1	1
564	может проникнуть	1	1
565	за счет	1	1
566	наконец очень	1	1
567	из них	1	1
568	это объективное	1	1
569	мы знаем	1	1
570	мир в	1	1
571	себе в	1	1
572	и нового	2	1
573	таковы основные	3	1
574	у нее	2	1
575	с этими	1	1
576	так как	6	1
577	у него	4	1
578	отличие от	2	1
579	он один	1	1
580	того она	1	1
581	вне их	1	1
582	же деле	1	1
583	к самым	2	1
584	не были	1	1
585	ней и	1	1
586	или иной	1	1
587	за ними	1	1
588	как у	1	1
589	но ни	1	1
590	что они	1	1
591	и тех	1	1
592	а именно	2	1
593	и создает	1	1
594	в ряде	2	1
595	характерно для	3	1
596	с историей	1	1
597	во второй	2	1
598	что не	1	1
599	что для	1	1
600	его из	1	1
601	связано с	1	1
602	самом же	1	1
603	нужно сказать	2	1
604	а сам	1	1
605	к своему	1	1
606	не коснулись	1	1
607	так называемой	1	1
608	и господствующей	1	1
609	чем на	2	1
610	не мыслится	1	1
611	для человека	1	1
612	там где	3	1
613	время оно	1	1
614	несмотря на	2	1
615	оружие для	1	1
616	законов и	1	1
617	представления о	1	1
618	подлежит конечно	1	1
619	его на	1	1
620	жизни а	1	1
621	понимает как	1	1
622	по своему	4	1
623	по поводу	4	1
624	не дают	1	1
625	в той	1	1
626	мы остановимся	1	1
627	во все	2	1
628	эти последние	2	1
629	дело здесь	3	1
630	в это	1	1
631	тенденция к	4	1
632	главе нашей	1	1
633	не биологический	1	1
634	находится во	1	1
635	кроме того	4	1
636	свою серьезность	1	1
637	литературе в	1	1
638	при всем	1	1
639	шло о	1	1
640	в более	1	1
641	и для	3	1
642	слова но	2	1
643	не подлежит	2	1
644	сложны и	1	1
645	мира и	8	1
646	которого они	1	1
647	том что	7	1
648	романе и	1	1
649	это уже	1	1
650	к одной	1	1
651	ее и	1	1
652	есть система	1	1
653	из себя	1	1
654	еще более	1	1
655	тем более	1	1
656	эти особенности	2	1
657	в г	2	1
658	они и	2	1
659	позицию с	1	1
660	на двух	1	1
661	нам в	1	1
662	всех тех	1	1
663	этого времени	1	1
664	руки и	1	1
665	сказать что	4	1
666	о себе	1	1
667	одновременно и	2	1
668	культуры в	1	1
669	из этого	1	1
670	есть и	5	1
671	самом начале	1	1
672	если она	1	1
673	него за	1	1
674	творчестве не	1	1
675	ее в	1	1
676	чисто отрицательное	1	1
677	и эта	1	1
678	это в	2	1
679	боится мира	1	1
680	к этому	2	1
681	этой цели	1	1
682	том числе	4	1
