N	2gram	Bakhtin_Pr_4	Russkaja
303	у себя	1	1
304	к новой	1	1
305	не была	2	1
306	он как	2	1
307	от своих	1	1
308	в сущности	7	1
309	себе что	2	1
310	с большим	1	1
311	без всякого	2	1
312	которую можно	1	1
313	это направление	1	1
314	не был	1	1
315	подходе к	1	1
316	к этому	1	1
317	но как	1	1
318	а только	1	1
319	точка зрения	1	1
320	в общем	2	1
321	оно является	2	1
322	в одной	2	1
323	каждая из	1	1
324	которой они	1	1
325	перед нами	12	1
326	когда он	2	1
327	не являются	1	1
328	иные чем	1	1
329	он на	1	1
330	от этого	2	1
331	тон и	3	1
332	бы не	2	1
333	что так	2	1
334	но ведь	2	1
335	то и	2	1
336	им в	1	1
337	только один	1	1
338	тому же	1	1
339	иначе и	1	1
340	но на	2	1
341	своим собственным	1	1
342	на его	1	1
343	силу и	1	1
344	время и	2	1
345	своей прежней	1	1
346	они в	1	1
347	эта последняя	1	1
348	меняется в	1	1
349	когда сходятся	1	1
350	к одному	6	1
351	войти в	3	1
352	никому не	2	1
353	его можно	1	1
354	но дело	2	1
355	но все	2	1
356	это конечно	1	1
357	значительной степени	1	1
358	и знать	1	1
359	в одну	1	1
360	здесь мы	1	1
361	тем же	3	1
362	от некоторых	1	1
363	об этой	1	1
364	об этом	2	1
365	а по	1	1
366	то есть	40	1
367	говорить не	1	1
368	входит в	1	1
369	его личности	1	1
370	это не	5	1
371	которая как	1	1
372	и мы	1	1
373	в жизни	5	1
374	может стремиться	1	1
375	человека на	1	1
376	этого слова	2	1
377	но вся	2	1
378	она и	1	1
379	все равно	2	1
380	для опровержения	1	1
381	не всегда	1	1
382	всегда и	1	1
383	друга в	1	1
384	жизни но	1	1
385	нет и	2	1
386	сильнее чем	1	1
387	на одну	1	1
388	такой же	3	1
389	в один	1	1
390	другом как	1	1
391	бы на	1	1
392	от своего	1	1
393	в такой	1	1
394	и без	1	1
395	что вся	1	1
396	условиях и	1	1
397	не столько	1	1
398	в которых	2	1
399	для всякого	1	1
400	мы теперь	1	1
401	и другого	2	1
402	превратиться в	1	1
403	бы о	1	1
404	ни было	1	1
405	возможно только	1	1
406	который мы	1	1
407	вовсе не	9	1
408	даже в	1	1
409	освободиться от	1	1
410	и вся	1	1
411	такое время	1	1
412	нею и	1	1
413	не менее	2	1
414	или что	1	1
415	есть подлинная	1	1
416	самого начала	1	1
417	и всегда	1	1
418	дело в	3	1
419	на себе	1	1
420	на него	3	1
421	чтобы стать	1	1
422	иметь в	1	1
423	но только	1	1
424	себе самом	5	1
425	это же	1	1
426	того и	2	1
427	от власти	1	1
428	преимущественно в	1	1
429	и весь	1	1
430	всего на	1	1
431	явление в	2	1
432	к ней	2	1
433	сходятся друг	1	1
434	и сама	1	1
435	что на	1	1
436	это два	1	1
437	стороны и	2	1
438	в духе	2	1
439	уступок и	1	1
440	могут быть	2	1
441	человека в	1	1
442	слова но	4	1
443	должны быть	1	1
444	всего в	1	1
445	спорят друг	1	1
446	одну и	1	1
447	что при	1	1
448	всегда будет	1	1
449	чудо и	1	1
450	и это	3	1
451	как мы	12	1
452	с ее	3	1
453	как не	1	1
454	но при	3	1
455	людей в	2	1
456	и говорить	2	1
457	в ее	1	1
458	не могло	2	1
459	начал с	1	1
460	языка и	2	1
461	в собственном	1	1
462	в себя	4	1
463	с самого	1	1
464	степени и	2	1
465	роль в	1	1
466	некоторых других	1	1
467	принадлежать к	1	1
468	о самой	1	1
469	что у	1	1
470	понимание и	1	1
471	и ту	1	1
472	так и	4	1
473	те же	2	1
474	его жизни	1	1
475	собой в	1	1
476	таковы что	1	1
477	глубоко и	1	1
478	по сравнению	1	1
479	мы в	1	1
480	в эпоху	1	1
481	из одного	2	1
482	полное слияние	1	1
483	дело у	1	1
484	быть особенно	1	1
485	вот это	1	1
486	люди по	1	1
487	с тою	1	1
488	никак не	3	1
489	делает возможным	1	1
490	можно сказать	4	1
491	там в	1	1
492	в различных	3	1
493	с другой	3	1
494	а во	1	1
495	воздействия на	1	1
496	от них	2	1
497	переходит в	1	1
498	и хочет	1	1
499	убедимся что	1	1
500	высшей и	1	1
501	они останутся	1	1
502	если эта	1	1
503	может иметь	1	1
504	такой человек	1	1
505	и следует	1	1
506	он есть	2	1
507	по своей	3	1
508	один из	1	1
509	образом как	1	1
510	оно и	2	1
511	они могут	1	1
512	никак нельзя	1	1
513	самом и	1	1
514	же он	2	1
515	человека с	1	1
516	же и	4	1
517	в сторону	1	1
518	и у	1	1
519	если мы	5	1
520	вопроса о	1	1
521	а это	1	1
522	а то	3	1
523	и других	4	1
524	к своим	1	1
525	мы знаем	1	1
526	и их	3	1
527	в известной	2	1
528	могло бы	2	1
529	даже к	2	1
530	ее не	1	1
531	к ним	4	1
532	бытия и	3	1
533	связано с	1	1
534	что та	2	1
535	то у	1	1
536	другом все	1	1
537	превращается в	4	1
538	не простой	2	1
539	в очень	1	1
540	где есть	1	1
541	и придают	1	1
542	из двух	1	1
543	о своей	1	1
544	следует подчеркнуть	1	1
545	влияние на	2	1
546	его себе	1	1
547	по своим	1	1
548	к которому	1	1
549	еще и	4	1
550	что не	1	1
551	а главное	1	1
552	для решения	1	1
553	и стал	1	1
554	на этот	2	1
555	которых мы	1	1
556	не исключает	1	1
557	до конца	4	1
558	ничем не	1	1
559	не на	1	1
560	однако и	1	1
561	и стать	1	1
562	душевной жизни	1	1
563	в одно	2	1
564	в связи	1	1
565	в руках	2	1
566	формы жизни	1	1
567	о себе	5	1
568	в самой	5	1
569	как это	1	1
570	играют в	1	1
571	речь не	1	1
572	этих случаях	2	1
573	неожиданно и	1	1
574	и довольно	1	1
575	встречается у	1	1
576	в чужих	1	1
577	которому оно	2	1
578	человек с	2	1
579	на ней	1	1
580	же письма	1	1
581	последняя может	1	1
582	является для	1	1
583	своей жизни	1	1
584	числе и	3	1
585	к другим	2	1
586	сознании и	2	1
587	себе еще	2	1
588	с большой	1	1
589	известной степени	1	1
590	на все	2	1
591	которых он	1	1
592	то будет	2	1
593	не знаем	1	1
594	нет ибо	1	1
595	что кроме	1	1
596	своей собственной	1	1
597	можно согласиться	1	1
598	и внешней	1	1
599	бы в	3	1
600	другая в	2	1
601	было только	1	1
602	его жизнь	2	1
603	и все	9	1
604	личности и	1	1
605	к самому	2	1
606	от ее	1	1
607	всюду где	1	1
608	в свою	1	1
609	и глубокого	1	1
610	с ней	1	1
611	и внутренне	1	1
612	была бы	1	1
613	но можно	1	1
614	отношению к	5	1
615	же может	1	1
616	только они	1	1
617	ни на	1	1
618	для создания	1	1
619	причем эти	1	1
620	можно назвать	1	1
621	том числе	4	1
622	они не	2	1
