N	2gram	Nazirov_Tv_1	Problemy
515	меня но	1	1
516	девушкина но	1	1
517	и было	1	1
518	элемента в	1	1
519	в один	2	1
520	одного и	1	1
521	знать все	1	1
522	поэтому здесь	1	1
523	с ума	1	1
524	особенно к	1	1
525	что такое	1	1
526	рассказа о	1	1
527	и ее	1	1
528	в бедных	5	1
529	образец такого	1	1
530	же это	1	1
531	достоевского его	1	1
532	но у	1	1
533	деле рассказ	1	1
534	еще с	1	1
535	мысли и	4	1
536	его построения	1	1
537	босой и	1	1
538	знал и	1	1
539	на первой	1	1
540	в зеркало	2	1
541	развивается и	1	1
542	его заветные	1	1
543	ко всему	1	1
544	не поймет	1	1
545	тем не	2	1
546	по крайней	2	1
547	и более	1	1
548	том же	1	1
549	с величайшим	1	1
550	так начинается	1	1
551	а вот	1	1
552	народом в	1	1
553	власть в	1	1
554	нового материала	1	1
555	однако уже	1	1
556	в таких	1	1
557	она не	1	1
558	считает что	1	1
559	дело в	3	1
560	одна из	2	1
561	что их	1	1
562	а ты	1	1
563	у кого	1	1
564	достоевский не	4	1
565	в процессе	1	1
566	в основе	2	1
567	и далеко	1	1
568	этого монолога	1	1
569	героев и	3	1
570	же его	1	1
571	в вечность	1	1
572	творчества достоевского	4	1
573	это еще	1	1
574	все без	1	1
575	для всего	1	1
576	только не	1	1
577	не выдержал	1	1
578	не лучше	1	1
579	в самой	1	1
580	слова об	1	1
581	того в	1	1
582	как она	1	1
583	четыре дня	1	1
584	вот что	1	1
585	связи с	1	1
586	в эпилоге	4	1
587	то чтоб	1	1
588	входят в	1	1
589	вот в	2	1
590	среди них	1	1
591	бесах в	1	1
592	но кто	1	1
593	не могут	1	1
594	два месяца	1	1
595	сравнительно с	1	1
596	как вчера	1	1
597	отличается от	1	1
598	иду босой	1	1
599	же самое	1	1
600	не способен	1	1
601	быстро что	1	1
602	мысли о	1	1
603	и свое	1	1
604	ставрогина и	1	1
605	оно не	1	1
606	время он	2	1
607	приходит к	3	1
608	не совсем	1	1
609	но по	1	1
610	до них	1	1
611	не успел	1	1
612	под аустерлицем	1	1
613	данном случае	2	1
614	удалось в	1	1
615	достоевского к	3	1
616	мышкин и	1	1
617	реальной действительности	1	1
618	перед самим	1	1
619	в себя	2	1
620	но мы	1	1
621	через три	1	1
622	и видимо	1	1
623	мы наблюдаем	1	1
624	достоевским как	1	1
625	верит в	2	1
626	друг для	1	1
627	же касается	1	1
628	подполья с	1	1
629	что может	1	1
630	за то	2	1
631	это вовсе	1	1
632	участия в	1	1
633	во многом	7	1
634	найти в	1	1
635	чем у	1	1
636	даже у	1	1
637	жизнь это	1	1
638	все плачут	1	1
639	в последней	1	1
640	его романов	5	1
641	здесь достоевский	1	1
642	лицо его	2	1
643	мне тогда	1	1
644	каждый раз	1	1
645	от двойника	1	1
646	и должно	1	1
647	его художественной	1	1
648	прямо и	1	1
649	никак не	1	1
650	что каждый	1	1
651	раскольникова уже	1	1
652	или на	1	1
653	прикован к	1	1
654	романа мы	1	1
655	их на	1	1
656	самому себе	1	1
657	самого достоевского	3	1
658	нас в	1	1
659	других людей	2	1
660	это означало	2	1
661	связь между	1	1
662	ее внутренним	1	1
663	том или	1	1
664	это из	1	1
665	от них	1	1
666	вся эта	1	1
667	проза русского	1	1
668	что человек	3	1
669	во всей	2	1
670	крайней мере	2	1
671	подполья и	1	1
672	рассказ является	1	1
673	в ту	3	1
674	но она	2	1
675	было тогда	1	1
676	его знает	1	1
677	и голодный	1	1
678	следовало бы	2	1
679	у которого	1	1
680	такой человек	1	1
681	знаю это	1	1
682	героя от	1	1
683	известно что	2	1
684	один из	4	1
685	но с	1	1
686	значение в	1	1
687	я иду	1	1
688	этот вопрос	1	1
689	будь то	1	1
690	и часто	1	1
691	и действительно	1	1
692	очень много	1	1
693	это очень	1	1
694	действительной жизни	3	1
695	всех его	1	1
696	что ж	1	1
697	с одной	1	1
698	герои достоевского	4	1
699	тон рассказа	2	1
700	смотрел с	1	1
701	не то	2	1
702	же он	1	1
703	нее он	1	1
704	для всех	1	1
705	я только	1	1
706	не укладывается	1	1
707	то и	1	1
708	записках из	3	1
709	этот момент	1	1
710	гоголя в	2	1
711	и обратно	1	1
712	и других	3	1
713	о стиле	1	1
714	что герои	1	1
715	ибо он	1	1
716	ведь это	1	1
717	котором все	1	1
718	записки из	6	1
719	идет в	1	1
720	отметить что	1	1
721	человек как	3	1
722	в других	1	1
723	лишь один	1	1
724	рассказа и	1	1
725	рассказа не	1	1
726	без всякой	1	1
727	с иваном	1	1
728	само сюжетное	1	1
729	и из	1	1
730	до сих	1	1
731	каждый человек	1	1
732	к которому	1	1
733	а наоборот	1	1
734	чем он	1	1
735	мне показалось	1	1
736	в стремлении	1	1
737	к его	1	1
738	резко отличается	1	1
739	и их	1	1
740	превращается в	1	1
741	его романе	1	1
742	достоевского с	8	1
743	у других	1	1
744	не на	1	1
745	есть лишь	1	1
746	сам себе	2	1
747	в идиоте	3	1
748	с гоголем	1	1
749	время стоит	1	1
750	о чем	1	1
751	его собственной	1	1
752	него не	1	1
753	этот принцип	1	1
754	жизнь в	1	1
755	именно поэтому	1	1
756	все более	2	1
757	их с	1	1
758	него в	1	1
759	я тебе	1	1
760	да я	2	1
761	всех людей	1	1
762	появляется новый	1	1
763	в человеке	4	1
764	если так	1	1
765	он говорит	3	1
766	в данном	2	1
767	это произведение	1	1
768	находятся в	1	1
769	самого себя	1	1
770	художественного мира	1	1
771	и всей	1	1
772	общения с	2	1
773	даже с	1	1
774	в мир	2	1
775	в первой	2	1
776	как средство	1	1
777	согласен с	1	1
778	плачут и	1	1
779	других романах	1	1
780	в бесах	3	1
781	бедных людях	5	1
782	все определения	1	1
783	еще раз	1	1
784	более и	1	1
785	сейчас же	1	1
786	художественное произведение	1	1
787	человеку как	2	1
788	и некоторые	1	1
789	любят и	1	1
790	можно сказать	2	1
791	сих пор	1	1
792	в основном	4	1
793	только для	1	1
794	о его	1	1
795	так ли	2	1
796	имел в	1	1
797	поступков и	1	1
798	дела в	1	1
799	глубине души	1	1
800	ли в	2	1
801	в самые	1	1
802	подполья это	1	1
803	и человек	2	1
804	которая в	1	1
805	в двух	2	1
806	мысль о	2	1
807	который является	2	1
808	общественный строй	1	1
809	в романе	10	1
810	еще более	2	1
811	своих героев	3	1
812	человека она	1	1
813	человеком а	1	1
814	для друга	1	1
815	же в	1	1
816	нем и	1	1
817	очень хорошо	1	1
818	давно уже	1	1
819	для раскольникова	1	1
820	может и	1	1
821	в свою	7	1
822	это все	1	1
823	наконец не	1	1
824	но этот	1	1
825	и жизнь	1	1
826	себе не	2	1
827	и другие	3	1
828	в своих	5	1
829	к этому	2	1
