N	2gram	Bakhtin_KF_1	Dialekti
691	с которым	1	1
692	своего развития	1	1
693	я с	1	1
694	есть тот	1	1
695	и смерти	1	1
696	не содержится	1	1
697	было ни	1	1
698	не касается	1	1
699	как из	1	1
700	отвлеченный смысл	1	1
701	что мы	1	1
702	между прочим	1	1
703	но для	2	1
704	он принципиально	1	1
705	к другим	1	1
706	суждения и	2	1
707	всего в	1	1
708	во мне	3	1
709	это уже	2	1
710	не станет	1	1
711	этих случаях	1	1
712	для выражения	1	1
713	при таком	1	1
714	где и	1	1
715	она может	1	1
716	это можно	2	1
717	что кто-то	1	1
718	мира и	4	1
719	другое дело	2	1
720	человек и	1	1
721	для нас	4	1
722	не должен	3	1
723	субъектом и	1	1
724	ими так	1	1
725	и определенная	1	1
726	и бесконечного	2	1
727	жизни в	5	1
728	бытие но	2	1
729	лишь по	1	1
730	между ними	1	1
731	от своего	1	1
732	не быть	3	1
733	к его	1	1
734	жизни а	1	1
735	в последнем	1	1
736	а я	1	1
737	в искусстве	1	1
738	небо и	1	1
739	они не	1	1
740	который не	1	1
741	все что	1	1
