N	2gram	Vygotskiy__2	Tragedij
329	ли есть	1	1
330	и которую	1	1
331	с собой	3	1
332	можно было	5	1
333	же говорит	1	1
334	по природе	1	1
335	в борьбе	1	1
336	когда в	2	1
337	по сравнению	5	1
338	за этими	1	1
339	быть может	2	1
340	стремление к	1	1
341	а по	1	1
342	является по	1	1
343	взрослого человека	3	1
344	и должно	1	1
345	вот почему	3	1
346	всем протяжении	2	1
347	на вопрос	4	1
348	но мы	3	1
349	после того	1	1
350	и который	1	1
351	по вопросу	1	1
352	а также	2	1
353	от него	1	1
354	связь между	5	1
355	и психологического	2	1
356	между тем	1	1
357	врастает в	1	1
358	говорит он	12	1
359	есть с	1	1
360	в настоящей	1	1
361	к личности	2	1
362	все время	3	1
363	о своих	2	1
364	для самого	1	1
365	в жизнь	1	1
366	того что	17	1
367	для ребенка	9	1
368	мы видим	4	1
369	согласиться с	1	1
370	ответа на	1	1
371	что даже	1	1
372	только в	4	1
373	во всем	2	1
374	как нечто	2	1
375	в самое	1	1
376	приходит в	1	1
377	от самых	1	1
378	с одной	7	1
379	именно на	1	1
380	вот что	1	1
381	первостепенное значение	1	1
382	так можно	1	1
383	только на	1	1
384	свидетельствует о	1	1
385	и чисто	1	1
386	но самое	1	1
387	в общем	3	1
388	говорит по	2	1
389	одно из	1	1
390	на первую	1	1
391	и их	5	1
392	всяком случае	6	1
393	могло бы	1	1
394	слова в	1	1
395	не для	1	1
396	они сами	1	1
397	к ним	1	1
398	ту сторону	2	1
399	характерны для	1	1
400	рядом с	1	1
401	в особенности	1	1
402	развития в	6	1
403	вопрос об	2	1
404	именно в	2	1
405	психологического исследования	2	1
406	совершенно ином	1	1
407	даже известный	1	1
408	что не	1	1
409	обратиться к	1	1
410	естественно что	1	1
411	только по	1	1
412	на этот	6	1
413	нашему мнению	1	1
414	в ребенке	1	1
415	а не	3	1
416	с которым	1	1
417	в связи	6	1
418	виде в	1	1
419	с помощью	5	1
420	более чем	1	1
421	вспомнить что	1	1
422	эти слова	1	1
423	вместе с	6	1
424	и особенно	3	1
425	ко всем	1	1
426	и потому	1	1
427	совершенно в	2	1
428	видит в	2	1
429	сравнению с	5	1
430	наряду с	2	1
431	в той	1	1
432	смысле этого	3	1
433	применении к	1	1
434	не удалось	1	1
435	него есть	1	1
436	этого слова	3	1
437	с этой	2	1
438	общепринятый взгляд	1	1
439	и от	1	1
440	на одной	2	1
441	в книге	2	1
442	не является	9	1
443	о совершенно	1	1
444	всегда будет	1	1
445	об отношении	3	1
446	в результате	3	1
447	это как	1	1
448	а к	1	1
449	в двух	1	1
450	это может	1	1
451	из себя	1	1
452	бы в	1	1
453	у которого	1	1
454	но у	1	1
455	хотя бы	4	1
456	только что	3	1
457	очень хорошо	2	1
458	к ее	1	1
459	жизни в	1	1
460	к числу	1	1
461	из тех	3	1
462	но этот	1	1
463	что под	1	1
464	к этой	3	1
465	и эта	2	1
466	во всяком	7	1
