N	2gram	Tiupa_Narr_1	StatiiOP
191	не существует	3	3
192	в результате	2	3
193	или иным	2	3
194	будто бы	1	3
195	письма и	1	3
196	отношению к	3	3
197	в таком	2	3
198	жил в	1	2
199	в первом	4	2
200	по его	1	2
201	мы имеем	3	2
202	мы не	3	2
203	в сущности	2	2
204	из того	1	2
205	подчеркнуть что	1	2
206	быть в	1	2
207	текста с	1	2
208	как правило	5	2
209	русского языка	1	2
210	отношение к	1	2
211	идет о	3	2
212	в м	1	2
213	в своем	3	2
214	целый ряд	1	2
215	это их	1	2
216	в литературном	1	2
217	ни один	1	2
218	бы не	1	2
219	раз в	2	2
220	в себе	6	2
221	но на	1	2
222	не могла	2	2
223	в случае	2	2
224	при этом	19	2
225	но именно	3	2
226	он не	3	2
227	чем у	1	2
228	причем все	1	2
229	в данной	1	2
230	его в	1	2
231	это вовсе	1	2
232	не всегда	3	2
233	и уже	1	2
234	в москве	2	2
235	зато в	1	2
236	нисколько не	1	2
237	втором случае	1	2
238	их в	3	2
239	тем самым	5	2
240	как можно	1	2
241	что эта	1	2
242	она не	2	2
243	было не	1	2
244	случае не	1	2
245	судя по	1	2
246	ничего не	2	2
247	имеем дело	2	2
248	тем не	3	2
249	в сознании	4	2
250	только с	1	2
251	что на	4	2
252	начиная с	3	2
253	ли не	2	2
254	числе и	1	2
255	о них	3	2
256	времени но	2	2
257	и сам	1	2
258	каждого из	1	2
259	его времени	1	2
260	для этого	1	2
261	то есть	9	2
262	а также	6	2
263	и все	3	2
264	а потому	1	2
265	крайней мере	1	2
266	также в	1	2
267	к нему	4	2
268	быть и	2	2
269	по своей	1	2
270	достаточно для	1	2
271	со всеми	1	2
272	с которыми	1	2
273	и у	1	2
274	уже в	1	2
275	свидетельствует о	1	2
276	если в	2	2
277	этот раз	1	2
278	а то	1	2
279	могло бы	3	2
280	у него	7	2
281	еще и	1	2
282	одной стороны	1	2
283	однако и	4	2
284	по крайней	1	2
285	который не	1	2
286	если не	2	2
287	и потому	1	2
288	такого рода	10	2
289	в свое	1	2
290	лет назад	1	2
291	и тогда	2	2
292	но для	3	2
293	это явление	1	2
294	ли в	1	2
295	при таком	1	2
296	о котором	1	2
297	то не	1	2
298	ни одного	1	2
299	зрения в	1	2
300	в этих	2	2
301	в равной	2	2
302	что этот	1	2
303	дело с	2	2
304	не знает	1	2
305	том числе	1	2
306	не смеет	1	1
307	если б	1	1
308	чтобы не	1	1
309	не имел	1	1
310	как известно	3	1
311	и есть	1	1
312	впечатление что	1	1
313	на две	2	1
314	едва ли	3	1
315	в зависимости	2	1
316	полагает что	1	1
317	с текстом	1	1
318	карамзина в	1	1
319	этом не	1	1
320	в каждый	1	1
321	из сказанного	1	1
322	и другая	1	1
323	от друга	1	1
324	но даже	1	1
325	зависимости от	2	1
326	что создает	1	1
327	пребывания в	1	1
328	это время	1	1
329	и самого	2	1
330	двух или	2	1
331	и на	5	1
332	же мере	1	1
333	между собой	2	1
334	внимание и	1	1
335	этот текст	1	1
336	бы себе	1	1
337	бы то	1	1
338	истории а	1	1
339	с его	4	1
340	бы она	1	1
341	при жизни	1	1
342	видит в	1	1
343	но как	3	1
344	а только	1	1
345	тех же	1	1
346	должны были	1	1
347	в наиболее	2	1
348	друг от	1	1
349	знакомства с	1	1
350	личность это	1	1
351	перед нами	5	1
352	конечно но	1	1
353	хотя и	4	1
354	и какой	1	1
355	и к	1	1
356	зрения как	2	1
357	на какой	1	1
358	с просьбой	1	1
359	вид будто	1	1
360	значения как	1	1
361	еще на	1	1
362	не приходится	1	1
363	за это	1	1
364	тут и	1	1
365	в нашем	3	1
366	то я	1	1
367	так в	4	1
368	в известном	2	1
369	у карамзина	3	1
370	и до	1	1
371	как он	1	1
372	всей его	1	1
373	не как	1	1
374	в корне	1	1
375	и вот	2	1
376	питательную среду	1	1
377	какой бы	1	1
378	значительной степени	1	1
379	в одну	1	1
380	таким каким	2	1
381	могла бы	1	1
382	содержит в	1	1
383	карамзина а	1	1
384	том случае	1	1
385	а по	2	1
386	второй половины	1	1
387	входит в	2	1
388	это было	2	1
389	на протяжении	7	1
390	в глазах	3	1
391	нам до	1	1
392	только одно	1	1
393	для них	2	1
394	он является	1	1
395	соответствии с	4	1
396	далеко не	1	1
397	на основании	1	1
398	с тем	1	1
399	но каждый	1	1
400	целый день	1	1
401	которой он	1	1
402	и было	1	1
403	иначе говоря	8	1
404	в один	1	1
405	на себя	4	1
406	когда в	3	1
407	а главное	1	1
408	представить себе	1	1
409	не становится	1	1
410	фактами и	1	1
411	оказывается что	1	1
412	что я	1	1
413	вовсе еще	1	1
414	иным как	2	1
415	что было	1	1
416	однако в	3	1
417	и наоборот	1	1
418	быть не	3	1
419	заглянуть в	1	1
420	истории о	2	1
421	по себе	4	1
422	нас к	1	1
423	но они	3	1
424	с настоящим	1	1
425	из нас	2	1
426	в обоих	2	1
427	хотелось бы	1	1
428	в русской	3	1
429	текста и	1	1
430	одна из	4	1
431	и притом	2	1
432	не могло	2	1
433	бы между	1	1
434	казалось бы	2	1
435	того как	1	1
436	это то	1	1
437	и лишь	1	1
438	они являются	1	1
439	за исключением	1	1
440	и является	2	1
441	и после	2	1
442	и делает	1	1
443	принесла с	1	1
444	ему не	1	1
445	всех прочих	1	1
446	ни о	2	1
447	в момент	1	1
448	которых он	1	1
449	не давая	1	1
450	отличается от	1	1
451	к тому	6	1
452	слова с	1	1
453	обращение к	1	1
454	то ни	1	1
455	опираясь на	1	1
456	первое впечатление	1	1
457	как мы	2	1
458	и о	3	1
459	превратное представление	1	1
460	в виду	1	1
461	но при	3	1
462	как по	1	1
463	литературного письма	1	1
464	только то	1	1
465	счетом ничего	1	1
466	не подлежит	2	1
467	на том	1	1
468	и когда	1	1
469	времени и	9	1
470	мог бы	1	1
471	на которую	1	1
472	он писал	1	1
473	еще в	3	1
474	она была	2	1
475	но у	1	1
476	является в	1	1
477	как наивно	1	1
478	о ней	3	1
479	является событием	2	1
480	о нем	3	1
481	не существовало	1	1
482	зависеть от	1	1
483	и та	1	1
484	в глаза	1	1
485	утверждает что	1	1
486	можно сказать	5	1
487	не просто	1	1
488	времени в	2	1
489	это была	2	1
490	к истине	1	1
491	его личности	1	1
492	которые мы	1	1
493	нуждается в	1	1
494	в форме	2	1
495	представление будто	1	1
496	же можно	1	1
497	в современной	3	1
498	этих строк	1	1
499	ни стилистических	1	1
500	сразу же	1	1
501	чем он	2	1
502	тот же	1	1
503	и бывшими	1	1
504	всю свою	1	1
505	который в	2	1
506	бы ни	1	1
507	об их	1	1
508	место из	1	1
509	себя в	2	1
510	уже не	8	1
511	ряде случаев	1	1
512	языка может	1	1
513	его и	2	1
514	слова в	4	1
515	в одном	4	1
516	сами по	2	1
517	к ним	2	1
518	не о	2	1
519	каждый из	2	1
520	которые могут	1	1
521	в случаях	1	1
522	литературном отношении	1	1
523	указание на	1	1
524	где в	2	1
525	после него	1	1
526	никого не	1	1
527	но вполне	1	1
528	или иной	4	1
529	точек зрения	2	1
530	в период	1	1
531	при отсутствии	2	1
532	на ее	2	1
533	не один	1	1
534	иначе но	1	1
535	с той	1	1
536	в ряде	1	1
537	случаев в	1	1
538	но о	1	1
539	этом у	1	1
540	в соответствии	5	1
541	связано с	1	1
542	мировой литературы	1	1
543	его смерти	1	1
544	которых мы	1	1
545	до конца	2	1
546	не верит	1	1
547	не на	1	1
548	по тем	1	1
549	возвращаясь к	1	1
550	о чем	4	1
551	ср у	1	1
552	время оно	1	1
553	оснований для	2	1
554	ближе к	1	1
555	и ему	1	1
556	до второй	1	1
557	текста если	1	1
558	именно поэтому	1	1
559	по мысли	3	1
560	ровным счетом	1	1
561	вместе с	2	1
562	на чем	1	1
563	в перспективе	1	1
564	художественной и	1	1
565	что именно	1	1
566	из которых	1	1
567	под понятие	1	1
568	это за	1	1
569	будто к	1	1
570	и всей	1	1
571	это его	1	1
572	быть общим	1	1
573	она вся	1	1
574	согласно которому	1	1
575	текста как	2	1
576	и смерти	1	1
577	всех его	2	1
578	каким он	2	1
579	при условии	1	1
580	в культуре	1	1
581	этом и	4	1
582	ни для	1	1
583	один человек	1	1
584	случаях когда	1	1
585	указать на	1	1
586	пор еще	1	1
587	опоры в	1	1
588	и от	2	1
589	историей и	1	1
590	истории как	2	1
591	или в	6	1
592	которая в	2	1
593	тот кто	2	1
594	в голову	1	1
595	обращается к	3	1
596	у них	1	1
597	но еще	1	1
598	той или	5	1
599	ответы на	1	1
600	в третьем	4	1
601	знаков в	1	1
602	но зато	2	1
603	исключительно в	2	1
604	я в	2	1
605	отношении к	1	1
606	одной из	1	1
607	значения в	1	1
608	не говоря	1	1
609	на более	1	1
610	к его	2	1
611	оно не	2	1
612	москвичи по	1	1
613	и б	1	1
614	к этому	1	1
615	точно так	1	1
616	в роли	2	1
617	они не	1	1
