N	2gram	Vinokur_St_2	FransuaR
163	и от	1	3
164	но это	3	3
165	а в	1	3
166	между ними	1	3
167	к этой	1	3
168	они не	2	3
169	том числе	1	3
170	как известно	2	2
171	одним из	6	2
172	например в	3	2
173	того же	2	2
174	это и	1	2
175	тем же	2	2
176	своего романа	1	2
177	по преимуществу	1	2
178	века в	1	2
179	мы не	1	2
180	общества и	1	2
181	большую роль	1	2
182	по адресу	2	2
183	на тему	1	2
184	хотя бы	3	2
185	которые он	1	2
186	на них	1	2
187	не был	3	2
188	в последних	1	2
189	за него	2	2
190	но не	3	2
191	тут же	1	2
192	из важнейших	1	2
193	его романа	1	2
194	вот как	1	2
195	в течение	6	2
196	что он	13	2
197	все же	6	2
198	и той	1	2
199	в которой	11	2
200	из этих	1	2
201	выражение в	2	2
202	раз в	2	2
203	к образу	1	2
204	своем романе	1	2
205	говорят о	1	2
206	и если	1	2
207	к тем	1	2
208	на его	2	2
209	как он	2	2
210	и еще	1	2
211	не к	2	2
212	на этом	1	2
213	значительной степени	2	2
214	раз при	1	2
215	форму и	1	2
216	характер и	1	2
217	в один	2	2
218	точки зрения	5	2
219	уже к	1	2
220	в котором	7	2
221	его современников	1	2
222	представление о	1	2
223	в условиях	1	2
224	своего рода	5	2
225	одном из	3	2
226	но он	3	2
227	что было	2	2
228	том же	2	2
229	и очень	1	2
230	не менее	3	2
231	не раз	2	2
232	дело в	4	2
233	он с	1	2
234	до того	4	2
235	этом отношении	9	2
236	ему не	2	2
237	и далее	1	2
238	и такие	1	2
239	должны быть	1	2
240	они и	1	2
241	и это	2	2
242	данном случае	1	2
243	и сам	2	2
244	времени и	4	2
245	одного из	1	2
246	здесь нет	1	2
247	по сравнению	1	2
248	поэтому в	1	2
249	даны в	2	2
250	можно сказать	1	2
251	говорит об	2	2
252	образом в	1	2
253	с того	1	2
254	с другой	4	2
255	в языке	5	2
256	и шекспиром	1	2
257	для установления	1	2
258	сомнению что	1	2
259	который в	1	2
260	но как	1	2
261	или же	1	2
262	больше чем	1	2
263	конечно не	1	2
264	с нею	3	2
265	уже в	1	2
266	не находит	1	2
267	как его	1	2
268	в форме	1	2
269	не были	1	2
270	именно в	4	2
271	чем он	2	2
272	еще и	3	2
273	романа в	1	2
274	что для	1	2
275	о чем	5	2
276	находим и	1	2
277	с этим	3	2
278	сравнению с	1	2
279	из этой	2	2
280	о мире	2	2
281	в книге	1	2
282	из различных	1	2
283	речи так	1	2
284	потому что	9	2
285	одной из	3	2
286	в последнем	1	2
287	одновременно и	1	2
288	отношению к	1	2
289	из этого	1	2
290	всегда была	1	2
291	и другие	2	2
292	все что	1	2
293	и т	9	1
294	с с	1	1
295	с жизнью	1	1
296	это делает	1	1
297	совершенно новый	1	1
298	вряд ли	3	1
299	из его	2	1
300	др в	1	1
301	высшей степени	1	1
302	одним и	1	1
303	в несколько	1	1
304	г в	5	1
305	очень широко	1	1
306	на тех	1	1
307	им самим	1	1
308	основным источником	1	1
309	и придает	1	1
310	и тут	1	1
311	он думал	1	1
312	самым значительным	1	1
313	почти все	2	1
314	есть нечто	1	1
315	который был	1	1
316	основания и	1	1
317	все здесь	1	1
318	письма к	2	1
319	вместо того	1	1
320	конечно и	2	1
321	не совсем	1	1
322	выхода в	4	1
323	в числе	2	1
324	подчеркнуть что	3	1
325	и он	3	1
326	на которых	1	1
327	литературы и	1	1
328	следует своему	1	1
329	бы то	2	1
330	этим не	1	1
331	этого эпизода	1	1
332	это имеет	1	1
333	при жизни	1	1
334	о смерти	1	1
335	не говорят	1	1
336	в общем	3	1
337	в комментариях	2	1
338	слову в	1	1
339	нет и	2	1
340	что они	2	1
341	и я	2	1
342	что во	1	1
343	в одной	2	1
344	под его	1	1
345	основы его	1	1
346	народа в	2	1
347	особенно интересен	1	1
348	во дворце	1	1
349	когда он	1	1
350	говорит что	1	1
351	был связан	1	1
352	что этим	1	1
353	именно эта	1	1
354	где все	1	1
355	характер как	1	1
356	данные в	1	1
357	что это	3	1
358	представляет собой	1	1
359	в тех	2	1
360	этого противопоставления	1	1
361	в известном	3	1
362	данном контексте	1	1
363	им в	1	1
364	и тот	1	1
365	этого образа	2	1
366	в ряду	1	1
367	все они	1	1
368	по словам	4	1
369	для народа	1	1
370	не как	1	1
371	том чтобы	1	1
372	в первом	1	1
373	в трех	1	1
374	свое время	1	1
375	дает очень	1	1
376	был уже	1	1
377	и по	3	1
378	в образе	3	1
379	так например	7	1
380	в основу	1	1
381	больше всего	2	1
382	что почти	1	1
383	то ни	2	1
384	а затем	2	1
385	в совершенно	1	1
386	об этой	1	1
387	связанных с	1	1
388	была в	1	1
389	на все	1	1
390	а как	4	1
391	его в	2	1
392	это было	2	1
393	заключается в	1	1
394	с другими	1	1
395	только там	1	1
396	и отдельные	1	1
397	в социальной	1	1
398	и презрение	1	1
399	и тем	1	1
400	взглядов на	1	1
401	истории и	2	1
402	для них	1	1
403	это положение	1	1
404	в высшей	1	1
405	площадной и	1	1
406	жизни то	1	1
407	в контексте	1	1
408	с тем	7	1
409	и уже	1	1
410	несмотря на	2	1
411	на иностранные	1	1
412	к середине	1	1
413	с такой	1	1
414	в тоне	1	1
415	в развитии	1	1
416	этом в	1	1
417	такой же	1	1
418	над его	1	1
419	употребляются в	1	1
420	этом случае	1	1
421	и их	1	1
422	внимание только	1	1
423	нас не	2	1
424	можно найти	1	1
425	в отношении	2	1
426	ли можно	1	1
427	с точки	2	1
428	рядом других	1	1
429	условиях и	1	1
430	к одному	1	1
431	был жив	1	1
432	языке но	1	1
433	то его	1	1
434	о языке	1	1
435	от его	2	1
436	права на	1	1
437	не в	4	1
438	такую же	1	1
439	своего времени	4	1
440	и эти	1	1
441	и более	2	1
442	не могли	2	1
443	что этот	2	1
444	как видим	1	1
445	по себе	3	1
446	и вся	2	1
447	тому что	7	1
448	иностранные языки	1	1
449	суждения о	2	1
450	но они	2	1
451	этот был	1	1
452	с теми	1	1
453	самого начала	3	1
454	и прочие	1	1
455	ничего не	4	1
456	существенно связан	1	1
457	было не	1	1
458	героев и	1	1
459	из собеседников	2	1
460	о них	1	1
461	можно судить	1	1
462	но только	1	1
463	только не	2	1
464	никогда не	3	1
465	обвинение в	2	1
466	элемент в	1	1
467	века это	1	1
468	всего и	1	1
469	подробное описание	1	1
470	очень мало	2	1
471	совершенно неправильно	1	1
472	к концу	1	1
473	как она	1	1
474	прежде чем	1	1
475	был так	1	1
476	тому кто	1	1
477	века не	1	1
478	доказать что	2	1
479	как будто	1	1
480	что на	3	1
481	или лучше	2	1
482	в стиле	1	1
483	одно и	1	1
484	время можно	1	1
485	на границе	1	1
486	наконец в	3	1
487	отличается от	1	1
488	с полной	1	1
489	что оно	1	1
490	бы он	1	1
491	полным правом	1	1
492	отказаться от	1	1
493	где он	2	1
494	четыре раза	1	1
495	свою очередь	1	1
496	в в	1	1
497	книги и	1	1
498	с самого	3	1
499	в пределах	1	1
500	они должны	1	1
501	на том	1	1
502	нельзя не	3	1
503	на нее	3	1
504	за то	3	1
505	не с	1	1
506	было в	1	1
507	каждого из	1	1
508	во многом	2	1
509	она была	1	1
510	самый страшный	1	1
511	и отец	1	1
512	разговорного языка	1	1
513	и вообще	2	1
514	форме в	1	1
515	главном в	1	1
516	с полным	1	1
517	и живой	1	1
518	другом месте	2	1
519	внимание на	4	1
520	настоящее время	1	1
521	который говорил	1	1
522	и что	6	1
523	последних двух	1	1
524	что эта	3	1
525	которых в	1	1
526	лет спустя	1	1
527	от них	1	1
528	судить о	1	1
529	во втором	1	1
530	отметить что	2	1
531	язык в	1	1
532	которой все	1	1
533	литературных и	1	1
534	все время	1	1
535	и об	1	1
536	которой в	2	1
537	судить по	2	1
538	говорит в	1	1
539	на почве	2	1
540	и всего	1	1
541	того что	5	1
542	наконец и	1	1
543	в заключительной	2	1
544	еще несколько	1	1
545	правом можно	1	1
546	что только	1	1
547	и народной	1	1
548	из толпы	1	1
549	согласиться с	1	1
550	не имеет	2	1
551	те которые	1	1
552	есть место	1	1
553	это очень	2	1
554	в качестве	5	1
555	так что	3	1
556	к какому	1	1
557	образы не	1	1
558	лет до	2	1
559	ни с	2	1
560	всяком случае	3	1
561	ведь это	1	1
562	и также	1	1
563	не для	1	1
564	но что	1	1
565	с искусством	1	1
566	и вместе	1	1
567	и литературной	1	1
568	были бы	1	1
569	не укладывается	1	1
570	именно как	1	1
571	раза в	1	1
572	что тот	1	1
573	самом языке	1	1
574	от этих	1	1
575	с той	2	1
576	на чем	1	1
577	такое же	2	1
578	в живом	1	1
579	марта года	1	1
580	только к	2	1
581	говорит о	2	1
582	с очень	1	1
583	ничем не	1	1
584	и самый	2	1
585	связано с	1	1
586	с эпохой	1	1
587	них и	1	1
588	его исторического	1	1
589	не на	2	1
590	литература в	1	1
591	и слово	1	1
592	мнение о	2	1
593	имея в	1	1
594	но оно	1	1
595	в творчестве	1	1
596	в последней	1	1
597	другому не	1	1
598	так же	3	1
599	как это	2	1
600	относятся к	3	1
601	проследить на	1	1
602	это уничтожение	1	1
603	характера и	1	1
604	к своему	2	1
605	не могут	1	1
606	не дают	1	1
607	по содержанию	1	1
608	да и	1	1
609	он чувствует	1	1
610	на свете	1	1
611	не сливаются	1	1
612	в это	2	1
613	материал для	3	1
614	в свое	1	1
615	вот что	3	1
616	ко времени	2	1
617	вокруг него	1	1
618	но для	1	1
619	нисколько не	1	1
620	становится понятным	1	1
621	завоевать популярность	1	1
622	или в	1	1
623	в результате	2	1
624	в настоящее	1	1
625	работы над	4	1
626	но также	4	1
627	у которого	1	1
628	ни к	1	1
629	его жизнь	1	1
630	будто бы	1	1
631	места в	1	1
632	ни было	2	1
633	же в	1	1
634	г и	1	1
635	себе и	1	1
636	с фигурой	1	1
637	к самому	1	1
638	с ними	1	1
639	в свою	1	1
640	другой стороны	3	1
641	нетрудно заметить	1	1
642	их с	1	1
643	комментариях к	1	1
644	но этот	1	1
645	который не	1	1
646	занимает в	1	1
647	из лучших	1	1
648	эпохи как	1	1
649	до народа	1	1
650	в голову	1	1
651	заметить что	1	1
652	ее в	2	1
653	как на	9	1
654	в таком	1	1
655	во всяком	3	1
656	гораздо более	1	1
