N	2gram	Propp_Isto_3	Tragedij
234	в такой	1	1
235	где мы	1	1
236	в котором	2	1
237	и цель	1	1
238	представление о	3	1
239	должны были	3	1
240	где на	1	1
241	и вот	2	1
242	умирает и	1	1
243	но он	4	1
244	над ними	2	1
245	и один	2	1
246	тем не	5	1
247	превратиться в	1	1
248	на мысль	1	1
249	не могли	1	1
250	сохранил эту	1	1
251	на всю	1	1
252	теперь я	1	1
253	по себе	1	1
254	называет его	1	1
255	так он	1	1
256	ребенок не	1	1
257	не менее	5	1
258	вплоть до	1	1
259	не раз	2	1
260	она не	4	1
261	самого начала	1	1
262	считает что	1	1
263	того как	1	1
264	совсем забыл	1	1
265	например что	1	1
266	в полночь	1	1
267	только не	2	1
268	это мы	1	1
269	за тебя	1	1
270	до самой	1	1
271	говорит в	1	1
272	детей и	3	1
273	стола и	1	1
274	к ней	4	1
275	связь и	2	1
276	это сказывается	1	1
277	для нас	4	1
278	связи с	6	1
279	сел на	1	1
280	что на	4	1
281	ли это	2	1
282	перед ним	1	1
283	на брак	1	1
284	к себе	1	1
285	могут быть	5	1
286	за что	1	1
287	всего что	1	1
288	указывает на	1	1
289	не есть	1	1
290	что при	1	1
291	утверждать что	2	1
292	где он	1	1
293	вы не	1	1
294	как мы	8	1
295	и о	2	1
296	ухода из	1	1
297	с самого	1	1
298	роль в	2	1
299	момент ухода	1	1
300	с собой	2	1
301	можно было	1	1
302	на нее	3	1
303	женщин но	1	1
304	когда его	2	1
305	за этими	1	1
306	на них	1	1
307	она находит	1	1
308	и должно	1	1
309	вот почему	2	1
310	это происходит	1	1
311	разрушения и	1	1
312	другие и	1	1
313	она всегда	1	1
314	после того	2	1
315	с того	2	1
316	это должно	1	1
317	а также	2	1
318	толстой и	1	1
319	над всем	2	1
320	мы понимаем	1	1
321	и трое	1	1
322	от него	2	1
323	восходит к	1	1
324	между тем	2	1
325	после возвращения	2	1
326	все время	2	1
327	и она	3	1
328	в жизнь	1	1
329	того что	5	1
330	оказалось что	1	1
331	и дело	1	1
332	мы видим	8	1
333	с ними	3	1
334	только в	4	1
335	во всем	1	1
336	как нечто	1	1
337	дочь и	1	1
338	приходит в	3	1
339	у ней	1	1
340	с одной	2	1
341	именно на	1	1
342	этого мотива	4	1
343	эти черты	1	1
344	только на	2	1
345	дело с	2	1
346	героя с	2	1
347	чтобы он	1	1
348	не знать	1	1
349	за счет	2	1
350	на столе	2	1
351	говорит по	1	1
352	характерно что	1	1
353	одно из	1	1
354	и их	1	1
355	ко всей	1	1
356	всяком случае	2	1
357	могло бы	1	1
358	и должна	1	1
359	к ним	1	1
360	случай не	2	1
361	это по	1	1
362	и вместе	1	1
363	в особую	1	1
364	в особенности	2	1
365	никого не	3	1
366	и возвращается	2	1
367	даже не	2	1
368	с другим	1	1
369	в каких	1	1
370	а жизнь	1	1
371	что не	2	1
372	не было	2	1
373	а на	1	1
374	на этот	1	1
375	а не	6	1
376	именно так	2	1
377	с наступлением	1	1
378	на смерть	3	1
379	в и	1	1
380	этом случае	5	1
381	в связи	3	1
382	более чем	1	1
383	сравним с	1	1
384	о себе	3	1
385	вместе с	9	1
386	исходит от	1	1
387	и потому	2	1
388	над ним	1	1
389	пошел на	2	1
390	смысле этого	1	1
391	матери и	2	1
392	думать о	1	1
393	этого слова	1	1
394	с этой	1	1
395	и от	3	1
396	здесь есть	2	1
397	на одной	2	1
398	в книге	1	1
399	он сказал	1	1
400	из дома	2	1
401	тем и	1	1
402	при таком	1	1
403	своими товарищами	1	1
404	это может	1	1
405	самой смерти	1	1
406	мог быть	1	1
407	хотя бы	1	1
408	что ты	4	1
409	обстоит дело	1	1
410	с сыном	1	1
411	героя и	1	1
412	вступления в	6	1
413	враждебное отношение	1	1
414	совершенно не	2	1
415	напоминает о	2	1
416	в иной	1	1
417	но этот	2	1
418	ко всему	1	1
419	т е	16	1
420	есть и	5	1
421	но еще	1	1
422	к этой	1	1
423	и эта	1	1
424	это в	1	1
425	во всяком	2	1
