N	2gram	Vygotskiy__4	OGranits
101	может иметь	1	2
102	как в	5	2
103	в данном	2	2
104	в этом	24	2
105	но так	2	2
106	в полном	1	2
107	в том	42	2
108	мы видим	10	2
109	тот же	9	2
110	с ними	1	2
111	в действительности	5	2
112	в этот	1	2
113	которое мы	2	2
114	в целом	11	2
115	и тем	8	2
116	же слово	3	2
117	все эти	5	2
118	с одной	9	2
119	уже в	6	2
120	иным как	1	2
121	в нем	2	2
122	связанные с	1	2
123	при этом	12	2
124	для него	2	2
125	в зависимости	1	2
126	тем что	7	2
127	этой проблемы	1	2
128	в области	4	2
129	с другой	12	2
130	всей своей	1	2
131	а как	1	2
132	в самом	6	2
133	входит в	2	2
134	может стать	2	2
135	не чем	1	2
136	истории языка	1	2
137	одной стороны	9	2
138	не на	1	2
139	а не	7	2
140	другой стороны	9	2
141	в связи	3	2
142	том что	35	2
143	с помощью	31	2
144	и при	4	2
145	и ее	1	2
146	так же	11	2
147	в отношении	10	2
148	своего рода	1	2
149	в течение	1	2
150	в тех	1	2
151	с этой	4	2
152	слова и	5	2
153	художественное произведение	1	2
154	не менее	3	2
155	что эта	3	2
156	самого начала	1	2
157	не имеет	2	2
158	функцию в	1	2
159	сознания и	1	2
160	на язык	1	2
161	бы в	3	2
162	и является	3	2
163	во всем	3	2
164	а в	2	2
165	в целях	1	2
166	нет ничего	1	2
167	и к	5	2
168	имеет место	1	2
169	могут быть	7	2
170	чем иным	1	2
171	в своих	1	2
172	к тому	6	2
173	и это	2	1
174	эти функции	1	1
175	оно может	3	1
176	предметов а	1	1
177	одним из	2	1
178	также и	2	1
179	же как	6	1
180	своего развития	10	1
181	человека и	1	1
182	функции в	1	1
183	в виду	3	1
184	того же	9	1
185	на нем	2	1
186	и сами	2	1
187	выражения в	1	1
188	как известно	3	1
189	на основе	10	1
190	в собственном	7	1
191	последнее время	1	1
192	и есть	1	1
193	в чрезвычайно	1	1
194	проявляются в	2	1
195	в себя	1	1
196	ту же	2	1
197	обнаруживают в	1	1
198	не имеют	3	1
199	собственном смысле	7	1
200	на том	4	1
201	едва ли	2	1
202	еще долгое	1	1
203	можно было	6	1
204	такое утверждение	1	1
205	определение этого	1	1
206	или на	1	1
207	на материале	1	1
208	мы имеем	2	1
209	нуждаются в	1	1
210	взрослых и	2	1
211	мы в	2	1
212	мыслью и	2	1
213	комплексов в	1	1
214	ключ ко	1	1
215	вопрос о	1	1
216	на место	3	1
217	для этого	1	1
218	по себе	1	1
219	по мере	4	1
220	исследования в	2	1
221	в определенной	1	1
222	конкретную ситуацию	1	1
223	исходного пункта	1	1
224	мы попытались	1	1
225	связанное с	1	1
226	но даже	1	1
227	ему в	1	1
228	не совсем	2	1
229	в действительной	1	1
230	и он	2	1
231	всем протяжении	2	1
232	внимание на	3	1
233	другими словами	2	1
234	и что	8	1
235	произведение и	1	1
236	и понимании	1	1
237	совершенно иных	1	1
238	еще не	2	1
239	игре на	1	1
240	внутренним развитием	1	1
241	столь же	3	1
242	материала это	1	1
243	в различных	1	1
244	тем как	3	1
245	развития не	2	1
246	и подобно	1	1
247	то мы	1	1
248	и существенного	1	1
249	к нему	2	1
250	на самом	1	1
251	относятся и	1	1
252	совсем не	1	1
253	но не	3	1
254	то он	1	1
255	мысль что	1	1
256	и остаются	1	1
257	в другой	2	1
258	и речи	2	1
259	на то	5	1
260	даже для	1	1
261	язык есть	1	1
262	один и	7	1
263	не средством	1	1
264	которая и	1	1
265	на словах	1	1
266	мы обязаны	1	1
267	в истории	10	1
268	полагая что	1	1
269	эта проблема	2	1
270	в своем	4	1
271	как из	2	1
272	по своей	6	1
273	что касается	1	1
274	один из	3	1
275	явления как	1	1
276	и как	9	1
277	его к	4	1
278	одной из	3	1
279	что он	6	1
280	в известную	1	1
281	что слово	2	1
282	который в	1	1
283	этим словом	1	1
284	состоит не	1	1
285	процессов в	1	1
286	чуть ли	1	1
287	по которым	1	1
288	со всеми	3	1
289	так в	1	1
290	подробно на	1	1
291	в этой	3	1
292	что к	1	1
293	остановиться на	2	1
294	в дальнейшем	1	1
295	и тот	7	1
296	конечно не	1	1
297	на всем	2	1
298	и у	2	1
299	только на	2	1
300	в действительном	2	1
301	положение что	1	1
302	в нашей	2	1
303	этот момент	1	1
304	является не	4	1
305	что она	1	1
306	не из	1	1
307	в статье	1	1
308	путем абстракции	1	1
309	и других	3	1
310	раз навсегда	1	1
311	т.д и	1	1
312	одно из	1	1
313	не будут	1	1
314	а вовсе	1	1
315	формулу можно	1	1
316	состоит в	4	1
317	в виде	3	1
318	переходит от	1	1
319	мы полагаем	1	1
320	в конце	1	1
321	особенно часто	1	1
322	но что	3	1
323	только с	1	1
324	данное слово	2	1
325	которое является	2	1
326	из него	2	1
327	подобно тому	2	1
328	отличие от	2	1
329	на этом	3	1
330	его можно	1	1
331	встречаются в	2	1
332	или иных	1	1
333	даже и	1	1
334	для того	5	1
335	же не	2	1
336	и характер	1	1
337	в совершенно	3	1
338	на все	3	1
339	мы это	1	1
340	и здесь	2	1
341	его в	6	1
342	этим путем	1	1
343	если только	1	1
344	к которому	3	1
345	заключается в	18	1
346	между отдельными	3	1
347	лежит в	1	1
348	и находит	1	1
349	в живом	1	1
350	что мы	7	1
351	детской речи	2	1
352	только к	3	1
353	больше и	1	1
354	к более	1	1
355	полагаем что	1	1
356	для них	1	1
357	и во-вторых	1	1
358	о которых	1	1
359	которые не	2	1
360	все равно	1	1
361	далеко не	2	1
362	и самый	1	1
363	которые с	1	1
364	самое слово	3	1
365	не всегда	1	1
366	которой он	1	1
367	же точно	1	1
368	все время	4	1
369	уже у	1	1
370	долгое время	1	1
371	отнюдь не	3	1
372	понятие о	2	1
373	должно быть	3	1
374	такой же	2	1
375	теоретической и	1	1
376	и тогда	2	1
377	если не	2	1
378	момента в	2	1
379	которую он	2	1
380	вступает в	1	1
381	но если	1	1
382	на который	1	1
383	которую мы	1	1
384	эти слова	1	1
385	этого необходимо	1	1
386	к истории	3	1
387	в такой	1	1
388	как это	9	1
389	путь от	2	1
390	основе такого	1	1
391	когда ребенок	2	1
392	приведем пример	1	1
393	представление о	1	1
394	всей полноте	1	1
395	в отличие	2	1
396	в которых	1	1
397	мысли и	2	1
398	бы мы	1	1
399	место внутри	1	1
400	он говорит	2	1
401	к этому	4	1
402	такого рода	6	1
403	каждой данной	1	1
404	тому как	2	1
405	вывод к	1	1
406	объединены в	1	1
407	переходе от	2	1
408	тем не	1	1
409	как средство	1	1
410	и более	7	1
411	их в	2	1
412	и наоборот	1	1
413	что говоря	1	1
414	быть не	1	1
415	это особенно	1	1
416	этого слова	11	1
417	что такое	5	1
418	только то	1	1
419	тому что	4	1
420	что те	2	1
421	существует только	2	1
422	в условиях	3	1
423	вплоть до	1	1
424	но это	1	1
425	воспринимаемые им	1	1
426	о значении	1	1
427	в начале	2	1
428	к двум	1	1
429	обратимся к	4	1
430	и другое	1	1
431	в то	1	1
432	как о	1	1
433	тех или	1	1
434	вопрос в	1	1
435	форме в	1	1
436	момента своего	1	1
437	связанная с	1	1
438	того чтобы	7	1
439	мышления в	16	1
440	уже на	1	1
441	само по	1	1
442	и тонкие	1	1
443	не существует	1	1
444	отношений и	3	1
445	формы и	3	1
446	в разных	1	1
447	и становится	1	1
448	следствием того	1	1
449	или в	1	1
450	на одном	2	1
451	того как	2	1
452	в самой	1	1
453	именно с	1	1
454	при наличии	1	1
455	находятся в	2	1
456	в основе	17	1
457	наблюдения над	1	1
458	находит свое	2	1
459	тем более	1	1
460	вообще в	1	1
461	с понятием	1	1
462	говоря словами	1	1
463	это слово	2	1
464	только что	4	1
465	потому что	12	1
466	бы по	1	1
467	связи с	3	1
468	же слова	2	1
469	эти три	1	1
470	до того	1	1
471	входя в	1	1
472	этом отношении	7	1
473	от первого	1	1
474	чем сложнее	1	1
475	не знает	2	1
476	языка в	1	1
477	сказать что	6	1
478	пути которым	1	1
479	речи и	1	1
480	впервые в	1	1
481	связей и	3	1
482	равно как	1	1
483	его мышления	1	1
484	поэтому не	1	1
485	и именно	1	1
486	включается в	2	1
487	не входит	1	1
488	типа и	1	1
489	и часто	1	1
490	когда мы	2	1
491	во все	1	1
492	языке и	2	1
493	ли не	2	1
494	указать на	1	1
495	же самое	7	1
496	всего в	1	1
497	вместе с	8	1
498	как для	1	1
499	только они	1	1
500	например в	1	1
501	по поводу	1	1
502	слова когда	1	1
503	распадаются на	1	1
504	со взрослыми	2	1
505	что при	2	1
506	этой точки	4	1
507	они не	2	1
