N	2gram	Vygotskiy__1	OGranits
97	те же	4	2
98	есть не	2	2
99	произведения является	1	2
100	подойти к	2	2
101	представлений и	1	2
102	является уже	1	2
103	если бы	6	2
104	что иное	1	2
105	иное как	1	2
106	не что	1	2
107	с самого	1	2
108	в ней	1	2
109	а также	1	2
110	в чем	2	2
111	между тем	4	2
112	явлений и	1	2
113	в ряд	1	2
114	нуждается в	3	2
115	во всей	1	2
116	что они	2	2
117	вслед за	6	2
118	наконец в	2	2
119	чем же	1	2
120	и следовательно	2	2
121	материалом для	1	2
122	как в	9	2
123	только ее	1	2
124	в этом	12	2
125	но так	1	2
126	в полном	2	2
127	в том	30	2
128	двух разных	1	2
129	мы видим	5	2
130	тот же	2	2
131	с ними	1	2
132	в действительности	1	2
133	которое мы	1	2
134	в целом	5	2
135	и тем	2	2
136	с одной	5	2
137	учение о	1	2
138	думать что	1	2
139	уже в	3	2
140	в нем	2	2
141	при этом	19	2
142	и социально	1	2
143	школы и	1	2
144	для него	1	2
145	говорить об	1	2
146	вовсе не	6	2
147	в зависимости	5	2
148	в них	2	2
149	связанных с	1	2
150	этой проблемы	1	2
151	в области	11	2
152	с другой	5	2
153	а как	1	2
154	в самом	11	2
155	может стать	3	2
156	она является	1	2
157	мы считаем	2	2
158	одной стороны	6	2
159	соответствии с	1	2
160	литературное произведение	1	2
161	а не	13	2
162	другой стороны	5	2
163	между собою	1	2
164	там где	4	2
165	несмотря на	5	2
166	в связи	2	2
167	том что	16	2
168	и при	1	2
169	и ее	1	2
170	так же	12	2
171	своего рода	1	2
172	в тех	1	2
173	с этой	4	2
174	слова и	1	2
175	художественное произведение	10	2
176	не менее	2	2
177	что эта	3	2
178	самого начала	1	2
179	в книге	2	2
180	форм и	1	2
181	при восприятии	2	2
182	от всех	3	2
183	бы в	2	2
184	истории литературы	1	2
185	во всем	3	2
186	а в	6	2
187	и к	3	2
188	имеет место	2	2
189	могут быть	11	2
190	в своих	4	2
191	поэтического языка	1	2
192	к тому	4	2
193	форм мы	1	1
194	и это	3	1
195	оно может	1	1
196	от произведения	1	1
197	же как	4	1
198	совершенно справедливо	1	1
199	зависимость от	2	1
200	человека и	2	1
201	в виду	4	1
202	того же	2	1
203	значительной мере	1	1
204	на нем	1	1
205	в эстетике	5	1
206	на основе	2	1
207	уже к	1	1
208	это и	3	1
209	в собственном	3	1
210	последнее время	2	1
211	и есть	5	1
212	в себя	2	1
213	ту же	2	1
214	включает в	1	1
215	или иная	1	1
216	в нашу	1	1
217	ведь и	1	1
218	собственном смысле	3	1
219	едва ли	1	1
220	о влиянии	1	1
221	не дано	1	1
222	в нескольких	1	1
223	и наметить	1	1
224	в несколько	1	1
225	особенно в	1	1
226	к психологизму	1	1
227	здесь нет	1	1
228	что изучение	1	1
229	на материале	1	1
230	мы имеем	4	1
231	нуждаются в	3	1
232	даже у	1	1
233	к тем	1	1
234	содержания в	1	1
235	и о	4	1
236	но у	1	1
237	мыслью и	1	1
238	говоря и	1	1
239	вопрос о	3	1
240	на место	2	1
241	до такой	1	1
242	темы в	1	1
243	быть может	1	1
244	другое дело	1	1
245	по себе	9	1
246	выходит за	1	1
247	сведены к	1	1
248	и над	1	1
249	его за	1	1
250	сводится к	1	1
251	но даже	2	1
252	ему в	1	1
253	то это	1	1
254	искусства есть	4	1
255	в мире	1	1
256	аналогия между	1	1
257	теории литературы	1	1
258	и что	8	1
259	почему же	1	1
260	не имеем	1	1
261	еще не	1	1
262	связи со	2	1
263	поэтическое произведение	1	1
264	в широком	1	1
265	столь же	4	1
266	время в	1	1
267	форма как	1	1
268	звуков в	1	1
269	в различных	1	1
270	не могу	1	1
271	же самые	1	1
272	тем как	1	1
273	в эстетической	1	1
274	в конечном	3	1
275	то мы	1	1
276	художественной формы	5	1
277	к нему	2	1
278	на самом	2	1
279	совсем не	3	1
280	но не	3	1
281	вещей мы	1	1
282	то он	1	1
283	явления но	1	1
284	мысль что	3	1
285	отношение к	2	1
286	отметить что	2	1
287	нет и	1	1
288	или иное	2	1
289	в другой	2	1
290	на то	10	1
291	один и	1	1
292	для марксистской	1	1
293	двух наук	1	1
294	самого точного	1	1
295	в одной	3	1
296	эстетического наслаждения	2	1
297	только социальная	1	1
298	служить материалом	1	1
299	в своем	3	1
300	как из	1	1
301	этот метод	2	1
302	то или	2	1
303	один из	4	1
304	они хотят	1	1
305	тех случаях	1	1
306	эту точку	1	1
307	и как	2	1
308	этого материала	2	1
309	его к	1	1
310	одной из	1	1
311	что он	7	1
312	скорее как	1	1
313	более или	2	1
314	роль играет	1	1
315	или иную	1	1
316	не должна	1	1
317	который в	3	1
318	в значительной	1	1
319	стать не	1	1
320	и ряд	1	1
321	сам собой	1	1
322	процессов в	1	1
323	в выражении	1	1
324	со всеми	4	1
325	даны только	1	1
326	выражение в	1	1
327	в этой	3	1
328	в последнее	4	1
329	для всех	4	1
330	с их	1	1
331	остановиться на	2	1
332	элементов в	1	1
333	и тот	2	1
334	конечно не	1	1
335	не можем	3	1
336	и у	4	1
337	каждом слове	1	1
338	только на	3	1
339	себя и	2	1
340	вследствие этого	1	1
341	в нашей	1	1
342	как совершенно	3	1
343	и если	4	1
344	является не	1	1
345	что она	6	1
346	в статье	1	1
347	речь в	1	1
348	этого процесса	1	1
349	и других	3	1
350	быть сведены	1	1
351	именно та	1	1
352	на эту	1	1
353	его и	3	1
354	конечном счете	3	1
355	ту или	2	1
356	этой школы	2	1
357	одно из	2	1
358	и социальной	1	1
359	в понимании	1	1
360	а вовсе	1	1
361	никто не	1	1
362	состоит в	3	1
363	содержания и	1	1
364	мы полагаем	1	1
365	сказал что	1	1
366	проблемы не	1	1
367	в конце	3	1
368	и должна	1	1
369	объекта но	1	1
370	характер лишь	1	1
371	что без	1	1
372	сильнее и	1	1
373	влиянии на	1	1
374	но что	2	1
375	только с	1	1
376	которое является	1	1
377	подобно тому	5	1
378	может заключаться	1	1
379	отличие от	4	1
380	людей и	1	1
381	или иных	2	1
382	и вместе	2	1
383	ее на	1	1
384	человеческое тело	1	1
385	для того	6	1
386	в особенности	1	1
387	и иметь	1	1
388	и характер	2	1
389	в совершенно	4	1
390	на все	1	1
391	для своей	1	1
392	в лирике	1	1
393	имеет и	1	1
394	и здесь	2	1
395	от другой	1	1
396	его в	2	1
397	как к	2	1
398	и лучше	1	1
399	понятие об	1	1
400	искусства в	9	1
401	свести к	1	1
402	процессе творчества	1	1
403	представляет собою	1	1
404	заключается в	7	1
405	смысл только	1	1
406	лежит в	1	1
407	не обязателен	1	1
408	что мы	8	1
409	обратиться к	2	1
410	больше и	1	1
411	к более	1	1
412	произведения не	1	1
413	полагаем что	1	1
414	образом мы	1	1
415	произведение как	2	1
416	не было	3	1
417	она и	1	1
418	поскольку она	2	1
419	все равно	1	1
420	далеко не	2	1
421	как свое	1	1
422	и самый	1	1
423	функций и	1	1
424	автору и	1	1
425	не всегда	2	1
426	которой он	1	1
427	и вне	1	1
428	как ни	1	1
429	же точно	3	1
430	все время	4	1
431	отнюдь не	6	1
432	понятие о	1	1
433	должно быть	1	1
434	этого произведения	2	1
435	такой же	2	1
436	автора и	1	1
437	и тогда	2	1
438	момента в	1	1
439	или менее	2	1
440	но при	1	1
441	место слова	1	1
442	условиях ее	1	1
443	но если	1	1
444	которую мы	1	1
445	при изучении	1	1
446	художественного творчества	6	1
447	быть объяснено	1	1
448	в такой	2	1
449	как это	4	1
450	возможности в	1	1
451	однако этот	1	1
452	представление о	3	1
453	и столь	1	1
454	к эстетике	1	1
455	о границах	1	1
456	себе а	3	1
457	в отличие	3	1
458	языка от	1	1
459	в которых	3	1
460	мысли и	2	1
461	бы что	2	1
462	бы мы	2	1
463	он говорит	1	1
464	это произведение	1	1
465	такой степени	2	1
466	она есть	1	1
467	к этому	4	1
468	изучаемых явлений	1	1
469	области исследования	1	1
470	составить предмет	1	1
471	тому как	7	1
472	и вот	3	1
473	и там	2	1
474	тем не	2	1
475	в эпоху	1	1
476	и более	1	1
477	их в	2	1
478	для понимания	1	1
479	и наоборот	1	1
480	зрения и	1	1
481	этого слова	4	1
482	что такое	2	1
483	только то	2	1
484	тому что	4	1
485	что те	2	1
486	себе я	1	1
487	между людьми	1	1
488	в условиях	1	1
489	до конца	6	1
490	вплоть до	1	1
491	и развивается	1	1
492	но это	3	1
493	точно и	2	1
494	обратимся к	1	1
495	виду что	1	1
496	в то	5	1
497	как о	1	1
498	мысли в	3	1
499	к другим	2	1
500	уже из	1	1
501	одна из	4	1
502	в науке	2	1
503	работ в	1	1
504	к новым	1	1
505	тех или	2	1
506	и социальная	1	1
507	данной группы	1	1
508	не знаем	2	1
509	мы все	2	1
510	того чтобы	7	1
511	в самых	1	1
512	само по	5	1
513	и изучение	1	1
514	и чем	1	1
515	при таком	1	1
516	не существует	2	1
517	отношений и	2	1
518	формы и	5	1
519	как система	1	1
520	и становится	1	1
521	однако если	1	1
522	следствием того	1	1
523	или в	1	1
524	найти в	1	1
525	этой системы	1	1
526	того как	1	1
527	то не	1	1
528	ее и	2	1
529	нам придется	2	1
530	или как	2	1
531	в основе	2	1
532	существовать если	1	1
533	другим членам	1	1
534	к произведению	1	1
535	поэзии в	1	1
536	мыслей и	2	1
537	материале социальной	1	1
538	от него	2	1
539	с понятием	1	1
540	преувеличено в	1	1
541	это слово	1	1
542	только что	2	1
543	потому что	10	1
544	связи с	1	1
545	для анализа	1	1
546	в системе	1	1
547	этом отношении	2	1
548	об этом	1	1
549	эстетике и	2	1
550	та или	1	1
551	это все	3	1
552	есть она	1	1
553	сказать что	7	1
554	которую не	1	1
555	все то	3	1
556	понимается как	1	1
557	материала или	1	1
558	к чистому	1	1
559	которая есть	1	1
560	область исследования	1	1
561	слова есть	1	1
562	когда мы	3	1
563	во все	1	1
564	экономических отношений	1	1
565	ли не	1	1
566	с его	1	1
567	только о	2	1
568	произведения и	1	1
569	же самое	2	1
570	должны быть	3	1
571	вместе с	8	1
572	как для	1	1
573	только они	2	1
574	например в	3	1
575	по поводу	2	1
576	к ослаблению	1	1
577	сложных формах	1	1
578	социальной среде	1	1
579	что при	3	1
580	со времен	1	1
581	этой точки	5	1
