N	2gram	Tiupa_Hudo_1	FransuaR
170	значительной степени	1	2
171	здесь мы	1	2
172	лишь в	4	2
173	далеко не	2	2
174	только во	1	2
175	точки зрения	10	2
176	в котором	1	2
177	в условиях	1	2
178	своего рода	5	2
179	но он	3	2
180	том же	1	2
181	не менее	3	2
182	ее не	1	2
183	дело в	1	2
184	до того	1	2
185	ему не	1	2
186	и такие	1	2
187	числе и	1	2
188	той или	4	2
189	и это	2	2
190	момент в	1	2
191	на основе	2	2
192	смертью в	1	2
193	и сам	1	2
194	времени и	2	2
195	можно сказать	5	2
196	основе своей	1	2
197	с другой	7	2
198	эти стороны	1	2
199	это не	2	2
200	для установления	1	2
201	к нему	3	2
202	образов и	1	2
203	который в	2	2
204	но как	2	2
205	или же	1	2
206	и ее	3	2
207	с нею	1	2
208	слова в	2	2
209	в системе	2	2
210	на их	1	2
211	в форме	4	2
212	встречаемся с	1	2
213	рядом с	1	2
214	или иной	7	2
215	именно в	2	2
216	еще и	1	2
217	нового времени	2	2
218	что для	1	2
219	о чем	2	2
220	наивной и	1	2
221	все то	1	2
222	к жизни	2	2
223	этого слова	2	2
224	слова и	2	2
225	своей жизни	2	2
226	о мире	1	2
227	потому что	3	2
228	одной из	2	2
229	самое существенное	1	2
230	одновременно и	1	2
231	отношению к	9	2
232	из этого	2	2
233	и другие	2	2
234	все что	1	2
235	говоря о	3	1
236	отношения к	2	1
237	художественного произведения	3	1
238	веселую относительность	1	1
239	области литературы	1	1
240	этого мира	1	1
241	последней главе	1	1
242	от своей	1	1
243	и иронии	1	1
244	из его	1	1
245	исходит из	1	1
246	др в	1	1
247	есть не	1	1
248	мы имеем	6	1
249	ее оболочек	1	1
250	не во	1	1
251	не была	1	1
252	что иное	1	1
253	принадлежит к	3	1
254	требует от	1	1
255	этом так	1	1
256	жизни как	3	1
257	но чтобы	2	1
258	на мир	1	1
259	подчеркнуть что	1	1
260	своей причастности	1	1
261	к общему	1	1
262	во мне	2	1
263	между собой	2	1
264	иное как	1	1
265	бы то	1	1
266	тем как	1	1
267	во внешнем	1	1
268	после его	1	1
269	не входит	2	1
270	свою жизнь	2	1
271	оно является	1	1
272	что они	1	1
273	и я	1	1
274	смех это	1	1
275	в одной	1	1
276	и соответствующих	1	1
277	поэтому ему	1	1
278	в художественном	4	1
279	можно предположить	1	1
280	такова же	1	1
281	перед нами	1	1
282	сознания в	3	1
283	говорит что	2	1
284	каждый такой	2	1
285	именно эта	1	1
286	со своей	3	1
287	бы и	1	1
288	что это	1	1
289	всего романа	1	1
290	представляет собой	10	1
291	за это	1	1
292	художественного мышления	1	1
293	право на	2	1
294	в известном	1	1
295	это тот	1	1
296	данном контексте	2	1
297	имеем в	3	1
298	во многих	1	1
299	после чего	1	1
300	если он	1	1
301	но на	1	1
302	не могла	1	1
303	материал из	1	1
304	все они	1	1
305	к миру	1	1
306	при виде	1	1
307	он должен	3	1
308	не как	2	1
309	в первом	1	1
310	и существенно	2	1
311	подобно тому	1	1
312	что может	2	1
313	и по	2	1
314	или иных	2	1
315	без исключения	4	1
316	то ни	1	1
317	могла бы	2	1
318	а затем	1	1
319	от морального	1	1
320	и читателей	2	1
321	особенности в	1	1
322	а как	1	1
323	его в	2	1
324	это было	1	1
325	заключается в	2	1
326	с другими	4	1
327	например с	1	1
328	весь мир	1	1
329	и тем	2	1
330	системе образов	1	1
331	литературного произведения	10	1
332	как об	1	1
333	жизни то	2	1
334	в контексте	3	1
335	должно быть	1	1
336	этом в	1	1
337	над его	1	1
338	и конец	2	1
339	вошел в	1	1
340	на первый	1	1
341	имен и	1	1
342	этом случае	1	1
343	или точнее	1	1
344	в отношении	3	1
345	с точки	3	1
346	от его	1	1
347	всякий раз	2	1
348	две стороны	1	1
349	войне и	2	1
350	втором случае	2	1
351	образом и	2	1
352	здесь остается	1	1
353	которые в	1	1
354	не в	7	1
355	друг другу	1	1
356	по ту	1	1
357	и более	2	1
358	в прошлом	1	1
359	не могли	1	1
360	функционирование в	1	1
361	художественная литература	1	1
362	по себе	2	1
363	мы встречаемся	1	1
364	это особенно	1	1
365	случае мы	1	1
366	тому что	2	1
367	таких случаях	2	1
368	тем самым	4	1
369	и притом	3	1
370	героев и	1	1
371	ею как	1	1
372	но только	1	1
373	он мог	1	1
374	никогда не	2	1
375	от окружающих	1	1
376	единого целого	1	1
377	на язык	1	1
378	эта сторона	1	1
379	мальчика а	2	1
380	по своей	7	1
381	и мире	2	1
382	ему и	1	1
383	мире и	2	1
384	входят в	1	1
385	как будто	1	1
386	выпадает из	1	1
387	внутреннюю свободу	1	1
388	одно и	3	1
389	наконец в	1	1
390	отличается от	2	1
391	всего в	1	1
392	части романа	1	1
393	вырождается в	1	1
394	и своя	1	1
395	существенный момент	1	1
396	в следующей	1	1
397	вещей в	1	1
398	значении в	1	1
399	и весело	1	1
400	свою очередь	2	1
401	людей в	1	1
402	в собственном	1	1
403	они ни	1	1
404	смерти в	1	1
405	только то	1	1
406	в себя	2	1
407	в произведении	3	1
408	в пределах	3	1
409	свободу и	1	1
410	произведения с	1	1
411	нельзя не	1	1
412	на нее	1	1
413	не с	2	1
414	а этот	1	1
415	здесь как	1	1
416	нам уже	1	1
417	и книги	1	1
418	с ним	2	1
419	на уровне	1	1
420	да да	1	1
421	произведения как	3	1
422	тех кто	1	1
423	возможна только	1	1
424	внимание на	1	1
425	настоящее время	1	1
426	за пределами	3	1
427	и что	3	1
428	примененные к	1	1
429	состоит что	1	1
430	автору не	1	1
431	на отдельные	1	1
432	путь к	1	1
433	во втором	4	1
434	сама литература	1	1
435	в другой	1	1
436	и где	1	1
437	способность к	2	1
438	при котором	1	1
439	говорит в	2	1
440	на почве	3	1
441	того что	4	1
442	в заключительной	1	1
443	быть и	2	1
444	обе эти	1	1
445	и одновременно	5	1
446	к различным	1	1
447	дело с	1	1
448	в узком	3	1
449	что даже	1	1
450	не имеет	1	1
451	к нашему	2	1
452	между этими	1	1
453	что ж	1	1
454	с одной	2	1
455	в качестве	24	1
456	так что	1	1
457	бытия всякий	1	1
458	иной форме	1	1
459	словами из	1	1
460	слова не	1	1
461	дает ему	1	1
462	языка но	1	1
463	ведь это	1	1
464	с этими	1	1
465	ту сторону	1	1
466	лишь один	1	1
467	но из	1	1
468	для художника	1	1
469	точек зрения	1	1
470	этой игрой	1	1
471	а именно	2	1
472	человека но	1	1
473	с той	1	1
474	на чем	1	1
475	такое же	1	1
476	он обнаруживает	1	1
477	что не	1	1
478	только к	1	1
479	говорит о	1	1
480	к более	2	1
481	превращается в	2	1
482	его исторического	1	1
483	одновременно не	1	1
484	более того	1	1
485	не на	3	1
486	в тексты	1	1
487	однако и	1	1
488	отнюдь не	2	1
489	приобщение к	1	1
490	не всегда	1	1
491	и слово	1	1
492	мира в	2	1
493	имея в	1	1
494	в последней	1	1
495	так же	2	1
496	и особенно	2	1
497	до этого	1	1
498	как это	5	1
499	в строгом	1	1
500	произведение на	1	1
501	из которых	1	1
502	к своему	1	1
503	не могут	1	1
504	ориентирована на	1	1
505	для обозначения	1	1
506	если на	1	1
507	ослабляет и	1	1
508	по содержанию	1	1
509	тому как	1	1
510	мыслится как	1	1
511	дело здесь	1	1
512	главного героя	1	1
513	в это	1	1
514	в любом	1	1
515	к объекту	1	1
516	в формах	2	1
517	нем по	1	1
518	вокруг него	1	1
519	мира это	1	1
520	характерные для	1	1
521	от нас	1	1
522	но для	1	1
523	встрече с	1	1
524	тех или	2	1
525	или в	2	1
526	имеет дело	1	1
527	в результате	1	1
528	мира и	2	1
529	о котором	1	1
530	в настоящее	1	1
531	это может	1	1
532	в литературной	1	1
533	как явление	1	1
534	ни к	2	1
535	пришлось бы	1	1
536	на языке	2	1
537	места в	1	1
538	ни было	1	1
539	же в	1	1
540	на части	1	1
541	над собою	1	1
542	с ними	1	1
543	в свою	3	1
544	как ряд	1	1
545	не знает	3	1
546	другой стороны	5	1
547	теперь в	1	1
548	речи и	3	1
549	не что	1	1
550	культуры в	2	1
551	и состоит	3	1
552	это была	1	1
553	речи как	1	1
554	ее в	2	1
555	причастности к	2	1
556	в таком	1	1
