N	2gram	Propp_Russ_2	Istorich
130	в русских	4	3
131	что иное	2	3
132	представление о	5	3
133	и ее	2	3
134	не совсем	2	3
135	иное как	2	3
136	в одной	1	3
137	некоторое время	1	3
138	в обрядах	1	3
139	и как	2	3
140	следующим образом	5	3
141	выше мы	3	3
142	представляет собой	2	3
143	из этих	2	3
144	их в	4	3
145	быть поставлен	1	3
146	а затем	4	3
147	рождение ребенка	1	3
148	его в	8	3
149	дома и	1	3
150	было бы	3	3
151	должен был	3	3
152	для них	2	3
153	далеко не	4	3
154	как и	11	3
155	три ночи	1	3
156	состоит в	15	3
157	должны были	2	3
158	не будем	3	3
159	имеем не	2	3
160	некоторых случаях	1	3
161	в русской	1	3
162	никогда не	2	3
163	детей и	1	3
164	потому что	5	3
165	о том	9	3
166	здесь не	1	3
167	данном случае	7	3
168	смерти в	2	3
169	что у	1	3
170	на нее	6	3
171	можно только	1	3
172	этому же	1	3
173	из дому	1	3
174	от них	1	3
175	раньше чем	1	3
176	в его	1	3
177	можно проследить	1	3
178	приведенных материалов	2	3
179	с ними	1	3
180	при помощи	1	3
181	за ним	3	3
182	прежде всего	2	3
183	царство мертвых	2	3
184	а через	2	3
185	уходит в	1	3
186	превращается в	1	3
187	на смерть	1	3
188	если это	1	3
189	так же	4	3
190	мы увидим	1	3
191	стороны и	1	3
192	быть и	1	3
193	но это	1	3
194	и от	3	3
195	и все	4	3
196	сказать что	1	3
197	не что	2	3
198	этим объясняется	1	3
199	не единственный	1	3
200	ее в	8	3
201	все что	1	3
202	лесу в	2	2
203	ту же	1	2
204	например в	1	2
205	и то	2	2
206	на самом	2	2
207	говорилось выше	1	2
208	и есть	1	2
209	здесь и	1	2
210	в котором	3	2
211	этот обряд	6	2
212	же как	4	2
213	вопрос о	4	2
214	время как	1	2
215	но она	2	2
216	на себя	2	2
217	из того	1	2
218	то это	1	2
219	в ней	1	2
220	как правило	1	2
221	на другой	2	2
222	к жизни	5	2
223	в качестве	3	2
224	на стол	1	2
225	независимо от	1	2
226	как в	7	2
227	в своем	1	2
228	ней в	2	2
229	хотя и	1	2
230	вот тебе	1	2
231	что по	4	2
232	есть ли	1	2
233	обряда в	3	2
234	в этот	10	2
235	они выходят	1	2
236	мы рассмотрим	4	2
237	то время	2	2
238	во многих	9	2
239	тому же	1	2
240	свете приведенных	1	2
241	если он	2	2
242	не могла	1	2
243	при этом	6	2
244	видно что	2	2
245	достаточно чтобы	1	2
246	всех этих	1	2
247	в виде	4	2
248	в нее	1	2
249	так и	1	2
250	но все	1	2
251	есть некоторые	1	2
252	на все	1	2
253	уже знаем	1	2
254	известно что	1	2
255	такая форма	2	2
256	смерть и	2	2
257	с тем	6	2
258	и для	2	2
259	после этого	2	2
260	и потом	4	2
261	такой же	1	2
262	от обряда	1	2
263	в женской	1	2
264	в которых	4	2
265	стоит в	1	2
266	в семьях	1	2
267	над ними	1	2
268	но они	1	2
269	и более	1	2
270	отправляется в	2	2
271	в то	2	2
272	не имеет	3	2
273	одна из	11	2
274	это еще	1	2
275	это делается	1	2
276	с одним	1	2
277	можно видеть	1	2
278	относится к	1	2
279	как будто	1	2
280	во все	1	2
281	как только	1	2
282	время они	1	2
283	и это	1	2
284	и о	3	2
285	говорит и	1	2
286	будем здесь	2	2
287	животное или	1	2
288	в другом	1	2
289	с собой	1	2
290	не с	2	2
291	связанных с	1	2
292	после того	2	2
293	образом в	2	2
294	говорят что	1	2
295	вступали в	1	2
296	на землю	3	2
297	и что	5	2
298	с того	1	2
299	а также	4	2
300	там же	12	2
301	должно было	3	2
302	между тем	3	2
303	все время	1	2
304	в него	2	2
305	кругу явлений	1	2
306	же в	6	2
307	же можно	1	2
308	этот вопрос	2	2
309	на очень	1	2
310	и действительно	1	2
311	очень много	1	2
312	и так	1	2
313	они могут	1	2
314	а после	1	2
315	с одной	2	2
316	где они	2	2
317	из которого	1	2
318	где-то в	1	2
319	лесу или	3	2
320	на столе	1	2
321	себе в	1	2
322	всяком случае	1	2
323	русский материал	1	2
324	в одном	1	2
325	с девушкой	1	2
326	с обрядом	1	2
327	только на	1	2
328	в особенности	1	2
329	и даже	1	2
330	даже не	1	2
331	сюда же	2	2
332	из дерева	1	2
333	и др	1	2
334	но есть	1	2
335	не было	2	2
336	и возвращается	1	2
337	одной стороны	2	2
338	ином царстве	1	2
339	представления о	2	2
340	так на	1	2
341	нет никаких	2	2
342	сказки о	2	2
343	и потому	1	2
344	в тех	1	2
345	можно сказать	1	2
346	дом где	1	2
347	девушки в	3	2
348	он по	1	2
349	следующие черты	1	2
350	от него	1	2
351	за него	1	2
352	или не	1	2
353	сообщает о	1	2
354	совершенно не	2	2
355	во всяком	1	2
356	другие детали	1	1
357	состояла в	2	1
358	также что	2	1
359	сообщает также	1	1
360	приводящая к	2	1
361	рассматривается как	2	1
362	и через	3	1
363	песни и	4	1
364	в приведенном	1	1
365	и живут	1	1
366	в город	1	1
367	смысл этого	1	1
368	и до	1	1
369	с вином	1	1
370	и за	1	1
371	них о	1	1
372	очень широко	1	1
373	как способ	1	1
374	и была	1	1
375	превратились в	1	1
376	мы не	6	1
377	с деревянными	1	1
378	из леса	7	1
379	нас важно	1	1
380	на место	1	1
381	человека и	1	1
382	происходило в	1	1
383	нас это	1	1
384	в египетской	1	1
385	представляло собой	1	1
386	один пример	1	1
387	нет но	1	1
388	по очереди	2	1
389	в народных	1	1
390	часто эти	1	1
391	не успела	1	1
392	это наблюдение	1	1
393	видеть как	2	1
394	на них	4	1
395	между собой	2	1
396	некоторых местах	4	1
397	что его	1	1
398	в различных	1	1
399	это означало	2	1
400	здесь имеем	2	1
401	они у	1	1
402	с умершим	1	1
403	землю и	1	1
404	к ним	1	1
405	ответ на	1	1
406	будет ниже	1	1
407	иногда и	2	1
408	не просто	1	1
409	нет и	1	1
410	исследован и	1	1
411	можно отнести	1	1
412	к сожалению	1	1
413	отнюдь не	1	1
414	мертвых и	2	1
415	если она	2	1
416	эту куклу	4	1
417	можно предположить	3	1
418	что ее	3	1
419	к новому	1	1
420	все остальные	1	1
421	перед нами	1	1
422	кроме того	2	1
423	в умерщвлении	1	1
424	к этой	1	1
425	его к	1	1
426	ее от	2	1
427	каким-то образом	1	1
428	ясно и	1	1
429	это показывает	3	1
430	во двор	1	1
431	проблему в	1	1
432	еще на	1	1
433	и мертвец	1	1
434	вопрос почему	1	1
435	что это	3	1
436	русских народных	1	1
437	он в	1	1
438	в другие	4	1
439	как над	1	1
440	заключению что	1	1
441	что так	1	1
442	право на	2	1
443	ни одна	1	1
444	прослеживается в	1	1
445	идут в	2	1
446	остановиться на	1	1
447	на то	1	1
448	вообще не	1	1
449	на передней	1	1
450	не следует	1	1
451	ей в	1	1
452	главным образом	3	1
453	место куда	1	1
454	чтобы установить	1	1
455	видел в	1	1
456	в первую	1	1
457	или предметы	1	1
458	по селению	1	1
459	здесь говорится	1	1
460	возвращение к	1	1
461	том чтобы	2	1
462	по всем	3	1
463	исходит от	1	1
464	в сад	1	1
465	подобно тому	3	1
466	и по	3	1
467	так например	1	1
468	от нее	1	1
469	форму по	1	1
470	по своему	1	1
471	встречаются и	1	1
472	могла бы	1	1
473	сажей или	1	1
474	не будет	1	1
475	в состоянии	1	1
476	обряд а	1	1
477	об этом	2	1
478	этому обряду	1	1
479	на этой	1	1
480	и руки	1	1
481	детей на	1	1
482	и иногда	2	1
483	а как	1	1
484	входит в	1	1
485	с другими	3	1
486	в и	3	1
487	всего дома	1	1
488	своем исследовании	1	1
489	братьев и	1	1
490	не соответствует	1	1
491	в гроб	2	1
492	и находит	1	1
493	по всему	1	1
494	только одно	1	1
495	могилу и	1	1
496	случае мы	1	1
497	он из	1	1
498	а за	4	1
499	для чего	1	1
500	чем в	2	1
501	здесь все	1	1
502	этим в	1	1
503	в царстве	1	1
504	чего они	1	1
505	и становится	1	1
506	в эту	3	1
507	бывали случаи	1	1
508	но если	3	1
509	к тем	1	1
510	в своей	2	1
511	этой связи	1	1
512	в такой	1	1
513	единственный случай	1	1
514	она в	1	1
515	это подтверждается	1	1
516	явлений относится	1	1
517	подтверждается некоторыми	1	1
518	делают из	4	1
519	своего рода	1	1
520	признает что	1	1
521	если здесь	1	1
522	для объяснения	2	1
523	можем входить	1	1
524	которые в	1	1
525	свет на	1	1
526	земле и	4	1
527	ко всему	1	1
528	что этот	1	1
529	на всю	1	1
530	чтобы решить	2	1
531	не сообщается	1	1
532	как можно	2	1
533	живут не	1	1
534	о потере	1	1
535	и очень	1	1
536	полное описание	1	1
537	носит характер	1	1
538	выходят из	1	1
539	в таких	3	1
540	себе целью	1	1
541	можно понимать	1	1
542	эти формы	1	1
543	того как	2	1
544	или другие	1	1
545	ее с	1	1
546	весь обряд	1	1
547	но вместе	2	1
548	считает что	1	1
549	должны будем	1	1
550	почему именно	1	1
551	о них	2	1
552	на которых	1	1
553	мужей и	1	1
554	к тебе	1	1
555	до самой	1	1
556	не имели	2	1
557	или девушка	1	1
558	именно с	1	1
559	как при	1	1
560	материалов достаточно	1	1
561	это продолжается	1	1
562	где уже	1	1
563	такая же	1	1
564	во всем	2	1
565	буквальном смысле	1	1
566	образа и	1	1
567	рубашку и	2	1
568	е не	1	1
569	до того	1	1
570	только с	1	1
571	домах на	1	1
572	мы и	1	1
573	к таким	2	1
574	и держать	1	1
575	начиная с	2	1
576	основной формой	1	1
577	и другой	3	1
578	это конечно	1	1
579	с полной	1	1
580	и другим	1	1
581	наблюдать что	1	1
582	здесь пока	1	1
583	в одну	1	1
584	что при	2	1
585	ничего общего	1	1
586	здесь еще	1	1
587	обычно в	1	1
588	выйти замуж	1	1
589	необходимо изучить	1	1
590	и поэтому	1	1
591	тем и	2	1
592	в гробу	1	1
593	свою очередь	1	1
594	эти представления	4	1
595	на нем	1	1
596	но далеко	1	1
597	в ее	3	1
598	чем говорилось	1	1
599	она живет	1	1
600	и этим	1	1
601	что души	1	1
602	живут в	2	1
603	в образе	2	1
604	можно было	2	1
605	это настолько	1	1
606	характер этих	1	1
607	выходит и	1	1
608	домой и	1	1
609	это сходство	1	1
610	же кругу	1	1
611	в исторической	1	1
612	в церковь	2	1
613	изучение этих	1	1
614	но иногда	1	1
615	для этого	5	1
616	с ним	1	1
617	из особенностей	1	1
618	означает что	1	1
619	что огонь	1	1
620	различных народов	1	1
621	к заключению	1	1
622	представления об	2	1
623	материалов можно	1	1
624	более поздняя	1	1
625	за пределами	2	1
626	с другим	2	1
627	что каждый	1	1
628	или их	2	1
629	можно встретить	2	1
630	необходимо указать	1	1
631	это должно	1	1
632	можно отличить	1	1
633	по наблюдениям	1	1
634	с момента	1	1
635	тем как	1	1
636	связаны с	3	1
637	и плясали	1	1
638	и пляски	1	1
639	по разным	1	1
640	возвращении домой	1	1
641	здесь в	2	1
642	также в	2	1
643	вернуться к	1	1
644	в земле	4	1
645	указывает что	1	1
646	души людей	1	1
647	которой и	1	1
648	и дает	1	1
649	о двух	1	1
650	и дело	2	1
651	тот же	1	1
652	пришел к	1	1
653	как нет	1	1
654	огонь в	1	1
655	по возвращении	2	1
656	который в	1	1
657	ссылкой на	1	1
658	по этому	2	1
659	эту связь	1	1
660	под образа	1	1
661	ночи и	1	1
662	по другим	1	1
663	не входит	1	1
664	с нею	1	1
665	тем временем	1	1
666	не можем	2	1
667	уже в	1	1
668	в большинстве	1	1
669	или даже	3	1
670	и обратно	1	1
671	или просто	2	1
672	здесь явно	1	1
673	они считались	1	1
674	превращаются в	1	1
675	и путем	1	1
676	вопрос может	1	1
677	одно из	2	1
678	руки и	3	1
679	могло бы	1	1
680	ты меня	1	1
681	и должна	1	1
682	себя от	1	1
683	в песне	1	1
684	случае не	1	1
685	которые иногда	1	1
686	ставит себе	1	1
687	заметить что	2	1
688	женщины в	1	1
689	тогда как	2	1
690	это по	1	1
691	ее на	2	1
692	в особую	1	1
693	что представление	1	1
694	же деле	2	1
695	ней и	1	1
696	также на	1	1
697	живой и	1	1
698	как у	1	1
699	говорит вот	1	1
700	нас в	1	1
701	здесь это	1	1
702	быть прослежены	1	1
703	они живут	3	1
704	и затем	1	1
705	с мужскими	1	1
706	говорит о	2	1
707	обратить внимание	1	1
708	по нескольку	2	1
709	однако в	1	1
710	близко к	1	1
711	самом же	2	1
712	а на	9	1
713	рождались дети	1	1
714	она может	1	1
715	леса таким	1	1
716	также с	1	1
717	были женщины	1	1
718	ниже в	2	1
719	сложное явление	1	1
720	о чем	4	1
721	магическую силу	2	1
722	на эту	2	1
723	делали с	1	1
724	или с	3	1
725	под влиянием	1	1
726	становится ясным	1	1
727	для этой	3	1
728	есть одно	1	1
729	которого она	1	1
730	в руках	2	1
731	что такие	2	1
732	на нижнем	1	1
733	можно будет	2	1
734	других случаях	1	1
735	к вечеру	2	1
736	мертвых можно	1	1
737	к себе	1	1
738	многих случаях	2	1
739	многих местах	1	1
740	а так	1	1
741	в область	1	1
742	что за	1	1
743	на тот	1	1
744	смысле этого	1	1
745	тому как	3	1
746	как бы	18	1
747	целый год	1	1
748	образом на	1	1
749	человек с	1	1
750	исходя из	1	1
751	этого слова	1	1
752	с этой	2	1
753	на другое	1	1
754	есть формы	2	1
755	а когда	1	1
756	в основном	1	1
757	только для	1	1
758	все это	10	1
759	фигуру с	1	1
760	речь будет	1	1
761	в полночь	1	1
762	тех случаях	1	1
763	и обряд	1	1
764	он видел	1	1
765	случаях когда	1	1
766	указывалось выше	1	1
767	странствуют по	1	1
768	и другими	1	1
769	на которой	1	1
770	представлениями о	2	1
771	следующий за	2	1
772	они говорят	1	1
773	покойник умер	1	1
774	в связь	1	1
775	и воскресение	1	1
776	в домах	1	1
777	обряд в	1	1
778	но можно	2	1
779	их с	1	1
780	в фольклоре	4	1
781	объясняет почему	1	1
782	это и	2	1
783	из этого	2	1
784	можно наблюдать	1	1
785	что обряд	1	1
786	это так	1	1
787	это предположение	1	1
788	направление в	1	1
789	и эта	1	1
790	это в	2	1
791	другие сроки	3	1
792	гроб с	1	1
793	на лице	1	1
794	как на	1	1
795	в таком	4	1
796	в огромном	1	1
