N	2gram	Ircho_Kome_3	VelikijI
105	не к	1	2
106	в прошлом	1	2
107	и никогда	1	2
108	тем что	5	2
109	не будет	2	2
110	это не	2	2
111	т д	1	2
112	а с	1	2
113	с презрением	1	2
114	прежде всего	5	2
115	для них	1	2
116	все равно	3	2
117	с тем	4	2
118	один из	3	2
119	для человека	1	2
120	когда я	1	2
121	более чем	5	2
122	я говорю	2	2
123	не могут	2	2
124	ли ты	1	2
125	над ними	1	2
126	да и	1	2
127	с тобой	1	2
128	это дело	1	2
129	что их	2	2
130	так много	1	2
131	почему в	1	2
132	том что	13	2
133	а к	1	2
134	для нас	1	2
135	и теперь	1	2
136	до того	2	2
137	людей и	2	2
138	а в	7	2
139	но не	1	2
140	могут быть	1	2
141	чтобы сделать	1	2
142	всего в	1	2
143	во всяком	3	2
144	эта идея	1	1
145	речь идет	5	1
146	эта новая	1	1
147	как мы	2	1
148	в виду	2	1
149	в ее	3	1
150	же теперь	2	1
151	и до	1	1
152	роль в	2	1
153	свое место	1	1
154	значение в	1	1
155	среди людей	1	1
156	то же	7	1
157	лет назад	2	1
158	живет в	1	1
159	и полюбил	1	1
160	в результате	2	1
161	это только	1	1
162	по сравнению	2	1
163	которого они	1	1
164	вопрос о	1	1
165	с радостью	2	1
166	iii наконец	1	1
167	о возможности	1	1
168	я не	1	1
169	и начало	1	1
170	и ее	2	1
171	не был	1	1
172	же что	1	1
173	зависимости от	1	1
174	меня в	1	1
175	ты можешь	1	1
176	как сам	1	1
177	в их	2	1
178	и на	2	1
179	он был	4	1
180	после того	1	1
181	теперь и	1	1
182	из образов	1	1
183	со словами	1	1
184	бы то	2	1
185	любви к	5	1
186	конечно это	1	1
187	к нему	5	1
188	но как	1	1
189	важный для	1	1
190	от них	1	1
191	если в	1	1
192	в новом	1	1
193	но нет	1	1
194	что человек	1	1
195	себе и	1	1
196	бы в	4	1
197	крайней мере	1	1
198	происхождение и	2	1
199	ты с	1	1
200	его на	2	1
201	как в	2	1
202	в своем	8	1
203	все же	4	1
204	себя с	1	1
205	еще больше	3	1
206	в двух	3	1
207	могли бы	1	1
208	мы видим	1	1
209	ли он	1	1
210	отвергает все	1	1
211	и хотя	2	1
212	он дал	1	1
213	в самом	9	1
214	их жизни	1	1
215	знаешь ли	1	1
216	у них	1	1
217	в которой	3	1
218	в целом	3	1
219	в этой	3	1
220	тебе была	1	1
221	им в	1	1
222	уже в	2	1
223	достоинства и	1	1
224	и если	2	1
225	тебе в	2	1
226	каким образом	1	1
227	о которой	2	1
228	в понимании	1	1
229	лучше все	1	1
230	смысл все	1	1
231	вовсе не	4	1
232	себя от	2	1
233	от людей	2	1
234	отношение к	5	1
235	нашего времени	1	1
236	у него	4	1
237	не случайно	1	1
238	и по	1	1
239	на этом	1	1
240	в руки	2	1
241	он так	3	1
242	ее на	1	1
243	человека в	2	1
244	же пути	1	1
245	для того	6	1
246	то ни	3	1
247	из ненависти	1	1
248	в состоянии	1	1
249	видно и	1	1
250	конечно в	1	1
251	не были	1	1
252	и с	4	1
253	ней и	1	1
254	себе такую	2	1
255	себя не	1	1
256	не надо	1	1
257	с другой	4	1
258	оправдание на	1	1
259	хоть и	2	1
260	которого не	1	1
261	в глазах	8	1
262	и тем	1	1
263	перестала быть	1	1
264	нового времени	2	1
265	говорит о	1	1
266	к человеку	2	1
267	был в	1	1
268	их для	1	1
269	на которых	1	1
270	ничем не	4	1
271	не всегда	1	1
272	с которым	1	1
273	жизнь в	1	1
274	дело к	1	1
275	человека не	2	1
276	о чем	7	1
277	тебя и	1	1
278	тобой а	1	1
279	места в	1	1
280	богами и	1	1
281	таким же	1	1
282	себя за	1	1
283	вместе с	9	1
284	так же	4	1
285	ко всем	1	1
286	как это	5	1
287	за которым	1	1
288	этому же	1	1
289	мы в	1	1
290	в которых	5	1
291	что любит	1	1
292	в изображении	2	1
293	он говорит	2	1
294	сравнению с	2	1
295	для всякого	1	1
296	в одном	2	1
297	а потом	1	1
298	его воли	1	1
299	в мир	1	1
300	по крайней	1	1
301	поскольку он	1	1
302	ведет не	1	1
303	с тремя	1	1
304	сама она	2	1
305	с этой	3	1
306	на пути	1	1
307	в атмосфере	1	1
308	как можно	1	1
309	к ним	3	1
310	думают что	1	1
311	и новой	1	1
312	на котором	1	1
313	и остается	1	1
314	не по	7	1
315	и два	1	1
316	только до	1	1
317	ты хочешь	1	1
318	и от	1	1
319	людям и	1	1
320	к спасению	1	1
321	найти в	1	1
322	это как	1	1
323	ничего не	3	1
324	человек и	1	1
325	того как	1	1
326	может быть	6	1
327	это отец	1	1
328	конце концов	2	1
329	iv в	5	1
330	во всем	1	1
331	и любовь	2	1
332	вот что	1	1
333	на него	4	1
334	в сознании	1	1
335	к жизни	1	1
336	но вот	1	1
337	соединения с	1	1
338	из сторон	1	1
339	жизни в	1	1
340	что на	1	1
341	наконец не	1	1
342	и третье	1	1
343	другой стороны	2	1
344	для нашего	1	1
345	день в	1	1
346	ставит в	1	1
347	но все	4	1
348	к этому	6	1
349	чтобы человек	1	1
350	ли что	1	1
351	в своих	2	1
352	слова с	1	1
353	и эта	1	1
354	это в	2	1
355	прошлом и	2	1
356	отказаться от	2	1
357	такое страшное	1	1
358	себя и	2	1
359	она не	2	1
360	они не	1	1
