N	2gram	Bakhtin_fo_2	Komedia
241	как бы	10	2
242	друг с	4	2
243	в уже	1	2
244	сих пор	2	2
245	в так	1	2
246	каждой из	1	2
247	более поздние	1	2
248	бы в	1	2
249	еще более	4	2
250	от ее	1	2
251	от всех	1	2
252	и жизнь	1	2
253	частности в	1	2
254	во всяком	2	2
255	которых не	1	1
256	и шире	1	1
257	то на	1	1
258	говоря о	1	1
259	отношения к	4	1
260	игры случая	1	1
261	и отчасти	1	1
262	и умер	1	1
263	самом деле	1	1
264	сил и	1	1
265	не обходится	1	1
266	самому существу	1	1
267	которыми он	1	1
268	этот отрывок	1	1
269	на первый	3	1
270	сравнению с	1	1
271	для своего	1	1
272	службу и	1	1
273	та же	3	1
274	на эти	1	1
275	еды и	19	1
276	в сущности	2	1
277	в полной	1	1
278	вместо того	1	1
279	они были	2	1
280	ему в	3	1
281	и самой	1	1
282	с надписью	1	1
283	же что	1	1
284	в каждой	1	1
285	чем больше	1	1
286	между собой	1	1
287	первый план	2	1
288	все эти	5	1
289	не был	2	1
290	время в	1	1
291	в различных	1	1
292	в чем	1	1
293	что люди	1	1
294	и изображение	1	1
295	другой пример	3	1
296	о смерти	2	1
297	достаточно для	1	1
298	значение и	4	1
299	в общем	1	1
300	друг от	2	1
301	свои силы	1	1
302	всю эту	2	1
303	не давали	1	1
304	первый взгляд	1	1
305	опирается на	2	1
306	для создания	1	1
307	однако не	1	1
308	в полном	1	1
309	как уже	3	1
310	на нас	3	1
311	не являются	1	1
312	тем же	2	1
313	следующим образом	1	1
314	с нею	1	1
315	жизни в	4	1
316	роль играет	1	1
317	он дал	1	1
318	в военных	1	1
319	его мать	1	1
320	связанного с	1	1
321	всего к	1	1
322	остановиться на	1	1
323	в себе	4	1
324	не могла	2	1
325	к участию	1	1
326	у женщин	1	1
327	на его	1	1
328	не имеют	1	1
329	и стало	1	1
330	оценивается в	1	1
331	от греческого	1	1
332	сказать в	1	1
333	в античном	5	1
334	игра с	3	1
335	видеть в	1	1
336	и более	2	1
337	не могли	3	1
338	же становится	1	1
339	счет в	1	1
340	его от	1	1
341	впечатление от	1	1
342	в основу	1	1
343	раскрывается с	1	1
344	от нее	1	1
345	а вместе	1	1
346	для характеристики	1	1
347	для изображения	1	1
348	в другом	3	1
349	этой традиции	1	1
350	походах и	1	1
351	по себе	2	1
352	мы встретим	1	1
353	связь его	1	1
354	он же	1	1
355	в тот	1	1
356	в реальном	3	1
357	же названием	1	1
358	со своими	2	1
359	и уже	1	1
360	которой он	2	1
361	он и	1	1
362	мы видели	2	1
363	ни с	1	1
364	выражение в	1	1
365	автора и	2	1
366	и тогда	1	1
367	народа и	1	1
368	не мог	2	1
369	женщин и	2	1
370	же это	1	1
371	за которым	1	1
372	почти ни	1	1
373	не столько	1	1
374	себе вполне	1	1
375	от его	1	1
376	значение для	2	1
377	стало быть	1	1
378	только для	2	1
379	образом и	1	1
380	вынуждены были	1	1
381	времени не	1	1
382	другом и	1	1
383	всегда является	1	1
384	обращение к	1	1
385	их в	4	1
386	вещей и	7	1
387	том же	4	1
388	ним в	1	1
389	в устах	1	1
390	представители этого	1	1
391	любви и	1	1
392	с точки	8	1
393	с которой	1	1
394	правда в	1	1
395	на два	1	1
396	здесь на	1	1
397	весь этот	1	1
398	в основе	6	1
399	родился в	1	1
400	и оттенки	1	1
401	никогда не	6	1
402	самой жизни	3	1
403	в разных	1	1
404	трагедии в	1	1
405	не понимающего	4	1
406	более что	2	1
407	ее у	1	1
408	когда-то в	1	1
409	и является	1	1
410	сводится к	1	1
411	здесь же	1	1
412	из того	1	1
413	участию в	1	1
414	в трагедии	1	1
415	к себе	4	1
416	в динамике	1	1
417	и всех	2	1
418	числе и	2	1
419	его с	1	1
420	как для	1	1
421	бы он	1	1
422	той или	1	1
423	частной жизни	1	1
424	протяжении полутора	1	1
425	темы и	1	1
426	в идеологии	1	1
427	из себя	1	1
428	должен быть	1	1
429	для себя	1	1
430	мать новорожденного	1	1
431	всех случаях	1	1
432	приходит к	1	1
433	от друга	2	1
434	на основе	3	1
435	появление новой	1	1
436	первой из	1	1
437	в себя	2	1
438	действия и	1	1
439	в пределах	5	1
440	на свой	1	1
441	есть человек	1	1
442	в нескольких	1	1
443	времени и	1	1
444	было в	1	1
445	которые он	1	1
446	к самой	1	1
447	других и	1	1
448	по сравнению	1	1
449	жизнь и	3	1
450	в эпоху	4	1
451	с ним	4	1
452	не меньше	1	1
453	с человеком	1	1
454	на море	1	1
455	в порядке	1	1
456	а также	3	1
457	внимание на	1	1
458	и та	2	1
459	за пределами	1	1
460	но мы	1	1
461	никак не	1	1
462	была найдена	1	1
463	его жизни	4	1
464	все его	4	1
465	этим сочетанием	1	1
466	там же	1	1
467	этих двух	1	1
468	каждом из	2	1
469	и были	1	1
470	нуждается в	1	1
471	когда дело	1	1
472	наиболее яркий	1	1
473	филологов и	1	1
474	и ни	1	1
475	даже для	1	1
476	и следовательно	1	1
477	следовало бы	1	1
478	своему содержанию	1	1
479	в литературе	2	1
480	имеется в	1	1
481	по своей	1	1
482	землю и	1	1
483	этого ряда	6	1
484	всякого рода	1	1
485	образов и	1	1
486	мы видим	2	1
487	что даже	1	1
488	появиться на	1	1
489	возникает не	1	1
490	по этому	1	1
491	тот или	1	1
492	внимание в	1	1
493	несравненно меньше	1	1
494	едой и	1	1
495	конечно не	4	1
496	и детей	2	1
497	в большинстве	3	1
498	и они	3	1
499	то и	1	1
500	чем они	2	1
501	свидетельствует о	1	1
502	средние и	1	1
503	этому вопросу	1	1
504	мы достаточно	1	1
505	большинстве случаев	3	1
506	мир в	4	1
507	для него	3	1
508	как их	1	1
509	человека из	1	1
510	как его	2	1
511	я вижу	1	1
512	ее на	1	1
513	протяжении всего	2	1
514	о которых	1	1
515	в очень	1	1
516	к самому	1	1
517	им по	1	1
518	чувствует себя	3	1
519	никого не	1	1
520	все от	1	1
521	и даже	3	1
522	или иной	2	1
523	на ее	1	1
524	ряд с	1	1
525	человеческую жизнь	2	1
526	и образов	2	1
527	на которые	1	1
528	и затем	2	1
529	что не	1	1
530	разных ее	1	1
531	как можно	3	1
532	такую же	1	1
533	у нас	2	1
534	до конца	2	1
535	и самый	2	1
536	не на	3	1
537	а не	4	1
538	другой стороны	1	1
539	среди них	1	1
540	его по	1	1
541	одну из	1	1
542	там где	2	1
543	самого начала	1	1
544	одна и	2	1
545	несмотря на	1	1
546	всего этого	1	1
547	с помощью	3	1
548	свою очередь	1	1
549	двух последних	1	1
550	времени а	1	1
551	его реальной	1	1
552	что весь	1	1
553	именно в	2	1
554	по существу	5	1
555	исходя из	1	1
556	в состоянии	1	1
557	в использовании	1	1
558	оба они	1	1
559	это уже	1	1
560	не похож	2	1
561	этого рода	1	1
562	к будущему	2	1
563	отношений и	1	1
564	времени мы	1	1
565	в новой	1	1
566	и позже	1	1
567	в результате	1	1
568	это как	1	1
569	они вынуждены	1	1
570	когда он	1	1
571	ее и	2	1
572	известностью в	1	1
573	с известной	1	1
574	тем более	3	1
575	своих героев	1	1
576	и как	3	1
577	обстоит дело	1	1
578	хотя в	1	1
579	все более	1	1
580	частная собственность	1	1
581	в системе	1	1
582	нам не	1	1
583	встречаем мы	1	1
584	между ними	2	1
585	союз с	1	1
586	не знает	2	1
587	сказать что	1	1
588	вперед по	1	1
589	равно как	2	1
590	в свою	1	1
591	в последнем	2	1
592	ко всему	1	1
593	занимает в	1	1
594	так же	2	1
595	как на	2	1
596	все что	2	1
