N	2gram	Vinokur_St_1	FransuaR
320	на громадное	1	1
321	в чем	3	1
322	некоторые другие	1	1
323	русского языка	2	1
324	присутствует в	1	1
325	по отношению	3	1
326	в новом	4	1
327	значение для	1	1
328	и речи	2	1
329	большое значение	2	1
330	себя в	1	1
331	требует и	1	1
332	это тот	1	1
333	современности но	1	1
334	в одной	1	1
335	как в	13	1
336	стороны и	1	1
337	путь в	1	1
338	и поперек	1	1
339	в одних	1	1
340	что нет	2	1
341	это был	1	1
342	на человека	1	1
343	на память	1	1
344	что по	1	1
345	стиля и	1	1
346	пример в	1	1
347	и у	2	1
348	частный вопрос	1	1
349	он в	1	1
350	включает в	1	1
351	из этих	6	1
352	им в	1	1
353	вообще а	1	1
354	время этот	1	1
355	во многих	3	1
356	но ведь	8	1
357	как он	1	1
358	всей его	1	1
359	но на	2	1
360	вообще не	2	1
361	такие которые	1	1
362	по словам	4	1
363	его время	1	1
364	большой и	1	1
365	ни была	1	1
366	и вот	1	1
367	грубыми и	1	1
368	свое время	2	1
369	место его	1	1
370	что ни	2	1
371	даже прямо	1	1
372	без исключения	1	1
373	можно было	13	1
374	ни был	1	1
375	например мы	1	1
376	в основу	4	1
377	больше всего	1	1
378	для всей	1	1
379	связанные с	3	1
380	и всем	1	1
381	на все	1	1
382	лишь в	3	1
383	больше в	1	1
384	это было	1	1
385	заключается в	4	1
386	претензии на	1	1
387	его личности	1	1
388	этом смысле	1	1
389	и дает	1	1
390	и смерти	1	1
391	только одно	1	1
392	о которых	1	1
393	и вы	1	1
394	были в	1	1
395	место и	1	1
396	не всегда	2	1
397	его и	1	1
398	искать не	2	1
399	чем в	3	1
400	эпохи с	1	1
401	писать на	1	1
402	она была	1	1
403	в один	1	1
404	не больше	1	1
405	что значит	1	1
406	и сейчас	4	1
407	по внешности	1	1
408	место в	1	1
409	его современников	1	1
410	время своего	1	1
411	еще с	1	1
412	оказывается что	1	1
413	значение то	1	1
414	бы мы	2	1
415	результате этого	1	1
416	которые должны	1	1
417	точку зрения	3	1
418	которые в	2	1
419	разные формы	1	1
420	на другую	1	1
421	речи в	1	1
422	том же	1	1
423	с величайшим	1	1
424	показать что	1	1
425	этой работы	2	1
426	же мы	1	1
427	тому что	3	1
428	таких случаях	1	1
429	но они	1	1
430	а иногда	2	1
431	трудно было	1	1
432	не имеет	4	1
433	тогда когда	1	1
434	правда в	1	1
435	в науке	1	1
436	и притом	1	1
437	борьбу в	1	1
438	не по	3	1
439	было не	2	1
440	опираться на	1	1
441	ней много	1	1
442	на язык	1	1
443	только и	1	1
444	вдоль и	1	1
445	что самое	1	1
446	таким путем	1	1
447	явление в	1	1
448	при котором	1	1
449	за исключением	1	1
450	и другая	1	1
451	и является	1	1
452	это слово	4	1
453	же значение	1	1
454	как будто	4	1
455	этом отношении	7	1
456	и далее	1	1
457	именно такой	1	1
458	и стиля	1	1
459	один раз	1	1
460	уже о	5	1
461	но там	1	1
462	не могут	1	1
463	могут быть	5	1
464	с полной	1	1
465	к тому	1	1
466	чем так	1	1
467	что оно	3	1
468	в наши	1	1
469	котором говорит	1	1
470	до самых	1	1
471	он лишь	1	1
472	правда не	1	1
473	и это	2	1
474	вещей в	1	1
475	например он	1	1
476	в виду	1	1
477	встречаем и	1	1
478	но при	1	1
479	на нем	1	1
480	от всей	1	1
481	только то	1	1
482	с самого	1	1
483	и самого	1	1
484	так в	1	1
485	на свой	2	1
486	на том	1	1
487	которая была	2	1
488	мог бы	1	1
489	которые с	1	1
490	еще в	1	1
491	это только	1	1
492	мы в	1	1
493	является в	1	1
494	для этого	2	1
495	или иной	1	1
496	он жил	1	1
497	автора к	1	1
498	и возможно	1	1
499	в отдельных	1	1
500	но к	1	1
501	на вопрос	4	1
502	грамматики и	1	1
503	и та	1	1
504	и что	4	1
505	притом в	1	1
506	утверждает что	1	1
507	после того	1	1
508	что его	1	1
509	для нас	7	1
510	там же	1	1
511	и научной	2	1
512	должно было	2	1
513	в xi	1	1
514	повестях и	1	1
515	на протяжении	1	1
516	и всю	1	1
517	тем или	3	1
518	для той	1	1
519	это нужно	1	1
520	указано в	1	1
521	тему о	1	1
522	все в	2	1
523	также в	2	1
524	как правило	2	1
525	которой в	1	1
526	вообще в	1	1
527	есть тех	1	1
528	в современной	1	1
529	быть и	2	1
530	есть такой	1	1
531	какой же	1	1
532	но тот	1	1
533	целое в	1	1
534	том как	4	1
535	много ни	1	1
536	сомнению что	1	1
537	тот же	1	1
538	время когда	1	1
539	дело с	2	1
540	языка на	1	1
541	те которые	1	1
542	должен был	2	1
543	ii в	1	1
544	и так	3	1
545	или же	2	1
546	бы ни	1	1
547	и тем	3	1
548	что эта	2	1
549	времени как	1	1
550	которых я	1	1
551	со всеми	2	1
552	этой системе	1	1
553	эпохи но	1	1
554	как нечто	1	1
555	гл ii	2	1
556	вопроса о	3	1
557	еще очень	1	1
558	в начале	3	1
559	кажется что	3	1
560	же у	1	1
561	в школе	1	1
562	и обратно	1	1
563	одно из	2	1
564	никто не	4	1
565	слова в	1	1
566	в прошлом	1	1
567	с собою	1	1
568	очевидно не	2	1
569	только с	2	1
570	каждый из	1	1
571	чтобы не	1	1
572	тем что	5	1
573	притом не	1	1
574	именно об	1	1
575	характерны для	1	1
576	того в	1	1
577	о каком	1	1
578	где в	1	1
579	того что	9	1
580	с общим	1	1
581	без всякой	3	1
582	себе представить	1	1
583	и из	1	1
584	значение которое	1	1
585	не один	1	1
586	не знать	1	1
587	именно в	6	1
588	а именно	3	1
589	совершенно точно	1	1
590	случаев в	1	1
591	была и	1	1
592	такое же	1	1
593	а с	3	1
594	он считал	1	1
595	в середине	1	1
596	больше и	1	1
597	превращается в	2	1
598	нужно сказать	5	1
599	на этот	3	1
600	которых мы	1	1
601	самое слово	1	1
602	не верит	1	1
603	однако и	2	1
604	тех лет	1	1
605	не быть	1	1
606	тему мы	1	1
607	занимает в	2	1
608	только несколько	1	1
609	эту тему	4	1
610	именно на	1	1
611	которой он	1	1
612	и историческими	1	1
613	должна была	4	1
614	очень часто	3	1
615	и вообще	3	1
616	было в	1	1
617	времени однако	1	1
618	бы оно	1	1
619	при его	2	1
620	им по	1	1
621	него в	1	1
622	я уже	3	1
623	некоторые из	1	1
624	есть такое	1	1
625	находим и	2	1
626	чем-то вроде	1	1
627	xix века	1	1
628	из современников	1	1
629	очень значительной	1	1
630	первой строфе	2	1
631	это за	1	1
632	в тех	3	1
633	и там	1	1
634	им с	1	1
635	которые по	1	1
636	не заметил	1	1
637	указание на	1	1
638	в очень	3	1
639	этого слова	2	1
640	чтобы читатель	1	1
641	и другом	1	1
642	нужно отметить	1	1
643	и тогда	2	1
644	к вопросу	1	1
645	это явление	2	1
646	в обычных	1	1
647	писал там	1	1
648	какой бы	1	1
649	великих и	1	1
650	и от	1	1
651	о котором	2	1
652	другую не	1	1
653	к античным	1	1
654	еще более	4	1
655	тем более	4	1
656	это тоже	1	1
657	но если	4	1
658	время как	2	1
659	всеми его	1	1
660	по поводу	7	1
661	и какой	1	1
662	в период	1	1
663	слово в	1	1
664	местах в	1	1
665	новый и	1	1
666	не знает	2	1
667	бы одним	1	1
668	и только	3	1
669	на более	1	1
670	их с	1	1
671	отношению к	3	1
672	из этого	1	1
673	в свое	2	1
674	работы в	3	1
675	время не	1	1
676	жизни и	5	1
677	величайшим трудом	1	1
678	подход автора	1	1
679	но еще	1	1
680	а того	1	1
681	как на	1	1
682	гораздо более	4	1
