N	2gram	Potebnia_M_1	Komedia
317	говорит что	1	1
318	мысль в	2	1
319	его к	2	1
320	самом начале	1	1
321	более или	1	1
322	дается только	1	1
323	то в	5	1
324	что это	3	1
325	сказать о	1	1
326	он в	1	1
327	что же	2	1
328	бы не	6	1
329	из этих	4	1
330	сущности и	1	1
331	но без	2	1
332	приводит к	1	1
333	только на	3	1
334	тем он	1	1
335	бы только	2	1
336	роль в	1	1
337	как он	1	1
338	не могла	2	1
339	что эти	1	1
340	от которого	1	1
341	к одному	2	1
342	понятий и	1	1
343	нашего времени	1	1
344	не могли	2	1
345	из него	2	1
346	его от	1	1
347	подобно тому	3	1
348	и независимо	1	1
349	что она	1	1
350	но все	2	1
351	значительной степени	2	1
352	законы по	1	1
353	другими более	1	1
354	что все	3	1
355	же не	1	1
356	им как	1	1
357	от некоторых	1	1
358	а их	1	1
359	а его	3	1
360	то есть	42	1
361	зрения на	1	1
362	это было	1	1
363	две другие	1	1
364	и отдельные	2	1
365	перед нами	1	1
366	должен был	1	1
367	после этого	2	1
368	в жизни	3	1
369	который сам	1	1
370	все равно	1	1
371	с тем	5	1
372	этой чисто	1	1
373	и уже	1	1
374	жизни но	1	1
375	с такой	1	1
376	слова и	4	1
377	себе все	1	1
378	в эту	1	1
379	в этих	7	1
380	не так	3	1
381	но если	2	1
382	нас не	1	1
383	а как	2	1
384	человека хотя	1	1
385	никто не	3	1
386	божественного и	2	1
387	здесь из	1	1
388	в которых	1	1
389	не представляется	2	1
390	несомненно что	2	1
391	стало быть	2	1
392	том каким	1	1
393	друг другу	3	1
394	такой способ	1	1
395	доказывает что	2	1
396	и эти	1	1
397	видно что	2	1
398	и более	2	1
399	том же	2	1
400	времени а	1	1
401	него то	1	1
402	с так	3	1
403	по себе	10	1
404	не была	1	1
405	тому что	3	1
406	степень его	1	1
407	если и	2	1
408	между людьми	1	1
409	она могла	1	1
410	делится на	1	1
411	и другое	3	1
412	самого начала	3	1
413	если в	1	1
414	к новым	2	1
415	на себе	2	1
416	жизни нашего	1	1
417	не по	4	1
418	не прибавляет	1	1
419	которого он	1	1
420	с и	3	1
421	в самых	1	1
422	того чтобы	2	1
423	следовательно и	2	1
424	человека во	1	1
425	связанное с	2	1
426	внешним влияниям	1	1
427	в науке	1	1
428	а второй	3	1
429	во всем	4	1
430	убедиться в	1	1
431	так например	3	1
432	мы бы	1	1
433	двумя другими	1	1
434	следует что	1	1
435	до того	1	1
436	средствами но	1	1
437	представлений в	1	1
438	каждый раз	4	1
439	что на	6	1
440	может показаться	1	1
441	от их	1	1
442	действует в	1	1
443	и для	5	1
444	не могут	4	1
445	и другим	1	1
446	по возможности	1	1
447	его с	2	1
448	даже и	2	1
449	слова с	1	1
450	в каждом	4	1
451	отказаться от	1	1
452	такова в	1	1
453	и это	3	1
454	от друга	2	1
455	но при	3	1
456	действия и	1	1
457	с самого	3	1
458	iii в	1	1
459	можно было	1	1
460	в нескольких	1	1
461	те же	1	1
462	когда в	3	1
463	к первому	3	1
464	к неопределенным	1	1
465	отрицать что	1	1
466	и постоянно	1	1
467	предположить что	1	1
468	с ним	3	1
469	в каждой	1	1
470	почему его	1	1
471	них не	2	1
472	воли и	1	1
473	о нем	1	1
474	познания и	2	1
475	относилась к	1	1
476	на вопрос	1	1
477	именно с	1	1
478	и что	10	1
479	объяснение в	1	1
480	утверждает что	2	1
481	все его	1	1
482	людьми и	2	1
483	которые могут	1	1
484	это была	1	1
485	природы в	2	1
486	таких же	1	1
487	говорит он	4	1
488	и только	2	1
489	богатство и	1	1
490	даже для	1	1
491	наконец в	1	1
492	внешнее и	1	1
493	и следовательно	2	1
494	которая как	1	1
495	в лице	1	1
496	голода и	1	1
497	того что	8	1
498	тех пор	1	1
499	воплощается в	1	1
500	дело с	1	1
501	нуждается в	2	1
502	явления в	1	1
503	но ни	1	1
504	хотя бы	2	1
505	прием который	1	1
506	к их	1	1
507	в стороне	4	1
508	которое мы	2	1
509	поэтому и	1	1
510	бы ни	4	1
511	не сказать	1	1
512	вопрос об	3	1
513	и сравнительно	1	1
514	себя в	1	1
515	так что	16	1
516	и насколько	1	1
517	каким образом	3	1
518	предположение что	2	1
519	в душе	11	1
520	за ним	2	1
521	мир в	1	1
522	нее в	1	1
523	представить себе	3	1
524	в современном	1	1
525	ее не	1	1
526	может служить	1	1
527	друг друга	5	1
528	и никакой	1	1
529	заметить что	2	1
530	не говорит	1	1
531	от того	4	1
532	на том	1	1
533	ее на	1	1
534	не противоречит	1	1
535	для того	3	1
536	известных нам	2	1
537	друг от	2	1
538	нам не	1	1
539	уважение к	2	1
540	не один	1	1
541	на этот	2	1
542	говорить и	1	1
543	даже самого	1	1
544	исходных точек	1	1
545	один шаг	1	1
546	далеко не	1	1
547	в пути	2	1
548	человек может	1	1
549	его из	1	1
550	к более	1	1
551	противоречие между	1	1
552	превращается в	1	1
553	чтобы убедиться	1	1
554	идеи в	1	1
555	именно так	1	1
556	его как	1	1
557	человек есть	1	1
558	если даже	1	1
559	что из	1	1
560	так называемых	1	1
561	стороны в	1	1
562	следовало бы	1	1
563	связь с	2	1
564	во-вторых и	1	1
565	ко всем	2	1
566	и потому	5	1
567	их за	1	1
568	которые между	1	1
569	словом это	1	1
570	что именно	2	1
571	к прежнему	1	1
572	делятся на	1	1
573	в данном	1	1
574	который мы	1	1
575	организма не	1	1
576	применении к	2	1
577	времени с	1	1
578	тому как	4	1
579	в ответ	1	1
580	с тех	1	1
581	как бы	6	1
582	как две	1	1
583	этого слова	1	1
584	на степень	1	1
585	с этой	2	1
586	в науках	1	1
587	о его	2	1
588	но едва	1	1
589	из чего	1	1
590	не получает	1	1
591	не достигает	1	1
592	к одной	3	1
593	от него	4	1
594	на такой	1	1
595	в духе	1	1
596	бы в	4	1
597	еще более	2	1
598	направлены на	1	1
599	могли только	1	1
600	с понятием	2	1
601	известные нам	1	1
602	на такую	1	1
603	хотя в	3	1
604	к ее	1	1
605	то оно	2	1
606	вопрос как	1	1
607	бы с	1	1
608	слово в	1	1
609	и представляет	1	1
610	или другими	1	1
611	сказать что	3	1
612	себе на	1	1
613	совершенно не	1	1
614	развития и	3	1
615	не замечать	1	1
616	ко всему	1	1
617	именно к	1	1
618	чем во	1	1
619	время не	1	1
620	на это	1	1
621	в каком	6	1
622	жизни и	2	1
623	указывают на	2	1
624	к этой	3	1
625	и другие	1	1
626	того времени	1	1
627	или непосредственно	1	1
628	мира из	1	1
629	понятия например	1	1
630	как на	3	1
631	в таком	5	1
632	этой точки	1	1
633	они не	1	1
634	событий в	1	1
