N	2gram	Losev_Dial_3	Komedia
146	и без	3	2
147	всяком случае	2	2
148	почти не	1	2
149	и самого	1	2
150	ни малейшего	1	2
151	но он	1	2
152	тем не	10	2
153	с гордостью	1	2
154	одна из	3	2
155	при всем	4	2
156	к ней	1	2
157	по своей	1	2
158	а мы	3	2
159	ли это	1	2
160	уже о	2	2
161	же самое	1	2
162	для себя	2	2
163	с ее	1	2
164	на нем	1	2
165	всего этого	2	2
166	только при	1	2
167	в себя	1	2
168	до самого	1	2
169	что у	2	2
170	из всего	1	2
171	в споре	1	2
172	мог бы	1	2
173	для этого	2	2
174	и здесь	2	2
175	нас в	2	2
176	и во	2	2
177	и можно	2	2
178	раз на	1	2
179	или может	1	2
180	и мир	1	2
181	еще не	2	2
182	даже если	2	2
183	из которых	3	2
184	а то	1	2
185	мы знаем	3	2
186	можно насчитать	1	2
187	вовсе не	13	2
188	в других	1	2
189	со стороны	2	2
190	даже не	6	2
191	точек зрения	1	2
192	до сих	1	2
193	еще и	2	2
194	и притом	5	2
195	то и	3	2
196	не может	19	2
197	вместе с	1	2
198	или по	1	2
199	но не	2	2
200	говоря уже	2	2
201	и формы	2	2
202	к нему	3	2
203	сих пор	1	2
204	но это	5	2
205	и таким	1	2
206	об отношении	1	2
207	или в	2	2
208	обмана и	1	2
209	всех вещей	1	2
210	только что	4	2
211	ни было	1	2
212	вв в	1	2
213	то что	14	2
214	е в	4	2
215	не говоря	2	2
216	по одному	2	2
217	ее в	2	2
218	в своих	2	2
219	во всяком	2	2
220	все что	3	2
221	и опустошение	1	1
222	них он	1	1
223	в применении	1	1
224	также и	2	1
225	зависимость от	1	1
226	чтобы не	1	1
227	в этот	1	1
228	самое слово	1	1
229	сам по	5	1
230	все остальное	4	1
231	во-вторых поскольку	1	1
232	на самом	1	1
233	не что	6	1
234	или к	2	1
235	такое же	1	1
236	так уже	1	1
237	из самых	3	1
238	мировоззрения и	1	1
239	исходит из	2	1
240	и больше	4	1
241	высшей степени	1	1
242	только очень	1	1
243	в зависимости	2	1
244	уже по	2	1
245	и за	1	1
246	по его	1	1
247	мы уже	3	1
248	той же	3	1
249	для своего	1	1
250	к весьма	1	1
251	ответить на	1	1
252	что под	1	1
253	за несколько	1	1
254	что иное	6	1
255	одного или	1	1
256	из того	2	1
257	то это	9	1
258	зависимости от	3	1
259	как свой	1	1
260	в мире	1	1
261	и он	2	1
262	реальная жизнь	3	1
263	в ней	2	1
264	думаю что	1	1
265	иное как	6	1
266	а только	1	1
267	во всех	1	1
268	сказать и	1	1
269	он может	1	1
270	коем случае	3	1
271	друг на	1	1
272	же она	3	1
273	не известно	1	1
274	силу этого	2	1
275	есть по	1	1
276	чтобы потом	1	1
277	отнюдь не	10	1
278	с этим	3	1
279	мира в	1	1
280	огромной силой	1	1
281	в своем	3	1
282	целый ряд	2	1
283	нападает на	1	1
284	нового и	1	1
285	и к	5	1
286	более или	1	1
287	a что	1	1
288	то в	2	1
289	нему с	1	1
290	и этим	3	1
291	не приходится	1	1
292	из жизни	1	1
293	что это	12	1
294	так или	2	1
295	что же	11	1
296	же страсти	1	1
297	из этих	2	1
298	сущности и	5	1
299	вы думаете	1	1
300	только на	7	1
301	бы только	2	1
302	чем его	1	1
303	претендует на	1	1
304	что эти	1	1
305	бы от	1	1
306	платона и	1	1
307	с огромной	1	1
308	понятий и	1	1
309	по существу	2	1
310	сказал что	1	1
311	у читателя	1	1
312	из него	1	1
313	его от	1	1
314	подобно тому	4	1
315	людей и	2	1
316	что она	9	1
317	но все	1	1
318	что все	14	1
319	они должны	1	1
320	в совершенно	1	1
321	им как	1	1
322	аристотель и	1	1
323	об этом	6	1
324	обе они	1	1
325	то есть	1	1
326	говорить не	2	1
327	это было	3	1
328	перед нами	3	1
329	после этого	1	1
330	эти же	1	1
331	нет в	1	1
332	все равно	2	1
333	как об	1	1
334	и уже	2	1
335	которой он	1	1
336	всегда и	1	1
337	жизни но	1	1
338	с такой	1	1
339	и целые	1	1
340	как целое	3	1
341	слова и	1	1
342	лучше всего	1	1
343	относительно которых	1	1
344	в этих	1	1
345	можно только	4	1
346	не так	1	1
347	но если	6	1
348	и одно	2	1
349	нас не	1	1
350	а как	1	1
351	никто не	2	1
352	превратилась в	1	1
353	он дает	2	1
354	всем том	1	1
355	миф о	3	1
356	что уже	1	1
357	стало быть	9	1
358	и содержится	1	1
359	друг другу	1	1
360	однако не	2	1
361	и эти	2	1
362	видно что	1	1
363	на небо	2	1
364	и более	1	1
365	абсолютная истина	1	1
366	по себе	20	1
367	тому что	4	1
368	и очень	1	1
369	кого бы	1	1
370	если и	1	1
371	принципов и	1	1
372	вплоть до	1	1
373	но они	2	1
374	делится на	4	1
375	что их	2	1
376	и сама	5	1
377	а может	1	1
378	отдельные его	1	1
379	он с	1	1
380	следовательно и	2	1
381	в коем	3	1
382	связанное с	1	1
383	что только	1	1
384	в науке	1	1
385	они являются	1	1
386	сложнее и	1	1
387	во всем	3	1
388	не столь	1	1
389	своим собственным	2	1
390	мы и	4	1
391	что на	1	1
392	за ними	1	1
393	от их	1	1
394	и для	2	1
395	не могут	4	1
396	себе никакого	1	1
397	это конечно	1	1
398	с полной	3	1
399	его с	1	1
400	даже и	7	1
401	и это	4	1
402	данном случае	1	1
403	говорить о	4	1
404	и когда	2	1
405	iii в	1	1
406	это вовсе	1	1
407	ставит на	1	1
408	мира и	3	1
409	жизнь и	4	1
410	мира а	1	1
411	с ним	1	1
412	в каждой	1	1
413	о ней	2	1
414	о нем	4	1
415	на вопрос	1	1
416	и что	15	1
417	почему же	2	1
418	утверждает что	3	1
419	людьми и	1	1
420	с целью	1	1
421	жизни он	1	1
422	ее от	2	1
423	природы в	1	1
424	я думаю	2	1
425	может и	2	1
426	ибо и	3	1
427	которая обычно	1	1
428	и только	6	1
429	тезис о	1	1
430	это указывает	1	1
431	наконец в	1	1
432	и следовательно	2	1
433	и разная	1	1
434	если это	1	1
435	в лице	1	1
436	жизнь или	1	1
437	того что	12	1
438	тех пор	2	1
439	воплощается в	1	1
440	природой и	1	1
441	нет собственно	1	1
442	хотя бы	4	1
443	этот факт	1	1
444	мира как	1	1
445	в некоем	1	1
446	к природе	3	1
447	об их	1	1
448	вопрос об	3	1
449	больше чем	1	1
450	себя в	2	1
451	так что	8	1
452	в т	1	1
453	о взаимоотношении	1	1
454	ни одного	1	1
455	каким образом	1	1
456	возможности для	1	1
457	мир в	3	1
458	представить себе	1	1
459	содержания и	1	1
460	друг друга	3	1
461	и никакой	2	1
462	заметить что	1	1
463	не говорит	3	1
464	от того	4	1
465	само собой	1	1
466	для того	3	1
467	в особенности	7	1
468	из двух	3	1
469	представление о	1	1
470	нам не	1	1
471	или иначе	2	1
472	говорить и	2	1
473	эти две	3	1
474	далеко не	1	1
475	и прежде	3	1
476	близок к	1	1
477	с презрением	1	1
478	превращается в	6	1
479	чтобы убедиться	1	1
480	а наоборот	1	1
481	его как	3	1
482	и достаточно	1	1
483	у одного	1	1
484	о чем	1	1
485	общества в	1	1
486	отвлеченных понятий	1	1
487	что из	1	1
488	ближе к	1	1
489	нет никаких	2	1
490	связь с	1	1
491	и она	2	1
492	и потому	2	1
493	что именно	3	1
494	сама же	2	1
495	в данном	2	1
496	применении к	1	1
497	тому как	4	1
498	с тех	2	1
499	как бы	3	1
500	из отдельных	1	1
501	в это	1	1
502	с этой	5	1
503	то следовательно	4	1
504	в условиях	2	1
505	если оно	4	1
506	что нет	4	1
507	не знаем	1	1
508	самого и	1	1
509	из чего	2	1
510	не получает	1	1
511	только одна	3	1
512	обычно не	2	1
513	понять что	1	1
514	поставленные в	1	1
515	от него	1	1
516	на такой	1	1
517	или нет	5	1
518	бы в	2	1
519	где для	1	1
520	об исторических	1	1
521	но зато	1	1
522	с понятием	1	1
523	зрения в	2	1
524	в общем	1	1
525	к ее	1	1
526	то оно	1	1
527	и определенная	1	1
528	е явление	1	1
529	слово в	2	1
530	или другими	1	1
531	не знает	3	1
532	сказать что	4	1
533	понимать как	3	1
534	совершенно не	2	1
535	в явление	1	1
536	в каком	3	1
537	жизни и	5	1
538	к этой	2	1
539	реальный мир	1	1
540	и эта	1	1
541	как на	5	1
542	в таком	14	1
543	этой точки	2	1
544	они не	2	1
