N	2gram	Tiupa_Hudo_1	Dialekti
215	только лишь	1	2
216	или менее	5	2
217	в их	5	2
218	тем не	3	2
219	их в	3	2
220	не должно	1	2
221	личность в	1	2
222	тому что	2	2
223	быть без	1	2
224	виду что	1	2
225	дело не	2	2
226	в сущности	1	2
227	не по	1	2
228	иметь в	1	2
229	он мог	1	2
230	того и	1	2
231	не всякий	1	2
232	только и	1	2
233	или иная	1	2
234	своей природе	2	2
235	мире и	2	2
236	и делает	1	2
237	в области	6	2
238	однако это	1	2
239	и внешнего	1	2
240	сама жизнь	1	2
241	к тому	4	2
242	в конце	1	2
243	с ее	5	2
244	та или	1	2
245	и совершенно	1	2
246	можно только	1	2
247	да да	1	2
248	но мы	1	2
249	обратим внимание	1	2
250	в новую	1	2
251	времени в	2	2
252	собственно говоря	2	2
253	тем или	1	2
254	смысле не	1	2
255	между тем	4	2
256	или иначе	4	2
257	его личности	1	2
258	эти два	1	2
259	мы видим	1	2
260	с ними	1	2
261	в какой	2	2
262	жизнь личности	2	2
263	на мир	1	2
264	с одной	2	2
265	себя в	7	2
266	есть в	2	2
267	если мы	2	2
268	или в	2	2
269	тем что	1	2
270	смысла и	1	2
271	момент в	1	2
272	именно в	2	2
273	и прежде	1	2
274	души и	1	2
275	только к	1	2
276	делает их	1	2
277	человека но	1	2
278	не на	3	2
279	зависит от	1	2
280	человеческой жизни	2	2
281	жизнь в	1	2
282	как ни	1	2
283	в бытии	1	2
284	в частности	13	2
285	вместе с	1	2
286	так же	2	2
287	я уже	1	2
288	по нем	1	2
289	личность как	1	2
290	же самое	1	2
291	тех или	2	2
292	в результате	1	2
293	или иным	3	2
294	это может	1	2
295	не будучи	1	2
296	от всего	1	2
297	это еще	1	2
298	же в	1	2
299	но всегда	1	2
300	в системе	2	2
301	личность и	1	2
302	не быть	1	2
303	только о	2	2
304	ее в	2	2
305	того или	3	2
306	в искусстве	7	2
307	в своих	1	2
308	говоря о	3	1
309	себе этот	1	1
310	того же	2	1
311	идет о	1	1
312	в самостоятельный	1	1
313	же по	1	1
314	перед лицом	3	1
315	жизни по	1	1
316	между двумя	2	1
317	вещей в	1	1
318	достоевского в	1	1
319	по преимуществу	2	1
320	душе моей	1	1
321	бесконечно и	1	1
322	неотделима от	1	1
323	по его	1	1
324	принадлежит только	2	1
325	случае это	1	1
326	и идет	1	1
327	не была	1	1
328	но она	2	1
329	вещей но	1	1
330	этого термина	2	1
331	личности с	2	1
332	что можно	3	1
333	не все	2	1
334	в обычной	1	1
335	проявляется в	1	1
336	говорил о	1	1
337	видимая и	1	1
338	проявляет себя	2	1
339	на них	1	1
340	стороны не	1	1
341	нечто в	2	1
342	бы то	1	1
343	в различных	1	1
344	со всеми	1	1
345	как быть	1	1
346	свою жизнь	2	1
347	смыслу и	1	1
348	быть так	1	1
349	отличие от	7	1
350	а слова	1	1
351	разница в	1	1
352	первый взгляд	1	1
353	человеческая личность	1	1
354	такова же	1	1
355	собственно и	1	1
356	реальности но	1	1
357	будет без	1	1
358	весь мир	1	1
359	или иную	1	1
360	человеческая жизнь	1	1
361	то в	2	1
362	к чему	1	1
363	и конечно	1	1
364	из мифа	1	1
365	из жизни	1	1
366	в целом	3	1
367	образом и	2	1
368	за это	1	1
369	жизни так	1	1
370	всей своей	2	1
371	из этих	3	1
372	с их	2	1
373	для настоящей	1	1
374	тому же	1	1
375	во многих	1	1
376	порядок в	3	1
377	если он	1	1
378	но на	1	1
379	не могла	1	1
380	что одна	1	1
381	образ его	1	1
382	с чем	1	1
383	к искусству	1	1
384	мир как	1	1
385	на земле	1	1
386	узком и	1	1
387	можно даже	1	1
388	явлений жизни	1	1
389	когда на	1	1
390	себя самой	1	1
391	без исключения	4	1
392	но самое	1	1
393	не бывает	1	1
394	что все	1	1
395	значение в	1	1
396	теми которые	1	1
397	или даже	3	1
398	все их	1	1
399	на почве	3	1
400	этом смысле	3	1
401	лишь на	1	1
402	и тем	2	1
403	делает его	2	1
404	внутреннее и	1	1
405	в них	2	1
406	на которую	1	1
407	далеко не	2	1
408	мира где	1	1
409	нас к	1	1
410	всю жизнь	1	1
411	не всегда	1	1
412	нигде не	1	1
413	и страшно	1	1
414	перейдем к	1	1
415	личности как	2	1
416	аллегории и	1	1
417	одного и	2	1
418	и становится	1	1
419	на первый	1	1
420	но если	1	1
421	свою собственную	1	1
422	с вещами	1	1
423	и ее	3	1
424	в котором	1	1
425	в принципе	5	1
426	еще нет	1	1
427	себе а	1	1
428	не содержит	1	1
429	какой-то иной	1	1
430	нейтральное к	1	1
431	от его	1	1
432	есть его	1	1
433	друг другу	1	1
434	теми же	1	1
435	и меньше	1	1
436	том и	2	1
437	если нет	1	1
438	зрения и	1	1
439	мифологическое сознание	1	1
440	ведет нас	1	1
441	без его	1	1
442	исторического бытия	1	1
443	в основе	4	1
444	не сводима	1	1
445	виду не	3	1
446	бытия и	1	1
447	данной сферы	1	1
448	восприятия но	1	1
449	к такому	1	1
450	а сама	1	1
451	подобно тому	1	1
452	одна из	2	1
453	или преступления	1	1
454	и теперь	1	1
455	ее можно	1	1
456	не ее	1	1
457	ему не	1	1
458	все то	1	1
459	начиная с	2	1
460	заметил что	1	1
461	отличается от	2	1
462	вокруг него	1	1
463	и другим	1	1
464	субъект и	2	1
465	всегда так	1	1
466	оно не	1	1
467	должен быть	1	1
468	ясность и	1	1
469	то ни	1	1
470	к жизни	2	1
471	и о	3	1
472	у себя	1	1
473	сейчас только	1	1
474	не существует	1	1
475	здесь не	2	1
476	в собственном	1	1
477	мысль о	1	1
478	от обычного	1	1
479	это ведет	1	1
480	приводит к	5	1
481	в глаза	2	1
482	на нее	1	1
483	театральной сцене	1	1
484	те же	1	1
485	здесь как	1	1
486	мог бы	3	1
487	к его	2	1
488	меньше и	1	1
489	и на	2	1
490	строго говоря	1	1
491	быть может	1	1
492	это какое-то	1	1
493	эта сторона	1	1
494	весьма существенно	2	1
495	анализу и	1	1
496	миф это	1	1
497	и здесь	1	1
498	искусства и	1	1
499	в состав	6	1
500	возможна только	1	1
501	и поэтому	1	1
502	внимание на	1	1
503	все прочие	3	1
504	как субъекта	1	1
505	мы понимаем	1	1
506	это была	1	1
507	на всех	2	1
508	а напротив	1	1
509	в которую	1	1
510	путь к	1	1
511	по типу	1	1
512	я думаю	2	1
513	понимание а	1	1
514	свойством так	1	1
515	во всей	3	1
516	всем потому	1	1
517	в художественной	2	1
518	аффектов и	1	1
519	говорит в	2	1
520	в литературе	1	1
521	эти последние	1	1
522	жизнь на	2	1
523	но с	1	1
524	время в	1	1
525	обе эти	1	1
526	и одновременно	5	1
527	тот же	1	1
528	к внутреннему	2	1
529	принципе однако	1	1
530	не имеет	1	1
531	ему и	1	1
532	не происходит	1	1
533	человека с	3	1
534	из которых	1	1
535	этом что	1	1
536	существенное для	1	1
537	является не	1	1
538	ту или	1	1
539	представить себе	1	1
540	в пространстве	2	1
541	в прошлом	1	1
542	у нее	1	1
543	и живые	1	1
544	с собою	1	1
545	для меня	2	1
546	к ним	1	1
547	при всей	1	1
548	у него	1	1
549	искусства только	1	1
550	случае не	2	1
551	отношении что	1	1
552	в особенности	1	1
553	новая форма	1	1
554	или иной	7	1
555	говорим о	1	1
556	как у	1	1
557	на то	1	1
558	не сводится	5	1
559	к которому	4	1
560	еще и	1	1
561	наконец в	1	1
562	было и	2	1
563	не переставая	1	1
564	по каким	1	1
565	и души	1	1
566	и др	2	1
567	себя и	2	1
568	психики но	1	1
569	том отношении	1	1
570	говорит о	1	1
571	они представляются	1	1
572	превращается в	2	1
573	одной стороны	2	1
574	из тех	2	1
575	действительности и	1	1
576	с которым	1	1
577	его как	1	1
578	в порядке	2	1
579	могут служить	2	1
580	нет никаких	1	1
581	имея в	1	1
582	вступает в	1	1
583	всех людей	1	1
584	и объект	1	1
585	искусства но	3	1
586	литературе как	1	1
587	первого из	1	1
588	вещественно и	1	1
589	раз оказывается	1	1
590	но вы	1	1
591	тому как	1	1
592	я сейчас	1	1
593	когда же	1	1
594	происходит в	1	1
595	чувства и	1	1
596	и такие	1	1
597	с этой	1	1
598	с бытием	1	1
599	слова и	2	1
600	не предполагает	3	1
601	каждом человеке	1	1
602	своей жизни	2	1
603	только для	1	1
604	не об	1	1
605	отдельно от	1	1
606	является как	1	1
607	но для	1	1
608	о мире	1	1
609	реальность а	1	1
610	каждой из	1	1
611	только мы	1	1
612	как знаки	1	1
613	времени его	1	1
614	тем и	1	1
615	ногами и	1	1
616	личного бытия	1	1
617	в его	9	1
618	сколько бы	1	1
619	душа не	1	1
620	реализуется в	2	1
621	мира и	2	1
622	именно такого	1	1
623	ибо без	1	1
624	совершенно иной	2	1
625	чужой психики	1	1
626	себя самого	1	1
627	а говорит	1	1
628	у достоевского	1	1
629	тем более	1	1
630	в поле	1	1
631	все они	1	1
632	я в	11	1
633	своей роли	1	1
634	не знает	3	1
635	будущей жизни	1	1
636	мире без	1	1
637	или иного	3	1
638	из этого	2	1
639	и самих	1	1
640	не мне	1	1
641	можно назвать	1	1
642	видим в	2	1
643	на театральной	1	1
644	точно так	1	1
645	все что	1	1
