N	2gram	Vygotskiy__1	Mirosoze
195	отношения и	1	2
196	и от	2	2
197	то время	5	2
198	и что	8	2
199	различие между	4	2
200	и когда	3	2
201	живет в	1	2
202	по сравнению	1	2
203	с ним	2	2
204	о нем	1	2
205	о том	7	2
206	может не	1	2
207	ли она	1	2
208	самому себе	2	2
209	и во	2	2
210	и те	1	2
211	показывает как	2	2
212	человека как	1	2
213	и мир	1	2
214	мы видим	5	2
215	нем не	1	2
216	жизни и	3	2
217	никто не	1	2
218	но путь	1	2
219	как будто	5	2
220	для того	6	2
221	до сих	3	2
222	мы еще	1	2
223	и самый	1	2
224	на этот	1	2
225	его как	1	2
226	о чем	2	2
227	тогда только	1	2
228	учению о	2	2
229	по своему	1	2
230	в той	1	2
231	человека то	2	2
232	как бы	5	2
233	образ и	2	2
234	истину и	1	2
235	л толстой	1	2
236	его творчество	1	2
237	и нет	1	2
238	в более	1	2
239	и для	5	2
240	не существует	2	2
241	была связана	1	2
242	бы в	2	2
243	я хотел	2	2
244	конце концов	3	2
245	примириться с	1	2
246	что без	1	2
247	жизни в	1	2
248	в свою	1	2
249	сказать что	7	2
250	к этой	2	2
251	к этому	4	2
252	все что	3	2
253	обращено к	1	1
254	ту же	2	1
255	и т	26	1
256	и то	2	1
257	на самом	2	1
258	вся она	1	1
259	в зависимости	5	1
260	из всех	2	1
261	на необходимости	1	1
262	мы имеем	4	1
263	мы не	12	1
264	все уже	1	1
265	в избрании	1	1
266	но она	1	1
267	что иное	1	1
268	принадлежит к	1	1
269	в деле	1	1
270	оно есть	2	1
271	я не	1	1
272	бы ни	2	1
273	ему в	1	1
274	то это	1	1
275	есть совершенно	1	1
276	зависимости от	6	1
277	французскую революцию	1	1
278	и был	1	1
279	учение об	1	1
280	и состоит	2	1
281	себе а	3	1
282	собой в	1	1
283	меньше чем	1	1
284	еще не	1	1
285	иное как	1	1
286	в последних	1	1
287	во всех	1	1
288	тем как	1	1
289	не без	1	1
290	то мы	1	1
291	самом деле	9	1
292	друг к	1	1
293	недавно вышедшей	1	1
294	всякий раз	8	1
295	и всякий	2	1
296	в сторону	1	1
297	тех же	2	1
298	если в	1	1
299	и действительно	1	1
300	с психологической	3	1
301	отличие от	4	1
302	что они	2	1
303	и психолог	1	1
304	же мало	1	1
305	как говорит	2	1
306	стало быть	2	1
307	в одной	3	1
308	чтобы до	1	1
309	как к	2	1
310	совершенно другой	2	1
311	в различные	1	1
312	и историю	1	1
313	отношение между	1	1
314	говорит что	5	1
315	его к	1	1
316	искусство и	4	1
317	перед ней	1	1
318	через всю	1	1
319	идет не	1	1
320	есть для	2	1
321	что же	2	1
322	человек то	1	1
323	разных точек	1	1
324	роль в	3	1
325	во многих	1	1
326	в мышлении	2	1
327	а вовсе	1	1
328	как совершенно	3	1
329	весь свой	1	1
330	и трагедии	1	1
331	в первых	1	1
332	которые составляют	1	1
333	и почему	1	1
334	к одному	1	1
335	этого вопроса	2	1
336	в силу	3	1
337	с таким	11	1
338	него есть	1	1
339	с последней	1	1
340	которое может	2	1
341	конца и	1	1
342	и заключается	1	1
343	удивительно что	1	1
344	точно мы	1	1
345	в каждом	3	1
346	котором она	1	1
347	подход к	1	1
348	как они	2	1
349	в состоянии	3	1
350	и характер	2	1
351	том случае	2	1
352	и чтобы	1	1
353	к другу	1	1
354	говорил что	1	1
355	историю русской	2	1
356	на все	1	1
357	в понимании	1	1
358	знает что	1	1
359	не умеет	1	1
360	искусства в	9	1
361	чтобы все	1	1
362	а самая	1	1
363	зрения и	1	1
364	по целым	1	1
365	которой он	1	1
366	одна и	1	1
367	всегда и	1	1
368	с такой	1	1
369	увидим как	1	1
370	лучше всего	1	1
371	к тем	1	1
372	что такое	2	1
373	можно найти	1	1
374	в такой	2	1
375	и без	2	1
376	но у	1	1
377	она в	2	1
378	что вся	1	1
379	возможны только	1	1
380	он дает	1	1
381	это верно	1	1
382	в отличие	3	1
383	стоит в	1	1
384	и ту	2	1
385	нему и	1	1
386	что я	4	1
387	должны были	1	1
388	точку зрения	3	1
389	и более	1	1
390	только те	1	1
391	и наоборот	1	1
392	отрицать всякую	1	1
393	вовсе не	6	1
394	есть всегда	1	1
395	сложный и	1	1
396	почти все	2	1
397	между людьми	1	1
398	не менее	2	1
399	вплоть до	1	1
400	чтобы иметь	1	1
401	есть прежде	1	1
402	еще до	1	1
403	психологии к	2	1
404	мысли в	3	1
405	то чего	1	1
406	вложил в	1	1
407	на два	2	1
408	природы человека	1	1
409	когда они	1	1
410	мы все	2	1
411	в самых	1	1
412	мышления и	3	1
413	казалось бы	2	1
414	такая же	1	1
415	у шекспира	2	1
416	во всем	3	1
417	и исторического	1	1
418	только с	1	1
419	не до	1	1
420	в области	11	1
421	не потому	1	1
422	может показаться	2	1
423	от того	3	1
424	у меня	3	1
425	существенно для	1	1
426	все то	3	1
427	в духе	1	1
428	одну и	1	1
429	что красота	1	1
430	все еще	1	1
431	оно не	1	1
432	которой она	1	1
433	в самые	1	1
434	всегда в	1	1
435	приходит к	2	1
436	которые шли	1	1
437	можно и	1	1
438	и о	4	1
439	на нем	1	1
440	связи со	2	1
441	не могу	1	1
442	я написал	1	1
443	вполне не	1	1
444	можно сделать	1	1
445	в пределах	1	1
446	к исследованию	1	1
447	исключительно с	1	1
448	так и	3	1
449	в нескольких	1	1
450	его исследованию	1	1
451	было в	1	1
452	интеллигенции по	1	1
453	она была	1	1
454	подойти к	2	1
455	который я	1	1
456	искусства правда	1	1
457	предмет его	1	1
458	он смотрит	1	1
459	поэтому в	1	1
460	чувствовал и	1	1
461	в эпоху	1	1
462	и даже	6	1
463	мире в	1	1
464	не меньше	1	1
465	означает что	2	1
466	об этом	1	1
467	находится в	1	1
468	а к	1	1
469	именно потому	1	1
470	люди с	1	1
471	но к	3	1
472	и поэтому	2	1
473	и та	1	1
474	в глаза	1	1
475	одного из	1	1
476	в значительной	1	1
477	нас в	2	1
478	заключается в	7	1
479	идет к	1	1
480	и всякая	1	1
481	исследования о	1	1
482	внешней формы	1	1
483	во всей	1	1
484	и только	3	1
485	в другой	2	1
486	вообще и	1	1
487	также в	1	1
488	все время	4	1
489	и наконец	1	1
490	все формы	1	1
491	и учение	1	1
492	как явление	1	1
493	ивана и	1	1
494	бы был	1	1
495	ним может	1	1
496	одной из	1	1
497	традиции в	1	1
498	и кажется	1	1
499	в вопросе	1	1
500	для одних	1	1
501	то он	1	1
502	что как	1	1
503	между тем	4	1
504	в обществе	3	1
505	к психологии	5	1
506	образа к	3	1
507	образа в	1	1
508	и ее	1	1
509	так что	5	1
510	же и	1	1
511	к идее	2	1
512	говорить об	1	1
513	то и	2	1
514	в нашей	1	1
515	состоит чтобы	1	1
516	ответ на	1	1
517	его и	3	1
518	природа человека	2	1
519	бы тот	4	1
520	всяком случае	6	1
521	что она	6	1
522	цели и	1	1
523	в первый	1	1
524	в одном	2	1
525	т п	16	1
526	произведения и	1	1
527	и утверждение	1	1
528	к ним	2	1
529	явлений в	1	1
530	не откажется	1	1
531	но из	1	1
532	от ее	1	1
533	для художника	1	1
534	выходит за	1	1
535	и из	1	1
536	русской интеллигенции	2	1
537	как у	1	1
538	о влиянии	1	1
539	действующих лиц	1	1
540	и др	1	1
541	обратиться к	2	1
542	говорит о	2	1
543	близко к	1	1
544	не таков	1	1
545	этим была	1	1
546	как ни	1	1
547	точек зрения	3	1
548	и открыть	1	1
549	остается и	1	1
550	слова что	1	1
551	произведения искусства	1	1
552	в частности	3	1
553	мы говорим	1	1
554	вопросе о	1	1
555	если так	1	1
556	к жизни	2	1
557	данте был	1	1
558	сравнению с	1	1
559	она есть	1	1
560	или другую	1	1
561	связаны с	1	1
562	формулировал этот	1	1
563	когда она	2	1
564	вокруг себя	1	1
565	для понимания	1	1
566	который он	1	1
567	общества в	1	1
568	для души	1	1
569	по ним	2	1
570	бросается в	1	1
571	в это	1	1
572	что мы	8	1
573	это исследование	1	1
574	но это	3	1
575	о его	1	1
576	это выражение	1	1
577	имел в	1	1
578	под знаком	1	1
579	под влиянием	3	1
580	совершается в	1	1
581	отношений и	2	1
582	об отношении	1	1
583	всегда была	1	1
584	эпохе по	1	1
585	он чувствовал	1	1
586	что только	2	1
587	есть особый	1	1
588	то не	1	1
589	целый ряд	6	1
590	и разные	1	1
591	о двух	1	1
592	теряет свою	1	1
593	против того	1	1
594	процесса как	1	1
595	лежит в	1	1
596	психологической точки	4	1
597	личности и	1	1
598	за этим	1	1
599	он же	2	1
600	нужно для	1	1
601	это все	3	1
602	не быть	2	1
603	истины и	1	1
604	от всех	3	1
605	о духе	1	1
606	понимается как	1	1
607	самой своей	1	1
608	это сознание	1	1
609	для нашего	1	1
610	не что	1	1
611	та же	3	1
612	применяет к	1	1
613	на это	2	1
614	формальной стороне	1	1
615	в искусстве	4	1
616	случае если	1	1
617	в своих	4	1
618	с первого	1	1
619	и свою	1	1
620	природу человека	1	1
621	так же	12	1
622	во всяком	8	1
623	слова это	1	1
