N	2gram	Bakhtin_KF_1	Problema
210	активность и	1	3
211	на почве	1	3
212	содержания но	2	3
213	этом смысле	3	3
214	но с	1	3
215	одной из	1	3
216	со всеми	2	3
217	момент не	1	3
218	момент ее	1	3
219	действительности поступка	1	3
220	и должна	3	3
221	изнутри самого	4	3
222	с действительностью	1	3
223	и даже	1	3
224	бытия в	5	3
225	оно не	2	3
226	себя и	2	3
227	есть лишь	5	3
228	его как	5	3
229	связь с	1	3
230	может обосновать	2	3
231	и на	3	3
232	к ценности	2	3
233	слова и	1	3
234	но это	6	3
235	все это	10	3
236	не является	1	3
237	за его	1	3
238	культуры и	5	3
239	она может	1	3
240	от него	3	3
241	и все	7	3
242	ни было	4	3
243	не знает	5	3
244	все что	1	3
245	они не	1	3
246	смысле слова	1	2
247	можно говорить	1	2
248	в эстетике	1	2
249	он может	2	2
250	и есть	9	2
251	в котором	24	2
252	проникает в	5	2
253	культурной области	3	2
254	его не	1	2
255	их и	1	2
256	со всех	1	2
257	можно и	2	2
258	мы имеем	5	2
259	эстетическая деятельность	1	2
260	единство и	1	2
261	и функция	1	2
262	совпадает с	1	2
263	я не	6	2
264	имеют место	2	2
265	и он	1	2
266	не остается	2	2
267	всех сторон	1	2
268	оно может	1	2
269	событие как	1	2
270	столь же	1	2
271	в чем	4	2
272	с его	1	2
273	но как	5	2
274	а только	1	2
275	в едином	9	2
276	или иное	2	2
277	в истории	1	2
278	показать что	1	2
279	как к	2	2
280	весь эстетический	1	2
281	эстетической деятельности	1	2
282	я должен	7	2
283	содержание не	2	2
284	к чему	3	2
285	что это	3	2
286	момент его	8	2
287	бы не	3	2
288	ни одна	2	2
289	нами в	1	2
290	познавательного акта	2	2
291	на то	1	2
292	а к	1	2
293	не имеют	1	2
294	не следует	1	2
295	не отменяет	1	2
296	оно было	1	2
297	но нельзя	1	2
298	момента в	1	2
299	он должен	1	2
300	понятий и	1	2
301	в корне	2	2
302	на этом	1	2
303	всех своих	4	2
304	в каждом	3	2
305	здесь мы	4	2
306	ценности и	4	2
307	лишь в	8	2
308	и других	2	2
309	действительности в	2	2
310	не совпадает	1	2
311	форму и	1	2
312	эти моменты	2	2
313	место и	2	2
314	при созерцании	1	2
315	ценностное отношение	1	2
316	как таковой	1	2
317	своих моментах	2	2
318	все и	1	2
319	где оно	1	2
320	не путем	1	2
321	войти в	2	2
322	том же	1	2
323	случае мы	2	2
324	раз и	2	2
325	что эта	2	2
326	она не	1	2
327	вне ее	3	2
328	дело в	2	2
329	одна из	1	2
330	и именно	2	2
331	в единство	2	2
332	впервые делает	1	2
333	того чтобы	2	2
334	чем не	4	2
335	слово и	1	2
336	и весь	2	2
337	во всем	7	2
338	а лишь	3	2
339	суждения и	2	2
340	здесь же	1	2
341	следует что	1	2
342	представляется нам	1	2
343	к себе	2	2
344	есть только	1	2
345	отличается от	1	2
346	же самое	1	2
347	может представиться	2	2
348	для того	3	2
349	должен быть	7	2
350	события так	2	2
351	что все	1	2
352	только при	1	2
353	и поступок	1	2
354	можно сделать	1	2
355	в себя	7	2
356	она только	1	2
357	особенно в	1	2
358	здесь нет	2	2
359	психический процесс	2	2
360	поэтому в	1	2
361	и здесь	7	2
362	в другом	3	2
363	другими словами	1	2
364	социальное человечество	1	2
365	делает возможным	1	2
366	в значительной	1	2
367	и познания	1	2
368	от них	1	2
369	и во	1	2
370	этот момент	6	2
371	нем и	3	2
372	человека как	1	2
373	в лучшем	1	2
374	в него	2	2
375	мир в	11	2
376	и мир	2	2
377	в каких	1	2
378	того что	3	2
379	в современной	3	2
380	предмета и	1	2
381	конечно можно	1	2
382	нуждается в	1	2
383	что он	2	2
384	в какой	1	2
385	эстетическое бытие	1	2
386	событии бытия	3	2
387	эстетическое созерцание	1	2
388	и ее	2	2
389	себя в	8	2
390	события и	1	2
391	не можем	1	2
392	в виде	2	2
393	не дает	3	2
394	об отдельных	1	2
395	таком положении	1	2
396	цели и	1	2
397	что и	7	2
398	вовсе не	7	2
399	содержание и	2	2
400	которые могут	1	2
401	то или	2	2
402	тем что	3	2
403	поступающего сознания	2	2
404	событие в	5	2
405	чем в	1	2
406	или иной	2	2
407	здесь в	1	2
408	миру и	1	2
409	познания но	2	2
410	и пр	3	2
411	не было	8	2
412	но лишь	6	2
413	но можно	4	2
414	событие не	1	2
415	как это	1	2
416	подхода к	2	2
417	все моменты	1	2
418	из которых	2	2
419	и смысла	1	2
420	своего содержания	1	2
421	можно сказать	1	2
422	лучшем случае	1	2
423	того или	3	2
424	в событие	2	2
425	или в	1	2
426	той или	3	2
427	не более	1	2
428	мы должны	1	2
429	ни к	2	2
430	целом в	1	2
431	в этих	1	2
432	быть понята	1	2
433	в свою	3	2
434	была бы	1	2
435	к его	1	2
436	или иного	3	2
437	быть чисто	1	2
438	в своих	3	2
439	по поводу	1	2
440	и эта	2	2
441	к этому	2	2
442	эстетические моменты	1	1
443	нравственных норм	1	1
444	лежат в	1	1
445	как единую	1	1
446	все остальное	2	1
447	мир где	5	1
448	принципиально нет	2	1
449	факт и	1	1
450	это и	2	1
451	и принципиально	2	1
452	чего не	2	1
453	от своей	5	1
454	в чисто	1	1
455	в первом	1	1
456	знает конечно	1	1
457	момент а	1	1
458	контекста в	2	1
459	нем но	1	1
460	единством в	1	1
461	из его	3	1
462	исходит из	1	1
463	мышления но	1	1
464	и за	2	1
465	из всех	1	1
466	как таковому	1	1
467	и критике	1	1
468	его существе	1	1
469	предмета в	2	1
470	которую я	1	1
471	как единство	1	1
472	и момент	4	1
473	мир не	1	1
474	бы что	1	1
475	что уже	1	1
476	вопрос о	2	1
477	поступок это	1	1
478	науки и	1	1
479	смысла в	2	1
480	быть определены	1	1
481	так чтобы	1	1
482	этом условии	1	1
483	с ее	2	1
484	жизни как	5	1
485	бы ни	1	1
486	внутри его	1	1
487	в соотнесении	14	1
488	так называемые	1	1
489	стороны его	1	1
490	быть понято	1	1
491	есть для	1	1
492	поступок на	2	1
493	поступком в	1	1
494	этим не	1	1
495	ли кто-нибудь	1	1
496	как таковая	1	1
497	по своему	3	1
498	а следовательно	3	1
499	недостаток материальной	1	1
500	я становлюсь	2	1
501	различия между	1	1
502	дадим здесь	1	1
503	объективное единство	1	1
504	ее самой	1	1
505	и действительность	1	1
506	себе и	3	1
507	смысловое единство	1	1
508	только путем	1	1
509	и долженствования	2	1
510	каково бы	1	1
511	становится действительно	2	1
512	моментом не	1	1
513	ибо на	1	1
514	который им	1	1
515	его автономной	2	1
516	в услужении	1	1
517	ней в	1	1
518	все остальные	1	1
519	самого как	1	1
520	а чисто	1	1
521	содержания не	1	1
522	оказывается с	1	1
523	в непосредственной	1	1
524	поскольку мы	4	1
525	эстетическое видение	6	1
526	другом случае	1	1
527	ее целом	2	1
528	бы и	3	1
529	есть произведения	1	1
530	ни один	1	1
531	и я	5	1
532	не отвлекается	1	1
533	что обусловлено	1	1
534	психология познания	1	1
535	в этой	2	1
536	бы только	1	1
537	понятие можно	1	1
538	но он	1	1
539	его момент	1	1
540	в философии	1	1
541	но ведь	5	1
542	если он	1	1
543	соотнесении с	11	1
544	к выводу	1	1
545	как оно	2	1
546	быть соотнесено	2	1
547	всем что	1	1
548	может удержать	1	1
549	всех этих	3	1
550	нее и	1	1
551	эта последняя	1	1
552	в принципе	2	1
553	не как	4	1
554	моментом и	1	1
555	и единство	3	1
556	архитектоническое целое	2	1
557	его от	1	1
558	целом как	2	1
559	видит и	2	1
560	мое активное	1	1
561	область культуры	2	1
562	всех отношениях	2	1
563	этом последнем	1	1
564	подход к	1	1
565	день и	1	1
566	могла бы	4	1
567	человек а	1	1
568	его сама	1	1
569	имеют в	1	1
570	возможное единство	1	1
571	целое как	1	1
572	мы уже	1	1
573	может возникнуть	1	1
574	отвлеченное от	1	1
575	значимое в	1	1
576	все сплошь	1	1
577	бы быть	5	1
578	себя не	3	1
579	это было	2	1
580	или просто	1	1
581	как просто	1	1
582	и иных	1	1
583	и мы	2	1
584	искусстве в	1	1
585	она становится	1	1
586	ней но	1	1
587	своей активности	1	1
588	в один	1	1
589	нет в	4	1
590	это положение	1	1
591	поступающему сознанию	1	1
592	она и	1	1
593	все равно	1	1
594	всеми другими	1	1
595	этого не	1	1
596	с тем	2	1
597	поступка хотя	2	1
598	и уже	1	1
599	понижает и	1	1
600	неотделим от	1	1
601	построить систему	1	1
602	не проникает	5	1
603	философии в	2	1
604	как маленький	1	1
605	нисколько не	4	1
606	был бы	3	1
607	но я	2	1
608	в теоретический	2	1
609	остается совершенно	1	1
610	места в	4	1
611	создает конкретное	1	1
612	конечно все	1	1
613	не становится	1	1
614	к предмету	1	1
615	том смысле	1	1
616	полноты свершения	1	1
617	себе а	2	1
618	мысли и	1	1
619	моментом эстетического	1	1
620	направлен на	1	1
621	себе самой	1	1
622	является только	1	1
623	бытие как	4	1
624	только собою	1	1
625	этих моментов	2	1
626	эмоционально-волевое отношение	2	1
627	момент ни	1	1
628	даже к	1	1
629	и эти	2	1
630	есть именно	2	1
631	не должно	3	1
632	естественнонаучного и	1	1
633	по себе	2	1
634	тому что	2	1
635	которой и	1	1
636	могущая быть	1	1
637	его ибо	1	1
638	на один	1	1
639	что есть	2	1
640	вообще невозможно	1	1
641	какие бы	1	1
642	можно ли	1	1
643	слова мы	1	1
644	эстетической интуиции	2	1
645	не раз	1	1
646	человека но	1	1
647	быть признан	1	1
648	быть просто	1	1
649	как мое	1	1
650	но для	2	1
651	как о	1	1
652	здесь лишь	1	1
653	мышления и	2	1
654	здесь на	1	1
655	бытия и	10	1
656	следовательно и	1	1
657	все свои	1	1
658	что язык	1	1
659	взаимно проникают	1	1
660	находятся в	1	1
661	вследствие того	1	1
662	тоже только	1	1
663	во всей	4	1
664	история не	1	1
665	и ценности	2	1
666	и чувство	2	1
667	мире и	1	1
668	проникают друг	1	1
669	его он	1	1
670	не нужен	2	1
671	в сознании	2	1
672	в процессе	2	1
673	до того	1	1
674	уже и	1	1
675	ли это	2	1
676	но фактически	1	1
677	существенную связь	2	1
678	я направлен	1	1
679	в момент	3	1
680	систематическим единством	1	1
681	и этические	1	1
682	и относит	1	1
683	значительной степени	1	1
684	созерцания и	1	1
685	его с	2	1
686	так она	1	1
687	это содержание	1	1
688	единство культуры	2	1
689	своей есть	1	1
690	социальные и	1	1
691	активности в	2	1
692	вследствие присущего	1	1
693	него как	1	1
694	рассмотрения и	1	1
695	продуктивность и	1	1
696	момент активности	2	1
697	к такому	1	1
698	иной чем	1	1
699	как не	1	1
700	и завершенное	1	1
701	свою очередь	1	1
702	на нем	2	1
703	всего этого	1	1
704	истории философии	1	1
705	и значении	1	1
706	характер и	1	1
707	каждый раз	1	1
708	целому и	1	1
709	отвлечься от	1	1
710	и иные	1	1
711	как с	1	1
712	на том	1	1
713	умирает в	1	1
714	его совершенно	1	1
715	мог бы	1	1
716	это событие	1	1
717	произведения не	1	1
718	осуществляется в	1	1
719	эстетического видения	12	1
720	как таковую	1	1
721	в одном	4	1
722	определенного и	2	1
723	в поступке	7	1
724	это только	2	1
725	работы здесь	1	1
726	нет она	1	1
727	момента и	2	1
728	и социальные	1	1
729	даны в	2	1
730	суждения совершенно	1	1
731	остановимся на	1	1
732	в содержании	1	1
733	с человеком	3	1
734	смысле и	2	1
735	но может	1	1
736	образом в	1	1
737	эта действительность	1	1
738	суждения не	1	1
739	моменты не	2	1
740	с математическим	1	1
741	есть возможная	1	1
742	возможна только	1	1
743	ли она	1	1
744	нашей работы	1	1
745	настоящее время	1	1
746	содержание представляется	1	1
747	единство изнутри	1	1
748	и заданное	1	1
749	для нас	4	1
750	с долженствованием	1	1
751	не выходит	1	1
752	события в	3	1
753	положения и	3	1
754	поступка ибо	2	1
755	и смысловой	2	1
756	и большой	1	1
757	нем не	1	1
758	тем или	1	1
759	ее от	1	1
760	уже чисто	1	1
761	лишь путем	1	1
762	говорить об	1	1
763	во втором	1	1
764	таким путем	1	1
765	единству содержания	1	1
766	не математическое	1	1
767	его осуществления	2	1
768	вообще и	1	1
769	его то	1	1
770	поступка а	3	1
771	индифферентным к	2	1
772	его эстетической	1	1
773	может непосредственно	1	1
774	познания в	2	1
775	как психический	2	1
776	один момент	1	1
777	неправильным было	1	1
778	быть и	3	1
779	научного мышления	2	1
780	осуществления и	1	1
781	единство события	2	1
782	и эстетическая	2	1
783	к которой	2	1
784	наличное в	1	1
785	субъекта в	1	1
786	целом с	1	1
787	и живое	1	1
788	и действительно	6	1
789	мышление в	1	1
790	в напряженном	1	1
791	глубоко различны	1	1
792	изнутри его	4	1
793	познанным и	1	1
794	своего свободного	1	1
795	в контексте	5	1
796	в напряженной	1	1
797	систематическое единство	1	1
798	изнутри и	1	1
799	именно на	2	1
800	субъективного и	1	1
801	определения и	1	1
802	и теперь	1	1
803	поступке и	2	1
804	есть я	3	1
805	уже не	7	1
806	только на	1	1
807	ее а	1	1
808	в действительном	6	1
809	желания и	1	1
810	отношение не	1	1
811	и чисто	1	1
812	в душе	1	1
813	быть ясно	1	1
814	его и	2	1
815	смысловой области	1	1
816	для него	8	1
817	и навсегда	2	1
818	ценность в	1	1
819	обычное противопоставление	1	1
820	целом и	3	1
821	не для	1	1
822	моей активности	1	1
823	ее не	1	1
824	к ним	4	1
825	не о	2	1
826	может служить	1	1
827	друг друга	1	1
828	если оно	1	1
829	от ответственности	1	1
830	только с	3	1
831	как событие	3	1
832	переживаемой жизни	1	1
833	содержанием в	1	1
834	момент познавательного	1	1
835	не просто	1	1
836	для решения	1	1
837	нас как	1	1
838	предмету но	1	1
839	момент в	7	1
840	которые как	1	1
841	акт не	1	1
842	чувствует себя	1	1
843	именно как	1	1
844	чему не	2	1
845	возможность она	1	1
846	а эта	3	1
847	и смысловую	1	1
848	поступка есть	1	1
849	и смысловых	1	1
850	точек зрения	1	1
851	он живет	1	1
852	с другим	1	1
853	есть момент	3	1
854	моменты и	3	1
855	факта и	2	1
856	притом не	1	1
857	этим путем	2	1
858	именно в	5	1
859	и самая	1	1
860	нашего исследования	1	1
861	предмет и	2	1
862	только post	1	1
863	только что	1	1
864	смысла и	2	1
865	моментов и	1	1
866	поскольку она	2	1
867	она является	1	1
868	а изнутри	3	1
869	до конца	3	1
870	только момент	4	1
871	культуры как	1	1
872	человеческой жизни	1	1
873	мысль как	2	1
874	с которым	1	1
875	эстетического и	2	1
876	и эстетической	1	1
877	что мы	1	1
878	нигде не	3	1
879	быть адекватно	1	1
880	стороны в	3	1
881	но оно	1	1
882	вместе с	1	1
883	до этого	1	1
884	иной культурной	1	1
885	смысл который	1	1
886	мы говорим	1	1
887	его содержание	1	1
888	в историю	1	1
889	но этот	1	1
890	именно данного	1	1
891	всей полноте	1	1
892	ибо это	1	1
893	образом и	1	1
894	смысле этого	1	1
895	post factum	2	1
896	и исторической	1	1
897	первом случае	1	1
898	и полноты	1	1
899	и всей	1	1
900	как целое	1	1
901	и менее	1	1
902	быть не	2	1
903	этого слова	2	1
904	к событию	1	1
905	и должный	2	1
906	человека конечно	1	1
907	события а	1	1
908	соотнесено с	3	1
909	должен стать	2	1
910	здесь есть	1	1
911	в смысле	6	1
912	вообще есть	1	1
913	это уже	2	1
914	поступка его	1	1
915	поступка в	6	1
916	для выражения	1	1
917	живет и	1	1
918	только я	1	1
919	и может	3	1
920	не существует	1	1
921	к тому	1	1
922	социальные науки	2	1
923	что делает	1	1
924	эта задача	1	1
925	самого поступка	2	1
926	не подлежит	1	1
927	этом его	2	1
928	это можно	2	1
929	в результате	1	1
930	мира и	4	1
931	в настоящее	1	1
932	быть эстетически	1	1
933	и смысловое	2	1
934	вся культура	1	1
935	или иным	2	1
936	культуре то	1	1
937	ее и	6	1
938	это может	1	1
939	определенность это	1	1
940	еще более	2	1
941	и смысл	2	1
942	созерцания но	1	1
943	теряет свою	1	1
944	творчества но	1	1
945	мы ничего	1	1
946	я в	1	1
947	ценностный смысл	3	1
948	отношению ко	4	1
949	могли быть	1	1
950	но всегда	2	1
951	конечно когда	1	1
952	отношении к	2	1
953	отвлеченно взятая	1	1
954	жизни в	5	1
955	но эта	5	1
956	в материальной	1	1
957	равно как	1	1
958	в иной	1	1
959	себе самому	1	1
960	жизни а	1	1
961	чисто эстетическое	1	1
962	в задании	1	1
963	в которой	1	1
964	в действительности	1	1
965	которой я	2	1
966	жизни и	8	1
967	но эти	1	1
968	в пустоте	1	1
969	разрушило бы	1	1
970	от единого	2	1
971	только таким	1	1
972	это в	1	1
973	это понятие	1	1
974	им и	1	1
975	данное и	1	1
