N	2gram	Losev_Dial_1	NovoeSre
425	всего мира	1	1
426	и оно	1	1
427	вступить в	1	1
428	жизни а	1	1
429	не та	1	1
430	есть только	5	1
431	мы охотно	2	1
432	есть и	5	1
433	и всех	3	1
434	ли он	1	1
435	в которой	1	1
436	всегда есть	2	1
437	жизни мы	1	1
438	тогда не	1	1
439	во всяком	4	1
440	то они	1	1
441	я могу	2	1
442	оно не	1	1
443	который не	1	1
444	но сама	1	1
445	все что	1	1
446	него как	1	1
