N	2gram	Berdyaev_V_1	Vladivir
192	же и	1	2
193	в своих	1	2
194	от этой	1	1
195	если б	1	1
196	и т	2	1
197	и переживаний	1	1
198	как церковь	1	1
199	он всегда	1	1
200	и свободой	1	1
201	о теократии	1	1
202	и за	2	1
203	наконец это	1	1
204	есть не	1	1
205	в первый	3	1
206	самодержавии и	1	1
207	еще когда	1	1
208	говорить о	4	1
209	но она	1	1
210	человечество в	1	1
211	о судьбе	1	1
212	думаю что	1	1
213	освобождения от	2	1
214	в которых	1	1
215	в сердце	1	1
216	бы то	1	1
217	истории в	1	1
218	наше дело	1	1
219	но как	1	1
220	к богу	8	1
221	если в	1	1
222	менее всего	1	1
223	жизни все	2	1
224	не просто	1	1
225	нет и	2	1
226	что они	7	1
227	во что	1	1
228	более чем	2	1
229	в катакомбах	1	1
230	природы и	1	1
231	человеческого бытия	1	1
232	что нет	1	1
233	еще больше	1	1
234	и думать	1	1
235	по пути	5	1
236	его к	2	1
237	духа и	2	1
238	в противоположность	1	1
239	и свою	1	1
240	к чему	3	1
241	бы и	3	1
242	не имею	1	1
243	тоже не	1	1
244	этих свободных	1	1
245	человеческую личность	1	1
246	авторитетом и	2	1
247	бы от	1	1
248	т д	2	1
249	они в	3	1
250	на том	2	1
251	в тот	1	1
252	чем у	1	1
253	не к	2	1
254	зла и	1	1
255	и сказал	1	1
256	в пустыне	8	1
257	то ни	1	1
258	что все	4	1
259	лишь в	3	1
260	его личности	1	1
261	достоинству и	1	1
262	уже сказано	1	1
263	в жизни	3	1
264	для них	2	1
265	все равно	2	1
266	между собою	1	1
267	еще к	1	1
268	бога и	5	1
269	не понимает	1	1
270	но я	1	1
271	не так	2	1
272	еще с	1	1
273	мир и	2	1
274	есть еще	1	1
275	государстве и	1	1
276	своей любовью	1	1
277	равно не	1	1
278	человечества и	3	1
279	что их	2	1
280	на него	1	1
281	мы все	1	1
282	в день	1	1
283	и всегда	1	1
284	жизни не	1	1
285	во всем	1	1
286	но теперь	2	1
287	в сознании	1	1
288	было не	1	1
289	о земной	1	1
290	день в	1	1
291	понимает и	2	1
292	что со	1	1
293	отказаться от	1	1
294	не будет	2	1
295	о необычайном	1	1
296	ни стало	1	1
297	религии а	1	1
298	в себя	2	1
299	но мы	2	1
300	было сказать	1	1
301	верит в	2	1
302	на нее	1	1
303	лет назад	1	1
304	за то	3	1
305	вечное и	1	1
306	еще не	8	1
307	когда в	2	1
308	быть может	1	1
309	и начало	1	1
310	и великая	1	1
311	и который	1	1
312	человеческую и	1	1
313	добра и	4	1
314	совместима с	1	1
315	в глазах	1	1
316	я вижу	1	1
317	что бы	1	1
318	в лице	1	1
319	есть идея	1	1
320	и самые	1	1
321	но с	1	1
322	это очень	1	1
323	человечество на	2	1
324	их жизни	1	1
325	и ее	1	1
326	видишь ли	1	1
327	и тем	1	1
328	по этому	3	1
329	богом и	1	1
330	отнять у	1	1
331	жизни там	1	1
332	русском самодержавии	1	1
333	истории человечества	3	1
334	ничего нельзя	1	1
335	человеческого духа	1	1
336	силу зла	1	1
337	его по	1	1
338	слова не	1	1
339	должно иметь	1	1
340	или даже	1	1
341	и внешнее	1	1
342	и навсегда	1	1
343	в одном	1	1
344	в существе	2	1
345	в прошлом	2	1
346	к ним	1	1
347	тем что	2	1
348	том заключается	1	1
349	как можно	1	1
350	чему же	1	1
351	ты не	5	1
352	не были	1	1
353	и опять	1	1
354	что человек	1	1
355	тот кто	2	1
356	и скажем	1	1
357	миру и	1	1
358	и быть	1	1
359	на людей	1	1
360	если бог	1	1
361	и возможны	1	1
362	то и	1	1
363	вот в	1	1
364	ничем не	1	1
365	мы и	2	1
366	человеческой жизни	1	1
367	него не	1	1
368	что мы	4	1
369	я говорю	2	1
370	недоразумение и	1	1
371	бог есть	1	1
372	нас тогда	1	1
373	что во	3	1
374	к бытию	3	1
375	над ним	1	1
376	не могут	2	1
377	он говорит	1	1
378	ли ты	2	1
379	и ведет	1	1
380	и своим	1	1
381	выше всего	2	1
382	в мир	1	1
383	призыва к	1	1
384	существ и	1	1
385	который он	1	1
386	с любовью	1	1
387	за ним	3	1
388	сознании и	1	1
389	любовь к	3	1
390	мира и	1	1
391	сливаться с	1	1
392	не с	2	1
393	христа и	1	1
394	от него	2	1
395	у них	1	1
396	человечества а	2	1
397	которой они	2	1
398	есть уже	2	1
399	восстали против	1	1
400	личности и	3	1
401	первый раз	3	1
402	мира почему	1	1
403	любви к	1	1
404	религии и	1	1
405	мы увидим	1	1
406	ее в	2	1
407	и другие	1	1
408	те которые	2	1
409	они не	1	1
