N	2gram	Bakhtin_sl_2	Istorich
320	иной характер	1	1
321	все разновидности	1	1
322	совсем не	1	1
323	в народную	1	1
324	но как	2	1
325	необходимо еще	2	1
326	объеме и	1	1
327	с какими	1	1
328	в сторону	1	1
329	вступают в	1	1
330	при их	1	1
331	бесспорно и	1	1
332	дело со	1	1
333	между словом	3	1
334	материала так	1	1
335	отнюдь не	1	1
336	как по	1	1
337	в истории	11	1
338	не входят	2	1
339	если она	3	1
340	независимо от	2	1
341	из возможных	1	1
342	стороны и	3	1
343	что как	1	1
344	очень трудно	1	1
345	словом в	4	1
346	нем он	1	1
347	целый ряд	1	1
348	ссылаются на	1	1
349	а со	1	1
350	и к	6	1
351	и прочно	1	1
352	как таковое	1	1
353	этой цели	1	1
354	задачи поэтому	1	1
355	эти типы	1	1
356	в нашем	2	1
357	приведет к	1	1
358	связанного с	1	1
359	действительности а	1	1
360	рассказ о	1	1
361	но он	2	1
362	но его	1	1
363	говорят о	1	1
364	от необходимости	1	1
365	ее как	1	1
366	научных и	1	1
367	действует в	3	1
368	дальше и	1	1
369	а просто	2	1
370	так сказать	6	1
371	и еще	1	1
372	и социальной	3	1
373	не исчерпывает	3	1
374	его от	3	1
375	и говорить	1	1
376	мы говорили	1	1
377	или иных	1	1
378	значительной степени	6	1
379	во-вторых и	1	1
380	все случаи	1	1
381	них не	1	1
382	и определить	1	1
383	гораздо труднее	1	1
384	того или	1	1
385	свои специфические	1	1
386	действительности в	1	1
387	дело здесь	1	1
388	но их	1	1
389	за ней	2	1
390	чаще всего	1	1
391	не соответствует	1	1
392	в них	6	1
393	в историческом	2	1
394	дело идет	2	1
395	на основании	1	1
396	этого не	1	1
397	и вся	1	1
398	и уже	1	1
399	чем в	2	1
400	не значит	1	1
401	в эту	1	1
402	форм этого	1	1
403	путь на	1	1
404	все элементы	1	1
405	в своей	1	1
406	лежат в	1	1
407	а наоборот	1	1
408	наших дней	1	1
409	она в	1	1
410	часто не	1	1
411	почва для	1	1
412	себе а	1	1
413	не исчерпывается	1	1
414	от его	1	1
415	быта и	1	1
416	нам в	1	1
417	его там	1	1
418	героя но	1	1
419	совершенно иной	1	1
420	влечет за	1	1
421	и герой	1	1
422	в отношении	4	1
423	с которой	1	1
424	она не	6	1
425	и установкам	1	1
426	каких условиях	1	1
427	и притом	1	1
428	ее с	1	1
429	весь этот	1	1
430	у этой	1	1
431	материала в	2	1
432	иметь в	1	1
433	того чтобы	2	1
434	элемент в	1	1
435	века это	1	1
436	вне его	2	1
437	с одним	2	1
438	степени их	1	1
439	где уже	1	1
440	к ней	2	1
441	на себе	1	1
442	мы всегда	1	1
443	нам важно	1	1
444	же слова	1	1
445	что возможно	1	1
446	кроме того	2	1
447	входят в	2	1
448	достаточно напомнить	1	1
449	необходимо коснуться	1	1
450	известной степени	2	1
451	от их	1	1
452	с легкостью	1	1
453	почему нельзя	1	1
454	конца в	1	1
455	что оно	4	1
456	всего что	1	1
457	оно не	8	1
458	этот путь	1	1
459	значение это	1	1
460	и это	1	1
461	в виду	1	1
462	как один	1	1
463	делать в	1	1
464	нет никакой	1	1
465	в себя	2	1
466	зрения не	1	1
467	словом и	8	1
468	материала для	1	1
469	слова а	1	1
470	как с	2	1
471	на том	1	1
472	если они	1	1
473	с собой	1	1
474	таких образов	1	1
475	здесь как	2	1
476	общения с	1	1
477	оно все	1	1
478	или их	1	1
479	этим в	1	1
480	в последней	1	1
481	и социальные	1	1
482	образом в	1	1
483	но здесь	4	1
484	необходимо иметь	1	1
485	дальнейшего развития	1	1
486	что часто	1	1
487	а также	3	1
488	никак не	1	1
489	миф в	1	1
490	может не	2	1
491	в значительной	6	1
492	на данном	1	1
493	знает что	1	1
494	должно было	1	1
495	которой мы	1	1
496	тем или	1	1
497	стоит и	1	1
498	ним и	2	1
499	в языке	2	1
500	из своего	1	1
501	иногда очень	1	1
502	века и	1	1
503	также в	1	1
504	и об	1	1
505	в формах	1	1
506	слов или	1	1
507	проникнуть в	1	1
508	при каких	2	1
509	и ее	1	1
510	ним но	1	1
511	к которой	1	1
512	с какой	1	1
513	же и	2	1
514	совершался в	1	1
515	такое действие	1	1
516	др но	1	1
517	только на	1	1
518	всем его	2	1
519	которых первоначально	1	1
520	до появления	1	1
521	оно всегда	1	1
522	слова может	2	1
523	мышления и	5	1
524	за ним	1	1
525	стороны оно	1	1
526	одно из	1	1
527	слова в	13	1
528	сами по	1	1
529	таково значение	1	1
530	и со	1	1
531	т п	33	1
532	в прошлом	2	1
533	в конце	1	1
534	с этими	1	1
535	друг друга	1	1
536	мы можем	1	1
537	у него	3	1
538	этом отношении	3	1
539	формы к	1	1
540	для того	2	1
541	науки в	1	1
542	но она	2	1
543	момент в	1	1
544	иная точка	1	1
545	связан с	3	1
546	этих границ	1	1
547	и глубже	1	1
548	их от	1	1
549	не обязательно	1	1
550	он живет	1	1
551	которых мы	2	1
552	до известной	1	1
553	это кажется	1	1
554	этой роли	1	1
555	и затем	2	1
556	но есть	1	1
557	до xix	1	1
558	лежащую в	1	1
559	мировоззрения но	1	1
560	не было	2	1
561	здесь правда	1	1
562	материал в	3	1
563	быть только	1	1
564	с большей	1	1
565	нем и	2	1
566	герой с	1	1
567	так очень	1	1
568	могут служить	1	1
569	для этой	1	1
570	материалом для	1	1
571	может иметь	3	1
572	данного сюжета	1	1
573	общие для	1	1
574	в иных	1	1
575	и приобретает	1	1
576	здесь уже	2	1
577	формы мышления	1	1
578	или иного	1	1
579	когда она	1	1
580	и всей	1	1
581	шире и	1	1
582	да и	1	1
583	иногда даже	1	1
584	и более	2	1
585	книгу и	1	1
586	и всех	1	1
587	этого слова	1	1
588	на пути	1	1
589	этом случае	6	1
590	и оно	2	1
591	в который	1	1
592	одно без	1	1
593	в один	1	1
594	миров в	1	1
595	очень велика	1	1
596	в более	2	1
597	только одна	1	1
598	она может	2	1
599	на новый	1	1
600	всем этим	2	1
601	и другими	1	1
602	в результате	2	1
603	за словом	1	1
604	чтобы понять	1	1
605	хотя и	2	1
606	или иным	1	1
607	что делать	1	1
608	к художественной	1	1
609	и все	5	1
610	это может	1	1
611	или нет	1	1
612	остается неизменной	1	1
613	и смысл	1	1
614	выделена в	2	1
615	тех или	1	1
616	лежит в	1	1
617	быть очень	3	1
618	все более	1	1
619	в системе	1	1
620	здесь только	1	1
621	нами не	1	1
622	несмотря на	1	1
623	неотделим от	1	1
624	которые здесь	1	1
625	только как	1	1
626	средние века	1	1
627	этот совершался	1	1
628	лишь тогда	2	1
629	затем к	1	1
630	что действие	1	1
631	при изучении	1	1
632	только о	2	1
633	эти слова	2	1
634	важно для	1	1
635	во всяком	3	1
636	также не	1	1
637	гораздо более	1	1
