N	2gram	Potebnia_M_4	Dialekti
193	ничего не	1	3
194	в разных	3	3
195	или как	1	3
196	должны быть	3	3
197	это только	1	3
198	все его	1	3
199	уже не	3	3
200	может иметь	2	3
201	он есть	1	3
202	тех пор	6	3
203	же мы	2	3
204	с нею	3	3
205	у меня	1	3
206	из них	1	3
207	есть выражение	1	3
208	бы это	1	3
209	и из	3	3
210	о котором	1	3
211	как же	4	3
212	и их	3	3
213	не было	12	3
214	во внимание	1	3
215	мы говорим	7	3
216	в данном	4	3
217	в той	4	3
218	когда мы	6	3
219	в это	2	3
220	его с	1	3
221	и слова	2	3
222	или другой	1	3
223	то не	1	3
224	или нет	1	3
225	только как	4	3
226	была бы	1	3
227	не что	2	3
228	то оно	1	3
229	смысле что	1	3
230	также что	1	2
231	в сфере	1	2
232	человека и	3	2
233	связана с	1	2
234	и поэзия	2	2
235	есть известное	1	2
236	на самом	3	2
237	он может	1	2
238	только потому	4	2
239	этого последнего	2	2
240	тем же	1	2
241	что эти	3	2
242	его не	1	2
243	например в	3	2
244	не во	1	2
245	бы ни	2	2
246	то это	8	2
247	как не	1	2
248	зависимости от	1	2
249	в ней	2	2
250	и говорить	2	2
251	во всех	1	2
252	что я	11	2
253	различия между	1	2
254	явлений и	1	2
255	мы же	1	2
256	очевидно что	7	2
257	ведь мы	1	2
258	которые не	2	2
259	и я	2	2
260	в истории	4	2
261	если она	1	2
262	как в	7	2
263	более и	2	2
264	и нет	1	2
265	перед нами	1	2
266	что по	2	2
267	пределы мира	1	2
268	но в	8	2
269	в которой	6	2
270	бы и	5	2
271	так или	2	2
272	все эти	3	2
273	иначе и	1	2
274	бы только	2	2
275	выходя за	1	2
276	на его	3	2
277	время и	1	2
278	не как	2	2
279	оно должно	1	2
280	на этом	1	2
281	но все	1	2
282	в каждом	3	2
283	не будет	3	2
284	на всю	1	2
285	в мире	2	2
286	быть во	1	2
287	на все	1	2
288	с целью	1	2
289	не умеет	1	2
290	только одно	1	2
291	она и	2	2
292	с тем	7	2
293	хотя в	2	2
294	и потом	1	2
295	во время	2	2
296	и при	2	2
297	взгляд на	1	2
298	в их	1	2
299	далее в	1	2
300	тем не	4	2
301	их в	3	2
302	тому что	2	2
303	что есть	3	2
304	что сущность	1	2
305	что с	1	2
306	виду что	2	2
307	самого начала	2	2
308	дело не	2	2
309	того как	6	2
310	в науке	3	2
311	в сущности	2	2
312	не по	1	2
313	иметь в	2	2
314	только не	3	2
315	того и	1	2
316	к поэзии	1	2
317	следует что	1	2
318	уже и	2	2
319	что на	2	2
320	в области	2	2
321	от их	1	2
322	я сам	1	2
323	к тому	3	2
324	всегда есть	1	2
325	также имеет	1	2
326	данном случае	2	2
327	с самого	1	2
328	и совершенно	1	2
329	по этой	1	2
330	что у	3	2
331	можно только	2	2
332	том как	1	2
333	мы в	3	2
334	разница между	1	2
335	то уже	2	2
336	но мы	2	2
337	поэтическое произведение	1	2
338	времени в	1	2
339	он берет	1	2
340	все в	2	2
341	между тем	9	2
342	или иначе	2	2
343	не отличаются	1	2
344	когда оно	2	2
345	и можно	1	2
346	всяком случае	3	2
347	что бы	1	2
348	мы должны	2	2
349	что здесь	1	2
350	как из	1	2
351	времени можно	1	2
352	большею частью	2	2
353	мы видим	2	2
354	с ними	3	2
355	с одной	1	2
356	есть в	5	2
357	если мы	2	2
358	и они	2	2
359	или в	1	2
360	а потому	1	2
361	т п	4	2
362	само по	5	2
363	не выходя	1	2
364	тем что	10	2
365	мы это	1	2
366	до сих	4	2
367	именно в	3	2
368	будет ли	1	2
369	и прежде	2	2
370	только к	1	2
371	человеческой жизни	1	2
372	как ни	2	2
373	в бытии	1	2
374	что мы	10	2
375	когда я	7	2
376	в частности	1	2
377	на который	2	2
378	вместе с	6	2
379	с первого	1	2
380	так же	4	2
381	в разной	1	2
382	поэзия и	5	2
383	что же	5	2
384	быть только	1	2
385	как нельзя	1	2
386	сам не	1	2
387	в состоянии	2	2
388	сих пор	4	2
389	же самое	4	2
390	от земли	2	2
391	мы только	1	2
392	и всякая	1	2
393	но о	1	2
394	от всего	1	2
395	или не	1	2
396	же в	1	2
397	есть уже	4	2
398	не быть	1	2
399	понимание есть	1	2
400	и идеи	1	2
401	только о	2	2
402	в виде	2	2
403	ее в	1	2
404	в искусстве	3	2
405	в своих	2	2
406	во всяком	5	2
407	всегда в	1	1
408	который должен	1	1
409	на предмет	1	1
410	речь идет	1	1
411	потом и	1	1
412	самых разнообразных	2	1
413	того же	1	1
414	идет о	1	1
415	из трех	1	1
416	можем судить	2	1
417	и до	3	1
418	выражается в	1	1
419	уже по	2	1
420	всего того	1	1
421	и значение	3	1
422	им самим	1	1
423	бы уже	1	1
424	для своего	1	1
425	которую мы	1	1
426	уже более	1	1
427	слов об	2	1
428	ответить на	3	1
429	и новые	1	1
430	нам в	1	1
431	явление если	1	1
432	не была	1	1
433	что под	1	1
434	ему в	1	1
435	в некотором	1	1
436	мы и	2	1
437	из глубины	1	1
438	что можно	1	1
439	не все	1	1
440	поэзия как	3	1
441	всех сторон	1	1
442	проявляется в	2	1
443	что оба	1	1
444	не от	3	1
445	чем больше	2	1
446	и этого	1	1
447	на них	1	1
448	он сам	1	1
449	нечто в	1	1
450	в различных	2	1
451	не без	1	1
452	природы и	2	1
453	сказать и	1	1
454	на высоте	1	1
455	себе он	1	1
456	в новом	1	1
457	нужно быть	1	1
458	отличие от	1	1
459	нет и	1	1
460	разница в	1	1
461	можно представить	1	1
462	меньше всего	1	1
463	тем больше	1	1
464	первый взгляд	1	1
465	его на	1	1
466	общего с	1	1
467	показать что	1	1
468	по которому	3	1
469	к новому	1	1
470	однако не	1	1
471	не вся	1	1
472	духа и	2	1
473	для которой	1	1
474	и отчасти	1	1
475	то в	3	1
476	духа в	1	1
477	только один	1	1
478	вопрос почему	2	1
479	сказать о	1	1
480	образом и	1	1
481	он в	1	1
482	всей своей	1	1
483	из этих	2	1
484	от действительности	1	1
485	сказать чтобы	2	1
486	чувств и	1	1
487	во многих	2	1
488	если он	1	1
489	но на	1	1
490	мы получим	1	1
491	так сказать	5	1
492	вообще не	1	1
493	или быть	1	1
494	образ и	1	1
495	как оно	2	1
496	и идея	1	1
497	от какой-нибудь	1	1
498	возможность и	1	1
499	что же?	1	1
500	вещи то	1	1
501	и еще	1	1
502	дает нам	1	1
503	человеческого тела	1	1
504	в степени	1	1
505	свое время	1	1
506	чем она	1	1
507	из него	2	1
508	чтобы их	1	1
509	мы например	1	1
510	есть мифическое	1	1
511	но самое	2	1
512	от нее	1	1
513	что все	4	1
514	главным образом	1	1
515	есть все	1	1
516	значение в	1	1
517	форма есть	2	1
518	и менее	1	1
519	как по-видимому	1	1
520	со всех	1	1
521	может стать	1	1
522	действительности в	1	1
523	известно что	6	1
524	истории и	1	1
525	в природу	1	1
526	и тем	4	1
527	он все	2	1
528	бы совершенно	1	1
529	не ясно	1	1
530	тех которые	2	1
531	но уже	3	1
532	в них	3	1
533	на которую	1	1
534	далеко не	1	1
535	показывает что	1	1
536	бы было	1	1
537	о всякой	1	1
538	всю жизнь	1	1
539	не всегда	3	1
540	на родном	1	1
541	только указывает	1	1
542	чем в	2	1
543	понятия и	1	1
544	одного и	1	1
545	сосредоточиться на	1	1
546	на первый	1	1
547	в эту	1	1
548	бы на	1	1
549	но если	1	1
550	смотрит на	1	1
551	по тому	2	1
552	в котором	4	1
553	образе который	1	1
554	мы называем	1	1
555	оно живет	2	1
556	и значит	1	1
557	бы мы	1	1
558	от его	2	1
559	и другого	1	1
560	и этой	1	1
561	есть его	1	1
562	но эта	2	1
563	а есть	1	1
564	его мы	1	1
565	друг другу	1	1
566	теми же	2	1
567	том и	2	1
568	тому чтобы	1	1
569	образ не	2	1
570	можем сказать	2	1
571	искусство значит	1	1
572	или за	1	1
573	оно выражается	1	1
574	что эта	1	1
575	имеет свое	1	1
576	и другое	2	1
577	как о	1	1
578	и проч	18	1
579	ее с	1	1
580	бытия и	1	1
581	в самых	1	1
582	в нас	3	1
583	восприятия но	1	1
584	во всякой	1	1
585	значение этого	2	1
586	себе только	1	1
587	слово и	3	1
588	подобно тому	2	1
589	это то	1	1
590	и по-видимому	1	1
591	можно видеть	2	1
592	с живым	2	1
593	все члены	1	1
594	или когда	1	1
595	и поэтическое	1	1
596	это слово	4	1
597	и звуки	1	1
598	восприятием и	1	1
599	и сама	2	1
600	ее можно	1	1
601	так то	3	1
602	этом отношении	1	1
603	но даже	2	1
604	состояние духа	1	1
605	наука есть	1	1
606	другой форме	1	1
607	или лучше	2	1
608	по ней	1	1
609	мысли так	1	1
610	все то	1	1
611	начиная с	1	1
612	истории не	1	1
613	мере того	4	1
614	и другим	3	1
615	наоборот в	1	1
616	мысли о	2	1
617	как человек	3	1
618	они и	1	1
619	ибо эта	1	1
620	оно не	2	1
621	и самое	1	1
622	нас от	1	1
623	и о	4	1
624	не существует	2	1
625	но при	1	1
626	были бы	1	1
627	в собственном	1	1
628	мысль о	6	1
629	разной мере	1	1
630	нечто другое	1	1
631	слова а	1	1
632	котором мы	1	1
633	в образе	2	1
634	в глаза	1	1
635	на нее	3	1
636	те же	3	1
637	себя что	1	1
638	границы но	1	1
639	к его	2	1
640	и на	3	1
641	не стоит	1	1
642	и возникновения	1	1
643	быть может	4	1
644	из одного	3	1
645	сама она	2	1
646	по мере	7	1
647	смысле и	1	1
648	образом в	5	1
649	и здесь	2	1
650	поэтические образы	1	1
651	не был	1	1
652	нечто совсем	1	1
653	возможна только	1	1
654	тому и	1	1
655	и другому	1	1
656	с тою	1	1
657	и поэтому	1	1
658	внимание на	5	1
659	еще дальше	2	1
660	на что	1	1
661	частях своих	1	1
662	эти качества	1	1
663	из ряда	1	1
664	ли она	1	1
665	любви к	1	1
666	нас в	2	1
667	и во	1	1
668	как нет	2	1
669	вещи если	1	1
670	а у	1	1
671	и познания	1	1
672	науке и	1	1
673	от них	1	1
674	судить о	2	1
675	на одном	1	1
676	его мысль	1	1
677	образ может	1	1
678	пор пока	2	1
679	них в	1	1
680	которой все	1	1
681	и всякое	1	1
682	если это	1	1
683	свете и	1	1
684	эти последние	1	1
685	но с	1	1
686	оно и	1	1
687	обе эти	1	1
688	только начинается	1	1
689	а если	2	1
690	и значением	4	1
691	из поэзии	4	1
692	если скажем	1	1
693	тот же	2	1
694	менее в	1	1
695	важно то	1	1
696	на другие	1	1
697	для понятия	1	1
698	мысли если	1	1
699	не имеет	5	1
700	во всем	1	1
701	из многих	1	1
702	всем известно	1	1
703	пор не	3	1
704	представление об	1	1
705	их не	1	1
706	процессов в	1	1
707	кроме этого	1	1
708	науке в	1	1
709	именно на	2	1
710	человека с	1	1
711	сознание это	1	1
712	и напряженность	1	1
713	есть я	1	1
714	это показывает	1	1
715	из которых	2	1
716	только на	4	1
717	то и	4	1
718	находится с	1	1
719	а это	1	1
720	при помощи	3	1
721	но совершенно	1	1
722	данных в	1	1
723	разные времена	1	1
724	превращаются в	1	1
725	пока не	2	1
726	представить себе	2	1
727	всякую мысль	1	1
728	допустим что	5	1
729	в пространстве	1	1
730	эти понятия	1	1
731	для меня	10	1
732	к ним	2	1
733	при всей	1	1
734	друг друга	2	1
735	меня то	2	1
736	мы можем	10	1
737	у него	1	1
738	которые могут	1	1
739	природы а	4	1
740	есть слово	2	1
741	к одной	1	1
742	и вместе	3	1
743	ее на	1	1
744	в других	2	1
745	даже и	3	1
746	здесь только	1	1
747	жизнь как	1	1
748	из двух	1	1
749	даже не	2	1
750	мне и	1	1
751	говорим о	1	1
752	с другим	1	1
753	свою историю	2	1
754	как у	1	1
755	нет самого	1	1
756	отличаются от	1	1
757	здесь в	1	1
758	на то	7	1
759	сказать несколько	2	1
760	к которому	1	1
761	восприятие и	1	1
762	было и	2	1
763	и др	2	1
764	что будет	2	1
765	превращается в	2	1
766	к науке	2	1
767	по направлению	1	1
768	же будет	1	1
769	одной стороны	1	1
770	из тех	2	1
771	может ли	1	1
772	от вещи	1	1
773	с которым	2	1
774	его как	1	1
775	в руках	1	1
776	от самой	1	1
777	потому есть	1	1
778	там где	3	1
779	все более	3	1
780	бы оно	1	1
781	нет ничего	3	1
782	в немногих	1	1
783	выражение как	1	1
784	эта бумага	1	1
785	в познание	1	1
786	его содержание	2	1
787	с началом	1	1
788	стать только	1	1
789	то можно	1	1
790	без помощи	1	1
791	надо было	1	1
792	это делается	1	1
793	отвлеченности и	1	1
794	тому как	2	1
795	делу не	1	1
796	происходит в	2	1
797	видим как	1	1
798	никакой возможности	1	1
799	чувства и	1	1
800	форма в	1	1
801	и такие	1	1
802	поэзия не	2	1
803	есть поэзия	2	1
804	вес то	1	1
805	слова и	5	1
806	несколько слов	2	1
807	только для	2	1
808	внимания на	1	1
809	видно что	4	1
810	не об	1	1
811	как первое	1	1
812	но для	1	1
813	это последнее	4	1
814	чем та	1	1
815	вещь а	1	1
816	возможно когда	1	1
817	мысли не	3	1
818	тем и	6	1
819	говорим что	3	1
820	об отношении	2	1
821	или только	1	1
822	в его	5	1
823	как надо	1	1
824	это можно	2	1
825	мира и	1	1
826	а все	1	1
827	человек и	1	1
828	из нее	2	1
829	постоянно и	1	1
830	развития и	2	1
831	ее и	1	1
832	как эта	1	1
833	лишь как	1	1
834	из себя	2	1
835	тем более	5	1
836	к внешнему	1	1
837	тождественное с	1	1
838	ибо в	1	1
839	скажем что	1	1
840	мы не	8	1
841	я в	2	1
842	до тех	6	1
843	к самому	1	1
844	имеет целью	1	1
845	есть следовательно	1	1
846	которая на	1	1
847	не видят	1	1
848	не знает	1	1
849	состоит из	1	1
850	существует в	1	1
851	равно как	2	1
852	потому почему	1	1
853	от поэзии	1	1
854	этом мы	2	1
855	из этого	2	1
856	в свое	1	1
857	есть то	4	1
858	делается не	1	1
859	что то	3	1
860	если же	4	1
861	можно назвать	2	1
862	в голову	2	1
863	видим в	1	1
864	и эта	1	1
865	это в	1	1
866	уже после	1	1
867	невозможна без	1	1
868	как на	1	1
869	точно так	2	1
870	все что	2	1
871	слова это	1	1
