N	2gram	Losev_Vesc_1	Mirosoze
118	если есть	1	3
119	идеи и	3	3
120	и она	1	3
121	в россии	2	3
122	не будет	12	3
123	и с	8	3
124	его в	2	3
125	с самим	4	3
126	ни в	1	3
127	все равно	2	3
128	и тогда	1	3
129	не мог	1	3
130	же есть	2	3
131	можно ли	7	3
132	что иное	7	3
133	и всегда	1	3
134	по своей	2	3
135	только с	3	3
136	себя и	4	3
137	момент в	6	3
138	было в	1	3
139	если бы	5	3
140	с ним	8	3
141	о том	6	3
142	не стоит	1	3
143	и во	3	3
144	и можно	1	3
145	что они	6	3
146	в том	8	3
147	только в	14	3
148	есть в	1	3
149	не так	1	3
150	тем что	2	3
151	от того	3	3
152	до сих	1	3
153	к которому	1	3
154	с которым	1	3
155	для человека	1	3
156	– не	9	3
157	жизни в	1	3
158	и нет	1	3
159	сих пор	1	3
160	и от	3	3
161	сказать что	17	3
162	не что	7	3
163	есть и	4	3
164	в своих	1	3
165	я и	6	2
166	нем нет	1	2
167	сам по	3	2
168	когда человек	1	2
169	с таким	1	2
170	в сфере	4	2
171	ней есть	1	2
172	только это	3	2
173	но она	3	2
174	как то	1	2
175	во всех	2	2
176	то он	1	2
177	себе и	1	2
178	она есть	8	2
179	как к	4	2
180	него –	1	2
181	нельзя было	4	2
182	в мысли	3	2
183	хотя и	4	2
184	говорит что	1	2
185	в действительности	7	2
186	есть ли	6	2
187	от этого	2	2
188	то в	4	2
189	в смысл	1	2
190	духа в	1	2
191	в которой	1	2
192	средство для	1	2
193	момент его	1	2
194	если он	1	2
195	но на	2	2
196	может уже	1	2
197	и если	2	2
198	не к	1	2
199	есть один	1	2
200	на этом	2	2
201	образа и	1	2
202	с собой	2	2
203	еще более	2	2
204	тут не	5	2
205	– то	2	2
206	– вот	1	2
207	если я	6	2
208	есть явление	1	2
209	последний предел	1	2
210	должно быть	6	2
211	в этих	1	2
212	точки зрения	5	2
213	нас не	1	2
214	ее в	1	2
215	от его	2	2
216	есть еще	3	2
217	сам он	1	2
218	что есть	5	2
219	тогда когда	5	2
220	– все	1	2
221	чем не	2	2
222	человека от	1	2
223	ничего не	3	2
224	жизни не	1	2
225	к ней	2	2
226	было не	1	2
227	как будто	1	2
228	в основе	3	2
229	– другой	1	2
230	к себе	4	2
231	всегда есть	3	2
232	которая есть	1	2
233	оно не	3	2
234	самим собою	2	2
235	чем я	1	2
236	можно было	2	2
237	есть также	1	2
238	быть может	1	2
239	по себе	13	2
240	в разных	4	2
241	и возможно	2	2
242	вот почему	3	2
243	и что	15	2
244	как ее	2	2
245	в сущности	4	2
246	нас в	3	2
247	к нему	1	2
248	все время	1	2
249	у всех	3	2
250	подобно тому	4	2
251	которое было	1	2
252	но с	2	2
253	мы видим	2	2
254	тот же	3	2
255	бы его	1	2
256	так что	5	2
257	же и	1	2
258	со своим	7	2
259	уже в	1	2
260	него и	1	2
261	себе в	3	2
262	не о	1	2
263	не случайно	2	2
264	есть выражение	1	2
265	тут у	1	2
266	е в	7	2
267	или иной	1	2
268	есть момент	2	2
269	что человек	1	2
270	мы еще	2	2
271	души и	1	2
272	что не	5	2
273	превращается в	1	2
274	так это	1	2
275	– в	5	2
276	человеческой жизни	1	2
277	личности в	1	2
278	личности и	1	2
279	и самосознание	2	2
280	вместе с	1	2
281	перейти в	1	2
282	– это	1	2
283	тому как	4	2
284	это есть	7	2
285	что же	8	2
286	да и	3	2
287	из этой	1	2
288	но для	2	2
289	его собственная	1	2
290	в более	1	2
291	сознания и	1	2
292	его с	1	2
293	но когда	1	2
294	и самое	2	2
295	бы в	5	2
296	быть и	1	2
297	а в	4	2
298	к самому	1	2
299	что природа	1	2
300	все к	1	2
301	но этот	1	2
302	и эта	3	2
303	к полному	1	1
304	– может	1	1
305	и то	10	1
306	самом деле	4	1
307	только потому	1	1
308	своей основной	1	1
309	мере в	1	1
310	из самых	2	1
311	ведь и	5	1
312	от которых	1	1
313	должна быть	4	1
314	это совершенно	4	1
315	мы не	6	1
316	что если	1	1
317	мы любим	1	1
318	ни у	1	1
319	и абсолютное	1	1
320	среды и	1	1
321	еще до	1	1
322	говорить о	6	1
323	это отношение	1	1
324	и ее	18	1
325	что существует	1	1
326	и этого	2	1
327	а еще	1	1
328	быть в	1	1
329	можно и	2	1
330	а следовательно	2	1
331	то третье	1	1
332	есть ни	3	1
333	нет не	1	1
334	сознания не	1	1
335	только тогда	3	1
336	не все	1	1
337	если в	1	1
338	для всякой	1	1
339	нет и	1	1
340	я только	1	1
341	но без	1	1
342	сама по	3	1
343	необходимо и	3	1
344	он думает	1	1
345	пустое и	1	1
346	с этим	3	1
347	кто не	3	1
348	могли бы	1	1
349	и как	8	1
350	я должен	4	1
351	нас все	1	1
352	было также	1	1
353	в каком-то	2	1
354	вносит в	1	1
355	не быть	3	1
356	все эти	3	1
357	поскольку в	1	1
358	ее как	2	1
359	что ничего	1	1
360	раз в	1	1
361	бы только	1	1
362	и кто	2	1
363	только один	2	1
364	на то	4	1
365	преимуществу есть	1	1
366	на западе	1	1
367	перестает быть	3	1
368	когда это	1	1
369	и социальной	1	1
370	ведь не	3	1
371	– лишь	1	1
372	что нужно	3	1
373	– на	1	1
374	себе ее	1	1
375	и творческого	1	1
376	которая стоит	2	1
377	но надо	1	1
378	может существовать	1	1
379	как момент	1	1
380	всех своих	1	1
381	– очень	1	1
382	что является	1	1
383	тьмы и	1	1
384	же не	1	1
385	каких угодно	1	1
386	то чтобы	3	1
387	они должны	1	1
388	в другом	2	1
389	об этом	3	1
390	было бы	14	1
391	и тем	3	1
392	есть всегда	4	1
393	выходя из	1	1
394	его ум	1	1
395	она и	1	1
396	его внутреннее	1	1
397	с тем	5	1
398	заходящее солнце	1	1
399	и уже	1	1
400	как перед	1	1
401	всякой человеческой	1	1
402	потому и	1	1
403	на себя	1	1
404	же я	1	1
405	бы на	1	1
406	но если	8	1
407	только того	1	1
408	что такое	12	1
409	не интересует	1	1
410	и без	3	1
411	уже к	1	1
412	революция духа	1	1
413	в котором	3	1
414	с точки	3	1
415	от слияния	1	1
416	к одному	3	1
417	себе а	1	1
418	признать что	1	1
419	стало быть	1	1
420	то так	1	1
421	него не	1	1
422	втором случае	1	1
423	всякая другая	1	1
424	имеет смысл	5	1
425	и более	1	1
426	их в	3	1
427	необычайной силой	1	1
428	между двумя	1	1
429	же такое	3	1
430	нас к	1	1
431	выявление этих	1	1
432	иной раз	1	1
433	с необычайной	1	1
434	спасение от	1	1
435	этого нужно	2	1
436	у кого	1	1
437	в самых	1	1
438	к такому	1	1
439	для всего	1	1
440	следовательно и	1	1
441	о природе	1	1
442	всякой иной	3	1
443	к подлинному	1	1
444	себе такой	2	1
445	и весь	1	1
446	или как	2	1
447	нее нет	1	1
448	ту сторону	1	1
449	есть то	9	1
450	своей природе	1	1
451	– она	1	1
452	того же	5	1
453	до того	1	1
454	исторического процесса	1	1
455	уже и	1	1
456	и делает	2	1
457	что на	2	1
458	стоит перед	1	1
459	без остатка	1	1
460	не потому	6	1
461	не знали	1	1
462	не мыслится	1	1
463	есть у	2	1
464	в движении	1	1
465	полное и	1	1
466	ее на	1	1
467	лежит в	1	1
468	отличается от	7	1
469	чем быть	1	1
470	уже было	1	1
471	это свое	1	1
472	для такого	2	1
473	– с	2	1
474	и утверждает	1	1
475	по сравнению	7	1
476	все еще	3	1
477	несет с	1	1
478	для себя	5	1
479	имя этого	1	1
480	как не	1	1
481	что-то не	1	1
482	не хочу	1	1
483	всего этого	1	1
484	в ее	7	1
485	он с	1	1
486	смысл но	1	1
487	говорили что	1	1
488	– уже	2	1
489	в пределах	1	1
490	приводит к	1	1
491	дано в	1	1
492	как с	4	1
493	природе своей	1	1
494	действительности это	1	1
495	вещи и	20	1
496	не с	7	1
497	по природе	1	1
498	которая была	1	1
499	мог бы	5	1
500	и каждый	1	1
501	– и	2	1
502	она была	2	1
503	думает что	1	1
504	но у	1	1
505	и ощущаю	1	1
506	на что	1	1
507	с человеком	1	1
508	будет уже	1	1
509	находится в	3	1
510	вот это	1	1
511	а также	1	1
512	ее образ	4	1
513	но к	1	1
514	в самой	2	1
515	на вопрос	1	1
516	одно то	1	1
517	и который	1	1
518	может не	2	1
519	идея есть	1	1
520	сила –	1	1
521	это в	1	1
522	которой мы	1	1
523	во втором	2	1
524	себя но	1	1
525	и только	3	1
526	кто в	1	1
527	тот момент	2	1
528	это одна	1	1
529	уже из	1	1
530	но так	1	1
531	но раз	1	1
532	только одной	1	1
533	вне себя	2	1
534	и темное	1	1
535	речи о	1	1
536	– исключительно	1	1
537	будь то	3	1
538	к личности	1	1
539	ли он	1	1
540	но ни	1	1
541	как внутреннее	1	1
542	сознание в	1	1
543	бы ни	2	1
544	со всеми	1	1
545	не то	4	1
546	к существу	1	1
547	и у	3	1
548	я имею	2	1
549	и хотел	1	1
550	пусть это	1	1
551	и чисто	1	1
552	и пустая	1	1
553	не из	2	1
554	не дает	1	1
555	его и	2	1
556	никто не	1	1
557	эту силу	1	1
558	моментов в	2	1
559	у нее	1	1
560	но что	2	1
561	бытия и	2	1
562	почему это	1	1
563	этом отношении	1	1
564	и всякий	1	1
565	бы это	1	1
566	это будет	3	1
567	как можно	3	1
568	но потому	1	1
569	с другой	6	1
570	и прежде	1	1
571	и быть	1	1
572	а с	3	1
573	своего собственного	1	1
574	при чем	1	1
575	его душа	1	1
576	идея не	1	1
577	не сама	2	1
578	может ли	2	1
579	принадлежит не	1	1
580	вопрос можно	1	1
581	человек есть	1	1
582	о чем	1	1
583	до полной	1	1
584	с предметом	1	1
585	от всех	4	1
586	и ему	1	1
587	вполне и	1	1
588	ни на	3	1
589	на самом	1	1
590	в меру	1	1
591	независимо от	5	1
592	этот смысл	1	1
593	может так	1	1
594	могущество и	2	1
595	без которых	1	1
596	сравнению с	6	1
597	это приводит	1	1
598	в той	3	1
599	он становится	1	1
600	а потом	2	1
601	вне этой	1	1
602	– что	1	1
603	смысл в	1	1
604	с этой	4	1
605	я сам	3	1
606	под собой	2	1
607	между иваном	1	1
608	все это	5	1
609	продолжает быть	1	1
610	она должна	2	1
611	происходит не	1	1
612	человек на	1	1
613	культуры и	1	1
614	изменения в	1	1
615	формы и	1	1
616	это можно	2	1
617	но тот	1	1
618	своей собственной	1	1
619	когда он	1	1
620	из себя	3	1
621	той или	2	1
622	конце концов	2	1
623	мы должны	2	1
624	ведь есть	1	1
625	только что	2	1
626	уже нет	1	1
627	ли сказать	3	1
628	если все	1	1
629	от всякого	4	1
630	понять эту	1	1
631	на их	2	1
632	между ними	3	1
633	с ней	2	1
634	две стороны	1	1
635	они как	2	1
636	была бы	2	1
637	будет то	2	1
638	из этого	1	1
639	сам в	1	1
640	в свое	2	1
641	сила и	1	1
642	как интеллигенция	1	1
643	это так	3	1
644	уже есть	1	1
645	по поводу	1	1
646	открывает себя	1	1
647	очертаний и	1	1
648	к этому	1	1
649	на лице	1	1
650	которая не	1	1
