N	2gram	Berdyaev_M_2	FransuaR
463	себе представить	1	1
464	силы но	1	1
465	к которому	3	1
466	у многих	1	1
467	характерно для	1	1
468	здесь отрицается	1	1
469	во второй	1	1
470	такое же	1	1
471	а с	1	1
472	на людей	2	1
473	себя и	3	1
474	люди как	1	1
475	к гибели	4	1
476	не было	11	1
477	не знает	9	1
478	начинает думать	1	1
479	этой борьбы	1	1
480	было для	2	1
481	о чем	1	1
482	высшую ступень	1	1
483	а образ	1	1
484	в строении	3	1
485	и об	1	1
486	связь с	1	1
487	принужден был	1	1
488	но этот	2	1
489	во всю	1	1
490	не из	1	1
491	к своему	2	1
492	может так	1	1
493	xix века	1	1
494	видит в	1	1
495	что за	2	1
496	и границы	1	1
497	смысле этого	1	1
498	плоти и	1	1
499	на эту	1	1
500	это есть	2	1
501	если человек	2	1
502	что же	2	1
503	и там	6	1
504	происходит в	1	1
505	образ и	5	1
506	да и	2	1
507	которым он	1	1
508	этого слова	1	1
509	связано со	3	1
510	свободы в	1	1
511	народом своего	1	1
512	были и	1	1
513	дух в	1	1
514	на своем	1	1
515	это был	1	1
516	бессмертия и	2	1
517	как до	1	1
518	нем самом	1	1
519	и борьба	1	1
520	не существует	3	1
521	он по	1	1
522	он чувствовал	1	1
523	и пошло	1	1
524	тот кто	5	1
525	а к	1	1
526	из себя	1	1
527	у них	4	1
528	конце концов	1	1
529	самом себе	1	1
530	в новых	2	1
531	мира с	1	1
532	этим он	1	1
533	самостоятельную жизнь	1	1
534	они как	1	1
535	для нашего	1	1
536	жизни а	2	1
537	него и	2	1
538	отношению к	2	1
539	духом и	1	1
540	бы его	2	1
541	и жизнь	1	1
542	но эти	1	1
543	это так	1	1
544	к этой	1	1
545	по поводу	1	1
546	это в	1	1
547	стихия и	1	1
548	на лице	1	1
549	как на	1	1
