N	2gram	Medvedev_V_1	Psycholo
443	смерть и	1	1
444	он же	5	1
445	и характера	1	1
446	толстой говорил	1	1
447	материал этот	1	1
448	со своими	1	1
449	один полюс	1	1
450	произведение с	1	1
451	и некоторые	1	1
452	понятия и	1	1
453	и еще	1	1
454	в этих	1	1
455	вещи в	1	1
456	для него	8	1
457	но что	1	1
458	полностью в	1	1
459	что такое	2	1
460	рассказа о	1	1
461	материалом как	1	1
462	и без	1	1
463	приступать к	1	1
464	непосредственное впечатление	1	1
465	почти не	1	1
466	не столько	2	1
467	что до	1	1
468	говорил о	1	1
469	от его	2	1
470	ответить на	1	1
471	значение для	1	1
472	акте и	1	1
473	является только	1	1
474	одном из	3	1
475	есть его	1	1
476	образом и	1	1
477	которые в	2	1
478	начнем с	2	1
479	говорит как	1	1
480	так называемое	1	1
481	бы быть	1	1
482	нашей схеме	2	1
483	мы встречаемся	1	1
484	задачи и	1	1
485	нет никакого	1	1
486	это правило	1	1
487	что есть	1	1
488	а иногда	1	1
489	мысли в	1	1
490	и отсюда	1	1
491	тогда когда	2	1
492	уже из	1	1
493	того как	1	1
494	к этим	2	1
495	виду не	1	1
496	от жизни	1	1
497	значит ли	1	1
498	и изучение	1	1
499	но только	1	1
500	это мы	3	1
501	отдельных частей	1	1
502	на язык	2	1
503	или как	1	1
504	акты и	1	1
505	показывает как	2	1
506	к ней	1	1
507	вот что	9	1
508	в сознании	4	1
509	из того	1	1
510	так то	1	1
511	что на	1	1
512	действительно необходимо	1	1
513	художественную форму	2	1
514	пишет для	1	1
515	один раз	1	1
516	уже о	1	1
517	начиная с	2	1
518	и заключается	2	1
519	несколько сцен	1	1
520	об одном	1	1
521	содержание в	1	1
522	одну и	1	1
523	бы он	1	1
524	признается что	1	1
525	как неожиданная	1	1
526	на это	2	1
527	если же	1	1
528	должен быть	4	1
529	оно может	1	1
530	и которая	1	1
531	но по	1	1
532	как не	1	1
533	свою очередь	1	1
534	совершенно противоположном	1	1
535	всего этого	1	1
536	личности и	1	1
537	верно говорит	1	1
538	так до	1	1
539	мысль о	2	1
540	от обычного	1	1
541	только то	2	1
542	сам толстой	1	1
543	другой мы	1	1
544	в дальнейшем	1	1
545	для своей	1	1
546	сложное целое	1	1
547	каждого из	1	1
548	остается только	1	1
549	это только	4	1
550	но у	1	1
551	является в	1	1
552	он сам	2	1
553	формой этого	1	1
554	это обычно	1	1
555	что часто	1	1
556	быть в	1	1
557	отдельных сцен	1	1
558	его художественной	1	1
559	художественные произведения	1	1
560	как форма	1	1
561	из рассказа	2	1
562	к действительности	1	1
563	и просто	2	1
564	а также	1	1
565	может не	2	1
566	согласиться с	1	1
567	связанной с	1	1
568	и во	1	1
569	в конечном	7	1
570	к истине	1	1
571	причин и	1	1
572	вот эта	1	1
573	на протяжении	1	1
574	толстой в	1	1
575	творчества в	7	1
576	не заканчивается	1	1
577	на одном	1	1
578	сомнения в	1	1
579	романа в	1	1
580	в теории	1	1
581	мы хотим	1	1
582	с а	1	1
583	статье о	1	1
584	всех сторон	1	1
585	чтобы ответить	1	1
586	показывают что	3	1
587	но с	2	1
588	следует ли	1	1
589	ее подругой	1	1
590	этой точки	2	1
591	то несколько	1	1
592	романа и	1	1
593	одной из	1	1
594	или иные	1	1
595	что даже	2	1
596	но ни	1	1
597	в стороне	1	1
598	что свои	1	1
599	относится например	1	1
600	между тем	5	1
601	во времени	1	1
602	сам собой	1	1
603	тургенева и	2	1
604	же и	2	1
605	есть в	1	1
606	события и	1	1
607	если это	1	1
608	и у	2	1
609	и насколько	1	1
610	только на	1	1
611	можно определить	2	1
612	осмыслить и	1	1
613	как показывает	1	1
614	по законам	1	1
615	от других	1	1
616	рассказывает о	4	1
617	протекать в	1	1
618	роль и	1	1
619	себе в	1	1
620	и их	3	1
621	содержания и	1	1
622	для правильного	1	1
623	моментов в	3	1
624	произведения и	7	1
625	общий эмоциональный	1	1
626	и никогда	1	1
627	следует понимать	5	1
628	художник не	2	1
629	или ином	1	1
630	шекспир как	1	1
631	и вместе	1	1
632	встречаемся с	1	1
633	были бы	1	1
634	воплощенной в	1	1
635	в особенности	2	1
636	к его	2	1
637	со всем	1	1
638	и даже	2	1
639	о своей	1	1
640	не следует	8	1
641	или иначе	1	1
642	связаны с	1	1
643	не один	1	1
644	если только	1	1
645	совершенно точно	1	1
646	это необходимо	1	1
647	действующих лиц	5	1
648	рассказывает эти	1	1
649	и др	9	1
650	в воображении	2	1
651	себя и	1	1
652	материал в	1	1
653	в схеме	1	1
654	даже на	1	1
655	и самый	1	1
656	в ту	1	1
657	и психологии	1	1
658	гете говорил	1	1
659	на многие	1	1
660	всего остального	1	1
661	совершенно очевидно	1	1
662	не об	2	1
663	что художник	3	1
664	него в	3	1
665	приводит в	1	1
666	забывать что	1	1
667	предисловии к	1	1
668	в течение	2	1
669	на эту	1	1
670	что вам	1	1
671	и основной	1	1
672	самого себя	2	1
673	отношению к	7	1
674	это его	1	1
675	доходят до	1	1
676	же так	1	1
677	ней не	1	1
678	это значит	1	1
679	персонажей и	2	1
680	различных причин	1	1
681	понимать как	2	1
682	рассказывает об	1	1
683	художественное произведение	5	1
684	только для	1	1
685	но это	1	1
686	о его	2	1
687	отличается от	2	1
688	в чем	2	1
689	к двум	1	1
690	но для	2	1
691	это как	1	1
692	за его	1	1
693	становится понятным	1	1
694	которых он	1	1
695	именно это	1	1
696	образом по	2	1
697	в связи	3	1
698	формы и	2	1
699	в точном	2	1
700	или в	3	1
701	мы только	1	1
702	чтобы понять	1	1
703	решающую роль	1	1
704	от него	1	1
705	вот это	2	1
706	из себя	2	1
707	бы в	3	1
708	и ни	1	1
709	своих героев	2	1
710	у которого	1	1
711	как сказал	1	1
712	будто бы	2	1
713	быть определена	1	1
714	толстой но	1	1
715	же в	6	1
716	и другие	1	1
717	утверждал что	1	1
718	к ее	1	1
719	в нечто	1	1
720	нет ничего	1	1
721	а о	2	1
722	в свою	1	1
723	когда говорит	1	1
724	материала является	1	1
725	из тех	1	1
726	не быть	2	1
727	том или	1	1
728	это на	1	1
729	равно как	4	1
730	в глаза	1	1
731	по одному	2	1
732	по которой	1	1
733	приблизительно в	1	1
734	анной карениной	3	1
735	в заключение	1	1
736	над анной	2	1
737	от которой	1	1
738	своем рассказе	1	1
739	это понятие	1	1
740	во сне	21	1
741	вообще вне	1	1
742	ничего общего	1	1
