N	2gram	Losev_Vlad_3	VrazhdaK
326	еще в	5	1
327	во второй	1	1
328	том как	1	1
329	но у	2	1
330	жизнь и	3	1
331	и простоты	1	1
332	и вообще	3	1
333	если что	1	1
334	а поскольку	1	1
335	во всяком	3	1
336	важно и	1	1
337	увидел что	1	1
338	до сих	1	1
339	но об	1	1
340	как эта	1	1
341	н трубецкой	2	1
342	вопросу о	1	1
343	к нему	3	1
344	доходит до	1	1
345	во всех	1	1
346	говорить об	1	1
347	я думаю	1	1
348	во всей	1	1
349	я вижу	2	1
350	тотчас же	1	1
351	и можно	4	1
352	возникает вопрос	4	1
353	вслед за	1	1
354	все в	1	1
355	в свете	1	1
356	использовал и	1	1
357	если это	1	1
358	хорошо знаю	2	1
359	навсегда и	1	1
360	в литературе	1	1
361	к которому	1	1
362	тех пор	1	1
363	нас интересует	1	1
364	этом смысле	3	1
365	один из	1	1
366	но с	2	1
367	что только	1	1
368	которым он	1	1
369	в предисловии	2	1
370	а тут	1	1
371	во всем	6	1
372	то он	4	1
373	он уже	2	1
374	начало в	1	1
375	это же	2	1
376	в качестве	3	1
377	же он	1	1
378	для слишком	1	1
379	представлялась ему	1	1
380	мы бы	7	1
381	быть весьма	1	1
382	тем чтобы	1	1
383	целого ряда	1	1
384	а это	1	1
385	литературе еще	1	1
386	в душе	1	1
387	этот раз	1	1
388	что для	1	1
389	ни с	3	1
390	говорит о	4	1
391	общим характером	1	1
392	мы находим	2	1
393	в одном	5	1
394	и двусмысленный	1	1
395	считать что	1	1
396	но которая	1	1
397	друг друга	2	1
398	от апреля	1	1
399	и никогда	1	1
400	не просто	10	1
401	от того	4	1
402	нужно было	1	1
403	и речи	2	1
404	что пишет	1	1
405	о своей	1	1
406	и из	1	1
407	с другой	5	1
408	именно в	3	1
409	все равно	1	1
410	такое же	1	1
411	души и	1	1
412	прежде всего	10	1
413	на этот	1	1
414	целым рядом	1	1
415	до конца	4	1
416	годы он	1	1
417	хотел выразить	1	1
418	голос и	1	1
419	что из	1	1
420	мнение о	1	1
421	нет ничего	2	1
422	в частности	1	1
423	него в	4	1
424	свете этой	1	1
425	человека к	1	1
426	и гораздо	2	1
427	из которых	1	1
428	не знал	1	1
429	с тех	1	1
430	того что	7	1
431	был в	1	1
432	доказанным что	1	1
433	еще раз	2	1
434	известном смысле	1	1
435	сих пор	1	1
436	в основном	4	1
437	оба они	1	1
438	между прочим	5	1
439	но для	3	1
440	мире а	1	1
441	и общим	1	1
442	ближе к	1	1
443	которых он	2	1
444	и от	6	1
445	но на	2	1
446	котором он	1	1
447	это можно	1	1
448	тот кто	1	1
449	хотя и	7	1
450	бы в	2	1
451	еще более	1	1
452	у которого	1	1
453	конце концов	5	1
454	но зато	1	1
455	только что	2	1
456	чувствовал себя	1	1
457	уже давно	1	1
458	но вот	3	1
459	отношении к	1	1
460	нам не	1	1
461	и начинается	1	1
462	а о	2	1
463	быть и	2	1
464	появилась в	1	1
465	только как	1	1
466	другой стороны	2	1
467	мы считаем	1	1
468	бы его	1	1
469	из этого	2	1
470	только о	3	1
471	доказал что	1	1
472	жизни и	1	1
473	к этой	2	1
474	молодой человек	1	1
475	который не	1	1
476	как на	3	1
477	в таком	3	1
478	точно так	4	1
479	все что	1	1
480	они не	1	1
