N	2gram	Vinokur_Ku_3	Literetu
217	оказывается не	1	2
218	тому как	2	2
219	не любил	1	2
220	можно было	11	2
221	это уже	3	2
222	этого рода	3	2
223	которая в	1	2
224	тем более	5	2
225	все они	2	2
226	в равной	1	2
227	не есть	3	2
228	не говоря	2	2
229	отношению к	2	2
230	на это	1	2
231	по поводу	3	2
232	образом от	1	1
233	если б	1	1
234	этой фразы	2	1
235	же как	1	1
236	три строки	1	1
237	на самом	3	1
238	идет о	1	1
239	между двумя	1	1
240	все ту	1	1
241	к другому	2	1
242	установка на	3	1
243	на две	1	1
244	можно лишь	1	1
245	который в	1	1
246	есть не	3	1
247	пока он	3	1
248	ставят перед	1	1
249	же следует	1	1
250	мы не	3	1
251	от культуры	1	1
252	которую я	2	1
253	вопрос о	11	1
254	и новые	1	1
255	нам в	1	1
256	в полной	1	1
257	и самой	1	1
258	счете к	1	1
259	которое в	2	1
260	зависимости от	8	1
261	полагать в	2	1
262	не иметь	1	1
263	он сам	1	1
264	быть в	2	1
265	бы то	1	1
266	в различных	2	1
267	в чем	5	1
268	приобретает уже	2	1
269	только после	3	1
270	тем как	1	1
271	глаза на	1	1
272	но как	3	1
273	в сторону	1	1
274	отношение к	3	1
275	и будет	1	1
276	тут же	1	1
277	не просто	2	1
278	что они	2	1
279	один и	2	1
280	в одной	1	1
281	например для	1	1
282	как к	2	1
283	сам же	2	1
284	предметы и	1	1
285	перед нами	1	1
286	как уже	1	1
287	и как	2	1
288	для которой	1	1
289	имеет в	2	1
290	в противоположность	1	1
291	россии не	1	1
292	то в	3	1
293	за собой	1	1
294	со своей	1	1
295	еще на	2	1
296	себе как	1	1
297	в которой	1	1
298	а во-вторых	2	1
299	он в	2	1
300	в нашем	7	1
301	вы увидите	1	1
302	если мы	7	1
303	в образы	1	1
304	так сказать	2	1
305	в статье	2	1
306	и лучше	1	1
307	а скорее	1	1
308	он не	3	1
309	от которого	1	1
310	главу угла	1	1
311	в понимании	1	1
312	в начале	1	1
313	и вот	3	1
314	почти исключительно	1	1
315	у читателя	1	1
316	и более	3	1
317	в зависимости	7	1
318	у пушкина	1	1
319	очевидным что	1	1
320	целого ряда	1	1
321	постольку поскольку	1	1
322	рассказов а	1	1
323	но дело	1	1
324	так например	1	1
325	или иных	1	1
326	не должно	1	1
327	но все	2	1
328	в одну	1	1
329	в каждом	1	1
330	мне в	1	1
331	вообще возможно	1	1
332	то ни	1	1
333	а то	2	1
334	культуры но	1	1
335	и неизбежно	1	1
336	и с	3	1
337	из новых	1	1
338	а по	1	1
339	образом если	1	1
340	искусства в	1	1
341	которая как	1	1
342	и мы	1	1
343	практически не	1	1
344	чаще всего	1	1
345	его занятий	1	1
346	и вы	1	1
347	человек который	1	1
348	но лишь	1	1
349	в ее	4	1
350	мы имеем	2	1
351	с тем	6	1
352	не всегда	1	1
353	и уже	1	1
354	должно быть	7	1
355	иначе говоря	2	1
356	такой же	2	1
357	автора или	1	1
358	который как	2	1
359	автор статьи	3	1
360	одного и	2	1
361	в эту	1	1
362	в этих	2	1
363	в г	1	1
364	ссылки на	1	1
365	представить себе	1	1
366	в следующем	1	1
367	в отношении	3	1
368	в условиях	2	1
369	в которых	3	1
370	расшифровывается как	2	1
371	нас однако	1	1
372	одном из	1	1
373	творчества и	1	1
374	по крайней	1	1
375	если бы	8	1
376	быть не	2	1
377	искусство слова	1	1
378	того кто	1	1
379	всем многообразии	1	1
380	вовсе не	5	1
381	а вот	2	1
382	как проблема	3	1
383	например и	1	1
384	что есть	2	1
385	если и	2	1
386	следует перейти	2	1
387	случае в	1	1
388	произведения как	1	1
389	культурной жизни	1	1
390	она не	3	1
391	принципиально иной	1	1
392	как о	3	1
393	не имеет	3	1
394	тогда когда	4	1
395	ее с	1	1
396	к новым	2	1
397	во время	1	1
398	на него	3	1
399	как следует	1	1
400	говорить о	6	1
401	когда они	1	1
402	есть путь	1	1
403	о них	4	1
404	но только	1	1
405	это еще	2	1
406	это оставляет	1	1
407	это проблема	1	1
408	в форму	1	1
409	а во	1	1
410	и мире	1	1
411	другой стороны	3	1
412	тех или	1	1
413	для нас	4	1
414	языка который	1	1
415	о нем	1	1
416	чем ближе	1	1
417	только с	1	1
418	в каком	3	1
419	уже о	2	1
420	считаться и	1	1
421	требуют от	1	1
422	указание на	1	1
423	отличается от	2	1
424	поэзии как	3	1
425	отказаться от	1	1
426	одним и	2	1
427	на вопрос	3	1
428	можно и	1	1
429	значении в	1	1
430	как мы	5	1
431	но по	1	1
432	свою очередь	1	1
433	и от	1	1
434	последнее время	1	1
435	так в	2	1
436	культуры и	1	1
437	не те	1	1
438	в дальнейшем	2	1
439	к жизни	1	1
440	с известными	1	1
441	каждого из	1	1
442	мог бы	2	1
443	по тому	2	1
444	предмет его	1	1
445	равной мере	1	1
446	с этого	1	1
447	в словах	1	1
448	речевой культуры	1	1
449	во главу	1	1
450	и здесь	2	1
451	на чью	1	1
452	возможна только	1	1
453	при котором	2	1
454	никак не	2	1
455	и что	7	1
456	очевидно что	3	1
457	с литературной	1	1
458	можно сказать	2	1
459	пор пока	4	1
460	это должно	1	1
461	в пользу	1	1
462	затем в	1	1
463	на основе	1	1
464	как теперь	1	1
465	не умеет	1	1
466	к нему	1	1
467	путь к	2	1
468	ее от	1	1
469	от них	1	1
470	литература это	1	1
471	этому поводу	1	1
472	и всякая	1	1
473	что же	5	1
474	крайней мере	1	1
475	вслед за	1	1
476	целого а	1	1
477	себе задачей	1	1
478	виде эта	1	1
479	интеллигенции и	2	1
480	к определенному	1	1
481	мой взгляд	3	1
482	более что	2	1
483	имеет здесь	1	1
484	тот же	6	1
485	одной из	1	1
486	что даже	1	1
487	в какой	3	1
488	как я	2	1
489	может оказаться	2	1
490	согласно которой	1	1
491	наше время	1	1
492	роль если	1	1
493	литературе и	1	1
494	должно явиться	1	1
495	тот или	2	1
496	на мой	3	1
497	с какой	1	1
498	оказывается в	1	1
499	не можем	1	1
500	мы получим	1	1
501	в значении	2	1
502	в поэзии	5	1
503	вернуться к	1	1
504	языка как	4	1
505	в виде	1	1
506	свидетельствует о	1	1
507	за ним	1	1
508	прошлого столетия	1	1
509	времени на	1	1
510	не так	3	1
511	в очерке	1	1
512	слова в	4	1
513	в котором	2	1
514	в одном	2	1
515	в современном	1	1
516	никто не	1	1
517	не для	1	1
518	слово как	1	1
519	само собою	2	1
520	так как	9	1
521	не о	2	1
522	может служить	2	1
523	отношении к	1	1
524	ставит себе	3	1
525	общения и	1	1
526	до тех	4	1
527	перейти к	2	1
528	со всем	1	1
529	что и	6	1
530	выходит за	1	1
531	до сих	8	1
532	язык только	1	1
533	отсутствие у	1	1
534	сюда же	1	1
535	именно в	3	1
536	в странах	1	1
537	может по-своему	1	1
538	а с	3	1
539	этой задачи	1	1
540	следует отказаться	1	1
541	во внешней	1	1
542	не удивительно	1	1
543	без особых	1	1
544	в некоторых	2	1
545	а на	1	1
546	рассказа о	1	1
547	более того	1	1
548	легко и	1	1
549	сколько в	1	1
550	имеет своей	1	1
551	понятие о	2	1
552	есть лишь	1	1
553	или с	1	1
554	системы как	1	1
555	и ты	1	1
556	мы знаем	1	1
557	если не	1	1
558	для этой	1	1
559	впечатлений в	1	1
560	я говорю	1	1
561	и если	2	1
562	эти слова	2	1
563	ни на	2	1
564	язык а	1	1
565	с общей	1	1
566	подхода к	2	1
567	текста в	1	1
568	речь не	1	1
569	в особенности	2	1
570	формы не	1	1
571	не знал	1	1
572	целом ряде	1	1
573	но сам	2	1
574	в той	4	1
575	и на	1	1
576	а нам	1	1
577	на эту	1	1
578	и такую	1	1
579	и возможностей	1	1
580	в первой	1	1
581	по существу	3	1
582	полный отказ	1	1
583	как речь	1	1
584	тех пор	4	1
585	сохраняется в	1	1
586	не выходит	1	1
587	действительности не	1	1
588	столько в	1	1
589	как например	2	1
590	себе уже	1	1
591	и о	4	1
592	той мере	1	1
593	сих пор	8	1
594	над языком	1	1
595	только для	2	1
596	о его	1	1
597	поэтому что	1	1
598	между прочим	8	1
599	но для	3	1
600	из ряда	2	1
601	материалом поэзии	2	1
602	другом месте	1	1
603	из которых	1	1
604	уже на	1	1
605	об искусстве	1	1
606	говоря о	1	1
607	последнего времени	2	1
608	от него	1	1
609	собственно говоря	1	1
610	у них	1	1
611	у которого	1	1
612	надо полагать	2	1
613	только что	2	1
614	в войне	1	1
615	в общем	6	1
616	целый ряд	4	1
617	нами не	1	1
618	в лучшем	1	1
619	в свою	1	1
620	в моем	1	1
621	между ними	1	1
622	не знает	2	1
623	сказать что	7	1
624	а внутри	1	1
625	только как	4	1
626	состоит из	1	1
627	лишь тогда	1	1
628	совершенно не	5	1
629	поэзия есть	1	1
630	понимается как	2	1
631	языка на	1	1
632	в кругу	2	1
633	говорит это	1	1
634	своих статей	1	1
635	к этой	1	1
636	вместе с	2	1
637	к этому	1	1
638	значение в	2	1
639	все что	1	1
640	том числе	2	1
641	они не	3	1
