N	2gram	Propp_Isto_5	OGranits
341	и вот	1	1
342	и там	1	1
343	тем не	4	1
344	и более	1	1
345	сквозь нее	1	1
346	их в	3	1
347	ее мы	1	1
348	к следующему	1	1
349	быть не	1	1
350	что такое	1	1
351	животного на	1	1
352	является для	1	1
353	же представляет	1	1
354	но это	7	1
355	и оно	1	1
356	виду что	1	1
357	почти никогда	1	1
358	и другое	1	1
359	в то	3	1
360	как о	1	1
361	к другим	1	1
362	уже из	1	1
363	одна из	2	1
364	в науке	1	1
365	работ в	1	1
366	которых он	1	1
367	не знаем	3	1
368	именно этого	1	1
369	того чтобы	3	1
370	в самых	1	1
371	само по	1	1
372	но такой	1	1
373	иметь в	1	1
374	формы и	2	1
375	или в	6	1
376	на одном	2	1
377	найти в	1	1
378	того как	4	1
379	находятся в	1	1
380	ее и	3	1
381	же время	1	1
382	нам придется	1	1
383	или как	2	1
384	в основе	1	1
385	от него	1	1
386	абстрактно можно	1	1
387	только что	1	1
388	потому что	7	1
389	связи с	8	1
390	наконец его	1	1
391	не вполне	1	1
392	ее или	1	1
393	тесно связана	1	1
394	об этом	2	1
395	не знает	1	1
396	есть она	1	1
397	языка в	1	1
398	сказать что	2	1
399	равно как	1	1
400	мы здесь	4	1
401	но когда	3	1
402	и часто	1	1
403	только о	1	1
404	должны быть	1	1
405	с проблемой	1	1
406	вместе с	22	1
407	как для	1	1
408	античной греции	1	1
409	например в	5	1
410	него а	1	1
411	что при	3	1
412	им и	2	1
413	здесь всюду	1	1
414	этой точки	1	1
415	они не	3	1
