N	2gram	Bakhtin_Pr_1	Russkaja
117	должно быть	1	3
118	всех этих	3	3
119	таким же	2	3
120	том чтобы	1	3
121	можно ли	1	3
122	быть признан	1	3
123	одна из	2	3
124	в сознании	2	3
125	то это	1	3
126	точке зрения	2	3
127	что оно	1	3
128	что все	3	3
129	данном случае	2	3
130	ни стало	1	3
131	что может	2	3
132	для этого	1	3
133	в значительной	1	3
134	и во	2	3
135	что и	5	3
136	а следовательно	1	3
137	что бы	1	3
138	в лучшем	2	3
139	того что	2	3
140	одной из	1	3
141	в качестве	1	3
142	в большинстве	2	3
143	из них	2	3
144	в конце	5	3
145	друг друга	3	3
146	тем что	3	3
147	именно в	6	3
148	только к	1	3
149	что для	2	3
150	не было	3	3
151	и потому	3	3
152	да и	2	3
153	при условии	1	3
154	лучшем случае	2	3
155	том условии	1	3
156	она может	1	3
157	конце концов	4	3
158	и как	8	3
159	ибо в	1	3
160	все они	1	3
161	не есть	1	3
162	из этого	1	3
163	собой это	1	3
164	себя как	5	2
165	от этой	1	2
166	и есть	5	2
167	должна быть	2	2
168	видеть в	1	2
169	из всех	1	2
170	на себя	3	2
171	но даже	1	2
172	мировоззрения в	1	2
173	в ней	1	2
174	или от	1	2
175	именно на	2	2
176	по отношению	11	2
177	тогда как	1	2
178	с этим	1	2
179	и наконец	5	2
180	но в	4	2
181	не можем	1	2
182	все эти	8	2
183	другом случае	1	2
184	не к	1	2
185	и вот	2	2
186	чтобы в	1	2
187	мы уже	2	2
188	того или	1	2
189	на почве	1	2
190	по себе	7	2
191	и тем	2	2
192	ведь в	1	2
193	участие в	1	2
194	и тогда	1	2
195	нисколько не	2	2
196	в этих	2	2
197	что такое	1	2
198	в котором	2	2
199	место в	1	2
200	ее он	2	2
201	друг другу	2	2
202	и более	1	2
203	их в	2	2
204	не тем	1	2
205	том и	1	2
206	любовь к	1	2
207	тому что	2	2
208	она не	5	2
209	каждого отдельного	1	2
210	в мировоззрении	3	2
211	для нас	3	2
212	у него	6	2
213	к такому	1	2
214	следовательно и	2	2
215	людей и	1	2
216	и является	1	2
217	на которой	1	2
218	как будто	3	2
219	в области	3	2
220	к себе	2	2
221	отличается от	2	2
222	если же	2	2
223	для себя	2	2
224	и о	3	2
225	и человек	1	2
226	или нескольких	1	2
227	с самим	1	2
228	в борьбе	1	2
229	это только	1	2
230	даже не	1	2
231	некоторых из	1	2
232	и что	1	2
233	были бы	4	2
234	к нему	3	2
235	это в	2	2
236	быть и	1	2
237	согласиться с	1	2
238	этот вопрос	2	2
239	совершенно не	1	2
240	даже если	1	2
241	по этому	2	2
242	так что	1	2
243	уже не	8	2
244	на такой	1	2
245	в начале	1	2
246	является не	3	2
247	его и	1	2
248	не так	1	2
249	центр тяжести	1	2
250	ни в	3	2
251	не о	1	2
252	только с	2	2
253	к той	2	2
254	и даже	3	2
255	а с	1	2
256	в некоторых	1	2
257	а не	20	2
258	большинстве случаев	2	2
259	в частности	1	2
260	так же	6	2
261	или иного	1	2
262	отношения к	2	2
263	есть и	1	2
264	благодаря этому	2	2
265	но это	5	2
266	но для	2	2
267	остается в	2	2
268	и от	1	2
269	всем этим	1	2
270	м.б и	1	2
271	в результате	4	2
272	и однако	1	2
273	с ним	6	2
274	отношении к	2	2
275	на это	1	2
276	ее в	1	2
277	тем самым	1	2
278	точно так	2	2
279	политическом и	1	1
280	упорно и	1	1
281	в сфере	2	1
282	бы именно	1	1
283	и действительно	1	1
284	должен быть	1	1
285	он может	3	1
286	это и	9	1
287	идет о	3	1
288	конечно те	1	1
289	и друг	1	1
290	исходит из	3	1
291	противном случае	1	1
292	этому пути	1	1
293	со своей	1	1
294	в зависимости	3	1
295	и за	1	1
296	их и	1	1
297	есть не	2	1
298	на тех	1	1
299	мы не	2	1
300	же как	1	1
301	он считает	1	1
302	не во	3	1
303	ни у	1	1
304	самостоятельность и	1	1
305	у себя	3	1
306	не была	1	1
307	он как	1	1
308	в каждый	1	1
309	в сущности	5	1
310	оно есть	1	1
311	в полной	1	1
312	и видеть	1	1
313	в создании	1	1
314	но этого	1	1
315	совершенно иных	1	1
316	подходе к	2	1
317	друг к	1	1
318	к этому	2	1
319	но как	3	1
320	а только	1	1
321	точка зрения	7	1
322	значение и	1	1
323	к творчеству	1	1
324	том чем	1	1
325	и оценку	1	1
326	которые не	1	1
327	в истории	2	1
328	первый взгляд	1	1
329	в одной	4	1
330	каждая из	1	1
331	то чем	3	1
332	сам а	1	1
333	что касается	1	1
334	в противном	1	1
335	перед нами	4	1
336	ни того	2	1
337	в полном	1	1
338	не являются	1	1
339	от этого	1	1
340	тон и	1	1
341	в которой	4	1
342	ни один	2	1
343	выражение в	4	1
344	но ведь	1	1
345	то и	2	1
346	слагающийся из	1	1
347	только один	1	1
348	претендовать на	1	1
349	но на	1	1
350	вследствие этого	1	1
351	вообще не	1	1
352	на его	2	1
353	не следует	1	1
354	время и	1	1
355	же это	1	1
356	есть та	1	1
357	к одному	1	1
358	войти в	1	1
359	находит себе	1	1
360	и заключается	1	1
361	но все	4	1
362	значительной степени	1	1
363	здесь мы	2	1
364	тем же	1	1
365	об этом	1	1
366	к другу	1	1
367	всего необходимо	1	1
368	не трудно	1	1
369	полной мере	1	1
370	то есть	24	1
371	или даже	2	1
372	входит в	2	1
373	заключается в	2	1
374	с другими	7	1
375	его личности	2	1
376	это не	10	1
377	которая как	1	1
378	это противоречие	1	1
379	в жизни	6	1
380	и примирения	1	1
381	этого слова	2	1
382	все равно	2	1
383	всегда и	1	1
384	становится и	1	1
385	нет и	1	1
386	на одну	1	1
387	такой же	1	1
388	в один	2	1
389	на первый	1	1
390	другом как	1	1
391	переносится в	1	1
392	все элементы	1	1
393	своем стремлении	1	1
394	отпечаток его	2	1
395	что о	1	1
396	бы привести	1	1
397	бы к	2	1
398	что вся	1	1
399	наиболее полное	1	1
400	не столько	3	1
401	на свою	1	1
402	он принимает	1	1
403	в которых	2	1
404	и другого	1	1
405	своему существу	1	1
406	далее что	1	1
407	ко всему	1	1
408	теми же	1	1
409	жизни является	1	1
410	по крайней	2	1
411	ни было	4	1
412	возможно только	1	1
413	который мы	1	1
414	вовсе не	8	1
415	даже в	2	1
416	между несколькими	1	1
417	же мы	1	1
418	ему как	1	1
419	если и	1	1
420	нею и	1	1
421	не менее	1	1
422	его целом	5	1
423	до известной	1	1
424	и другое	1	1
425	самого начала	3	1
426	дело в	1	1
427	чтобы путем	1	1
428	на себе	2	1
429	на него	2	1
430	и форм	1	1
431	в основе	5	1
432	не вызывает	1	1
433	иметь в	1	1
434	но только	1	1
435	та или	1	1
436	себе самом	6	1
437	только не	1	1
438	ними не	1	1
439	того и	1	1
440	найти в	1	1
441	не всякий	1	1
442	казалось бы	1	1
443	и весь	1	1
444	всего на	1	1
445	явление в	1	1
446	к ней	1	1
447	более что	1	1
448	мы подходим	1	1
449	было не	1	1
450	этом отношении	5	1
451	или иных	1	1
452	вот в	1	1
453	действительно является	1	1
454	по нашему	5	1
455	в духе	3	1
456	нет ни	2	1
457	есть только	1	1
458	могут быть	1	1
459	чтобы сделать	1	1
460	человека в	5	1
461	для этих	1	1
462	как только	1	1
463	слова но	2	1
464	же самое	1	1
465	должны быть	1	1
466	всего в	1	1
467	природа его	1	1
468	быть назван	1	1
469	и материал	1	1
470	в применении	1	1
471	и это	5	1
472	оно может	1	1
473	из всего	2	1
474	как мы	5	1
475	новой и	1	1
476	с ее	2	1
477	как не	4	1
478	но при	1	1
479	людей в	1	1
480	в ее	1	1
481	только при	2	1
482	не могло	1	1
483	суждений и	1	1
484	внутренние противоречия	1	1
485	только то	3	1
486	в себя	3	1
487	идет не	3	1
488	с самого	2	1
489	роль в	2	1
490	являются лишь	1	1
491	этот тип	1	1
492	до самого	1	1
493	котором мы	1	1
494	что у	1	1
495	так и	10	1
496	совершенно различных	1	1
497	те же	1	1
498	его жизни	1	1
499	человека можно	1	1
500	остается только	1	1
501	и знаем	1	1
502	по сравнению	1	1
503	из одного	4	1
504	быть особенно	1	1
505	вот это	1	1
506	никак не	2	1
507	и ставит	1	1
508	в новую	1	1
509	можно сказать	2	1
510	с другой	2	1
511	борьба с	1	1
512	движения то	1	1
513	от них	1	1
514	второстепенную роль	2	1
515	крайней мере	2	1
516	следить за	1	1
517	представления о	1	1
518	является результатом	1	1
519	быть настоящим	1	1
520	утверждение и	1	1
521	такой человек	1	1
522	земле это	1	1
523	наконец и	1	1
524	он есть	3	1
525	по своей	1	1
526	один из	2	1
527	образом как	1	1
528	оно и	1	1
529	это делалось	1	1
530	этих черт	2	1
531	церковь как	1	1
532	не идет	1	1
533	быть глубоко	1	1
534	никак нельзя	2	1
535	самом и	3	1
536	же и	1	1
537	и у	4	1
538	если мы	1	1
539	при этих	2	1
540	основе его	1	1
541	только такое	1	1
542	здесь же	1	1
543	и других	5	1
544	за ним	2	1
545	роль и	1	1
546	и их	2	1
547	могло бы	1	1
548	не для	1	1
549	подходим к	1	1
550	бытия и	1	1
551	случае не	1	1
552	они оказались	1	1
553	другом в	1	1
554	превращается в	1	1
555	это свое	1	1
556	но из	1	1
557	бы это	1	1
558	где есть	1	1
559	в свои	1	1
560	жизни при	1	1
561	не поддается	1	1
562	хоть и	1	1
563	на ее	1	1
564	по своим	2	1
565	человека а	1	1
566	к которому	1	1
567	перед другими	1	1
568	как же	3	1
569	возможно большее	1	1
570	что не	1	1
571	быть тем	1	1
572	а на	1	1
573	хоть сколько-нибудь	1	1
574	на этот	2	1
575	до конца	5	1
576	ничем не	1	1
577	не на	3	1
578	черты в	1	1
579	человеческой жизни	2	1
580	в свете	3	1
581	характеров и	1	1
582	этот принцип	3	1
583	не об	3	1
584	в одно	1	1
585	к сознанию	1	1
586	в руках	1	1
587	о себе	9	1
588	с идеями	1	1
589	в самой	7	1
590	всех элементов	1	1
591	то таким	1	1
592	в чужих	1	1
593	смысле этого	1	1
594	к индивидуальному	1	1
595	понял что	1	1
596	на ней	1	1
597	в состоянии	1	1
598	ложь и	1	1
599	материал для	1	1
600	его творчество	4	1
601	с этой	1	1
602	является для	2	1
603	ничего кроме	1	1
604	сознании и	1	1
605	себе еще	2	1
606	с большой	1	1
607	тех или	1	1
608	что позволяет	1	1
609	известной степени	1	1
610	которых он	1	1
611	привело бы	1	1
612	человек и	2	1
613	ее и	1	1
614	можно согласиться	1	1
615	этой действительности	2	1
616	ибо нет	1	1
617	и внешней	1	1
618	бы в	3	1
619	тем более	1	1
620	случае и	1	1
621	его жизнь	2	1
622	и все	3	1
623	хотя в	1	1
624	личности и	1	1
625	ибо они	1	1
626	нами не	1	1
627	приходится признать	1	1
628	психики и	1	1
629	может и	1	1
630	а о	1	1
631	в какие	1	1
632	с ней	1	1
633	из тех	2	1
634	и внутренне	1	1
635	была бы	2	1
636	и поскольку	1	1
637	к его	1	1
638	отношению к	11	1
639	что ни	1	1
640	есть то	3	1
641	себе но	1	1
642	с внешней	1	1
643	человека является	1	1
644	также может	1	1
645	ни на	2	1
646	для создания	3	1
647	для эпохи	1	1
648	многие из	1	1
649	они не	3	1
