N	2gram	Losev_Vlad_3	Literetu
402	человеческой воли	1	1
403	же касается	5	1
404	можно было	5	1
405	не за	1	1
406	с позиций	1	1
407	мог бы	4	1
408	что никакого	1	1
409	как таковую	1	1
410	во второй	1	1
411	жизнь и	3	1
412	эту теорию	1	1
413	на самые	1	1
414	в таком	3	1
415	находится в	3	1
416	лишь при	1	1
417	сводится к	3	1
418	произведения как	1	1
419	есть одновременно	1	1
420	но мы	2	1
421	ничего такого	1	1
422	притом в	1	1
423	одного из	1	1
424	на что	1	1
425	теперь сказали	1	1
426	и сделать	1	1
427	и просто	1	1
428	можно сказать	1	1
429	основе своей	1	1
430	самому себе	1	1
431	что иначе	1	1
432	второй половины	1	1
433	те или	2	1
434	на отдельные	2	1
435	только своей	1	1
436	здесь мыслится	1	1
437	речь шла	1	1
438	бы в	2	1
439	еще только	1	1
440	и мы	1	1
441	но тут	2	1
442	в литературе	1	1
443	же можно	1	1
444	тех пор	1	1
445	в новой	1	1
446	что только	1	1
447	к делу	1	1
448	но зато	1	1
449	с появлением	1	1
450	простой и	1	1
451	в обществе	2	1
452	здесь о	2	1
453	что способно	1	1
454	в эти	1	1
455	же он	1	1
456	не можем	2	1
457	вопроса о	1	1
458	только на	5	1
459	тем чтобы	1	1
460	творчества в	1	1
461	не все	3	1
462	от других	1	1
463	а то	2	1
464	у того	1	1
465	мышления и	1	1
466	обнимает все	1	1
467	вл соловьева	188	1
468	признать его	1	1
469	ни с	3	1
470	него нет	1	1
471	земли и	1	1
472	себе в	2	1
473	мы находим	2	1
474	не для	1	1
475	бытия и	2	1
476	русский язык	1	1
477	во всей	1	1
478	он один	1	1
479	рядом с	1	1
480	нет и	1	1
481	или иной	1	1
482	приходится признать	1	1
483	что человек	1	1
484	не просто	10	1
485	именно в	3	1
486	к которому	1	1
487	и прежде	1	1
488	мы встретились	1	1
489	еще и	18	1
490	а с	4	1
491	души и	1	1
492	например о	1	1
493	и прямо	1	1
494	говорит о	4	1
495	к более	1	1
496	чувствовал что	1	1
497	к человеку	1	1
498	кто не	1	1
499	здесь дело	1	1
500	однако и	4	1
501	именно так	1	1
502	другим а	1	1
503	подобного рода	3	1
504	а так	1	1
505	не всегда	1	1
506	что мы	2	1
507	которой он	1	1
508	в творчестве	1	1
509	него в	4	1
510	второго лица	1	1
511	пишет и	1	1
512	так же	8	1
513	и потому	10	1
514	мы говорим	1	1
515	и определения	1	1
516	он говорит	1	1
517	наряду с	2	1
518	последнем случае	1	1
519	что же	9	1
520	с тех	1	1
521	трактуется как	1	1
522	кто из	1	1
523	никем не	1	1
524	в своем	8	1
525	в это	2	1
526	в контексте	1	1
527	для тех	2	1
528	его в	2	1
529	и от	6	1
530	сколько о	1	1
531	в основном	4	1
532	своей жизни	1	1
533	автора и	1	1
534	что выше	1	1
535	подводя итог	1	1
536	в смысле	6	1
537	имел в	1	1
538	как некий	1	1
539	пока еще	1	1
540	мире а	1	1
541	и где	1	1
542	не мог	6	1
543	как автора	2	1
544	всего в	1	1
545	процесса в	1	1
546	этом же	2	1
547	и другим	1	1
548	войти в	1	1
549	на самом	3	1
550	всего мира	1	1
551	представляется что	1	1
552	в христианстве	1	1
553	он чувствовал	1	1
554	мира и	1	1
555	назвать хотя	1	1
556	которая в	2	1
557	и все	4	1
558	какие он	1	1
559	личность не	1	1
560	в подлинном	1	1
561	той или	2	1
562	еще более	1	1
563	ни к	2	1
564	что а	2	1
565	чувствовал себя	1	1
566	вот этот	1	1
567	отношении к	1	1
568	в системе	1	1
569	и сила	1	1
570	нами не	1	1
571	нам не	1	1
572	нет ничего	2	1
573	от своего	1	1
574	только и	5	1
575	только как	1	1
576	имеет ничего	2	1
577	а во	1	1
578	то здесь	1	1
579	в свою	1	1
580	к его	2	1
581	сказали бы	1	1
582	элементов а	1	1
583	в последнем	1	1
584	из этого	2	1
585	есть и	4	1
586	который в	2	1
587	которой я	1	1
588	традиция и	1	1
589	мышления не	1	1
590	ее в	3	1
591	него как	3	1
592	все того	1	1
593	то оно	1	1
594	и эта	3	1
595	который не	1	1
596	к этому	2	1
597	они не	1	1
598	гораздо более	1	1
