N	2gram	Nazirov_Tv_2	Narrotol
424	том смысле	1	1
425	между ними	1	1
426	а лишь	1	1
427	к различным	1	1
428	а теперь	1	1
429	о своей	1	1
430	мир в	1	1
431	читателя здесь	1	1
432	которого в	1	1
433	особенно в	2	1
434	после возвращения	1	1
435	что никогда	1	1
436	сколько к	1	1
437	произведения как	1	1
438	еще более	1	1
439	с с	1	1
440	внутренний мир	1	1
441	не с	1	1
442	которой является	1	1
443	и читателем	1	1
444	жизнь и	1	1
445	из его	1	1
446	мысли и	1	1
447	в любви	1	1
448	имеет в	2	1
449	по преимуществу	2	1
450	и люди	1	1
451	после этого	1	1
452	их в	2	1
453	которым приводит	1	1
454	отказывается от	2	1
455	случае о	1	1
456	свой собственный	1	1
457	это сделать	1	1
458	более не	2	1
459	от любого	1	1
460	как мы	1	1
461	все время	2	1
462	из этого	2	1
463	это и	1	1
464	жизнь его	1	1
465	этого характера	1	1
466	что не	3	1
467	поскольку он	1	1
468	человек и	1	1
469	в городе	1	1
470	человечества и	1	1
471	самоопределение личности	1	1
472	лев толстой	1	1
473	характеров и	2	1
474	но уже	3	1
475	это самая	2	1
476	и от	4	1
477	подлинного бытия	1	1
478	и о	1	1
479	ни о	1	1
480	уже давно	1	1
481	можно читать	1	1
482	автор оставляет	1	1
483	как будто	1	1
484	автора и	1	1
485	но эти	2	1
486	а между	1	1
487	в романе	15	1
488	связано с	1	1
489	во все	1	1
490	не имел	1	1
491	в одной	3	1
492	сочувствием к	1	1
493	направлен на	1	1
494	ни в	1	1
495	а я	2	1
496	и потому	4	1
497	должно быть	1	1
498	случае с	1	1
499	еще одним	1	1
500	аргументом в	2	1
501	всяком случае	2	1
502	ясно что	1	1
503	этот момент	1	1
504	в исповеди	1	1
505	нет это	1	1
506	его участие	1	1
507	это делает	1	1
508	в последнем	1	1
509	о принципе	1	1
510	видеть в	1	1
511	не о	1	1
512	от этих	1	1
513	на другой	1	1
514	в основе	2	1
515	на свете	1	1
516	что все	1	1
517	по мнению	3	1
518	завершена в	1	1
519	это прежде	2	1
520	герой в	1	1
521	xix века	7	1
522	его смерти	1	1
523	и соответственно	1	1
524	в классической	2	1
525	с собственной	1	1
526	как только	1	1
527	его жизненной	1	1
528	даже не	1	1
529	в виду	1	1
530	ситуации с	1	1
531	жизни то	1	1
532	например как	1	1
533	художественного целого	1	1
534	себе не	1	1
535	и лишь	2	1
536	xx века	3	1
537	человеческое чувство	1	1
538	нее была	1	1
539	даже если	1	1
540	нравственного абсолюта	1	1
541	хоть и	1	1
542	сути дела	3	1
543	в этих	1	1
544	будто бы	1	1
545	только еще	1	1
546	не умел	1	1
547	сходство с	1	1
548	в ходе	1	1
549	всю жизнь	1	1
550	а мы	1	1
551	от ее	2	1
552	наряду с	7	1
553	он говорит	1	1
554	а его	1	1
555	ли он	1	1
556	конце жизни	1	1
557	в структуре	1	1
558	второго плана	1	1
559	же о	1	1
560	мы невольно	1	1
561	к сюжету	1	1
562	с собой	1	1
563	истории не	1	1
564	это действительно	1	1
565	не просто	1	1
566	сознания не	1	1
567	и она	1	1
568	в лице	4	1
569	у шекспира	1	1
570	в образ	1	1
571	и школы	1	1
572	не могут	1	1
573	есть его	1	1
574	характер не	1	1
575	меня в	1	1
576	рассказывать о	1	1
577	когда в	1	1
578	этой стороны	1	1
579	жизни не	1	1
580	относится и	2	1
581	с прошлым	1	1
582	характерности к	1	1
583	в xix	2	1
584	во многом	2	1
585	признать что	1	1
586	за этим	1	1
587	приходит в	1	1
588	во всяком	2	1
589	в такой	2	1
590	то время	1	1
591	на этот	2	1
592	все это	6	1
593	от их	1	1
594	если у	2	1
595	таким же	1	1
596	героя с	2	1
597	с такой	1	1
598	миру а	1	1
599	чем не	1	1
600	не должны	2	1
601	в которых	3	1
602	оба эти	1	1
603	к этому	3	1
604	сам себя	1	1
605	ряде случаев	1	1
606	истории ее	1	1
607	он прямо	1	1
608	по сути	3	1
609	на себя	1	1
610	не слышим	1	1
611	за которой	1	1
612	причина этого	1	1
613	быть в	1	1
614	в бога	1	1
615	и как	1	1
616	и особенно	1	1
617	себя самого	1	1
618	тем что	3	1
619	определяется авторской	1	1
620	свое собственное	1	1
621	под знаком	1	1
622	быть типической	1	1
623	же с	9	1
624	буду или	1	1
625	а все	1	1
626	чем было	1	1
627	бумаги и	1	1
628	все происходящее	1	1
629	еще нет	1	1
630	означает что	1	1
631	перед лицом	1	1
632	создает ощущение	1	1
633	этот вопрос	3	1
634	первый раз	1	1
635	к анализу	2	1
636	с начальным	1	1
637	с их	1	1
638	не могли	2	1
639	это все	2	1
640	о ком	1	1
641	еще в	1	1
642	в первой	2	1
643	для читателя	1	1
644	в развитии	1	1
645	в литературном	2	1
646	за человек	1	1
647	в саду	1	1
648	него с	1	1
649	теперь я	2	1
650	с кем	1	1
651	жизни но	1	1
