N	2gram	Vinokur_Vv_1	formyVre
109	т д	37	3
110	новое и	1	3
111	таким образом	19	3
112	а затем	1	3
113	в их	11	3
114	в которых	6	3
115	не могли	2	3
116	следовательно и	1	3
117	кроме того	1	3
118	же самое	2	3
119	вопросы эти	1	3
120	к тому	4	3
121	и совершенно	2	3
122	том как	1	3
123	жизнь и	1	3
124	в другом	3	3
125	а также	3	3
126	что и	3	3
127	того что	12	3
128	тот же	1	3
129	что он	4	3
130	в качестве	7	3
131	на протяжении	2	3
132	для него	1	3
133	в прошлом	2	3
134	тем что	6	3
135	в форме	2	3
136	что на	1	3
137	и даже	5	3
138	эпоху возрождения	1	3
139	и прежде	1	3
140	не было	1	3
141	не на	1	3
142	о чем	4	3
143	мира в	1	3
144	с помощью	1	3
145	это значит	1	3
146	в реальном	1	3
147	тем более	2	3
148	в этих	3	3
149	ее в	1	3
150	а в	5	3
151	средние века	1	3
152	себе самому	1	3
153	всего в	1	3
154	и другие	1	3
155	к этому	3	3
156	смысле слова	7	2
157	связи между	4	2
158	и есть	3	2
159	и так	1	2
160	из самых	1	2
161	и до	2	2
162	мифологического и	1	2
163	оно было	1	2
164	как история	3	2
165	мы имеем	3	2
166	развития человечества	1	2
167	человеческой природы	1	2
168	в сущности	3	2
169	говорить о	3	2
170	жизни как	2	2
171	он был	1	2
172	в уста	1	2
173	и т.п	1	2
174	совсем не	3	2
175	к ним	1	2
176	всю эту	1	2
177	в одной	1	2
178	то в	1	2
179	и к	1	2
180	от этого	5	2
181	в этой	3	2
182	с одной	4	2
183	только один	1	2
184	как он	6	2
185	не могла	1	2
186	после этого	2	2
187	перестает быть	1	2
188	и вот	3	2
189	на этом	3	2
190	лишь в	1	2
191	по себе	9	2
192	с тем	6	2
193	мы видели	2	2
194	автора и	1	2
195	и становится	1	2
196	представление о	1	2
197	далее в	1	2
198	но он	1	2
199	в прямом	2	2
200	и более	1	2
201	бы нас	1	2
202	в той	7	2
203	в историческом	1	2
204	в отношении	2	2
205	природа и	1	2
206	на котором	2	2
207	и имеет	1	2
208	и всегда	1	2
209	в самой	1	2
210	этом отношении	3	2
211	в духе	1	2
212	могут быть	4	2
213	похож на	1	2
214	и дух	1	2
215	и это	6	2
216	и о	1	2
217	здесь не	2	2
218	без всякого	1	2
219	и от	1	2
220	в себя	1	2
221	не мог	2	2
222	вещи и	1	2
223	отсюда и	2	2
224	но здесь	1	2
225	и должно	1	2
226	другом месте	2	2
227	и та	1	2
228	можно сказать	3	2
229	каждом из	1	2
230	это не	8	2
231	все в	1	2
232	в литературе	1	2
233	значит что	1	2
234	литературы в	3	2
235	что здесь	2	2
236	быть и	2	2
237	один из	6	2
238	мы видим	1	2
239	чем они	1	2
240	и других	3	2
241	сказано в	1	2
242	до того	2	2
243	от целого	1	2
244	в конце	3	2
245	каждый из	2	2
246	рядом с	2	2
247	или иной	1	2
248	до сих	5	2
249	с другой	8	2
250	именно в	8	2
251	было бы	5	2
252	наконец в	1	2
253	у нас	2	2
254	до конца	3	2
255	человек в	1	2
256	если не	1	2
257	во франции	1	2
258	что все	1	2
259	не может	13	2
260	так же	3	2
261	как это	5	2
262	по своему	5	2
263	в данном	11	2
264	наряду с	2	2
265	лежит в	2	2
266	этом случае	6	2
267	сих пор	5	2
268	у них	1	2
269	как явление	1	2
270	но это	1	2
271	между ними	2	2
272	жизни а	1	2
273	как на	11	2
274	во всяком	3	2
275	все что	1	2
276	которых не	3	1
277	можно говорить	1	1
278	например в	2	1
279	чтобы не	1	1
280	и то	5	1
281	на самом	1	1
282	значении этого	1	1
283	сохранять свое	1	1
284	это и	1	1
285	с идеей	1	1
286	проявляются в	1	1
287	права и	1	1
288	в какой-то	1	1
289	должна быть	2	1
290	видеть в	1	1
291	действительности и	1	1
292	был и	1	1
293	в германии	3	1
294	которыми он	1	1
295	что всякий	1	1
296	а как	3	1
297	есть не	3	1
298	бы уже	1	1
299	свои корни	1	1
300	что если	2	1
301	что уже	3	1
302	вопрос о	8	1
303	представлением о	1	1
304	в полной	1	1
305	письма к	1	1
306	из того	2	1
307	так называемые	1	1
308	в числе	1	1
309	в каждой	2	1
310	в ней	3	1
311	и говорить	1	1
312	разумеется не	1	1
313	заключенных в	1	1
314	между собой	1	1
315	он сам	3	1
316	в широком	7	1
317	время в	2	1
318	жизни данного	1	1
319	взгляде на	2	1
320	в чем	4	1
321	самом деле	6	1
322	и всего	1	1
323	и вопрос	1	1
324	могло быть	1	1
325	которых так	1	1
326	литературы с	2	1
327	в общем	12	1
328	на первые	1	1
329	себе и	2	1
330	отличие от	3	1
331	и речи	1	1
332	форме и	1	1
333	связи и	1	1
334	в настоящем	1	1
335	всех ее	1	1
336	не входят	1	1
337	каждая из	1	1
338	искусстве и	1	1
339	о жизни	1	1
340	однако не	4	1
341	в европейской	1	1
342	что по	1	1
343	право не	1	1
344	его к	2	1
345	к культуре	2	1
346	имеет свои	1	1
347	для которой	1	1
348	и этим	1	1
349	в самом	12	1
350	совпадающем с	1	1
351	в которой	1	1
352	бы и	2	1
353	чем больше	2	1
354	как их	1	1
355	выражение в	1	1
356	учение о	2	1
357	всего к	2	1
358	идут в	1	1
359	остановиться на	1	1
360	и тот	1	1
361	античности в	1	1
362	и те	2	1
363	вследствие этого	1	1
364	вообще не	3	1
365	с чем	2	1
366	идей и	1	1
367	как момента	1	1
368	мы можем	2	1
369	не значит	1	1
370	же это	2	1
371	не как	3	1
372	данном отношении	2	1
373	в точном	1	1
374	широком смысле	8	1
375	на его	1	1
376	что тут	1	1
377	чтобы в	1	1
378	его от	1	1
379	так например	6	1
380	одно и	1	1
381	в основу	2	1
382	но все	3	1
383	всех отношениях	1	1
384	в каждом	4	1
385	они должны	1	1
386	об этом	5	1
387	особенности в	1	1
388	этой традиции	2	1
389	на этой	3	1
390	того почему	1	1
391	это было	1	1
392	нечего и	1	1
393	с прошлым	3	1
394	свой собственный	1	1
395	и тем	5	1
396	как говорили	1	1
397	чаще всего	1	1
398	особое отношение	1	1
399	все существенное	1	1
400	о которых	2	1
401	все равно	1	1
402	как об	9	1
403	источников и	1	1
404	он и	2	1
405	и такая	1	1
406	чем в	3	1
407	мы не	2	1
408	других и	1	1
409	и того	2	1
410	понятия и	1	1
411	нисколько не	3	1
412	она во-первых	1	1
413	одного и	2	1
414	об особом	2	1
415	в своей	4	1
416	могут не	1	1
417	целого но	1	1
418	которое здесь	1	1
419	с самого	1	1
420	не столько	2	1
421	от его	1	1
422	для всякого	1	1
423	точку зрения	1	1
424	превратиться в	1	1
425	однако в	3	1
426	ним в	1	1
427	и античными	1	1
428	например и	1	1
429	тому что	2	1
430	не представляют	1	1
431	и своими	1	1
432	нет никакого	1	1
433	любви и	1	1
434	иной раз	2	1
435	какие бы	1	1
436	это обычно	1	1
437	в таких	1	1
438	не имеет	4	1
439	самого начала	1	1
440	дело в	3	1
441	одна из	2	1
442	и сама	1	1
443	не по	1	1
444	о таких	1	1
445	греческого и	1	1
446	и уже	3	1
447	заключены в	1	1
448	так много	1	1
449	почему в	1	1
450	правда в	1	1
451	преимущественно в	2	1
452	под этим	1	1
453	слова как	2	1
454	по вопросу	1	1
455	этих двух	1	1
456	или как	3	1
457	как момент	1	1
458	широким распространением	1	1
459	как она	4	1
460	за исключением	1	1
461	на одной	1	1
462	во всем	2	1
463	каждой из	3	1
464	литературного развития	1	1
465	входят в	1	1
466	только с	3	1
467	уже и	7	1
468	не до	2	1
469	точном смысле	1	1
470	явлениями в	2	1
471	об особой	1	1
472	среди них	1	1
473	не могут	5	1
474	содержанию и	1	1
475	когда мы	2	1
476	возрождения и	2	1
477	как только	1	1
478	с полной	1	1
479	той или	1	1
480	сказать что	5	1
481	оно не	1	1
482	если же	2	1
483	греческому и	1	1
484	есть нечто	1	1
485	приходит к	1	1
486	как не	1	1
487	свою очередь	1	1
488	значительной мере	1	1
489	создает и	1	1
490	в ее	11	1
491	данном случае	5	1
492	ее месте	1	1
493	на свой	1	1
494	и сам	2	1
495	времени и	4	1
496	и которые	1	1
497	которые он	1	1
498	к самой	2	1
499	еще в	1	1
500	этим в	1	1
501	она была	2	1
502	о природе	7	1
503	имеется в	1	1
504	по сравнению	3	1
505	если бы	2	1
506	и вообще	3	1
507	и никакого	1	1
508	в разных	5	1
509	них не	1	1
510	вот почему	3	1
511	имеет еще	1	1
512	и т.д	4	1
513	внимание на	4	1
514	никак не	1	1
515	в риме	1	1
516	и что	4	1
517	в различных	2	1
518	в значительной	2	1
519	в соответствующих	2	1
520	между тем	8	1
521	вся эта	1	1
522	нуждается в	2	1
523	говорит он	2	1
524	он по	1	1
525	непосредственно в	1	1
526	и об	1	1
527	которой в	2	1
528	своему содержанию	1	1
529	содержание но	1	1
530	содержания но	1	1
531	тех пор	1	1
532	и история	3	1
533	что будет	1	1
534	рассуждение о	1	1
535	в новой	1	1
536	и замкнутого	1	1
537	и дело	1	1
538	что даже	2	1
539	лишь на	1	1
540	для себя	1	1
541	и является	1	1
542	как нечто	8	1
543	целого и	2	1
544	должен быть	4	1
545	должен был	4	1
546	до нас	3	1
547	в самое	1	1
548	всех его	1	1
549	и ее	4	1
550	вопрос об	1	1
551	по этому	2	1
552	времени как	1	1
553	именно на	2	1
554	по другим	1	1
555	себя в	2	1
556	есть в	1	1
557	тем временем	1	1
558	времени становится	1	1
559	в виде	4	1
560	а это	1	1
561	языковых связей	1	1
562	участие в	1	1
563	ни с	2	1
564	самому и	1	1
565	руки и	1	1
566	ведь это	1	1
567	и цельного	1	1
568	своем существе	1	1
569	как такового	2	1
570	и закреплены	1	1
571	в очень	3	1
572	момент в	1	1
573	по они	1	1
574	после смерти	1	1
575	еще и	3	1
576	на которые	1	1
577	в отличие	3	1
578	что не	5	1
579	них и	2	1
580	на этот	4	1
581	которых мы	1	1
582	более того	1	1
583	другой стороны	5	1
584	в руках	1	1
585	одну из	1	1
586	а так	2	1
587	и том	1	1
588	или с	1	1
589	несмотря на	2	1
590	но как	2	1
591	тем больше	1	1
592	но что	3	1
593	более глубокого	1	1
594	все более	3	1
595	различным образом	1	1
596	так называемой	3	1
597	надо было	2	1
598	полной ясностью	1	1
599	этих случаях	2	1
600	в изображении	1	1
601	закреплены традицией	1	1
602	одной стороны	4	1
603	сравнению с	3	1
604	не понимать	1	1
605	у автора	1	1
606	это есть	2	1
607	в тех	2	1
608	не совпадающем	1	1
609	да и	4	1
610	в содержание	1	1
611	чтобы определить	1	1
612	имен и	1	1
613	и прочими	2	1
614	дело здесь	1	1
615	этого слова	2	1
616	оба они	1	1
617	этого метода	1	1
618	в так	1	1
619	имел в	1	1
620	из него	1	1
621	и тогда	3	1
622	корни в	1	1
623	народа и	1	1
624	тех же	1	1
625	например у	1	1
626	это уже	1	1
627	для такого	1	1
628	этого рода	8	1
629	культуры и	1	1
630	должны быть	1	1
631	на время	1	1
632	котором он	2	1
633	в результате	3	1
634	это как	1	1
635	которая в	1	1
636	чтобы понять	2	1
637	иного рода	1	1
638	особого рода	4	1
639	лишь как	2	1
640	из себя	1	1
641	интерес к	1	1
642	бы в	1	1
643	культурного развития	3	1
644	вообще в	2	1
645	конце концов	2	1
646	истории литературы	3	1
647	них были	1	1
648	идет об	2	1
649	в настоящее	1	1
650	речи об	1	1
651	для читателя	1	1
652	хотя в	2	1
653	бы на	1	1
654	и умение	2	1
655	потребность в	1	1
656	в системе	1	1
657	нам не	1	1
658	не похожи	2	1
659	в свою	1	1
660	состоит из	1	1
661	связей и	1	1
662	совершенно не	1	1
663	дело с	6	1
664	природе и	2	1
665	взгляда на	4	1
666	одновременно и	1	1
667	ко всему	1	1
668	от природы	1	1
669	ко времени	2	1
670	частности в	1	1
671	и стало	1	1
672	большой интерес	1	1
673	по поводу	1	1
674	этой точки	1	1
675	они не	1	1
