N	2gram	Tiupa_Hudo_1	Komedia
212	ли не	1	2
213	и это	2	2
214	как мы	1	2
215	и о	3	2
216	в виду	5	2
217	здесь не	2	2
218	за пределами	3	2
219	то время	1	2
220	роль в	1	2
221	от своей	1	2
222	именно потому	1	2
223	а также	5	2
224	в другом	3	2
225	в конечном	5	2
226	между тем	4	2
227	нуждается в	1	2
228	не как	2	2
229	тот же	1	2
230	могло быть	2	2
231	должен быть	1	2
232	и ее	3	2
233	в качестве	24	2
234	если мы	2	2
235	нового времени	2	2
236	за ним	1	2
237	до того	1	2
238	при всей	1	2
239	представляют собой	1	2
240	или иначе	4	2
241	себя и	2	2
242	что для	1	2
243	не было	1	2
244	а на	5	2
245	в произведениях	1	2
246	он и	1	2
247	и особенно	2	2
248	до этого	1	2
249	в присутствии	1	2
250	из которых	1	2
251	к своему	1	2
252	в пределах	3	2
253	не могут	1	2
254	для обозначения	1	2
255	для понимания	2	2
256	этом случае	1	2
257	только для	1	2
258	о его	1	2
259	нет никаких	1	2
260	не будет	2	2
261	между ними	4	2
262	другой стороны	5	2
263	из этого	2	2
264	прошлом и	1	2
265	в своих	1	2
266	в таком	1	2
267	и наиболее	1	1
268	я и	7	1
269	лишь ее	1	1
270	например в	3	1
271	чтобы не	1	1
272	на сердце	1	1
273	или к	1	1
274	же по	1	1
275	в первом	1	1
276	о тебе	1	1
277	к другому	1	1
278	свое место	1	1
279	отношений которые	1	1
280	мы имеем	6	1
281	и себя	1	1
282	именно к	1	1
283	этом не	1	1
284	начинается с	1	1
285	из дальнейшего	1	1
286	принадлежит к	3	1
287	требует от	1	1
288	я не	2	1
289	не сводится	5	1
290	если говорить	1	1
291	как впрочем	1	1
292	собой в	1	1
293	все эти	2	1
294	жизненным опытом	1	1
295	я на	2	1
296	в чем	2	1
297	тем как	1	1
298	одним словом	1	1
299	но не	11	1
300	но как	2	1
301	в сторону	2	1
302	не входит	2	1
303	если в	1	1
304	себе отчет	1	1
305	друг от	1	1
306	в е	1	1
307	в истории	1	1
308	в одной	1	1
309	по содержанию	1	1
310	как к	2	1
311	перед нами	1	1
312	направляется к	1	1
313	на земле	1	1
314	как уже	2	1
315	и как	3	1
316	самом начале	1	1
317	к числу	1	1
318	более или	5	1
319	в действительности	1	1
320	позволяющей ему	1	1
321	для которого	2	1
322	говорят о	1	1
323	из жизни	1	1
324	отношения между	1	1
325	общение с	1	1
326	за это	1	1
327	в нашем	2	1
328	из этих	3	1
329	право на	2	1
330	еще один	2	1
331	его воли	1	1
332	имеем в	3	1
333	и те	1	1
334	узнавания в	1	1
335	в случае	1	1
336	в статье	1	1
337	по крайней	1	1
338	в понимании	1	1
339	по душе	1	1
340	уже говорилось	1	1
341	картины мира	3	1
342	принадлежат к	1	1
343	на этом	1	1
344	его можно	1	1
345	с такими	1	1
346	в каждом	1	1
347	что все	1	1
348	значение в	1	1
349	той же	1	1
350	это было	1	1
351	отчет в	1	1
352	эпизода как	1	1
353	и тем	2	1
354	чаще всего	1	1
355	на сцене	1	1
356	в это	1	1
357	нет в	1	1
358	соответствии с	1	1
359	не всегда	1	1
360	одно из	2	1
361	я этого	1	1
362	сказать не	1	1
363	от своего	2	1
364	к окружающему	1	1
365	мы конечно	1	1
366	место в	4	1
367	не столько	3	1
368	в отличие	7	1
369	любовь и	1	1
370	автора для	1	1
371	жанра в	1	1
372	образом и	2	1
373	для данного	1	1
374	которые в	1	1
375	но он	3	1
376	друг другу	1	1
377	теми же	1	1
378	том и	2	1
379	том же	1	1
380	это случается	1	1
381	окружающему его	1	1
382	ее не	1	1
383	с которой	1	1
384	виду что	1	1
385	и притом	3	1
386	он еще	1	1
387	так с	1	1
388	как принято	1	1
389	не могло	2	1
390	себе самом	1	1
391	на котором	1	1
392	и по	2	1
393	по своей	7	1
394	согласия в	1	1
395	и теперь	1	1
396	что речь	1	1
397	в бою	1	1
398	мы встречаем	1	1
399	все то	1	1
400	могут быть	4	1
401	числе и	1	1
402	всего в	1	1
403	жизни когда	1	1
404	он оказывается	1	1
405	здесь мы	1	1
406	однако по	1	1
407	сообщения о	1	1
408	подобно тому	1	1
409	примером такого	1	1
410	и открывает	1	1
411	на помощь	1	1
412	от друга	1	1
413	выставляет на	1	1
414	меня в	1	1
415	ни одно	2	1
416	отношений и	1	1
417	здесь также	1	1
418	и от	1	1
419	а тот	1	1
420	еще два	1	1
421	в себя	2	1
422	действия и	1	1
423	и может	1	1
424	как с	1	1
425	и совершенно	1	1
426	даже самых	1	1
427	те же	1	1
428	времени и	2	1
429	мог бы	3	1
430	к его	2	1
431	на которую	1	1
432	вошел в	1	1
433	строго говоря	1	1
434	для этого	1	1
435	в настоящее	1	1
436	сводится к	7	1
437	ситуации и	1	1
438	высказывание в	1	1
439	настоящее время	1	1
440	все их	1	1
441	после того	1	1
442	основе своей	1	1
443	может не	1	1
444	должен ты	1	1
445	мы понимаем	1	1
446	восходит к	1	1
447	каждом из	1	1
448	то в	2	1
449	путь к	1	1
450	во втором	4	1
451	крайней мере	1	1
452	вслед за	1	1
453	относится как	1	1
454	иначе в	1	1
455	своей природе	2	1
456	из видов	1	1
457	на которой	1	1
458	ни к	2	1
459	мы видим	1	1
460	только в	5	1
461	впрочем и	1	1
462	во времени	4	1
463	однако она	1	1
464	по этому	1	1
465	а после	1	1
466	со всеми	1	1
467	человека с	3	1
468	аналогичным образом	4	1
469	а напротив	1	1
470	свою жизнь	2	1
471	действующего лица	1	1
472	принадлежащих к	1	1
473	является не	1	1
474	как более	1	1
475	в душе	8	1
476	к каким	1	1
477	в прошлом	1	1
478	с этими	1	1
479	в такое	1	1
480	может служить	2	1
481	не случайно	3	1
482	образом что	1	1
483	следует признать	1	1
484	внутреннего мира	2	1
485	в финале	2	1
486	а именно	2	1
487	не наделен	1	1
488	с той	1	1
489	действующих лиц	1	1
490	и последующих	1	1
491	из других	1	1
492	было и	2	1
493	а с	2	1
494	любви она	1	1
495	из наиболее	1	1
496	говорит о	1	1
497	противоречие между	1	1
498	в соответствии	1	1
499	v в	1	1
500	превращается в	2	1
501	понимаем что	1	1
502	не на	3	1
503	с которым	1	1
504	однако и	1	1
505	же точно	1	1
506	в слове	3	1
507	на время	2	1
508	как ни	1	1
509	мы находим	1	1
510	на фоне	1	1
511	он уже	1	1
512	и потому	2	1
513	ним как	1	1
514	обратил внимание	1	1
515	к жизни	2	1
516	такого рода	10	1
517	одновременно с	1	1
518	тому как	1	1
519	когда же	1	1
520	в мир	1	1
521	и отсутствие	1	1
522	быть не	1	1
523	разговор с	1	1
524	что из	1	1
525	от окружающих	1	1
526	можно сказать	5	1
527	человеческого поведения	1	1
528	отдельно от	1	1
529	он должен	3	1
530	к вопросу	1	1
531	писал в	1	1
532	задолго до	2	1
533	перед собой	1	1
534	еще одна	1	1
535	текстов не	1	1
536	поступок в	1	1
537	была названа	1	1
538	котором он	1	1
539	или в	2	1
540	в другой	1	1
541	о котором	1	1
542	и постепенное	1	1
543	себя самого	1	1
544	на первый	1	1
545	могли бы	1	1
546	или менее	5	1
547	это может	1	1
548	в этих	3	1
549	не будучи	1	1
550	за него	1	1
551	все они	1	1
552	места в	1	1
553	отношении к	2	1
554	жизни в	2	1
555	акта в	1	1
556	все художественные	1	1
557	на смену	1	1
558	сказать что	4	1
559	была бы	3	1
560	это на	1	1
561	жизни а	1	1
562	его произведений	1	1
563	поведения в	1	1
564	и самих	1	1
565	быть назван	1	1
566	жизнь в	1	1
567	жизни и	1	1
568	по поводу	1	1
569	можно назвать	1	1
570	оказывается уже	1	1
571	этой точки	1	1
572	том числе	2	1
573	они не	1	1
