N	2gram	Berdyaev_M_2	Problemy
431	все равно	3	1
432	к которым	1	1
433	берет на	1	1
434	в ее	1	1
435	его отношения	1	1
436	не всегда	2	1
437	и уже	1	1
438	нигде не	1	1
439	о чем	1	1
440	очень важное	2	1
441	к последней	1	1
442	чем в	2	1
443	и тогда	3	1
444	остается в	1	1
445	не мог	3	1
446	же я	1	1
447	то стало	1	1
448	все герои	1	1
449	во второй	1	1
450	от своего	1	1
451	как все	1	1
452	замыслу достоевского	1	1
453	эта тема	1	1
454	смердякова и	1	1
455	она в	1	1
456	в последней	2	1
457	от его	2	1
458	ее он	1	1
459	стало быть	1	1
460	всякий человек	2	1
461	другом и	1	1
462	его уже	1	1
463	отцом и	1	1
464	и всякую	1	1
465	человека но	1	1
466	вернемся к	1	1
467	быть лишь	2	1
468	что есть	2	1
469	а от	2	1
470	стоит в	2	1
471	но они	1	1
472	есть прежде	5	1
473	этими двумя	1	1
474	друг друга	12	1
475	тогда когда	2	1
476	не овладевает	2	1
477	в основе	2	1
478	карамазова в	1	1
479	идеи не	2	1
480	его есть	1	1
481	во всякой	1	1
482	того чтобы	4	1
483	для всего	1	1
484	это с	1	1
485	не имеет	4	1
486	следовательно и	1	1
487	не достигается	2	1
488	только и	4	1
489	ли бы	1	1
490	русский народ	5	1
491	по своей	3	1
492	и идеал	1	1
493	связи с	2	1
494	ибо все	1	1
495	в сознании	1	1
496	им и	1	1
497	до того	1	1
498	только с	3	1
499	лишь одно	2	1
500	и самоутверждения	2	1
501	не от	2	1
502	действует в	1	1
503	иван карамазов	13	1
504	но вся	1	1
505	дух в	1	1
506	не способен	5	1
507	его с	2	1
508	достоевского достоевский	1	1
509	разрушена он	1	1
510	но по	1	1
511	не всякая	1	1
512	как не	1	1
513	не хочу	1	1
514	свою идею	1	1
515	принадлежать к	1	1
516	человека он	2	1
517	на нее	1	1
518	те же	5	1
519	не с	1	1
520	живет в	1	1
521	мог бы	1	1
522	и каждый	1	1
523	еще в	2	1
524	человека от	2	1
525	преступлений и	1	1
526	жизнь и	4	1
527	путь его	1	1
528	ивана в	1	1
529	вот это	1	1
530	всегда у	3	1
531	и хочет	1	1
532	и поэтому	2	1
533	мысль не	1	1
534	не стоит	3	1
535	на что	1	1
536	после того	2	1
537	может не	1	1
538	остались одни	1	1
539	идея есть	1	1
540	самого достоевского	3	1
541	любви к	7	1
542	в значительной	1	1
543	не выходит	1	1
544	нас в	2	1
545	плане в	1	1
546	он берет	1	1
547	которых они	1	1
548	и всю	1	1
549	ставрогин и	1	1
550	необходимый момент	1	1
551	его личности	1	1
552	и во	3	1
553	во втором	1	1
554	говорит словами	1	1
555	это лишь	2	1
556	подполья и	2	1
557	ее как	1	1
558	человека как	1	1
559	и мир	2	1
560	духа достоевский	2	1
561	такой человек	2	1
562	существа в	1	1
563	один из	5	1
564	вне себя	1	1
565	мы видим	2	1
566	характерный для	1	1
567	направлена на	2	1
568	в какой	1	1
569	его жизнь	1	1
570	человека все	1	1
571	пор не	1	1
572	то в	2	1
573	ему и	1	1
574	это очень	1	1
575	он уже	2	1
576	тема в	1	1
577	в уста	1	1
578	герои достоевского	2	1
579	раз в	1	1
580	человека эта	1	1
581	вопроса о	4	1
582	со своим	2	1
583	очень существенное	1	1
584	друг за	2	1
585	в последний	1	1
586	него и	2	1
587	другу как	1	1
588	живая жизнь	1	1
589	образе христа	1	1
590	мир в	1	1
591	него нет	5	1
592	достоевского его	1	1
593	не о	2	1
594	но что	1	1
595	не случайно	2	1
596	последний раз	1	1
597	человек как	1	1
598	людей не	1	1
599	как будто	2	1
600	почему не	2	1
601	и делает	1	1
602	лишь для	1	1
603	одного только	1	1
604	не было	11	1
605	были бы	2	1
606	не до	2	1
607	силы но	1	1
608	хоть и	1	1
609	к которому	3	1
610	только один	1	1
611	такое же	1	1
612	на которые	1	1
613	своего собственного	1	1
614	больше и	1	1
615	связано с	3	1
616	другому и	1	1
617	они останутся	1	1
618	от этого	2	1
619	ивана все	1	1
620	достоевского с	1	1
621	идеи в	1	1
622	жизнь в	6	1
623	дух и	1	1
624	все время	2	1
625	своей любви	1	1
626	человек есть	1	1
627	своего я	1	1
628	его собственной	1	1
629	не то	1	1
630	есть лишь	17	1
631	но есть	1	1
632	с людьми	1	1
633	человек в	3	1
634	материал и	1	1
635	в центре	2	1
636	вместе с	2	1
637	и потому	7	1
638	в духе	5	1
639	в европе	1	1
640	к своему	2	1
641	не знал	3	1
642	достигается в	1	1
643	смысле этого	1	1
644	это есть	2	1
645	и двух	1	1
646	говорит ставрогину	1	1
647	у ивана	1	1
648	как две	1	1
649	имеет своего	1	1
650	про себя	1	1
651	не любил	1	1
652	которой он	1	1
653	но с	2	1
654	его собственная	2	1
655	уж конечно	1	1
656	которых он	1	1
657	от человека	1	1
658	исключительно как	1	1
659	изменения в	1	1
660	этот процесс	2	1
661	и от	3	1
662	в пределе	2	1
663	когда нет	1	1
664	что кроме	1	1
665	своей собственной	1	1
666	а к	1	1
667	в другое	1	1
668	пока лишь	1	1
669	простым материалом	1	1
670	ну и	1	1
671	идеологи и	1	1
672	какой они	1	1
673	карамазов в	1	1
674	есть уже	4	1
675	человеческой природой	2	1
676	всеми его	1	1
677	по поводу	1	1
678	собственной идеи	1	1
679	е в	2	1
680	ты не	1	1
681	все еще	1	1
682	лишь те	1	1
683	в высшем	1	1
684	на их	1	1
685	две стороны	1	1
686	отношением к	2	1
687	они как	1	1
688	жизни а	2	1
689	он никогда	1	1
690	из этого	1	1
691	у толстого	1	1
692	жизни и	6	1
693	а может	1	1
694	все что	4	1
695	это в	1	1
696	к этому	1	1
697	как на	1	1
698	они не	4	1
