N	2gram	Tiupa_Anal_2	FransuaR
128	перед лицом	2	2
129	по преимуществу	4	2
130	со смертью	3	2
131	но даже	1	2
132	еще не	2	2
133	он был	2	2
134	себе и	1	2
135	за пределы	4	2
136	только то	1	2
137	в нашем	3	2
138	на то	2	2
139	вследствие этого	2	2
140	на его	3	2
141	по словам	1	2
142	ключ к	3	2
143	в понимании	1	2
144	содержит в	3	2
145	подобно тому	3	2
146	так например	2	2
147	и за	3	2
148	значительной степени	2	2
149	в мире	6	2
150	на этой	2	2
151	в художественном	1	2
152	автора и	3	2
153	по поводу	3	2
154	затем и	1	2
155	в отношении	1	2
156	что касается	3	2
157	в их	3	2
158	жизнь и	1	2
159	на фоне	3	2
160	и эти	1	2
161	мы должны	1	2
162	что в	2	2
163	в устах	2	2
164	диалога в	1	2
165	вплоть до	1	2
166	мире в	1	2
167	ничего не	9	2
168	эпизода с	1	2
169	и после	1	2
170	связи с	1	2
171	могут быть	10	2
172	он видит	1	2
173	в одну	2	2
174	и своих	1	2
175	на основе	2	2
176	в пределах	9	2
177	продолжает жить	1	2
178	особенно в	7	2
179	еще в	2	2
180	в произведении	2	2
181	и т.д	3	2
182	в другом	1	2
183	одного из	3	2
184	можно сказать	4	2
185	во все	1	2
186	нуждается в	1	2
187	одной из	3	2
188	целого и	2	2
189	в качестве	11	2
190	есть в	3	2
191	существования и	1	2
192	в конце	4	2
193	у него	4	2
194	в первую	1	2
195	и даже	9	2
196	игры и	4	2
197	нельзя сказать	1	2
198	одну из	2	2
199	в связи	1	2
200	вместе с	2	2
201	так же	2	2
202	такого рода	2	2
203	тому как	3	2
204	в тех	1	2
205	по существу	2	2
206	была очень	1	2
207	здравого смысла	2	2
208	но это	1	2
209	еще раз	1	2
210	хотя и	4	2
211	совершенно не	1	2
212	ко всему	1	2
213	ее в	1	2
214	это в	1	2
215	в противоположность	2	2
216	все что	2	2
217	также его	1	1
218	внутреннее единство	1	1
219	и то	3	1
220	выражения в	1	1
221	самом деле	1	1
222	сил и	1	1
223	между всеми	1	1
224	этого мира	1	1
225	тем же	1	1
226	здесь и	1	1
227	в котором	2	1
228	проникает в	1	1
229	свой мир	1	1
230	той же	2	1
231	в несколько	1	1
232	есть не	1	1
233	мы имеем	3	1
234	сущности это	1	1
235	не вполне	1	1
236	почти исключительно	1	1
237	конечно и	1	1
238	того же	4	1
239	и он	2	1
240	всех сторон	1	1
241	и самого	1	1
242	в чем	1	1
243	и мира	1	1
244	начале и	1	1
245	внутренняя форма	1	1
246	в противовес	1	1
247	почти до	1	1
248	по отношению	4	1
249	в общем	2	1
250	и надежды	1	1
251	и речи	1	1
252	так что	3	1
253	в центре	3	1
254	независимо от	1	1
255	как в	4	1
256	стороны и	1	1
257	однако не	1	1
258	перед нами	1	1
259	тех случаях	1	1
260	а и	1	1
261	и наконец	1	1
262	со своей	1	1
263	в которой	1	1
264	в целом	8	1
265	всего романа	1	1
266	бы с	1	1
267	он в	4	1
268	жизни так	1	1
269	эти более	1	1
270	бы не	1	1
271	по форме	1	1
272	и тот	1	1
273	и те	1	1
274	так сказать	1	1
275	быть только	1	1
276	теми же	2	1
277	вера в	1	1
278	она превращается	1	1
279	он не	2	1
280	которая является	1	1
281	действительности и	1	1
282	в силу	1	1
283	i в	1	1
284	друг с	1	1
285	его от	3	1
286	и по	1	1
287	его внешние	1	1
288	на этом	4	1
289	его можно	1	1
290	в борьбе	2	1
291	выходит далеко	1	1
292	что все	2	1
293	распространяется на	1	1
294	в совершенно	1	1
295	об этом	1	1
296	его в	2	1
297	входит в	1	1
298	первую очередь	1	1
299	это не	1	1
300	что один	1	1
301	говорить в	1	1
302	но лишь	1	1
303	с этой	1	1
304	место и	1	1
305	всегда и	1	1
306	в один	4	1
307	не мог	3	1
308	со всей	1	1
309	но если	1	1
310	таким же	1	1
311	в такой	1	1
312	не становится	1	1
313	человека который	1	1
314	не менее	4	1
315	единство всех	1	1
316	не в	4	1
317	времени не	1	1
318	vi vii	1	1
319	том же	1	1
320	что этот	1	1
321	и вся	1	1
322	она не	2	1
323	было с	1	1
324	случае в	3	1
325	до известной	1	1
326	все три	1	1
327	как о	3	1
328	тогда когда	1	1
329	тому кто	1	1
330	было не	1	1
331	всей их	1	1
332	и имеет	1	1
333	и смерть	2	1
334	для всего	1	1
335	он с	1	1
336	только не	4	1
337	в разных	1	1
338	текста и	2	1
339	именно с	1	1
340	всего на	1	1
341	как традиция	1	1
342	я не	1	1
343	как она	1	1
344	потому что	1	1
345	смысл этой	1	1
346	помимо воли	1	1
347	что практически	1	1
348	к читателю	2	1
349	с другом	1	1
350	и несколько	1	1
351	далеко за	1	1
352	и сам	3	1
353	к тому	7	1
354	указывает на	1	1
355	вырождается в	1	1
356	не есть	2	1
357	бы это	1	1
358	есть то	1	1
359	некоторой степени	1	1
360	образы и	1	1
361	значения и	1	1
362	то она	1	1
363	о власти	1	1
364	языка и	2	1
365	что может	1	1
366	в образе	1	1
367	с иными	1	1
368	и сознания	1	1
369	во второй	4	1
370	все остальные	1	1
371	мотивом смерти	1	1
372	поэтому в	1	1
373	если бы	3	1
374	а их	1	1
375	воли и	3	1
376	о нем	1	1
377	и здесь	1	1
378	есть одновременно	1	1
379	второй половине	1	1
380	в игре	7	1
381	того или	3	1
382	на всех	2	1
383	с теми	1	1
384	комедии и	1	1
385	и произведение	1	1
386	борьбе с	2	1
387	что и	3	1
388	или напротив	2	1
389	них в	1	1
390	в художественной	1	1
391	лишь моменты	1	1
392	и всего	1	1
393	того что	2	1
394	что здесь	1	1
395	хотя бы	1	1
396	и одновременно	3	1
397	мы видим	1	1
398	в какой	1	1
399	для себя	1	1
400	целом ряде	1	1
401	таких моментов	1	1
402	еще и	1	1
403	проявляется в	3	1
404	они могут	1	1
405	и ее	1	1
406	все они	1	1
407	за которую	1	1
408	своего рода	12	1
409	борьбы с	3	1
410	себя и	1	1
411	смерть оказывается	1	1
412	за ним	1	1
413	ни с	2	1
414	который как	1	1
415	одно из	2	1
416	и их	2	1
417	пока не	1	1
418	всегда оказывается	1	1
419	это место	1	1
420	слова в	1	1
421	к ним	1	1
422	не о	2	1
423	до некоторой	1	1
424	как раз	4	1
425	характерны для	1	1
426	где в	1	1
427	только на	3	1
428	игре и	1	1
429	ты не	2	1
430	на уровне	9	1
431	самом его	1	1
432	о своей	2	1
433	с мотивом	1	1
434	а о	1	1
435	темам и	1	1
436	один и	1	1
437	его из	1	1
438	говорит о	5	1
439	говорит я	1	1
440	на этот	2	1
441	более того	1	1
442	а не	10	1
443	и далее	1	1
444	понимать как	1	1
445	есть лишь	1	1
446	слов и	1	1
447	долгое время	1	1
448	реальности в	2	1
449	ближе к	1	1
450	он и	2	1
451	если не	1	1
452	вступает в	2	1
453	в частности	16	1
454	ко всем	1	1
455	и последующие	1	1
456	есть вне	1	1
457	относятся к	1	1
458	к своему	2	1
459	романа в	3	1
460	есть на	1	1
461	и там	1	1
462	и всей	1	1
463	материал для	1	1
464	останавливаться на	1	1
465	этом случае	4	1
466	его за	1	1
467	о его	4	1
468	и носит	1	1
469	с этими	1	1
470	тому или	1	1
471	всего в	2	1
472	не является	1	1
473	известной степени	1	1
474	и для	2	1
475	судьбы и	1	1
476	случаях когда	1	1
477	лицо и	1	1
478	а все	1	1
479	одного текста	1	1
480	для нас	1	1
481	здесь по	1	1
482	бы в	3	1
483	почти вовсе	1	1
484	еще более	2	1
485	и как	1	1
486	будто бы	1	1
487	частной жизни	1	1
488	не одну	1	1
489	прямо на	1	1
490	в стихах	1	1
491	но оно	1	1
492	к самому	1	1
493	еще ничего	1	1
494	с ними	3	1
495	с ней	1	1
496	на смену	3	1
497	состоит из	1	1
498	в свою	1	1
499	остается на	1	1
500	имеет место	4	1
501	или иного	3	1
502	отношению к	4	1
503	складывается и	1	1
504	на это	1	1
505	эти слова	1	1
506	к отвлеченной	1	1
507	героя как	1	1
508	к этому	2	1
