N	2gram	Vinokur_Ku_3	Mirosoze
491	через его	1	1
492	культуры не	1	1
493	вполне и	1	1
494	нас прежде	1	1
495	ими не	1	1
496	ни на	2	1
497	можно будет	2	1
498	на самом	3	1
499	все свое	1	1
500	независимо от	5	1
501	этот смысл	1	1
502	не сразу	1	1
503	в разговоре	1	1
504	xix века	3	1
505	по своему	2	1
506	но сам	2	1
507	в той	4	1
508	к русскому	1	1
509	есть одна	1	1
510	не внешне	1	1
511	этого слова	4	1
512	с этой	3	1
513	свою культурную	2	1
514	я сам	1	1
515	все это	2	1
516	что выше	1	1
517	она должна	1	1
518	которых он	1	1
519	было еще	1	1
520	культуры и	1	1
521	изменения в	1	1
522	формы и	3	1
523	это можно	1	1
524	же должно	1	1
525	когда он	2	1
526	целый ряд	4	1
527	как теперь	1	1
528	той или	5	1
529	мы должны	3	1
530	так формулирует	1	1
531	всякий раз	1	1
532	только что	2	1
533	все они	2	1
534	от всякого	1	1
535	понять эту	1	1
536	а о	1	1
537	цели для	1	1
538	между ними	1	1
539	следует подходить	1	1
540	для исследования	1	1
541	они как	1	1
542	а образ	1	1
543	моих мыслей	1	1
544	культуры в	1	1
545	в свое	2	1
546	на своем	1	1
547	этого события	1	1
548	это так	2	1
549	уже есть	1	1
550	а может	1	1
551	к этой	1	1
552	по поводу	3	1
553	к этому	1	1
554	как на	8	1
