N	2gram	Tiupa_Disk_2	Psycholo
365	как о	1	1
366	мысли в	1	1
367	писателя с	2	1
368	дело в	2	1
369	к этим	1	1
370	на него	1	1
371	причислить к	1	1
372	и имеет	1	1
373	в самых	1	1
374	рассказ с	3	1
375	это еще	2	1
376	того и	2	1
377	что ни	2	1
378	как она	1	1
379	мире и	3	1
380	имеет два	1	1
381	с таким	2	1
382	не принадлежит	1	1
383	этом отношении	4	1
384	что на	2	1
385	одним из	1	1
386	сюжета в	1	1
387	которого он	1	1
388	ни о	1	1
389	целого в	1	1
390	и другой	1	1
391	всего в	1	1
392	что является	1	1
393	с действием	1	1
394	не есть	1	1
395	с прозаической	1	1
396	от той	1	1
397	в применении	1	1
398	правило не	1	1
399	рассказа является	2	1
400	но при	2	1
401	в некоторых	1	1
402	в собственном	1	1
403	характер и	1	1
404	мысль о	3	1
405	чем может	1	1
406	означает и	1	1
407	роль в	4	1
408	на свой	1	1
409	слова а	1	1
410	так и	9	1
411	не с	2	1
412	в споре	1	1
413	и каждый	1	1
414	в результате	2	1
415	один человек	1	1
416	все дело	1	1
417	часто и	1	1
418	его при	1	1
419	может не	1	1
420	не перед	1	1
421	присоединиться к	1	1
422	можно сказать	3	1
423	основе своей	2	1
424	другому в	1	1
425	времени в	4	1
426	нас в	1	1
427	в конечном	1	1
428	ним и	1	1
429	в глазах	1	1
430	в форме	1	1
431	еще более	1	1
432	прозаической точки	1	1
433	направляется на	1	1
434	и всякое	2	1
435	подробностями и	1	1
436	характера но	1	1
437	быть и	1	1
438	но с	1	1
439	будто бы	1	1
440	всей серьезностью	1	1
441	каждом шагу	1	1
442	сторону от	1	1
443	в литературу	1	1
444	с которыми	1	1
445	только на	1	1
446	себя и	1	1
447	в поэзии	1	1
448	эта возможность	1	1
449	и их	1	1
450	в прозе	1	1
451	для меня	1	1
452	дела до	1	1
453	не о	2	1
454	друг друга	1	1
455	каждый из	1	1
456	о другой	1	1
457	не говорит	1	1
458	к той	1	1
459	в других	1	1
460	не было	3	1
461	момент в	2	1
462	ней и	1	1
463	как у	1	1
464	именно в	2	1
465	и прежде	2	1
466	тому как	2	1
467	в отличие	12	1
468	быть названо	1	1
469	превращается в	1	1
470	света и	1	1
471	и составляет	1	1
472	не единственным	1	1
473	а сам	2	1
474	имеют никакого	1	1
475	в рассказе	4	1
476	и своим	1	1
477	лирики и	1	1
478	с конца	1	1
479	что из	1	1
480	ближе к	1	1
481	именно поэтому	1	1
482	равно как	1	1
483	с назидательной	1	1
484	в частности	12	1
485	он представляет	1	1
486	своей основе	1	1
487	в разговоре	1	1
488	не одно	1	1
489	и глубоко	1	1
490	применении к	1	1
491	утверждая что	1	1
492	им с	1	1
493	рассказа в	2	1
494	кто из	1	1
495	своему герою	1	1
496	и там	1	1
497	и смерти	1	1
498	оба они	1	1
499	отличается от	1	1
500	ни для	4	1
501	пока еще	2	1
502	не является	4	1
503	получает возможность	1	1
504	то будет	1	1
505	ли в	1	1
506	должна была	1	1
507	трагизма в	1	1
508	человека это	1	1
509	и ни	1	1
510	же к	1	1
511	его жизнь	1	1
512	от света	1	1
513	в романе	1	1
514	между ними	1	1
515	с ней	2	1
516	и так	1	1
517	жизни а	3	1
518	почему он	1	1
519	или иного	2	1
520	мере в	1	1
521	значение не	2	1
522	жизни и	3	1
523	в противоположную	1	1
524	это в	2	1
525	которая состоит	1	1
526	тем самым	6	1
