N	2gram	Potebnia_M_3	Russkaja
552	если мы	1	1
553	или не	1	1
554	на свое	3	1
555	а это	1	1
556	здесь же	1	1
557	а то	1	1
558	за ним	3	1
559	мы знаем	1	1
560	к мысли	3	1
561	отдельные ее	1	1
562	в известной	1	1
563	могло бы	1	1
564	в прошлом	1	1
565	случае когда	1	1
566	ее не	1	1
567	в такое	1	1
568	к ним	1	1
569	бы упрекать	1	1
570	отдельного человека	1	1
571	почему не	2	1
572	превращается в	1	1
573	и оставаться	1	1
574	ближайшим образом	2	1
575	в очень	1	1
576	природы и	2	1
577	это будет	1	1
578	смотря по	2	1
579	с общим	2	1
580	из двух	3	1
581	себе представить	3	1
582	может ли	1	1
583	на ее	1	1
584	этот взгляд	1	1
585	по своим	1	1
586	на чем	2	1
587	еще и	1	1
588	души и	2	1
589	происходит при	1	1
590	что не	8	1
591	на этот	1	1
592	не на	1	1
593	человеческой жизни	3	1
594	с которым	1	1
595	то по	1	1
596	понятие о	2	1
597	для человека	4	1
598	не об	1	1
599	душевной жизни	6	1
600	в одно	3	1
601	к сознанию	2	1
602	следовало бы	1	1
603	связь с	3	1
604	эта идея	1	1
605	человека к	1	1
606	как та	2	1
607	многих случаях	1	1
608	себя из	1	1
609	чем то	1	1
610	с людьми	1	1
611	по своему	2	1
612	смысле этого	7	1
613	в тот	1	1
614	дух на	1	1
615	то к	3	1
616	на ней	1	1
617	членов есть	1	1
618	как средства	1	1
619	быть не	2	1
620	с этой	2	1
621	него прежде	1	1
622	этом настроении	1	1
623	и таким	1	1
624	между прочим	1	1
625	сознании и	2	1
626	себе еще	1	1
627	тогда все	1	1
628	невозможно без	2	1
629	не является	1	1
630	на все	2	1
631	не знаем	3	1
632	в тесном	2	1
633	такой взгляд	1	1
634	может но	1	1
635	которая в	1	1
636	человек и	1	1
637	деятельность в	1	1
638	и внешней	1	1
639	бы в	2	1
640	тем более	4	1
641	было только	1	1
642	и все	3	1
643	хотя в	1	1
644	другой из	1	1
645	к ее	1	1
646	к самому	1	1
647	от ее	1	1
648	вместе и	5	1
649	может и	1	1
650	в свою	3	1
651	в какие	1	1
652	была бы	4	1
653	но можно	1	1
654	душевная жизнь	1	1
655	отношению к	5	1
656	что ни	2	1
657	есть то	2	1
658	собственной природы	1	1
659	можно назвать	1	1
660	свой план	2	1
661	силы на	1	1
