N	2gram	Potebnia_M_4	EvropaiE
605	это обстоятельство	2	1
606	одно из	1	1
607	не будут	1	1
608	для него	5	1
609	и их	3	1
610	представить себе	2	1
611	случае когда	2	1
612	в последних	1	1
613	к сознанию	2	1
614	мы обозначаем	1	1
615	бытия и	1	1
616	что прежде	2	1
617	от того	4	1
618	в более	2	1
619	которые как	1	1
620	нас вопроса	1	1
621	даже не	2	1
622	или иначе	2	1
623	к которому	1	1
624	с той	1	1
625	и затем	1	1
626	ее превосходство	1	1
627	не было	12	1
628	света и	2	1
629	служат объектом	1	1
630	человеческой жизни	1	1
631	с которым	2	1
632	вопрос можно	1	1
633	при некотором	1	1
634	мы хотим	2	1
635	что мы	10	1
636	если не	1	1
637	в связи	1	1
638	со значением	3	1
639	так называемых	3	1
640	его руках	1	1
641	связь с	1	1
642	нет ничего	3	1
643	на самих	1	1
644	то можно	1	1
645	тех и	1	1
646	если так	2	1
647	этих случаях	2	1
648	до настоящего	1	1
649	в столь	1	1
650	а если	2	1
651	она есть	1	1
652	есть только	5	1
653	в среде	1	1
654	эту мысль	2	1
655	приблизительно в	1	1
656	думать не	1	1
657	кругу мыслей	1	1
658	многих других	1	1
659	в состоянии	2	1
660	и философии	1	1
661	том смысле	2	1
662	должно быть	5	1
663	этого слова	7	1
664	вес то	1	1
665	слова и	5	1
666	на значении	1	1
667	на пути	1	1
668	с +	1	1
669	для развития	1	1
670	к двум	1	1
671	чем та	1	1
672	себя с	1	1
673	большее количество	1	1
674	смысл имеет	1	1
675	одного и	1	1
676	при таком	1	1
677	нельзя сказать	3	1
678	различаем три	1	1
679	это можно	2	1
680	и среди	1	1
681	та и	1	1
682	о котором	1	1
683	в отдельных	2	1
684	ее и	1	1
685	но когда	1	1
686	поздно не	1	1
687	но это	3	1
688	бы на	1	1
689	совершенно ошибочно	1	1
690	же будет	1	1
691	не быть	1	1
692	существует в	1	1
693	что такие	1	1
694	в последнем	1	1
695	оно не	2	1
696	что даже	2	1
697	в свое	1	1
698	есть то	4	1
699	но сама	2	1
700	чтобы ее	1	1
701	случае если	1	1
702	это в	1	1
703	можно назвать	2	1
704	все что	2	1
705	том числе	1	1
706	смысле что	1	1
