N	2gram	Vinokur_St_3	FransuaR
209	времени и	2	2
210	сам он	2	2
211	поэтому в	1	2
212	с ним	1	2
213	тех кто	1	2
214	на этой	1	2
215	а также	4	2
216	также в	1	2
217	сверх того	1	2
218	одной из	2	2
219	то он	2	2
220	до нас	2	2
221	это же	1	2
222	до наших	1	2
223	есть в	2	2
224	уже не	3	2
225	и у	2	2
226	уже в	3	2
227	в новом	2	2
228	друг друга	1	2
229	как раз	3	2
230	в других	1	2
231	даже и	1	2
232	классической форме	1	2
233	в особенности	4	2
234	со стороны	3	2
235	где они	1	2
236	именно в	1	2
237	к которому	3	2
238	в ряде	2	2
239	и образов	1	2
240	два раза	1	2
241	нужно сказать	2	2
242	одной стороны	3	2
243	они не	1	2
244	не на	2	2
245	он становится	1	2
246	что из	2	2
247	уже давно	1	2
248	это один	1	2
249	о чем	1	2
250	в той	1	2
251	связаны с	1	2
252	в словах	3	2
253	о его	1	2
254	между прочим	3	2
255	и для	4	2
256	этого рода	3	2
257	формы и	1	2
258	а как	4	2
259	здесь только	2	2
260	его к	2	2
261	нет ничего	1	2
262	о своем	1	2
263	не может	7	2
264	но этот	1	2
265	из этого	4	2
266	в трех	1	2
267	но эти	1	2
268	как на	6	2
269	только в	6	2
270	и другие	1	2
271	в своих	8	2
272	традиции но	1	2
273	и эта	1	2
274	это в	4	2
275	к этому	3	2
276	с новыми	1	1
277	смысле слова	1	1
278	ту же	1	1
279	отношения к	1	1
280	он о	1	1
281	xvii века	2	1
282	он считает	2	1
283	а сверх	1	1
284	вряд ли	1	1
285	на месте	1	1
286	в чисто	2	1
287	не хочет	1	1
288	поэтому он	1	1
289	из его	7	1
290	но важно	1	1
291	что эти	4	1
292	должна быть	1	1
293	видеть в	1	1
294	в самом	2	1
295	и этот	1	1
296	при анализе	1	1
297	на такие	1	1
298	дан в	1	1
299	не была	2	1
300	время как	4	1
301	эпохи в	1	1
302	я их	1	1
303	и он	1	1
304	в сцене	6	1
305	г к	2	1
306	связано и	1	1
307	становится во	1	1
308	то теперь	1	1
309	самом деле	2	1
310	традиции это	1	1
311	а тем	1	1
312	не все	1	1
313	в общем	4	1
314	отношение к	4	1
315	нет и	2	1
316	за пределы	1	1
317	и образам	1	1
318	к сожалению	2	1
319	относится к	4	1
320	нет надобности	1	1
321	с этим	7	1
322	и различные	1	1
323	этом же	1	1
324	целый ряд	1	1
325	что по	3	1
326	которая начинается	1	1
327	самом начале	1	1
328	говорят о	1	1
329	в целом	4	1
330	за это	1	1
331	строго выдержан	1	1
332	думать что	1	1
333	ни одного	1	1
334	о ее	1	1
335	на то	5	1
336	они звучат	1	1
337	человек не	1	1
338	и если	3	1
339	смотреть как	1	1
340	в плен	1	1
341	написана и	1	1
342	прочим и	1	1
343	которого и	1	1
344	этого жанра	1	1
345	новую фазу	1	1
346	что она	1	1
347	поступает в	1	1
348	как они	1	1
349	и голова	1	1
350	указывали на	1	1
351	начинается словами	1	1
352	конечно в	1	1
353	об этом	5	1
354	зрения на	1	1
355	г в	6	1
356	знает что	1	1
357	это было	8	1
358	на протяжении	4	1
359	связываются с	1	1
360	функции они	1	1
361	что один	1	1
362	даже в	1	1
363	делает его	1	1
364	между отдельными	1	1
365	а за	1	1
366	и очень	1	1
367	в данном	1	1
368	была в	1	1
369	мы не	2	1
370	о которой	2	1
371	и тогда	2	1
372	и того	1	1
373	г эти	2	1
374	что такое	7	1
375	нас не	2	1
376	мы встретились	1	1
377	в праздничное	1	1
378	где мы	1	1
379	эта тема	2	1
380	в отношении	2	1
381	он понимал	1	1
382	то его	1	1
383	смерть это	1	1
384	и шесть	1	1
385	которые в	2	1
386	в россии	6	1
387	времен и	1	1
388	друг другу	1	1
389	с меньшим	2	1
390	это замечательное	1	1
391	случае в	2	1
392	во главе	1	1
393	вплоть до	1	1
394	i в	1	1
395	что эта	2	1
396	что ему	1	1
397	словами о	1	1
398	на четыре	2	1
399	дело не	2	1
400	не имел	2	1
401	на него	1	1
402	которого он	1	1
403	говорить о	3	1
404	он мог	1	1
405	это с	1	1
406	найти в	2	1
407	казалось бы	1	1
408	на язык	3	1
409	ничего не	4	1
410	ему было	1	1
411	как она	1	1
412	потому что	5	1
413	же он	1	1
414	своей цели	1	1
415	этом отношении	4	1
416	тесно связана	3	1
417	ему в	1	1
418	и xix	1	1
419	от того	2	1
420	у нас	4	1
421	и оно	1	1
422	мы встречаем	1	1
423	рыцарских времен	6	1
424	в духе	2	1
425	что все	3	1
426	но все	2	1
427	же самое	1	1
428	бы он	1	1
429	как человек	1	1
430	утверждать что	2	1
431	подчеркнуть что	3	1
432	т.е в	1	1
433	в каждой	2	1
434	здесь еще	1	1
435	обычно в	1	1
436	своего развития	1	1
437	и образ	1	1
438	свою очередь	1	1
439	как по	1	1
440	так в	1	1
441	смысле но	1	1
442	на том	1	1
443	и наступление	1	1
444	оно также	1	1
445	можно было	1	1
446	на нее	2	1
447	те же	1	1
448	в последующих	1	1
449	историческом материале	1	1
450	она была	1	1
451	возможно что	1	1
452	был не	1	1
453	если бы	4	1
454	о котором	1	1
455	по мере	1	1
456	в позднейшем	1	1
457	тем чем	1	1
458	находится в	1	1
459	трудно найти	3	1
460	первый и	1	1
461	и должно	1	1
462	в отдельных	4	1
463	известной степени	1	1
464	в самой	1	1
465	это вполне	1	1
466	чего она	1	1
467	и что	3	1
468	здесь слово	2	1
469	можно сказать	4	1
470	все его	1	1
471	это была	1	1
472	и во	2	1
473	отдельные лица	1	1
474	на отдельные	1	1
475	а у	2	1
476	борьба с	2	1
477	на историческом	1	1
478	эти два	1	1
479	что и	1	1
480	в форме	2	1
481	он берет	1	1
482	ко второму	1	1
483	вообще и	1	1
484	из одних	1	1
485	по стилю	1	1
486	и она	1	1
487	вообще в	1	1
488	и самые	1	1
489	он автор	1	1
490	он хочет	2	1
491	на судьбу	2	1
492	сказать классической	1	1
493	не как	2	1
494	о двух	1	1
495	эти тона	1	1
496	важно подчеркнуть	1	1
497	которым мы	1	1
498	и вам	1	1
499	как такие	1	1
500	между этими	1	1
501	и ее	2	1
502	от них	2	1
503	по этому	3	1
504	именно на	1	1
505	со всеми	1	1
506	такой характер	1	1
507	для всех	1	1
508	в классических	1	1
509	с двумя	1	1
510	как нечто	1	1
511	др но	2	1
512	был очень	1	1
513	в виде	3	1
514	г и	12	1
515	широко пользуется	1	1
516	при помощи	2	1
517	мы знаем	1	1
518	эти слова	1	1
519	для него	3	1
520	которая и	1	1
521	из рыцарских	6	1
522	мы находим	2	1
523	в одном	1	1
524	как его	1	1
525	характерны для	1	1
526	указание на	1	1
527	не противоречит	1	1
528	перейти к	1	1
529	в очень	1	1
530	очень тесно	1	1
531	в это	2	1
532	ней и	1	1
533	до сих	2	1
534	имеет и	1	1
535	вполне понятны	1	1
536	на три	1	1
537	он это	1	1
538	а с	2	1
539	в живом	1	1
540	говорит о	1	1
541	в книге	1	1
542	в некоторых	3	1
543	нет такого	2	1
544	вот в	1	1
545	был в	1	1
546	этому времени	1	1
547	с которым	3	1
548	человек в	1	1
549	они как	1	1
550	на время	1	1
551	что мы	3	1
552	и вообще	1	1
553	на фоне	1	1
554	история о	1	1
555	xviii в	3	1
556	для самого	1	1
557	независимо от	5	1
558	так мы	1	1
559	в разговоре	1	1
560	находим и	1	1
561	ж от	1	1
562	слишком много	1	1
563	в сборнике	2	1
564	есть свои	1	1
565	смысле этого	1	1
566	своими именами	1	1
567	здесь все	1	1
568	тематикой в	1	1
569	этого слова	2	1
570	в делах	1	1
571	с этой	3	1
572	какие же	1	1
573	сих пор	2	1
574	первый из	1	1
575	это выражение	2	1
576	этом и	1	1
577	представлением об	1	1
578	которые были	2	1
579	исторический процесс	1	1
580	что кровь	1	1
581	в мировой	3	1
582	в связи	3	1
583	время его	1	1
584	сцены в	1	1
585	это как	1	1
586	эту историю	1	1
587	чтобы понять	1	1
588	для нас	1	1
589	по размерам	1	1
590	вполне понятно	1	1
591	у которого	3	1
592	в свете	1	1
593	только что	2	1
594	них и	1	1
595	не дает	1	1
596	в системе	3	1
597	в свою	2	1
598	атмосферу в	1	1
599	состоит из	1	1
600	эту эпоху	2	1
601	речи и	1	1
602	как есть	1	1
603	ко всему	1	1
604	на это	2	1
605	что в	19	1
606	при оценке	2	1
607	как слово	1	1
608	был образом	1	1
609	всего этого	1	1
610	все что	1	1
