N	2gram	Potebnia_M_4	Komedia
366	стало быть	8	1
367	которые в	1	1
368	друг другу	1	1
369	теми же	2	1
370	однако не	1	1
371	видно что	4	1
372	и более	4	1
373	и относительно	2	1
374	том же	2	1
375	по себе	11	1
376	не была	1	1
377	всего его	1	1
378	тому что	2	1
379	если и	2	1
380	и против	1	1
381	но они	1	1
382	и другое	2	1
383	самого начала	2	1
384	сделать и	1	1
385	что их	1	1
386	к новым	1	1
387	на себе	3	1
388	из мира	1	1
389	и сама	2	1
390	не по	1	1
391	или лучше	2	1
392	с и	2	1
393	также что	1	1
394	а может	2	1
395	в самых	1	1
396	того чтобы	4	1
397	отдельные его	1	1
398	если ему	1	1
399	следовательно и	1	1
400	связанное с	1	1
401	что только	2	1
402	под этим	1	1
403	в науке	3	1
404	во всем	1	1
405	не находим	1	1
406	мы бы	2	1
407	следует что	1	1
408	до того	3	1
409	каждый раз	4	1
410	мы и	2	1
411	что на	2	1
412	от их	1	1
413	это два	1	1
414	и для	2	1
415	не могут	2	1
416	да рядом	1	1
417	себе никакого	1	1
418	что основной	1	1
419	хотя конечно	2	1
420	для развития	1	1
421	становится возможным	1	1
422	и другим	3	1
423	наоборот в	1	1
424	по возможности	1	1
425	его с	1	1
426	даже и	3	1
427	слова с	3	1
428	в каждом	3	1
429	отказаться от	1	1
430	и это	2	1
431	от друга	1	1
432	богов да	1	1
433	в дело	1	1
434	но при	1	1
435	это только	1	1
436	как один	1	1
437	данном случае	2	1
438	представляется возможным	1	1
439	с самого	1	1
440	или для	1	1
441	говорить о	5	1
442	разной мере	1	1
443	что могло	1	1
444	и когда	2	1
445	можно было	2	1
446	те же	3	1
447	случае что	1	1
448	к первому	2	1
449	мира и	1	1
450	и трудно	1	1
451	предположить что	4	1
452	с ним	5	1
453	в каждой	1	1
454	с человеком	1	1
455	них не	1	1
456	о ней	1	1
457	о нем	1	1
458	или от	3	1
459	на вопрос	4	1
460	и что	7	1
461	в глаза	1	1
462	к действительности	1	1
463	их части	1	1
464	эти чувства	1	1
465	все его	1	1
466	с целью	1	1
467	как было	1	1
468	которые могут	1	1
469	мире для	1	1
470	споры о	1	1
471	образом все	1	1
472	ее от	1	1
473	состоит не	1	1
474	природы в	1	1
475	внешней формы	1	1
476	представления и	3	1
477	и только	3	1
478	непосредственно в	1	1
479	и следовательно	3	1
480	если это	1	1
481	различия между	1	1
482	выразил в	1	1
483	три направления	1	1
484	того что	14	1
485	слово может	1	1
486	тех пор	6	1
487	ее характер	1	1
488	доходит до	1	1
489	взят из	1	1
490	в двух	2	1
491	только под	3	1
492	дело с	1	1
493	явления в	1	1
494	его для	1	1
495	хотя бы	4	1
496	отсюда не	1	1
497	представления в	4	1
498	самые разнообразные	1	1
499	бы ни	2	1
500	вопрос об	1	1
501	тот что	1	1
502	слишком медленно	1	1
503	с это	1	1
504	так что	5	1
505	можно выразить	1	1
506	и насколько	1	1
507	в большинстве	2	1
508	отнести к	1	1
509	это обстоятельство	2	1
510	каким образом	2	1
511	в душе	1	1
512	на эту	1	1
513	за ним	2	1
514	к своим	1	1
515	с морем	1	1
516	себе в	3	1
517	представить себе	2	1
518	перед собой	1	1
519	ее не	3	1
520	к первой	1	1
521	друг друга	2	1
522	заметить что	6	1
523	не говорит	1	1
524	которым они	1	1
525	от того	4	1
526	на том	2	1
527	ее на	1	1
528	не противоречит	1	1
529	для того	6	1
530	друг от	1	1
531	из двух	1	1
532	или иначе	2	1
533	с известным	2	1
534	его себе	1	1
535	на этот	2	1
536	далеко не	1	1
537	и прежде	2	1
538	на чем	1	1
539	было и	2	1
540	и др	2	1
541	к человеку	1	1
542	превращается в	2	1
543	к науке	2	1
544	именно так	1	1
545	было сказано	1	1
546	его как	1	1
547	большинстве случаев	2	1
548	эти первоначальные	1	1
549	так называемых	3	1
550	стороны в	1	1
551	следовало бы	1	1
552	связь с	1	1
553	сплошь да	1	1
554	эти слова	1	1
555	ко всем	3	1
556	и потому	10	1
557	из трех	1	1
558	отрывок из	1	1
559	в разной	1	1
560	к своему	1	1
561	в данном	4	1
562	в той	4	1
563	времени с	1	1
564	тому как	2	1
565	есть мера	1	1
566	как бы	5	1
567	а потом	1	1
568	скорее можно	1	1
569	сам не	1	1
570	в это	2	1
571	этого слова	7	1
572	то следовательно	1	1
573	и тому	1	1
574	трудно определить	1	1
575	показывают что	1	1
576	если оно	2	1
577	что нет	1	1
578	не знаем	2	1
579	сравнить с	2	1
580	как надо	1	1
581	понять что	1	1
582	чтобы понять	2	1
583	вспомнить что	1	1
584	к одной	1	1
585	обращается к	1	1
586	от него	2	1
587	у них	1	1
588	или нет	1	1
589	бы в	2	1
590	еще более	2	1
591	что народ	1	1
592	могли только	1	1
593	с понятием	1	1
594	зрения в	1	1
595	хотя в	2	1
596	бы на	1	1
597	отношении к	1	1
598	то оно	1	1
599	на поле	1	1
600	слово в	4	1
601	дошли до	1	1
602	или другими	1	1
603	не знает	1	1
604	сказать что	8	1
605	но чем	1	1
606	к его	2	1
607	и художественного	1	1
608	развития и	2	1
609	поэзии на	1	1
610	в каком	4	1
611	жизни и	1	1
612	указывают на	1	1
613	и эта	1	1
614	это в	1	1
615	как на	1	1
616	в таком	4	1
617	том числе	1	1
618	случае его	1	1
