N	2gram	Tiupa_Teor_1	Problemy
162	с тем	1	3
163	другим и	1	3
164	к одному	1	3
165	собой и	1	3
166	в повести	2	3
167	и т.д	3	3
168	с ее	3	3
169	в ее	5	3
170	с внутренним	1	3
171	с человеком	1	3
172	сводится к	5	3
173	что и	2	3
174	это не	2	3
175	в форме	2	3
176	того что	4	3
177	нуждается в	1	3
178	человека с	2	3
179	уже не	4	3
180	из них	1	3
181	в диалоге	2	3
182	а с	3	3
183	вы как	1	3
184	со словом	1	3
185	должно быть	1	3
186	и от	1	3
187	я как	2	3
188	ни было	1	3
189	том что	9	3
190	сказать что	3	3
191	другой стороны	5	3
192	я и	2	2
193	например в	1	2
194	чтобы не	1	2
195	в первом	2	2
196	из его	1	2
197	стиля в	1	2
198	героя но	1	2
199	своему смыслу	1	2
200	в каждой	1	2
201	столь же	2	2
202	что его	1	2
203	собственный голос	1	2
204	с которыми	1	2
205	герой не	3	2
206	отличие от	6	2
207	однако в	7	2
208	в произведениях	2	2
209	к третьему	1	2
210	в своем	4	2
211	кто я?	1	2
212	хотя и	3	2
213	и как	2	2
214	я к	1	2
215	в которой	2	2
216	момент его	1	2
217	еще один	1	2
218	раз в	1	2
219	можно лишь	1	2
220	героя к	1	2
221	теми же	1	2
222	при этом	12	2
223	но именно	1	2
224	их в	3	2
225	и по	2	2
226	на этом	1	2
227	без исключения	4	2
228	ни был	2	2
229	бы они	1	2
230	а затем	1	2
231	что все	1	2
232	той же	1	2
233	это было	2	2
234	с другими	5	2
235	передо мной	2	2
236	ни в	2	2
237	и того	3	2
238	же я	1	2
239	но я	1	2
240	в этих	3	2
241	места в	1	2
242	с точки	3	2
243	в отличие	6	2
244	своего рода	7	2
245	но эта	1	2
246	реплики и	1	2
247	между двумя	3	2
248	тому что	2	2
249	вопрос о	1	2
250	не менее	4	2
251	не приносит	1	2
252	подобно тому	1	2
253	этих двух	2	2
254	по своей	3	2
255	мире и	2	2
256	внутренней жизни	1	2
257	обращает на	1	2
258	очень часто	1	2
259	слова с	1	2
260	существенный момент	1	2
261	всей своей	1	2
262	так в	4	2
263	приводит к	5	2
264	с собой	1	2
265	можно было	1	2
266	на нее	1	2
267	те же	1	2
268	времени и	2	2
269	особенно в	1	2
270	мог бы	3	2
271	жизнь и	1	2
272	для этого	1	2
273	именно потому	1	2
274	о том	1	2
275	на вопрос	1	2
276	ибо и	1	2
277	нет на	1	2
278	и мир	1	2
279	и пусть	1	2
280	быть и	2	2
281	на которой	1	2
282	одной из	2	2
283	что даже	1	2
284	то в	2	2
285	в произведении	3	2
286	себя в	6	2
287	в сторону	1	2
288	в большинстве	2	2
289	в жизни	2	2
290	большинстве случаев	1	2
291	в душе	8	2
292	чего бы	1	2
293	не случайно	5	2
294	с речью	1	2
295	ними а	1	2
296	совпадает с	3	2
297	говорит о	1	2
298	слове о	2	2
299	всю жизнь	1	2
300	в рассказе	2	2
301	слова не	1	2
302	точек зрения	1	2
303	весь его	1	2
304	внутренний голос	2	2
305	человека как	1	2
306	вместе с	2	2
307	себя за	1	2
308	тому как	1	2
309	на рынок	1	2
310	из этого	1	2
311	это уже	1	2
312	или в	3	2
313	обращается к	2	2
314	слово в	1	2
315	меня в	1	2
316	путь к	1	1
317	но наоборот	1	1
318	кто его	1	1
319	ту же	1	1
320	кто бы	1	1
321	одним из	2	1
322	так я	1	1
323	начинается с	1	1
324	бы развернуть	1	1
325	ты и	1	1
326	здесь и	1	1
327	по преимуществу	4	1
328	и до	1	1
329	и больше	2	1
330	собою в	1	1
331	отношения к	2	1
332	в их	2	1
333	которыми он	1	1
334	несколько иной	1	1
335	есть не	1	1
336	со всех	1	1
337	в каждый	1	1
338	себя свою	1	1
339	развернуть в	1	1
340	как я	1	1
341	результат тот	1	1
342	тон в	1	1
343	как впрочем	1	1
344	того же	3	1
345	всех сторон	1	1
346	свою очередь	2	1
347	собой в	1	1
348	героев или	1	1
349	другим в	1	1
350	ни одно	1	1
351	я на	3	1
352	служит для	1	1
353	пусть будет	1	1
354	суда над	1	1
355	не все	3	1
356	ведет по	1	1
357	в качестве	24	1
358	вступают в	1	1
359	друг от	1	1
360	сама по	1	1
361	отнюдь не	3	1
362	его я	1	1
363	в центре	1	1
364	независимо от	1	1
365	тем более	1	1
366	встречи с	1	1
367	перед нами	2	1
368	могли бы	2	1
369	говорит что	2	1
370	вследствие своей	1	1
371	в точке	2	1
372	именно эта	1	1
373	к чему	2	1
374	в груди	1	1
375	о тебе	1	1
376	что достоевский	1	1
377	а говорит	1	1
378	у каждого	1	1
379	это придает	1	1
380	то я	1	1
381	есть как	2	1
382	в этой	3	1
383	этому я	1	1
384	не приводит	1	1
385	роль в	2	1
386	говорит не	1	1
387	продолжением и	1	1
388	во многих	1	1
389	все человеческие	1	1
390	да но	1	1
391	не могла	1	1
392	вследствие этого	1	1
393	я сама	1	1
394	не следует	4	1
395	в статье	1	1
396	он ни	1	1
397	к миру	1	1
398	литературных произведений	5	1
399	он должен	2	1
400	принадлежат и	1	1
401	из виду	1	1
402	не друг	1	1
403	ни были	1	1
404	к собственному	1	1
405	в повествовательном	1	1
406	образ его	1	1
407	его можно	1	1
408	заключает в	1	1
409	фразы с	1	1
410	не бывает	1	1
411	и заключается	1	1
412	здесь мы	1	1
413	европейского искусства	1	1
414	авторского замысла	1	1
415	об этом	2	1
416	и внутренняя	1	1
417	о в	2	1
418	входит в	1	1
419	его личности	1	1
420	главного героя	1	1
421	как другого	1	1
422	делает его	2	1
423	в итоге	2	1
424	только одно	1	1
425	она и	1	1
426	далеко не	2	1
427	в реальной	1	1
428	этим и	1	1
429	нигде не	1	1
430	глазами другого	1	1
431	одного и	3	1
432	перед собой	1	1
433	с ума	1	1
434	или точнее	1	1
435	таким же	1	1
436	и ее	3	1
437	смысле можно	1	1
438	тем к	1	1
439	случайно они	1	1
440	случае в	1	1
441	вот он	1	1
442	еще нет	1	1
443	но у	1	1
444	перед другим	1	1
445	на первой	1	1
446	которые в	1	1
447	тем не	3	1
448	по крайней	1	1
449	по ту	1	1
450	без его	1	1
451	такого отношения	1	1
452	и более	1	1
453	с такими	1	1
454	том же	1	1
455	бы быть	1	1
456	с эстетической	1	1
457	взглянула на	3	1
458	характерные для	1	1
459	в таких	1	1
460	она не	1	1
461	ту сторону	1	1
462	на котором	1	1
463	дело в	2	1
464	на себе	1	1
465	в основе	3	1
466	материала в	2	1
467	героев и	1	1
468	меня тогда	1	1
469	к такому	1	1
470	так с	1	1
471	того чтобы	1	1
472	это еще	1	1
473	все без	1	1
474	только не	2	1
475	в самой	2	1
476	слова как	3	1
477	не говорит	1	1
478	ему и	1	1
479	с читателем	1	1
480	связи с	1	1
481	входят в	1	1
482	зрение и	1	1
483	перед ним	1	1
484	но кто	1	1
485	героя оно	1	1
486	каждая его	1	1
487	не могут	2	1
488	глаза в	2	1
489	отличается от	2	1
490	же самое	1	1
491	значительной степени	1	1
492	и другим	1	1
493	я но	1	1
494	он оказывается	1	1
495	для того	1	1
496	оно не	1	1
497	достоевского где	1	1
498	но по	1	1
499	от друга	1	1
500	здесь не	1	1
501	говорит и	2	1
502	данном случае	5	1
503	для читателя	2	1
504	они ни	1	1
505	реальной действительности	1	1
506	в особенности	1	1
507	не объективно	1	1
508	в себя	3	1
509	то время	1	1
510	что может	2	1
511	здесь как	1	1
512	в последней	1	1
513	является в	1	1
514	если бы	3	1
515	слова ни	1	1
516	другом а	1	1
517	ними и	1	1
518	незаметно для	1	1
519	тех кто	1	1
520	и поэтому	1	1
521	всех без	3	1
522	никак не	1	1
523	героя не	1	1
524	что каждый	2	1
525	после того	1	1
526	в значительной	1	1
527	эта перемена	1	1
528	это может	1	1
529	а у	1	1
530	том или	1	1
531	где ей	1	1
532	лишь путем	1	1
533	во втором	3	1
534	ним и	1	1
535	голосов они	1	1
536	во всей	1	1
537	и только	1	1
538	крайней мере	1	1
539	спорит с	1	1
540	но она	2	1
541	рядом является	1	1
542	обращены к	2	1
543	происходит в	1	1
544	в формах	2	1
545	один из	2	1
546	но с	1	1
547	значение в	1	1
548	ее к	1	1
549	и развитием	1	1
550	не появляется	1	1
551	и весьма	1	1
552	еще и	1	1
553	вмещает в	1	1
554	действительной жизни	1	1
555	впрочем и	1	1
556	образа в	1	1
557	между этими	1	1
558	бы ни	1	1
559	что ж	1	1
560	на мир	1	1
561	с одной	2	1
562	без этого	1	1
563	из которого	3	1
564	для всех	1	1
565	есть в	2	1
566	не входит	1	1
567	точно и	1	1
568	пусть пусть	1	1
569	же явления	1	1
570	на свое	1	1
571	другими людьми	1	1
572	или даже	4	1
573	больше и	1	1
574	ведь это	1	1
575	вопрос кто	1	1
576	для меня	2	1
577	случае не	2	1
578	человек как	1	1
579	повесть о	2	1
580	он мог	1	1
581	себе от	1	1
582	или ином	1	1
583	речи рассказчика	1	1
584	ее на	1	1
585	лишь один	2	1
586	но из	1	1
587	момент в	1	1
588	не оказывается	1	1
589	на второй	1	1
590	мир все	1	1
591	а именно	2	1
592	к которому	3	1
593	при всей	1	1
594	действующих лиц	1	1
595	на которые	1	1
596	к его	2	1
597	и их	1	1
598	превращается в	2	1
599	не на	2	1
600	других для	1	1
601	же точно	1	1
602	обращенной к	1	1
603	о чем	1	1
604	что из	1	1
605	жизнь в	1	1
606	стоит в	1	1
607	если не	1	1
608	о своих	1	1
609	и особенно	2	1
610	и потому	2	1
611	требует от	1	1
612	в данном	8	1
613	но вы	1	1
614	художественного мира	2	1
615	в мир	1	1
616	в первой	5	1
617	согласен с	1	1
618	в любом	1	1
619	художественное произведение	1	1
620	и некоторые	2	1
621	можно сказать	3	1
622	о его	1	1
623	с иным	1	1
624	в аспекте	2	1
625	обращения к	1	1
626	вы говорите	1	1
627	остается в	1	1
628	не два	1	1
629	служат лишь	1	1
630	и позволяет	1	1
631	не является	4	1
632	еще одна	1	1
633	каким бы	1	1
634	его воли	1	1
635	в результате	1	1
636	между ними	4	1
637	в другой	1	1
638	которая в	1	1
639	в двух	1	1
640	строя но	1	1
641	в третьем	1	1
642	в романе	3	1
643	является непосредственным	1	1
644	своей внутренней	2	1
645	карамазов в	1	1
646	над собою	1	1
647	на фоне	2	1
648	помимо его	1	1
649	в свою	3	1
650	с ней	1	1
651	из тех	2	1
652	для героя	1	1
653	роли в	5	1
654	речи как	1	1
655	того или	3	1
656	и другие	2	1
657	в своих	1	1
