N	2gram	Losev_Vlad_1	Vvedenie
103	мы имеем	1	4
104	что иное	1	4
105	по отношению	1	4
106	не просто	1	4
107	от истории	1	4
108	как уже	1	4
109	уже не	3	4
110	так или	1	4
111	в себе	4	4
112	истории и	1	4
113	в своей	4	4
114	в котором	6	4
115	как о	1	4
116	в разных	1	4
117	только с	1	4
118	в каждом	1	4
119	на вопрос	1	4
120	внимание на	1	4
121	и что	6	4
122	еще не	2	4
123	что он	12	4
124	с одной	1	4
125	в виде	3	4
126	одно из	1	4
127	всяком случае	2	4
128	как раз	7	4
129	этом отношении	1	4
130	даже и	9	4
131	в особенности	4	4
132	одной стороны	1	4
133	или иначе	1	4
134	еще и	7	4
135	е в	7	4
136	о чем	1	4
137	с этой	1	4
138	и для	2	4
139	особого рода	2	4
140	только что	2	4
141	а в	9	4
142	не что	1	4
143	во всяком	2	4
144	которых не	1	3
145	и есть	1	3
146	в германии	1	3
147	что уже	1	3
148	не вполне	1	3
149	и на	3	3
150	он сам	2	3
151	в различных	1	3
152	в чем	2	3
153	совсем не	4	3
154	ответ на	2	3
155	хотя и	4	3
156	и к	6	3
157	все эти	3	3
158	в этой	4	3
159	что она	2	3
160	при этом	2	3
161	если бы	1	3
162	не как	1	3
163	свое время	6	3
164	на этом	2	3
165	заключается в	1	3
166	в свое	5	3
167	принципиальном отношении	1	3
168	и уже	1	3
169	чем в	1	3
170	духовной жизни	1	3
171	нисколько не	2	3
172	со всей	1	3
173	в этих	1	3
174	работы в	1	3
175	и вот	3	3
176	этой области	2	3
177	дело в	4	3
178	дело не	2	3
179	связи с	1	3
180	в области	1	3
181	в каком	2	3
182	но все	1	3
183	в ней	1	3
184	в в	3	3
185	что может	1	3
186	во второй	1	3
187	и вообще	4	3
188	вот почему	1	3
189	можно сказать	6	3
190	а также	5	3
191	времени в	2	3
192	что с	2	3
193	или как	1	3
194	к нему	4	3
195	знания и	2	3
196	одной из	2	3
197	что даже	1	3
198	история и	1	3
199	в начале	3	3
200	и других	2	3
201	из них	2	3
202	в известной	1	3
203	в одном	1	3
204	в конце	9	3
205	что и	5	3
206	отношение к	3	3
207	но что	3	3
208	он мог	1	3
209	в очень	2	3
210	до конца	1	3
211	говорит о	1	3
212	на основании	2	3
213	так же	1	3
214	такого рода	4	3
215	что же	5	3
216	знания в	2	3
217	да и	4	3
218	в изучении	1	3
219	действительность в	1	3
220	в своем	4	3
221	но с	1	3
222	к тому	3	3
223	об отношении	1	3
224	том виде	1	3
225	в результате	2	3
226	к этому	6	3
227	в частности	2	3
228	уже после	1	3
229	это делает	2	2
230	и до	2	2
231	из его	4	2
232	что мы	2	2
233	мы уже	7	2
234	есть не	1	2
235	мы не	1	2
236	что если	1	2
237	которого мы	1	2
238	что можно	1	2
239	того же	6	2
240	и был	6	2
241	литературы и	1	2
242	природы и	1	2
243	и всего	1	2
244	при жизни	2	2
245	значение и	1	2
246	тогда как	1	2
247	себе и	1	2
248	сам же	1	2
249	его к	2	2
250	в этот	4	2
251	выражение в	1	2
252	учение о	2	2
253	что к	3	2
254	науке но	1	2
255	и те	1	2
256	не следует	1	2
257	о которой	3	2
258	и совершенно	1	2
259	не к	1	2
260	в силу	1	2
261	одной и	1	2
262	такого же	1	2
263	наука не	1	2
264	же касается	4	2
265	и с	14	2
266	них не	1	2
267	на протяжении	1	2
268	которая как	2	2
269	уже знаем	1	2
270	по истории	3	2
271	для них	1	2
272	но уже	1	2
273	о которых	1	2
274	и представить	1	2
275	несмотря на	4	2
276	ни с	4	2
277	после этого	1	2
278	она была	2	2
279	и тогда	1	2
280	не мог	3	2
281	эта наука	1	2
282	и сейчас	2	2
283	философского идеализма	1	2
284	не столько	2	2
285	мысли и	4	2
286	не считал	1	2
287	для объяснения	1	2
288	и той	1	2
289	том же	1	2
290	тому что	1	2
291	в отношении	3	2
292	с теми	1	2
293	одна из	1	2
294	о них	1	2
295	никогда не	9	2
296	ничего не	3	2
297	иной раз	6	2
298	до того	1	2
299	от того	1	2
300	у нас	6	2
301	деятельности и	1	2
302	есть только	1	2
303	этой книги	1	2
304	значительной мере	1	2
305	говоря уже	1	2
306	в дальнейшем	8	2
307	и сам	6	2
308	так и	6	2
309	не с	1	2
310	так называемую	1	2
311	не нужно	1	2
312	же самое	1	2
313	познания и	1	2
314	и здесь	3	2
315	искусства и	1	2
316	другом месте	1	2
317	второй половине	1	2
318	в значительной	1	2
319	связь между	1	2
320	во всех	1	2
321	этому поводу	1	2
322	вообще и	1	2
323	тем более	2	2
324	если это	1	2
325	оказалось что	1	2
326	здесь не	3	2
327	философии и	11	2
328	и так	3	2
329	для нее	2	2
330	по этому	2	2
331	только на	3	2
332	чтобы он	2	2
333	от других	1	2
334	мы можем	1	2
335	по его	2	2
336	обратить внимание	2	2
337	не говоря	1	2
338	по тем	1	2
339	не было	5	2
340	иначе но	1	2
341	этому времени	2	2
342	было сказано	2	2
343	философской мысли	3	2
344	в связи	3	2
345	виде в	2	2
346	с помощью	1	2
347	него в	2	2
348	д в	1	2
349	с чисто	1	2
350	из которых	1	2
351	истории в	1	2
352	этого слова	1	2
353	по существу	2	2
354	был в	3	2
355	с изучением	1	2
356	но это	3	2
357	в более	1	2
358	это уже	1	2
359	и сама	1	2
360	не существует	1	2
361	котором он	1	2
362	между ними	1	2
363	уже совсем	1	2
364	у них	1	2
365	то о	1	2
366	бы в	1	2
367	конце концов	3	2
368	мы должны	2	2
369	ни к	1	2
370	но зато	2	2
371	хотя в	1	2
372	нами не	1	2
373	с ней	1	2
374	научной работой	1	2
375	он и	6	2
376	ко времени	2	2
377	время не	1	2
378	жизни и	5	2
379	и другие	1	2
380	было вполне	2	1
381	от научного	1	1
382	по адресу	1	1
383	котором уже	1	1
384	и объясняется	1	1
385	на самом	1	1
386	только потому	1	1
387	это и	2	1
388	в мировоззрении	1	1
389	канта гегеля	1	1
390	вида и	1	1
391	можно говорить	1	1
392	на две	1	1
393	ведь и	1	1
394	многое и	1	1
395	видеть в	1	1
396	был и	1	1
397	отношения к	1	1
398	и за	2	1
399	то для	1	1
400	самые разнообразные	1	1
401	был издан	1	1
402	и ничего	1	1
403	каким был	1	1
404	нам в	1	1
405	и совсем	1	1
406	приводят к	1	1
407	есть нечто	1	1
408	который был	2	1
409	работой то	1	1
410	в полной	2	1
411	крупнейших немецких	1	1
412	письма к	2	1
413	для исторического	1	1
414	таковы например	1	1
415	сейчас можем	1	1
416	и имел	1	1
417	которые он	1	1
418	он был	14	1
419	на них	1	1
420	нам представляется	3	1
421	что его	4	1
422	которое он	1	1
423	то мы	3	1
424	но как	5	1
425	в сторону	1	1
426	а и	1	1
427	как в	3	1
428	а через	1	1
429	нет и	2	1
430	и речи	3	1
431	рода примеры	1	1
432	что они	3	1
433	в выражениях	1	1
434	и я	2	1
435	систему и	1	1
436	материалом для	1	1
437	этим предметом	1	1
438	государства и	1	1
439	дает нам	1	1
440	как к	2	1
441	уже о	1	1
442	в одних	1	1
443	кроме того	7	1
444	ними и	2	1
445	разного рода	6	1
446	склонность к	1	1
447	говорит что	4	1
448	что по	1	1
449	до тех	1	1
450	более или	3	1
451	себе не	1	1
452	как иногда	1	1
453	у разных	1	1
454	то в	1	1
455	для которого	1	1
456	стиль его	1	1
457	еще на	2	1
458	не приходится	1	1
459	в которой	4	1
460	с какой	1	1
461	он в	3	1
462	то обстоятельство	2	1
463	раз в	1	1
464	и тот	2	1
465	для которых	1	1
466	говорят о	1	1
467	тому же	2	1
468	на то	5	1
469	если он	1	1
470	но на	3	1
471	не могла	1	1
472	на его	3	1
473	больше всего	2	1
474	в свет	1	1
475	время и	2	1
476	интерес представляет	1	1
477	как часто	1	1
478	кто из	1	1
479	новое и	1	1
480	чтобы в	1	1
481	из него	1	1
482	его от	1	1
483	именно это	1	1
484	одно и	1	1
485	форме не	2	1
486	это конечно	3	1
487	подход к	1	1
488	то ни	1	1
489	факт что	1	1
490	что все	2	1
491	говорил что	1	1
492	лишь в	2	1
493	которого не	1	1
494	в египте	3	1
495	известно что	2	1
496	в итоге	1	1
497	говорить в	1	1
498	мысли но	1	1
499	ни одной	1	1
500	были в	2	1
501	причиной глубокого	1	1
502	этим и	1	1
503	была уже	2	1
504	большой сложностью	1	1
505	можно считать	2	1
506	и того	1	1
507	истории русской	1	1
508	или менее	3	1
509	во время	3	1
510	человеческой природы	1	1
511	бы на	1	1
512	никак не	4	1
513	академии наук	1	1
514	взгляд на	3	1
515	и без	1	1
516	почти не	2	1
517	ее часто	1	1
518	из анализа	1	1
519	важнее всего	1	1
520	представление о	1	1
521	от времени	1	1
522	даже просто	1	1
523	от его	1	1
524	мы теперь	1	1
525	для изучения	1	1
526	заставляет нас	1	1
527	но он	5	1
528	но во	1	1
529	в россии	4	1
530	языков и	1	1
531	что этот	3	1
532	в духовной	1	1
533	ним в	1	1
534	любовь к	1	1
535	этом и	2	1
536	в историческом	1	1
537	и очень	3	1
538	любви и	1	1
539	в атмосфере	1	1
540	был уже	1	1
541	а наоборот	1	1
542	как будет	1	1
543	не раз	4	1
544	в таких	1	1
545	вполне естественно	1	1
546	не по	2	1
547	было не	1	1
548	и искусство	1	1
549	случае не	1	1
550	собственный термин	1	1
551	не могло	1	1
552	следовательно и	1	1
553	судя по	1	1
554	и всегда	3	1
555	источников в	1	1
556	правда в	1	1
557	имеем дело	1	1
558	и начал	2	1
559	этих двух	1	1
560	которые и	2	1
561	к концу	2	1
562	целое в	1	1
563	за исключением	1	1
564	во всем	4	1
565	и после	1	1
566	убедиться в	1	1
567	платона и	3	1
568	в некотором	1	1
569	что на	2	1
570	его общими	1	1
571	была с	1	1
572	к чтению	1	1
573	ему не	1	1
574	не потому	1	1
575	у меня	2	1
576	кто занимается	1	1
577	обстоятельство что	2	1
578	н к	3	1
579	прямо говорит	1	1
580	относиться к	1	1
581	сравнении с	1	1
582	человека в	1	1
583	что об	1	1
584	переворот в	1	1
585	в эпоху	1	1
586	смысле в	1	1
587	для себя	2	1
588	правда не	1	1
589	очень не	1	1
590	и которая	1	1
591	из всего	1	1
592	и о	2	1
593	представляли себе	1	1
594	мировое значение	1	1
595	свою очередь	1	1
596	были только	1	1
597	быть никакой	1	1
598	коренным образом	1	1
599	только то	1	1
600	с самого	1	1
601	как с	1	1
602	ответов на	1	1
603	то как	2	1
604	что у	4	1
605	и которые	1	1
606	что также	1	1
607	еще в	4	1
608	можно только	1	1
609	дать ему	1	1
610	жизнь и	3	1
611	интересом к	1	1
612	образом в	2	1
613	о ней	1	1
614	и нужно	1	1
615	настоящее время	1	1
616	и из	3	1
617	не содержит	1	1
618	одного из	1	1
619	бы то	1	1
620	пор пока	1	1
621	в вопросах	2	1
622	это было	6	1
623	все в	1	1
624	возможности и	1	1
625	и значительным	1	1
626	вся эта	3	1
627	поводу того	1	1
628	во всей	1	1
629	действительно в	1	1
630	которая должна	1	1
631	и можно	2	1
632	наук к	1	1
633	сомнения в	1	1
634	независимо и	1	1
635	условия для	1	1
636	в литературе	1	1
637	содержания но	1	1
638	тех пор	1	1
639	что здесь	1	1
640	на которой	1	1
641	вопросы философии	2	1
642	рассуждение о	1	1
643	понятно почему	1	1
644	и критика	1	1
645	все той	1	1
646	этот факт	2	1
647	не мешает	1	1
648	на одно	1	1
649	по другим	1	1
650	себя в	4	1
651	и у	4	1
652	и искусно	1	1
653	относятся те	1	1
654	вернуться к	1	1
655	и частными	1	1
656	целого ряда	1	1
657	а это	2	1
658	слова не	1	1
659	сказано в	1	1
660	который как	1	1
661	начал читать	1	1
662	для него	7	1
663	деятельности он	1	1
664	характер но	2	1
665	вообще в	1	1
666	наук однако	1	1
667	бытия и	1	1
668	у него	15	1
669	потому его	1	1
670	и никогда	2	1
671	не выходя	1	1
672	нее не	1	1
673	этого кризиса	1	1
674	самом же	1	1
675	ближайшим образом	1	1
676	нет нужды	1	1
677	этот последний	1	1
678	но одно	1	1
679	с известным	1	1
680	после смерти	4	1
681	с той	1	1
682	фантазии и	1	1
683	а с	5	1
684	в настоящем	1	1
685	русской истории	2	1
686	и затем	2	1
687	слово но	1	1
688	притом не	1	1
689	нужно сказать	1	1
690	он только	1	1
691	которые не	1	1
692	поскольку она	1	1
693	а главное	1	1
694	однако и	1	1
695	и своим	1	1
696	курс лекций	1	1
697	в руках	1	1
698	и историк	1	1
699	на эту	1	1
700	именно так	2	1
701	жизнь в	2	1
702	становится для	1	1
703	мы знаем	2	1
704	если не	3	1
705	его биографии	1	1
706	как именно	1	1
707	в момент	2	1
708	по причинам	2	1
709	в точности	1	1
710	к лицу	1	1
711	входить в	1	1
712	все то	1	1
713	с первого	2	1
714	и особенно	4	1
715	и потому	6	1
716	к а	2	1
717	например когда	1	1
718	не одно	1	1
719	к своему	3	1
720	понимает как	1	1
721	в изображении	1	1
722	лицом к	1	1
723	духовного развития	2	1
724	но который	1	1
725	в тех	2	1
726	возможна ли	1	1
727	учиться и	1	1
728	деятельность этого	1	1
729	своего времени	2	1
730	есть тот	1	1
731	быть не	1	1
732	времени вполне	1	1
733	впрочем не	2	1
734	содержание этого	1	1
735	и была	1	1
736	как предмет	1	1
737	оба они	2	1
738	в распоряжении	1	1
739	в который	1	1
740	не любил	1	1
741	с большой	1	1
742	на одной	3	1
743	и часто	1	1
744	и более	1	1
745	в с	1	1
746	отношениях между	1	1
747	не прямо	1	1
748	и от	5	1
749	по поводу	12	1
750	это можно	3	1
751	которая в	1	1
752	в настоящее	1	1
753	нас нет	2	1
754	того с	2	1
755	а к	22	1
756	для нас	4	1
757	и все	4	1
758	по одной	1	1
759	на языке	1	1
760	историк права	1	1
761	ни было	1	1
762	же в	1	1
763	г и	1	1
764	отношении к	1	1
765	эти сведения	1	1
766	не осталось	1	1
767	чем с	1	1
768	в свою	1	1
769	сведения о	2	1
770	того у	1	1
771	от своего	1	1
772	совершенно не	2	1
773	жизни а	1	1
774	что понятие	1	1
775	одновременно и	1	1
776	в сравнении	1	1
777	ко всему	1	1
778	пока не	1	1
779	в заключение	1	1
780	просто не	2	1
781	ее в	1	1
782	в своих	5	1
783	почему эта	1	1
784	и эта	1	1
785	в таком	1	1
786	все что	2	1
