N	2gram	Ircho_Kome_3	RusskieA
142	не было	2	2
143	к числу	1	2
144	в руках	1	2
145	в которой	3	2
146	представляет собой	3	2
147	из этих	1	2
148	право на	1	2
149	после чего	2	2
150	если он	2	2
151	после этого	2	2
152	чтобы они	1	2
153	не к	1	2
154	том чтобы	1	2
155	но вместе	1	2
156	людей и	2	2
157	в образе	2	2
158	здесь мы	1	2
159	об этом	7	2
160	не ясно	2	2
161	для них	1	2
162	и еще	3	2
163	в своей	5	2
164	в их	2	2
165	не столько	1	2
166	должны были	1	2
167	тем не	3	2
168	дают нам	1	2
169	не менее	5	2
170	как можно	1	2
171	что с	2	2
172	в то	6	2
173	дело не	2	2
174	принадлежат к	1	2
175	того как	1	2
176	о них	1	2
177	никогда не	3	2
178	того в	1	2
179	к ней	8	2
180	во всем	1	2
181	где-нибудь в	1	2
182	связи с	5	2
183	что на	1	2
184	все то	1	2
185	день в	1	2
186	на улицу	2	2
187	что при	1	2
188	говорит о	1	2
189	должен быть	2	2
190	в виду	2	2
191	вывод что	2	2
192	за пределами	2	2
193	то время	2	2
194	можно было	2	2
195	не с	2	2
196	жизнь и	1	2
197	а к	1	2
198	в глаза	3	2
199	после того	1	2
200	с другой	4	2
201	у них	1	2
202	этому поводу	1	2
203	что и	8	2
204	в г	2	2
205	один из	3	2
206	сразу же	4	2
207	в новой	1	2
208	и ее	2	2
209	по этому	1	2
210	живого человека	1	2
211	одно из	1	2
212	моментов в	1	2
213	в руки	2	2
214	ее на	1	2
215	чем в	3	2
216	человека а	1	2
217	а с	1	2
218	прежде всего	5	2
219	одной стороны	3	2
220	из наиболее	1	2
221	совершенно не	2	2
222	нет никаких	2	2
223	если она	1	2
224	из которых	2	2
225	в течение	3	2
226	ироническое отношение	2	2
227	могут быть	1	2
228	быть только	1	2
229	с этой	3	2
230	человека который	2	2
231	видно что	2	2
232	этом и	1	2
233	под названием	1	2
234	и для	4	2
235	отправляется в	1	2
236	жизни в	1	2
237	только как	2	2
238	из этого	2	2
239	в своих	2	2
240	это в	2	2
241	отношение к	5	1
242	человека и	2	1
243	к этой	2	1
244	относятся к	1	1
245	здесь и	2	1
246	которую они	1	1
247	и до	1	1
248	в силе	1	1
249	и должен	1	1
250	например в	1	1
251	г в	2	1
252	вполне рациональный	1	1
253	этому же	1	1
254	уверен что	1	1
255	и наш	1	1
256	нас важно	1	1
257	этом не	1	1
258	говорить о	3	1
259	из того	3	1
260	то это	5	1
261	в ней	4	1
262	не успела	1	1
263	что его	5	1
264	тем как	1	1
265	же на	1	1
266	не входит	1	1
267	если в	1	1
268	ответ на	1	1
269	нет и	4	1
270	отличаются от	1	1
271	что они	2	1
272	были у	1	1
273	к сожалению	1	1
274	относится к	1	1
275	в поисках	1	1
276	отнюдь не	4	1
277	игр и	1	1
278	независимо от	1	1
279	связывали с	1	1
280	некоторое время	1	1
281	стороны и	2	1
282	не это	1	1
283	и представляют	1	1
284	в своем	8	1
285	все остальные	2	1
286	перед нами	1	1
287	в сопровождении	2	1
288	хотя и	5	1
289	когда он	4	1
290	и наконец	1	1
291	себе на	1	1
292	не являются	1	1
293	себе дело	1	1
294	более или	1	1
295	от этого	1	1
296	следует остановиться	1	1
297	в самом	9	1
298	вопрос почему	1	1
299	уже в	2	1
300	чем больше	1	1
301	выражение в	1	1
302	что к	4	1
303	тем он	1	1
304	только один	2	1
305	тому же	6	1
306	чего они	1	1
307	как он	3	1
308	на то	3	1
309	е из	1	1
310	не могла	3	1
311	своим мужьям	1	1
312	и если	2	1
313	в нем	3	1
314	в статье	1	1
315	образом на	1	1
316	в первую	1	1
317	он должен	1	1
318	от людей	2	1
319	мало того	1	1
320	на каждую	1	1
321	только в	1	1
322	в нее	1	1
323	эта же	1	1
324	именно это	1	1
325	но все	4	1
326	от нее	3	1
327	что все	1	1
328	значение в	1	1
329	в другом	2	1
330	рождение ребенка	1	1
331	из себя	3	1
332	а как	2	1
333	дома и	3	1
334	для праздника	1	1
335	известно что	1	1
336	в огонь	1	1
337	за ней	2	1
338	чаще всего	1	1
339	придя в	2	1
340	еще одно	2	1
341	из первых	1	1
342	по всему	3	1
343	нет в	1	1
344	о которой	2	1
345	на основании	2	1
346	куда-нибудь в	1	1
347	или из	1	1
348	беременность и	1	1
349	в значение	1	1
350	однако можно	1	1
351	в развитии	2	1
352	такой же	1	1
353	остается в	2	1
354	или менее	1	1
355	себя внимание	1	1
356	что между	1	1
357	при изучении	1	1
358	таким же	1	1
359	этой связи	2	1
360	как все	1	1
361	дом за	1	1
362	это только	1	1
363	в город	1	1
364	бы к	1	1
365	в которые	1	1
366	место в	1	1
367	особенно подробно	1	1
368	были известны	1	1
369	не от	1	1
370	возвращение к	2	1
371	сл в	2	1
372	человеком и	1	1
373	только для	2	1
374	такую же	1	1
375	камень на	1	1
376	над ними	1	1
377	образом из	1	1
378	женского пола	1	1
379	однако в	4	1
380	и таким	1	1
381	из одного	1	1
382	оно могло	1	1
383	некоторых случаях	1	1
384	нее можно	1	1
385	что эта	2	1
386	с которой	1	1
387	виду что	1	1
388	и притом	1	1
389	на него	4	1
390	в основе	2	1
391	вызвать к	1	1
392	о таких	1	1
393	тем больше	1	1
394	примерно в	3	1
395	ничего не	3	1
396	детей и	1	1
397	по своей	1	1
398	и его	6	1
399	же он	1	1
400	которое не	1	1
401	до того	2	1
402	интересующие нас	1	1
403	этом отношении	2	1
404	не является	4	1
405	от их	1	1
406	и здесь	4	1
407	он называет	2	1
408	других случаях	1	1
409	на того	1	1
410	чтобы сделать	1	1
411	как только	1	1
412	всего живого	1	1
413	ссылкой на	1	1
414	на долю	3	1
415	быть назван	1	1
416	ничего общего	1	1
417	и это	2	1
418	себе в	3	1
419	совпадают с	4	1
420	не будет	2	1
421	свою очередь	6	1
422	и сами	1	1
423	здесь не	2	1
424	без всякого	2	1
425	и этим	3	1
426	в пределах	2	1
427	приводит к	3	1
428	стороны его	1	1
429	и совершенно	1	1
430	и когда	1	1
431	на сходство	2	1
432	что у	1	1
433	iii в	6	1
434	с собой	1	1
435	так и	4	1
436	здесь нет	4	1
437	мог бы	1	1
438	на которую	1	1
439	особый интерес	2	1
440	найти в	1	1
441	этим в	1	1
442	своему происхождению	1	1
443	том как	3	1
444	могла быть	1	1
445	возможно что	3	1
446	он был	4	1
447	них есть	1	1
448	вся его	1	1
449	если бы	8	1
450	отрицать что	1	1
451	с ним	5	1
452	хотя это	2	1
453	из других	1	1
454	держа в	1	1
455	сводится к	1	1
456	иногда без	1	1
457	то они	1	1
458	и поэтому	4	1
459	настоящее время	1	1
460	можно сказать	1	1
461	может не	1	1
462	аналогии с	2	1
463	этой комедии	4	1
464	затем в	1	1
465	и во	2	1
466	о близости	1	1
467	нас в	1	1
468	из дому	4	1
469	как нет	1	1
470	большое количество	1	1
471	не отличаются	2	1
472	этот момент	1	1
473	в его	8	1
474	но нет	1	1
475	не надо	1	1
476	в середине	1	1
477	в ту	1	1
478	все время	2	1
479	дать в	1	1
480	и несмотря	1	1
481	уходит в	1	1
482	с той	1	1
483	но так	1	1
484	на которой	1	1
485	ii на	1	1
486	iv в	5	1
487	тот же	2	1
488	в основном	1	1
489	что он	8	1
490	ли он	1	1
491	в какой	3	1
492	который в	3	1
493	от них	1	1
494	а после	1	1
495	ночи и	1	1
496	всем этом	1	1
497	в эти	1	1
498	человека с	1	1
499	в большинстве	1	1
500	только на	1	1
501	местом для	1	1
502	совпадают но	1	1
503	это обстоятельство	3	1
504	был бы	2	1
505	не так	3	1
506	заключить что	1	1
507	всяком случае	3	1
508	в одном	2	1
509	ты меня	1	1
510	это предположение	1	1
511	в конце	7	1
512	чтобы она	1	1
513	в состоянии	1	1
514	себя от	2	1
515	ее не	1	1
516	к ним	3	1
517	как его	1	1
518	как раз	6	1
519	следует признать	1	1
520	случае с	1	1
521	они становятся	1	1
522	само собой	4	1
523	ним следует	1	1
524	некоторые исследователи	1	1
525	которые как	1	1
526	время как	2	1
527	в другой	1	1
528	в это	1	1
529	ней и	1	1
530	и даже	3	1
531	даже не	3	1
532	в н	1	1
533	был уверен	1	1
534	и венки	1	1
535	вином и	2	1
536	близко к	1	1
537	можно отнести	1	1
538	превращается в	1	1
539	ей не	1	1
540	этому времени	1	1
541	на которых	1	1
542	не на	1	1
543	понимать как	1	1
544	пока что	2	1
545	комедии с	1	1
546	а по	5	1
547	г где	1	1
548	из последних	1	1
549	вдали от	1	1
550	на руки	1	1
551	с презрением	1	1
552	в изучении	1	1
553	на которые	3	1
554	под влиянием	2	1
555	взад и	1	1
556	и вперед	1	1
557	это на	1	1
558	эти слова	1	1
559	о сходстве	1	1
560	как эти	1	1
561	не шел	1	1
562	в одной	1	1
563	и потому	1	1
564	к себе	5	1
565	части а	1	1
566	не удается	1	1
567	того кого	1	1
568	а так	1	1
569	по своему	3	1
570	существу не	1	1
571	когда же	1	1
572	а потом	1	1
573	целый год	1	1
574	был в	1	1
575	в тех	1	1
576	исходя из	2	1
577	наиболее часто	1	1
578	быть не	1	1
579	и не	21	1
580	на пути	1	1
581	как более	1	1
582	отдельно от	1	1
583	что касается	2	1
584	своих предшественников	1	1
585	при всем	2	1
586	ли в	2	1
587	произойти в	1	1
588	первую очередь	1	1
589	в настоящее	1	1
590	в двух	3	1
591	шутки в	1	1
592	были сделаны	1	1
593	тем более	4	1
594	за него	1	1
595	девушку в	1	1
596	только что	7	1
597	которые в	1	1
598	из деревни	1	1
599	что попадется	1	1
600	несмотря на	4	1
601	все еще	2	1
602	этой же	1	1
603	в свою	7	1
604	несомненное сходство	1	1
605	сказать что	1	1
606	другой стороны	2	1
607	сообщает о	1	1
608	когда в	1	1
609	как за	1	1
610	однако нет	1	1
611	из своей	1	1
612	во всяком	3	1
613	и эта	1	1
614	как на	1	1
615	и особенно	2	1
616	все что	3	1
