N	2gram	Propp_Isto_6	Stilisti
432	этой стадии	1	1
433	в прямом	1	1
434	обращение к	1	1
435	и эти	5	1
436	по ту	1	1
437	как от	1	1
438	что этот	2	1
439	бы два	1	1
440	происходит потому	1	1
441	даже в	2	1
442	заставляет его	1	1
443	и вся	1	1
444	в одно	2	1
445	этих трех	1	1
446	на один	1	1
447	если и	1	1
448	не менее	1	1
449	в таких	1	1
450	она не	3	1
451	этими двумя	1	1
452	в русской	6	1
453	эта форма	1	1
454	того как	3	1
455	одна из	2	1
456	каждый день	1	1
457	здесь нас	1	1
458	это мы	2	1
459	следовательно и	1	1
460	в общих	1	1
461	такой случай	2	1
462	представлений в	1	1
463	тела и	2	1
464	в стиле	1	1
465	этап развития	1	1
466	и оно	1	1
467	не могут	1	1
468	языке и	1	1
469	и такие	1	1
470	похож на	1	1
471	должны быть	2	1
472	в наши	1	1
473	например на	2	1
474	связь не	1	1
475	все еще	1	1
476	долго не	1	1
477	что при	2	1
478	утверждать что	2	1
479	должен быть	1	1
480	оно может	2	1
481	приходит к	3	1
482	не совсем	1	1
483	и о	1	1
484	а затем	1	1
485	оно нам	1	1
486	и сами	1	1
487	это еще	3	1
488	как по	1	1
489	мы наблюдаем	1	1
490	человека для	1	1
491	людей он	1	1
492	его самого	1	1
493	но зато	1	1
494	проследить эту	1	1
495	здесь как	1	1
496	здесь нет	2	1
497	или на	1	1
498	которых это	1	1
499	еще в	3	1
500	когда в	2	1
501	это чрезвычайно	1	1
502	для этого	1	1
503	по мере	1	1
504	с человеком	1	1
505	даже не	1	1
506	образом в	1	1
507	каждый раз	1	1
508	слова из	1	1
509	другом месте	1	1
510	мы смогли	1	1
511	это происходит	1	1
512	на вопрос	1	1
513	никак не	1	1
514	и что	5	1
515	что его	1	1
516	все его	1	1
517	знает что	1	1
518	образом мы	1	1
519	между тем	1	1
520	же является	1	1
521	отметить что	2	1
522	появлением собственности	2	1
523	них в	1	1
524	представления о	10	1
525	ведь эти	1	1
526	с ними	2	1
527	дело с	1	1
528	и действительно	3	1
529	между этими	1	1
530	так что	3	1
531	же и	1	1
532	есть в	1	1
533	был очень	1	1
534	борьбы с	3	1
535	своим собственным	1	1
536	чтобы он	1	1
537	в виде	6	1
538	его с	3	1
539	здесь же	4	1
540	при помощи	3	1
541	говорится и	1	1
542	не стал	1	1
543	по отношению	2	1
544	где бы	1	1
545	на своего	1	1
546	роль и	1	1
547	был бы	1	1
548	совсем другое	2	1
549	искать в	1	1
550	ни в	2	1
551	вовсе не	2	1
552	можно с	1	1
553	ее не	3	1
554	ту сторону	1	1
555	друг друга	1	1
556	у него	7	1
557	и никогда	1	1
558	иное явление	1	1
559	уже только	2	1
560	то у	1	1
561	образом не	1	1
562	как вся	1	1
563	превращается в	7	1
564	мы возьмем	1	1
565	тысяч лет	1	1
566	уже совершенно	1	1
567	из приведенных	1	1
568	в особенности	1	1
569	герой получает	2	1
570	связан с	6	1
571	всегда уже	1	1
572	уже говорили	1	1
573	со стороны	3	1
574	новые до	1	1
575	до сих	4	1
576	с другой	10	1
577	я был	1	1
578	такое же	1	1
579	по всей	1	1
580	людей которые	1	1
581	это прежде	1	1
582	на этот	1	1
583	его как	1	1
584	и принимает	1	1
585	происходит и	2	1
586	этот мотив	5	1
587	о чем	2	1
588	они особенно	1	1
589	на эту	1	1
590	дальнейший этап	1	1
591	здесь только	1	1
592	есть явление	1	1
593	может иметь	2	1
594	форме мы	1	1
595	лица и	1	1
596	видели в	2	1
597	особый и	1	1
598	это служит	1	1
599	того где	1	1
600	всецело зависит	2	1
601	скотоводству и	1	1
602	предположить что	3	1
603	он говорит	1	1
604	он будет	1	1
605	и соответствующие	2	1
606	тому как	1	1
607	которые по	1	1
608	многообразны и	1	1
609	не дана	1	1
610	только то	2	1
611	для тех	1	1
612	еще раз	1	1
613	именно в	1	1
614	не будем	2	1
615	которые были	1	1
616	другой и	1	1
617	неба и	1	1
618	в более	6	1
619	только мы	1	1
620	и часто	1	1
621	указать на	1	1
622	к пониманию	1	1
623	ступенях развития	2	1
624	что я	1	1
625	ее но	1	1
626	на одном	1	1
627	мира и	2	1
628	о котором	2	1
629	что в	12	1
630	к одной	1	1
631	который является	1	1
632	это так	1	1
633	тем более	1	1
634	чтобы его	1	1
635	на языке	1	1
636	к утверждению	2	1
637	будто бы	1	1
638	ее в	6	1
639	к мысли	1	1
640	к лицу	1	1
641	может и	1	1
642	но если	1	1
643	другой стороны	8	1
644	состоит из	1	1
645	должны помнить	1	1
646	это на	1	1
647	в иной	1	1
648	является и	3	1
649	в последнем	2	1
650	отношению к	2	1
651	можно привести	1	1
652	на весах	1	1
653	наряду с	3	1
654	но еще	1	1
655	те которые	1	1
656	в таком	1	1
657	все что	4	1
658	и вновь	1	1
659	этот круг	1	1
