N	2gram	Bakhtin_Fr_2	DiskursI
182	как мы	7	2
183	с ее	3	2
184	языка и	1	2
185	характер и	4	2
186	в пределах	2	2
187	в другом	2	2
188	и вообще	3	2
189	а по	1	2
190	о нем	1	2
191	во всяком	2	2
192	одного из	2	2
193	в значительной	3	2
194	народного творчества	1	2
195	на протяжении	7	2
196	и во	4	2
197	в форме	4	2
198	них в	1	2
199	представления о	1	2
200	в литературе	6	2
201	большей или	3	2
202	и одновременно	1	2
203	в какой	1	2
204	в разные	1	2
205	наше время	1	2
206	в литературу	1	2
207	и ее	1	2
208	точка зрения	3	2
209	есть в	2	2
210	литературы в	2	2
211	уже в	5	2
212	слова в	1	2
213	в одном	3	2
214	никогда не	5	2
215	бы это	1	2
216	говорили о	1	2
217	здесь в	6	2
218	к которому	1	2
219	и др	9	2
220	более того	1	2
221	из наиболее	2	2
222	одну из	2	2
223	о чем	3	2
224	то она	1	2
225	для понимания	2	2
226	своего времени	2	2
227	жизни в	3	2
228	на ранних	1	2
229	в начале	5	2
230	известной степени	1	2
231	и все	3	2
232	не более	1	2
233	будто бы	1	2
234	указывает на	1	2
235	или меньшей	3	2
236	одновременно и	1	2
237	это в	2	2
238	к этому	1	2
239	новое время	1	1
240	как известно	2	1
241	такова была	2	1
242	однако здесь	1	1
243	и то	1	1
244	самом деле	1	1
245	на самом	2	1
246	это и	2	1
247	и до	4	1
248	видеть в	2	1
249	и за	2	1
250	той же	1	1
251	завершенное в	1	1
252	с текстом	1	1
253	вторая часть	1	1
254	но она	1	1
255	я не	1	1
256	мы и	1	1
257	и страха	3	1
258	меньшей степени	3	1
259	в xix	3	1
260	на них	1	1
261	значении и	1	1
262	илиада и	1	1
263	могло быть	1	1
264	момент перехода	1	1
265	только потому	1	1
266	в противовес	1	1
267	иногда и	1	1
268	себе и	2	1
269	он пишет	3	1
270	что они	2	1
271	отчасти и	2	1
272	в ранней	1	1
273	что во	1	1
274	же с	2	1
275	независимо от	1	1
276	с их	6	1
277	там же	2	1
278	тех случаях	1	1
279	которую нельзя	1	1
280	в меру	2	1
281	тем же	1	1
282	всего как	1	1
283	к числу	2	1
284	его стали	1	1
285	есть его	1	1
286	со своей	1	1
287	в которой	1	1
288	таковы например	2	1
289	образом и	1	1
290	не был	3	1
291	он в	1	1
292	без учета	1	1
293	в нашем	2	1
294	из этих	5	1
295	и те	1	1
296	учение о	2	1
297	по преимуществу	2	1
298	всего к	1	1
299	что к	1	1
300	на то	2	1
301	быть только	1	1
302	этот процесс	4	1
303	он не	1	1
304	с ней	1	1
305	в xvii	10	1
306	всех этих	3	1
307	в первую	2	1
308	в понимании	2	1
309	понимания и	1	1
310	новое и	1	1
311	содержит в	2	1
312	однозначности и	1	1
313	i в	1	1
314	на земле	3	1
315	свое время	3	1
316	чем она	2	1
317	но все	4	1
318	которые уже	1	1
319	распространяется на	1	1
320	где нет	1	1
321	значение в	4	1
322	в мире	2	1
323	на все	3	1
324	этих форм	1	1
325	говорить не	1	1
326	сохраняется в	1	1
327	и других	3	1
328	первую очередь	1	1
329	своего значения	1	1
330	в новое	2	1
331	в жизни	4	1
332	которому и	1	1
333	для них	2	1
334	о которых	1	1
335	с этой	1	1
336	с тем	1	1
337	мы видели	3	1
338	строгом смысле	1	1
339	автора и	2	1
340	не мог	1	1
341	с еще	1	1
342	в этих	4	1
343	во время	12	1
344	к правде	1	1
345	дошли до	1	1
346	таким же	1	1
347	художественного творчества	1	1
348	значительную роль	1	1
349	не становится	1	1
350	с точки	5	1
351	исполнения на	1	1
352	в первый	1	1
353	нельзя понять	2	1
354	должны были	1	1
355	вплоть до	2	1
356	последующего развития	1	1
357	поэтому в	1	1
358	и эти	2	1
359	и более	4	1
360	лично для	1	1
361	древнейших и	1	1
362	необходимо чтобы	1	1
363	образ не	2	1
364	и вся	1	1
365	если их	1	1
366	стоит в	1	1
367	до конца	2	1
368	литературы как	1	1
369	романа на	1	1
370	до известной	1	1
371	а иногда	1	1
372	как можно	1	1
373	то чего	1	1
374	дело в	1	1
375	своего существования	1	1
376	образом в	1	1
377	для всего	1	1
378	но исключительно	1	1
379	имеются и	1	1
380	не вполне	1	1
381	к концу	1	1
382	во всем	3	1
383	xix веке	3	1
384	и теперь	1	1
385	здесь же	2	1
386	помимо воли	1	1
387	входят в	1	1
388	этом отношении	3	1
389	формы для	1	1
390	к однозначности	1	1
391	точке зрения	1	1
392	такие же	1	1
393	художественной литературы	2	1
394	линии развития	2	1
395	не могут	1	1
396	во все	2	1
397	всего в	1	1
398	характеризует как	2	1
399	он стал	1	1
400	и другим	1	1
401	но также	1	1
402	этом последнем	1	1
403	в анекдотах	1	1
404	в последующие	4	1
405	и это	3	1
406	своего развития	3	1
407	не делает	1	1
408	значения и	1	1
409	здесь не	2	1
410	в буквальном	1	1
411	средних веков	2	1
412	и от	1	1
413	и стали	1	1
414	только то	2	1
415	с самого	1	1
416	и сам	1	1
417	особенно в	2	1
418	особый интерес	1	1
419	во второй	1	1
420	если бы	1	1
421	но здесь	3	1
422	развития в	1	1
423	в лоне	1	1
424	свое произведение	2	1
425	на что	1	1
426	о некоторых	1	1
427	должно было	1	1
428	к нему	3	1
429	нет у	1	1
430	отметить что	1	1
431	утрачивает свою	3	1
432	наконец в	3	1
433	романа в	1	1
434	вообще в	1	1
435	что здесь	1	1
436	в формах	2	1
437	и одиссея	1	1
438	с ними	1	1
439	традиции в	2	1
440	в народе	1	1
441	и действительно	1	1
442	и весьма	1	1
443	до нас	8	1
444	литературу но	1	1
445	всех его	1	1
446	начало в	1	1
447	имеет своим	1	1
448	во введении	1	1
449	стороны он	1	1
450	со всеми	2	1
451	до наших	2	1
452	события и	2	1
453	в большинстве	1	1
454	только на	1	1
455	вернуться к	1	1
456	в виде	1	1
457	за счет	2	1
458	xvii веке	11	1
459	большинстве случаев	1	1
460	присутствует в	1	1
461	нового завета	1	1
462	за ним	1	1
463	до самых	1	1
464	и их	1	1
465	всяком случае	2	1
466	в известной	4	1
467	в прошлом	1	1
468	в конце	2	1
469	не о	1	1
470	мы можем	2	1
471	как раз	1	1
472	или напротив	1	1
473	с традицией	1	1
474	последующие века	3	1
475	представление о	1	1
476	но эти	3	1
477	выходит за	1	1
478	в области	4	1
479	до сих	4	1
480	связаны с	2	1
481	что человек	1	1
482	все сферы	1	1
483	известных современников	1	1
484	и прежде	2	1
485	было бы	3	1
486	еще и	1	1
487	себя и	1	1
488	нового времени	4	1
489	его из	1	1
490	говорит о	1	1
491	связано с	2	1
492	громадное значение	2	1
493	и литературной	1	1
494	от этого	1	1
495	есть к	1	1
496	не на	1	1
497	от мира	1	1
498	этом случае	1	1
499	несмотря на	3	1
500	в связи	2	1
501	с помощью	1	1
502	ограничивается областью	1	1
503	но оно	1	1
504	в творчестве	6	1
505	ближе всего	1	1
506	вместе с	2	1
507	некоторые из	1	1
508	более широкого	1	1
509	всем что	2	1
510	литературы для	1	1
511	что вся	1	1
512	целом ряде	1	1
513	в италии	1	1
514	утверждение в	1	1
515	когда она	1	1
516	да и	3	1
517	произошло и	1	1
518	к чему	1	1
519	понимать как	1	1
520	не создает	1	1
521	юридические тексты	1	1
522	на языке	2	1
523	с историей	1	1
524	сих пор	4	1
525	в основном	5	1
526	о его	1	1
527	природу и	2	1
528	в чем	1	1
529	в смысле	2	1
530	ранних стадиях	1	1
531	о мире	7	1
532	тому или	1	1
533	ближе к	1	1
534	под названием	2	1
535	в книге	3	1
536	это уже	1	1
537	и часто	1	1
538	случаях когда	1	1
539	не существует	1	1
540	лицо и	1	1
541	понятно что	2	1
542	он направлен	2	1
543	это как	1	1
544	которая в	1	1
545	развития и	1	1
546	пользоваться в	1	1
547	здесь по	1	1
548	мы должны	2	1
549	в большей	3	1
550	но это	2	1
551	она же	1	1
552	исключительно в	1	1
553	занимательные и	1	1
554	не носят	1	1
555	цель и	1	1
556	функций и	1	1
557	их с	1	1
558	богами и	1	1
559	жанровых разновидностей	1	1
560	всех других	2	1
561	или иного	1	1
562	культуры в	1	1
563	в свое	4	1
564	на своем	1	1
565	жанров и	1	1
566	и другие	2	1
567	или во	1	1
