N	2gram	Propp_Isto_4	SlovoVZh
101	те же	3	2
102	вещи и	1	2
103	на материале	1	2
104	мы имеем	7	2
105	совпадает с	1	2
106	и здесь	5	2
107	но мы	3	2
108	и что	5	2
109	между собой	1	2
110	в чем	1	2
111	данном случае	3	2
112	в данном	3	2
113	которые мы	1	2
114	в его	5	2
115	что и	9	2
116	в форме	2	2
117	относится к	3	2
118	независимо от	1	2
119	в своем	2	2
120	его к	3	2
121	и так	1	2
122	сливается с	2	2
123	уже в	2	2
124	и те	1	2
125	имеем в	2	2
126	жизнью и	1	2
127	он не	7	2
128	перестает быть	1	2
129	в зависимости	1	2
130	к ним	2	2
131	мы можем	6	2
132	из него	1	2
133	одно и	1	2
134	но все	5	2
135	в особенности	2	2
136	на все	1	2
137	это не	5	2
138	может стать	1	2
139	форму и	1	2
140	как же	1	2
141	социальной жизни	1	2
142	героя или	1	2
143	зависит от	1	2
144	другой стороны	4	2
145	его как	2	2
146	там где	3	2
147	в момент	1	2
148	связь с	12	2
149	вместе с	6	2
150	можно найти	2	2
151	к его	1	2
152	но не	5	2
153	общего с	1	2
154	находит в	1	2
155	быть только	1	2
156	с этой	2	2
157	она не	3	2
158	такой же	1	2
159	в основном	1	2
160	этой стороны	2	2
161	тогда когда	1	2
162	в то	1	2
163	на него	3	2
164	ничего не	5	2
165	а к	1	2
166	этих двух	1	2
167	и все	2	2
168	в этих	7	2
169	но это	3	2
170	между ними	3	2
171	же относится	1	2
172	но этот	2	2
173	содержанию и	1	2
174	могут быть	6	2
175	же самое	2	2
176	на это	2	2
177	что в	14	2
178	как на	1	2
179	и другие	3	2
180	не есть	2	2
181	к этому	5	2
182	так но	1	1
183	и это	1	1
184	например в	3	1
185	же как	13	1
186	именно эту	1	1
187	как мы	5	1
188	совпадают с	1	1
189	с ее	1	1
190	момент в	1	1
191	мы здесь	2	1
192	есть форма	1	1
193	на основе	1	1
194	совершенно ясно	2	1
195	это и	5	1
196	показать что	1	1
197	из трех	3	1
198	не хочет	2	1
199	то время	1	1
200	из его	1	1
201	не имеют	1	1
202	часть его	1	1
203	мы уже	5	1
204	которая только	1	1
205	роль он	1	1
206	также только	1	1
207	часто в	1	1
208	это только	1	1
209	жизнь и	1	1
210	та же	1	1
211	является в	1	1
212	на что	1	1
213	для этого	1	1
214	он как	1	1
215	творец и	1	1
216	собственно в	1	1
217	не вполне	1	1
218	на себя	4	1
219	пользуется одной	1	1
220	но то	1	1
221	так называемые	1	1
222	и он	3	1
223	не ту	1	1
224	на них	1	1
225	основе своей	1	1
226	со словами	1	1
227	так если	1	1
228	для слушателя	1	1
229	во всех	1	1
230	и во	2	1
231	образом мы	1	1
232	важно не	1	1
233	то мы	2	1
234	от его	1	1
235	и легче	1	1
236	к которой	1	1
237	себе и	1	1
238	что они	6	1
239	именно в	1	1
240	были не	1	1
241	он или	1	1
242	и она	1	1
243	в одной	3	1
244	в лице	2	1
245	в особом	1	1
246	что именно	1	1
247	замечает что	1	1
248	в современной	2	1
249	что здесь	7	1
250	на которой	2	1
251	перед нами	3	1
252	но тот	1	1
253	хотя и	2	1
254	и разновидность	1	1
255	тот же	1	1
256	мы увидим	3	1
257	увидим что	2	1
258	как нечто	3	1
259	можно в	1	1
260	по мнению	1	1
261	отношение как	1	1
262	тому как	1	1
263	может дать	1	1
264	что это	2	1
265	в целом	2	1
266	это же	2	1
267	какая бы	1	1
268	если мы	1	1
269	в эти	1	1
270	себя в	2	1
271	думать что	1	1
272	еще один	2	1
273	есть в	2	1
274	им в	1	1
275	не можем	1	1
276	в большинстве	1	1
277	дальше и	1	1
278	в виде	2	1
279	что она	3	1
280	не из	1	1
281	при помощи	10	1
282	или просто	2	1
283	его и	2	1
284	на одну	1	1
285	одно из	1	1
286	и их	2	1
287	не как	1	1
288	в одном	5	1
289	и вот	2	1
290	вовсе не	4	1
291	ничего общего	1	1
292	у нее	2	1
293	друг друга	1	1
294	у него	5	1
295	речь и	1	1
296	подобно тому	1	1
297	на этом	2	1
298	есть выражение	1	1
299	или иных	1	1
300	эта же	1	1
301	герой и	2	1
302	даже и	2	1
303	бы они	1	1
304	здесь мы	2	1
305	и только	5	1
306	образом к	1	1
307	в другом	5	1
308	связанных с	2	1
309	ни одной	2	1
310	или наконец	1	1
311	и которые	1	1
312	говорить и	1	1
313	и мы	1	1
314	было бы	2	1
315	к которому	1	1
316	и тем	2	1
317	но есть	2	1
318	говорит о	2	1
319	но уже	1	1
320	не было	1	1
321	конфликт со	1	1
322	а с	1	1
323	не знает	1	1
324	берет на	1	1
325	не на	3	1
326	не всегда	6	1
327	он имеет	1	1
328	которой он	2	1
329	на передний	1	1
330	они являются	1	1
331	если этот	1	1
332	легче всего	1	1
333	о чем	3	1
334	на эту	1	1
335	для историка	1	1
336	в истории	2	1
337	и тогда	1	1
338	близка к	1	1
339	и становится	1	1
340	мы видели	6	1
341	другой ничего	1	1
342	вступает в	1	1
343	но если	1	1
344	в частности	2	1
345	на который	1	1
346	то он	1	1
347	передний план	1	1
348	именно и	1	1
349	от предмета	1	1
350	свой смысл	1	1
351	не могут	2	1
352	что я	2	1
353	наряду с	3	1
354	тем кто	1	1
355	но эта	4	1
356	и тот	2	1
357	всегда имеет	1	1
358	не должно	1	1
359	того кто	1	1
360	мы еще	1	1
361	можно наблюдать	2	1
362	эту роль	1	1
363	случае мы	2	1
364	в различные	1	1
365	по мере	1	1
366	одна сторона	1	1
367	в который	2	1
368	в русской	3	1
369	здесь на	2	1
370	в основе	1	1
371	только одна	2	1
372	время как	1	1
373	свою связь	1	1
374	к пониманию	1	1
375	это мы	2	1
376	найти в	1	1
377	в результате	1	1
378	следующее а	1	1
379	в качестве	7	1
380	от него	2	1
381	полагать что	1	1
382	еще более	1	1
383	тем более	1	1
384	с этих	1	1
385	мы должны	5	1
386	по своей	2	1
387	же этот	1	1
388	на одно	1	1
389	же он	4	1
390	связи с	3	1
391	здесь же	1	1
392	эти три	1	1
393	этого развития	1	1
394	это уже	2	1
395	как будто	1	1
396	и делает	1	1
397	гораздо больше	1	1
398	в области	2	1
399	у нас	2	1
400	только как	1	1
401	виду не	1	1
402	является то	1	1
403	является и	3	1
404	когда мы	1	1
405	есть только	3	1
406	и героем	1	1
407	героя в	7	1
408	должны быть	1	1
409	но эти	1	1
410	или он	3	1
411	они не	1	1
412	к тому	1	1
