N	2gram	Losev_Dial_1	Tvorches
154	говорит об	1	2
155	не в	6	2
156	но он	1	2
157	по крайней	4	2
158	т п	2	2
159	на свете	1	2
160	и притом	4	2
161	в основе	3	2
162	но только	3	2
163	к ней	4	2
164	людей и	1	2
165	никуда не	1	2
166	в духе	1	2
167	нет ни	2	2
168	могут быть	3	2
169	к тому	4	2
170	где он	1	2
171	в жизни	1	2
172	в виду	5	2
173	не могу	4	2
174	с каким	1	2
175	мысль о	1	2
176	во главе	1	2
177	верит в	1	2
178	на том	1	2
179	и когда	1	2
180	так и	9	2
181	об этом	4	2
182	еще в	1	2
183	быть может	4	2
184	можно сказать	6	2
185	из других	1	2
186	и та	3	2
187	переходит в	1	2
188	что и	3	2
189	крайней мере	4	2
190	вслед за	2	2
191	значит что	14	2
192	больше чем	1	2
193	в качестве	2	2
194	так что	15	2
195	же и	2	2
196	и у	2	2
197	от других	1	2
198	при помощи	1	2
199	из них	2	2
200	был бы	1	2
201	мы находим	7	2
202	раз на	1	2
203	только на	3	2
204	именно в	2	2
205	что не	7	2
206	что для	3	2
207	зависит от	1	2
208	с которым	1	2
209	его как	1	2
210	сам себе	1	2
211	главе с	1	2
212	в частности	2	2
213	вместе с	1	2
214	в него	2	2
215	пространства и	2	2
216	еще более	3	2
217	перед нами	1	2
218	ли в	1	2
219	для автора	1	2
220	который является	1	2
221	только что	3	2
222	не знает	2	2
223	сказать что	10	2
224	и зла	1	2
225	себе не	5	2
226	к этому	2	2
227	точно так	2	2
228	гораздо более	3	2
229	как известно	1	1
230	эта идея	1	1
231	в реальности	1	1
232	же как	2	1
233	чтобы не	2	1
234	к своей	1	1
235	основе всех	1	1
236	и есть	16	1
237	очень много	3	1
238	чего не	1	1
239	этой теории	1	1
240	лежащая в	3	1
241	из самых	1	1
242	и до	1	1
243	и этот	1	1
244	уже по	1	1
245	также и	7	1
246	мы уже	1	1
247	всей ее	1	1
248	ни даже	1	1
249	мы имеем	2	1
250	что если	2	1
251	и тут	3	1
252	он как	1	1
253	время как	2	1
254	говорить о	5	1
255	что иное	1	1
256	в полной	2	1
257	но даже	1	1
258	то это	4	1
259	частный случай	1	1
260	и реальным	1	1
261	проявляется в	1	1
262	и самого	1	1
263	себе а	2	1
264	вопрос об	1	1
265	еще не	2	1
266	иное как	1	1
267	науки с	1	1
268	столь же	1	1
269	как один	2	1
270	во всех	1	1
271	я был	1	1
272	в создании	1	1
273	совсем не	1	1
274	наряду с	1	1
275	и всякий	2	1
276	вообще как	1	1
277	холод и	2	1
278	от такого	1	1
279	первый взгляд	1	1
280	эта связь	1	1
281	а самый	1	1
282	с этим	2	1
283	из уст	1	1
284	его сердце	1	1
285	вспомним что	1	1
286	кроме того	1	1
287	и где	2	1
288	сознания в	1	1
289	что по	1	1
290	к этой	1	1
291	это тоже	1	1
292	его к	1	1
293	и к	1	1
294	он на	2	1
295	нет никакой	1	1
296	для ее	1	1
297	эпохи и	1	1
298	при таком	1	1
299	к чему	1	1
300	из жизни	1	1
301	бы и	2	1
302	что это	11	1
303	цели а	1	1
304	формы в	1	1
305	все эти	2	1
306	так в	1	1
307	учение о	11	1
308	это тот	1	1
309	чем его	1	1
310	этого образа	1	1
311	говорят о	2	1
312	тому же	2	1
313	если он	1	1
314	как мировые	1	1
315	и если	1	1
316	больше всего	1	1
317	связанные с	2	1
318	да и	6	1
319	т д	19	1
320	а просто	2	1
321	пушкина и	1	1
322	предмет а	1	1
323	всех этих	3	1
324	сам является	2	1
325	в первую	2	1
326	не значит	3	1
327	идеи и	5	1
328	к одному	1	1
329	не к	1	1
330	и вот	6	1
331	на этом	2	1
332	так быстро	1	1
333	находим у	1	1
334	и холод	1	1
335	же не	1	1
336	же касается	1	1
337	его не	6	1
338	по смыслу	1	1
339	на ту	1	1
340	рождается из	2	1
341	его в	1	1
342	это было	2	1
343	заключается в	1	1
344	дома и	1	1
345	случае гораздо	1	1
346	было бы	12	1
347	то все	1	1
348	форму и	2	1
349	ты мне	1	1
350	весь мир	1	1
351	за ней	1	1
352	ни в	15	1
353	для них	1	1
354	победу над	1	1
355	люди не	1	1
356	но мы	1	1
357	в них	3	1
358	о которых	2	1
359	даже без	1	1
360	все равно	3	1
361	показывает что	1	1
362	неизменно как	1	1
363	с этой	2	1
364	всю жизнь	1	1
365	и уже	1	1
366	одна и	2	1
367	и четко	1	1
368	он и	2	1
369	не заметить	1	1
370	жизни но	1	1
371	сказал он	1	1
372	хотя на	1	1
373	дает свой	1	1
374	роскоши и	1	1
375	на первый	1	1
376	можно только	2	1
377	свою собственную	1	1
378	что такое	10	1
379	именно и	1	1
380	же это	3	1
381	бы что	1	1
382	миф о	1	1
383	от себя	1	1
384	внешнего и	1	1
385	не самый	1	1
386	но эта	3	1
387	образом и	2	1
388	я скажу	2	1
389	и более	4	1
390	на всю	4	1
391	более важную	1	1
392	по себе	25	1
393	это является	1	1
394	тому что	3	1
395	ему как	1	1
396	в отношении	5	1
397	власть в	1	1
398	вплоть до	3	1
399	дня и	1	1
400	что эта	4	1
401	вместе и	1	1
402	и другое	2	1
403	есть подлинная	2	1
404	меня не	1	1
405	пусть даже	1	1
406	не имеет	15	1
407	что их	2	1
408	мы все	1	1
409	в нас	1	1
410	он с	1	1
411	это мы	4	1
412	не выдержал	1	1
413	человека от	1	1
414	обвинение в	1	1
415	это так?	1	1
416	как формы	1	1
417	жизни не	1	1
418	на себя	1	1
419	учения о	2	1
420	всего на	1	1
421	и приводит	1	1
422	природы в	1	1
423	как она	7	1
424	и учение	1	1
425	показал что	1	1
426	же он	2	1
427	к живой	1	1
428	о внешнем	1	1
429	его собственное	1	1
430	акт в	1	1
431	исторического процесса	1	1
432	только с	3	1
433	ли это	3	1
434	пыль и	1	1
435	которую не	2	1
436	не могут	1	1
437	относиться к	3	1
438	те и	1	1
439	но все	3	1
440	сама жизнь	1	1
441	что оно	5	1
442	указывает на	3	1
443	не есть	40	1
444	имеет место	1	1
445	оно не	1	1
446	если же	1	1
447	она не	6	1
448	и это	2	1
449	и о	3	1
450	в конце	4	1
451	но по	1	1
452	но при	1	1
453	вывод что	1	1
454	мировоззрение которое	1	1
455	в ее	1	1
456	он просто	1	1
457	другой стороны	4	1
458	подлинная сущность	1	1
459	и говорит	1	1
460	а идея	1	1
461	только то	4	1
462	культуры и	1	1
463	по способу	1	1
464	однако эта	1	1
465	веру в	1	1
466	если они	1	1
467	и неизменно	1	1
468	что у	1	1
469	особенно к	1	1
470	в образе	1	1
471	котором нет	1	1
472	имеет тот	1	1
473	часто в	1	1
474	ли и	1	1
475	жизнь и	3	1
476	не лучше	2	1
477	в эпоху	2	1
478	по мере	2	1
479	трактуется как	1	1
480	нас и	1	1
481	против этого	1	1
482	в таком	1	1
483	связанное с	1	1
484	каждый раз	1	1
485	и должно	1	1
486	применима к	1	1
487	это я	4	1
488	никак не	6	1
489	и что	12	1
490	ясным что	1	1
491	религии и	3	1
492	или на	2	1
493	скажу что	1	1
494	и просто	1	1
495	все его	1	1
496	представлениями о	1	1
497	кажется что	1	1
498	при полном	1	1
499	как у	2	1
500	всегда не	1	1
501	к нему	8	1
502	том или	2	1
503	между тем	1	1
504	всегда чрезвычайно	1	1
505	была бы	3	1
506	эти два	2	1
507	нуждается в	3	1
508	реально и	1	1
509	представления о	1	1
510	все время	1	1
511	и самые	1	1
512	в современной	2	1
513	как он	4	1
514	действие в	1	1
515	с ними	2	1
516	два года	1	1
517	спускается в	1	1
518	грань между	2	1
519	даже если	3	1
520	это очень	1	1
521	с одной	2	1
522	вот что	1	1
523	себя в	1	1
524	с какой	4	1
525	к идее	1	1
526	если мы	2	1
527	то и	2	1
528	порою же	1	1
529	природы должен	1	1
530	но с	3	1
531	а это	1	1
532	в душе	1	1
533	всегда было	2	1
534	например к	1	1
535	жизнь для	1	1
536	сами по	1	1
537	для ясности	1	1
538	оно так	1	1
539	ее не	1	1
540	к ним	2	1
541	но что	3	1
542	заметить что	2	1
543	даже и	3	1
544	не было	6	1
545	нет нужды	1	1
546	же деле	1	1
547	бытия но	1	1
548	и из	3	1
549	с другим	1	1
550	до сих	2	1
551	мне не	2	1
552	причинное объяснение	1	1
553	однако это	1	1
554	с той	2	1
555	для этого	2	1
556	чем он	2	1
557	а с	2	1
558	говорят об	1	1
559	и их	2	1
560	превращается в	1	1
561	самом же	1	1
562	бытия вообще	1	1
563	одной стороны	2	1
564	связи с	1	1
565	а на	1	1
566	он только	1	1
567	и самый	1	1
568	не верит	1	1
569	есть лишь	1	1
570	жизнь в	1	1
571	надо очень	1	1
572	о чем	2	1
573	и я	1	1
574	когда она	1	1
575	современная наука	2	1
576	бы ее	1	1
577	люди и	1	1
578	как это	4	1
579	это-то и	1	1
580	или другом	1	1
581	а если	1	1
582	есть только	5	1
583	исторической эпохи	2	1
584	становится все	1	1
585	это есть	9	1
586	что же	3	1
587	находятся в	1	1
588	из этой	1	1
589	то к	1	1
590	это значит	11	1
591	и философии	2	1
592	и смерти	1	1
593	сейчас же	1	1
594	сих пор	2	1
595	отличается от	2	1
596	между прочим	1	1
597	же самое	1	1
598	является как	1	1
599	и тогда	2	1
600	как раз	4	1
601	в полном	1	1
602	и сам	1	1
603	и борьба	1	1
604	форм и	1	1
605	и часто	1	1
606	уже на	1	1
607	в связи	1	1
608	быстро что	1	1
609	еще раз	1	1
610	человек и	1	1
611	и перед	1	1
612	значило бы	2	1
613	от него	4	1
614	себе что	1	1
615	тем более	2	1
616	не дают	1	1
617	у которого	1	1
618	конце концов	3	1
619	мы должны	5	1
620	мировая история	1	1
621	все они	1	1
622	я в	2	1
623	ни было	2	1
624	хотя в	1	1
625	в искусстве	1	1
626	отношении к	3	1
627	может и	4	1
628	всего мира	1	1
629	и свое	1	1
630	только как	2	1
631	к его	1	1
632	жизни а	1	1
633	с каких	1	1
634	не сами	1	1
635	него и	1	1
636	не что	1	1
637	ко всему	2	1
638	т е	25	1
639	и жизнь	1	1
640	закона и	1	1
641	первую очередь	1	1
642	это та	1	1
643	в какой	1	1
644	а я	1	1
645	он мыслит	1	1
646	как результат	2	1
