N	2gram	Vinokur_Ku_3	Komedia
314	вся семья	1	1
315	я не	5	1
316	в изложении	1	1
317	для нашей	4	1
318	зависимости от	8	1
319	в числе	4	1
320	и говорить	2	1
321	характером и	1	1
322	было до	1	1
323	он сам	1	1
324	все эти	7	1
325	говоря уже	2	1
326	в чем	5	1
327	только после	3	1
328	тем как	1	1
329	глаза на	1	1
330	подходить к	1	1
331	сомневаться что	1	1
332	но не	3	1
333	но как	3	1
334	очевидно и	1	1
335	в сторону	1	1
336	не входит	1	1
337	очевидно что	3	1
338	друг от	1	1
339	относится к	2	1
340	которые не	1	1
341	первая из	1	1
342	мы обязаны	1	1
343	в одной	1	1
344	ты с	1	1
345	независимо от	5	1
346	одном из	1	1
347	дома т	1	1
348	как к	2	1
349	это был	1	1
350	перед нами	1	1
351	как уже	1	1
352	и как	2	1
353	себе дело	1	1
354	литературного жанра	1	1
355	к числу	1	1
356	более или	2	1
357	не такое	1	1
358	о каком-либо	1	1
359	роль играет	1	1
360	да еще	1	1
361	для которого	2	1
362	отношения между	4	1
363	отказывается от	1	1
364	чуть ли	1	1
365	в нашем	7	1
366	из этих	5	1
367	начнем с	1	1
368	им в	1	1
369	имеем в	1	1
370	и те	1	1
371	в статье	2	1
372	сказать в	1	1
373	т д	8	1
374	по крайней	1	1
375	из нашего	1	1
376	в первую	3	1
377	в понимании	1	1
378	моменты которые	1	1
379	не к	1	1
380	том чтобы	4	1
381	дает и	1	1
382	быть с	2	1
383	мало того	1	1
384	постольку поскольку	1	1
385	на этом	2	1
386	в каждом	1	1
387	по происхождению	2	1
388	что все	2	1
389	значение в	2	1
390	и дальше	2	1
391	конечно в	1	1
392	той же	3	1
393	образом если	1	1
394	подходит к	1	1
395	ко второму	1	1
396	известно что	1	1
397	в свой	1	1
398	приходит в	2	1
399	и тем	6	1
400	чаще всего	1	1
401	материал для	2	1
402	такого использования	1	1
403	от которого	1	1
404	он является	1	1
405	этого не	1	1
406	не всегда	1	1
407	когда я	1	1
408	как должен	1	1
409	друга в	1	1
410	можно считать	1	1
411	одним понятием	1	1
412	такой же	2	1
413	вопроса об	1	1
414	себя внимание	2	1
415	сказать не	1	1
416	имеет ничего	1	1
417	и поскольку	1	1
418	таким же	1	1
419	в следующем	1	1
420	мы конечно	1	1
421	бы к	1	1
422	чем более	1	1
423	не столько	4	1
424	то его	1	1
425	в отличие	2	1
426	что я	1	1
427	признать что	1	1
428	ставить вопрос	1	1
429	сам же	2	1
430	жанра в	1	1
431	точку зрения	2	1
432	недавнее время	1	1
433	образом и	1	1
434	для данного	1	1
435	которые в	4	1
436	из контекста	1	1
437	но он	1	1
438	друг другу	1	1
439	а вот	2	1
440	так называемого	3	1
441	вернемся к	2	1
442	ему как	1	1
443	случае в	1	1
444	бы сразу	1	1
445	как можно	1	1
446	разумеется при	2	1
447	свое время	2	1
448	того как	7	1
449	к новым	2	1
450	на себе	1	1
451	и остается	1	1
452	к этим	1	1
453	с выводами	1	1
454	служить объектом	1	1
455	без конца	1	1
456	в самых	1	1
457	не могло	1	1
458	не напрасно	1	1
459	так много	1	1
460	очень плохо	2	1
461	те моменты	1	1
462	таким путем	1	1
463	по своей	1	1
464	во всем	1	1
465	принято было	1	1
466	знают что	1	1
467	и дурной	1	1
468	что речь	1	1
469	тем легче	1	1
470	что на	3	1
471	необходимости в	1	1
472	в остальных	1	1
473	уже о	2	1
474	не давая	1	1
475	могут быть	6	1
476	всего в	1	1
477	мой взгляд	3	1
478	приобретают смысл	1	1
479	здесь мы	1	1
480	рассуждать о	1	1
481	о них	4	1
482	приходит к	1	1
483	на помощь	1	1
484	от друга	1	1
485	подходе к	1	1
486	здесь также	1	1
487	и от	1	1
488	отрывке из	1	1
489	нет никакой	1	1
490	действия и	1	1
491	с известными	1	1
492	в печати	2	1
493	те же	7	1
494	есть также	2	1
495	мог бы	2	1
496	к его	2	1
497	когда в	2	1
498	это только	1	1
499	мы в	1	1
500	серьезные возражения	1	1
501	них есть	1	1
502	здесь снова	1	1
503	отрицать что	1	1
504	для этого	6	1
505	идет здесь	1	1
506	сводится к	1	1
507	ответа на	2	1
508	в задачу	1	1
509	действительно будет	1	1
510	может представить	1	1
511	язык и	2	1
512	никак не	2	1
513	никакой необходимости	1	1
514	после того	6	1
515	в пользу	1	1
516	может не	1	1
517	нас в	3	1
518	затем в	1	1
519	первую очередь	3	1
520	то в	3	1
521	путь к	2	1
522	от них	1	1
523	этому поводу	1	1
524	п здесь	1	1
525	во втором	1	1
526	повод к	1	1
527	крайней мере	1	1
528	не надо	1	1
529	того в	1	1
530	вслед за	1	1
531	в лучшем	1	1
532	дать в	1	1
533	что здесь	1	1
534	чтобы выяснить	1	1
535	хорошо известно	1	1
536	но так	1	1
537	мы сталкиваемся	1	1
538	мы видим	1	1
539	только в	6	1
540	в стороне	1	1
541	моменты в	2	1
542	во времени	1	1
543	п т	1	1
544	по этому	1	1
545	это же	1	1
546	образ как	1	1
547	на мой	3	1
548	и хочу	1	1
549	в текст	2	1
550	мысли что	1	1
551	ни одного	2	1
552	в нашей	4	1
553	целого ряда	1	1
554	является не	1	1
555	этому вопросу	1	1
556	его имени	1	1
557	не стал	1	1
558	объясняется это	1	1
559	в правах	1	1
560	и их	1	1
561	не находит	1	1
562	очевидно также	1	1
563	речи что	1	1
564	в современном	1	1
565	чтобы она	1	1
566	обращает на	1	1
567	с этими	1	1
568	вот с	1	1
569	может служить	2	1
570	не случайно	4	1
571	в некоторых	2	1
572	русский язык	4	1
573	образом что	1	1
574	с общим	1	1
575	выходит за	1	1
576	на русский	2	1
577	что целый	1	1
578	них в	1	1
579	а именно	3	1
580	всякого другого	1	1
581	а с	3	1
582	показывает что	1	1
583	превращается в	1	1
584	которым очень	1	1
585	на которых	5	1
586	от их	1	1
587	а так	1	1
588	в слове	4	1
589	иногда слова	1	1
590	на время	1	1
591	так называемых	1	1
592	не видит	1	1
593	именно поэтому	2	1
594	этот рассказ	1	1
595	мы находим	3	1
596	на фоне	7	1
597	эти слова	2	1
598	и потому	1	1
599	впрочем не	1	1
600	намек на	1	1
601	так мы	1	1
602	мы опять	1	1
603	слишком много	1	1
604	к жизни	1	1
605	делают это	1	1
606	тому как	2	1
607	что пока	1	1
608	в тех	2	1
609	когда же	1	1
610	в первой	1	1
611	в кругу	2	1
612	и отсутствие	1	1
613	быть не	2	1
614	еще раз	2	1
615	можно сказать	2	1
616	а то	2	1
617	я мог	1	1
618	в смысле	1	1
619	не любил	1	1
620	здесь прежде	1	1
621	к вопросу	2	1
622	она должна	1	1
623	пор еще	3	1
624	а что	2	1
625	котором он	1	1
626	о котором	1	1
627	чтобы понять	2	1
628	отличаются от	1	1
629	то не	2	1
630	е о	1	1
631	последнего времени	2	1
632	для нас	4	1
633	или менее	2	1
634	как теперь	1	1
635	же что	1	1
636	у них	1	1
637	не понимая	1	1
638	всякого рода	5	1
639	в этих	2	1
640	не должен	1	1
641	внимание те	1	1
642	значительно более	1	1
643	ли что	1	1
644	все они	2	1
645	но вот	1	1
646	отношении к	1	1
647	к самому	1	1
648	не говоря	2	1
649	сказать что	7	1
650	и только	3	1
651	сообщает о	1	1
652	положений и	1	1
653	первом случае	2	1
654	самое что	1	1
655	на своем	1	1
656	которых на	1	1
657	об этих	1	1
658	по поводу	3	1
659	и эта	1	1
660	же на	1	1
661	как на	8	1
662	этой точки	1	1
663	том числе	2	1
664	они не	3	1
