N	2gram	Ircho_Kome_3	Formalny
131	не входит	1	3
132	если в	1	3
133	как к	1	3
134	хотя и	5	3
135	и как	1	3
136	от этого	1	3
137	не приходится	2	3
138	в целом	3	3
139	из этих	1	3
140	роль в	2	3
141	только на	1	3
142	и может	1	3
143	его в	8	3
144	это было	1	3
145	в ином	1	3
146	для них	1	3
147	он и	2	3
148	такой же	1	3
149	следует что	3	3
150	место в	1	3
151	однако и	1	3
152	не является	4	3
153	в области	2	3
154	но все	4	3
155	того чтобы	6	3
156	особенно в	1	3
157	и здесь	4	3
158	одного из	3	3
159	должно было	3	3
160	к нему	5	3
161	в какой	3	3
162	мы знаем	2	3
163	и их	1	3
164	для того	6	3
165	чтобы показать	1	3
166	с другой	4	3
167	а о	2	3
168	о возможности	1	3
169	все это	5	3
170	или в	1	3
171	и все	2	3
172	была бы	1	3
173	жизни и	1	3
174	формы и	1	2
175	идет о	3	2
176	к другому	1	2
177	едва ли	7	2
178	было и	1	2
179	его не	2	2
180	они были	1	2
181	это время	1	2
182	он был	4	2
183	первый план	1	2
184	столь же	3	2
185	но не	1	2
186	но как	1	2
187	очевидно что	1	2
188	отношение к	5	2
189	отличие от	2	2
190	к сожалению	1	2
191	в одной	1	2
192	для создания	1	2
193	все остальные	2	2
194	перед нами	1	2
195	то в	1	2
196	в которой	3	2
197	уже в	2	2
198	действительности а	1	2
199	в понимании	1	2
200	состоит в	2	2
201	не к	1	2
202	или вовсе	1	2
203	и по	1	2
204	на этом	1	2
205	то ни	3	2
206	должен был	4	2
207	и тем	1	2
208	ни в	10	2
209	в развитии	2	2
210	том что	13	2
211	на первый	1	2
212	в этих	1	2
213	не так	3	2
214	представление о	2	2
215	в отличие	1	2
216	должны были	1	2
217	их в	3	2
218	для этого	1	2
219	тому что	2	2
220	она не	2	2
221	что эта	2	2
222	самого начала	4	2
223	не имеет	3	2
224	не по	7	2
225	никогда не	3	2
226	на котором	1	2
227	и лишь	1	2
228	постольку поскольку	1	2
229	не останется	1	2
230	один шаг	2	2
231	точке зрения	1	2
232	чтобы сделать	1	2
233	всего в	1	2
234	что на	1	2
235	если же	2	2
236	и это	2	2
237	и о	2	2
238	в ее	3	2
239	перед необходимостью	1	2
240	и от	1	2
241	и этим	3	2
242	с самого	4	2
243	приводит к	3	2
244	и совершенно	1	2
245	времени и	1	2
246	было в	1	2
247	сам он	2	2
248	мы в	1	2
249	в эпоху	2	2
250	с ним	5	2
251	в виду	2	2
252	между тем	2	2
253	это не	2	2
254	один из	3	2
255	по этому	1	2
256	не будет	2	2
257	потому что	10	2
258	в качестве	2	2
259	является не	1	2
260	и других	1	2
261	в известной	2	2
262	в котором	2	2
263	в конце	7	2
264	как его	1	2
265	со стороны	11	2
266	даже не	3	2
267	а именно	1	2
268	между ними	2	2
269	что для	2	2
270	превращается в	1	2
271	до конца	4	2
272	ничем не	4	2
273	конце концов	2	2
274	к его	1	2
275	как это	5	2
276	в тех	1	2
277	из этого	2	2
278	в чем	1	2
279	отца с	1	2
280	а к	1	2
281	поскольку он	1	2
282	с сыном	1	2
283	сказать что	1	2
284	равно как	2	2
285	какой мере	2	2
286	в таком	2	2
287	и наиболее	1	1
288	и хотя	2	1
289	того же	6	1
290	и без	2	1
291	о возможном	1	1
292	поэтической речи	1	1
293	дальнейшему развитию	1	1
294	можем судить	1	1
295	из его	2	1
296	отметить еще	1	1
297	и должен	1	1
298	входящих в	1	1
299	той же	1	1
300	могла быть	1	1
301	стороне в	1	1
302	мы имеем	1	1
303	и само	1	1
304	надо было	1	1
305	этом не	1	1
306	начинается с	1	1
307	из того	3	1
308	которое не	1	1
309	становится объектом	1	1
310	и со	2	1
311	не оказать	1	1
312	же что	1	1
313	из ее	1	1
314	без всякого	2	1
315	сводились к	1	1
316	которые он	1	1
317	работы в	1	1
318	ней как	1	1
319	не найдем	1	1
320	со словами	1	1
321	бы то	2	1
322	и овладеть	1	1
323	подходить к	1	1
324	и все-таки	1	1
325	в эти	1	1
326	он полагает	1	1
327	если она	1	1
328	общего с	1	1
329	равно что	1	1
330	в своем	8	1
331	более или	1	1
332	в действительности	1	1
333	нет никакой	1	1
334	в этот	1	1
335	живого человека	1	1
336	от чего	1	1
337	так или	2	1
338	чуть ли	1	1
339	в нашем	1	1
340	бы не	2	1
341	которые в	1	1
342	выражение в	1	1
343	что к	4	1
344	им в	1	1
345	и тот	3	1
346	но он	1	1
347	имеем в	1	1
348	как он	3	1
349	на то	3	1
350	если он	2	1
351	ведь из	1	1
352	не могла	3	1
353	иным как	1	1
354	больше всего	1	1
355	остались в	1	1
356	тем не	3	1
357	которой не	1	1
358	время о	1	1
359	из нашего	1	1
360	и еще	3	1
361	нее и	1	1
362	он должен	1	1
363	к одному	1	1
364	том чтобы	1	1
365	полемики с	1	1
366	быть с	1	1
367	характер разработки	1	1
368	именно это	1	1
369	каким образом	1	1
370	же не	1	1
371	значение в	1	1
372	в другом	2	1
373	высказывание в	1	1
374	сказать в	1	1
375	который и	1	1
376	начала что	1	1
377	сделает его	1	1
378	за ней	2	1
379	из первых	1	1
380	он является	1	1
381	в них	3	1
382	ни одной	2	1
383	все равно	3	1
384	сторон в	1	1
385	дела и	1	1
386	чем в	3	1
387	остается в	2	1
388	или менее	1	1
389	места в	1	1
390	но если	3	1
391	том как	3	1
392	при изучении	1	1
393	на своем	1	1
394	каким был	1	1
395	знаем что	1	1
396	его отношение	1	1
397	все они	1	1
398	вопрос о	1	1
399	строго говоря	1	1
400	поэта и	1	1
401	друг другу	1	1
402	по крайней	1	1
403	образом из	1	1
404	цитатами из	1	1
405	любовь к	3	1
406	как смерть	1	1
407	и вся	1	1
408	было с	1	1
409	ему как	1	1
410	случае в	1	1
411	не менее	5	1
412	только здесь	1	1
413	и притом	1	1
414	этой тенденции	1	1
415	к этим	1	1
416	на него	4	1
417	о них	1	1
418	не могло	1	1
419	ясно с	1	1
420	тем чем	1	1
421	не лучше	1	1
422	жизнью хотя	1	1
423	таким путем	1	1
424	к ней	8	1
425	во всем	1	1
426	не похож	1	1
427	далеко не	3	1
428	бы по	2	1
429	и сами	1	1
430	оказывается перед	1	1
431	многие из	1	1
432	одним из	2	1
433	в остальных	1	1
434	представляется нам	1	1
435	уже о	1	1
436	других случаях	1	1
437	более молодых	1	1
438	похож на	1	1
439	ли не	2	1
440	как только	1	1
441	так называемого	1	1
442	он оказывается	1	1
443	слова с	1	1
444	в каждом	1	1
445	и можем	1	1
446	ничего общего	1	1
447	должен быть	2	1
448	предположение что	1	1
449	свою очередь	6	1
450	но при	2	1
451	вывод что	2	1
452	говоря уже	1	1
453	такую возможность	1	1
454	то чтобы	1	1
455	обращаясь к	1	1
456	и сам	5	1
457	с собой	1	1
458	чтобы дать	1	1
459	можно было	2	1
460	те же	1	1
461	ясно что	6	1
462	во многом	1	1
463	при необходимости	1	1
464	этим в	1	1
465	она была	2	1
466	когда в	1	1
467	быть лишь	1	1
468	это только	1	1
469	на них	3	1
470	ней и	1	1
471	отрицать что	1	1
472	стремление к	1	1
473	можно сказать	1	1
474	понять как	1	1
475	диалога с	1	1
476	она уже	1	1
477	о том	8	1
478	в раннем	1	1
479	и поэтому	4	1
480	и та	1	1
481	настоящее время	1	1
482	до сих	9	1
483	с одной	3	1
484	аналогии с	2	1
485	на что	1	1
486	что его	5	1
487	и во	2	1
488	это может	1	1
489	всего на	1	1
490	рассматривать не	1	1
491	является самым	1	1
492	этому поводу	1	1
493	и под	1	1
494	подходит к	1	1
495	крайней мере	1	1
496	совсем в	2	1
497	полезно вспомнить	1	1
498	и мы	3	1
499	не зная	3	1
500	как из	2	1
501	моменты в	1	1
502	стороны других	1	1
503	он стал	1	1
504	тот же	2	1
505	в себе	4	1
506	непосредственно из	1	1
507	и раньше	1	1
508	от них	1	1
509	так что	6	1
510	к какому	1	1
511	события и	1	1
512	конечно не	3	1
513	этому вопросу	1	1
514	не из	1	1
515	был быть	1	1
516	к установлению	1	1
517	г и	2	1
518	не сам	1	1
519	был бы	2	1
520	себе в	3	1
521	пока не	1	1
522	не находит	1	1
523	моментов в	1	1
524	с этими	1	1
525	ее не	1	1
526	к ним	3	1
527	идет в	1	1
528	нет в	1	1
529	без того	1	1
530	или иначе	2	1
531	за пределы	2	1
532	в свою	7	1
533	говорит о	1	1
534	положений и	1	1
535	а на	2	1
536	был в	1	1
537	на этот	3	1
538	а сам	2	1
539	не на	1	1
540	здесь были	1	1
541	последнего времени	1	1
542	в руках	1	1
543	что из	1	1
544	по происхождению	1	1
545	ближе к	2	1
546	если не	3	1
547	так же	4	1
548	он уже	1	1
549	требует от	1	1
550	а так	1	1
551	к своему	2	1
552	обратил внимание	1	1
553	о чем	7	1
554	одной стороны	3	1
555	для обозначения	2	1
556	в сборнике	1	1
557	такого рода	1	1
558	не удалось	1	1
559	и там	1	1
560	да и	1	1
561	и следующий	1	1
562	в первой	1	1
563	образом на	1	1
564	сам не	1	1
565	материал для	1	1
566	и хотели	1	1
567	была очень	1	1
568	этом случае	2	1
569	сих пор	9	1
570	о его	2	1
571	в смысле	1	1
572	виду что	1	1
573	под влиянием	2	1
574	к вопросу	1	1
575	другой как	1	1
576	бы между	1	1
577	это новое	1	1
578	их все	1	1
579	в настоящее	1	1
580	чтобы понять	1	1
581	а ради	1	1
582	для нас	1	1
583	с известной	2	1
584	целый ряд	2	1
585	из себя	3	1
586	его тем	1	1
587	крайней степени	1	1
588	несмотря на	4	1
589	хотя в	1	1
590	не дает	4	1
591	не от	1	1
592	сделать вывод	1	1
593	поскольку на	1	1
594	к самому	1	1
595	е в	2	1
596	одной из	3	1
597	не говоря	1	1
598	только как	2	1
599	жизни а	1	1
600	можно назвать	1	1
601	как на	1	1
602	не выражает	1	1
603	в своих	2	1
604	и эта	1	1
605	и особенно	2	1
