N	2gram	Tiupa_Lite_3	NovoeSre
253	не случайно	3	1
254	людей и	1	1
255	тем что	2	1
256	к той	1	1
257	и вместе	2	1
258	значительной степени	1	1
259	жить в	1	1
260	это значит	1	1
261	цели это	1	1
262	на заре	1	1
263	значение в	1	1
264	жизни от	1	1
265	не были	1	1
266	ней и	1	1
267	в истинном	1	1
268	в глубине	2	1
269	а по	2	1
270	пришли к	1	1
271	знает что	2	1
272	на ее	1	1
273	с другими	1	1
274	искусство не	2	1
275	который и	1	1
276	было бы	2	1
277	которые видят	1	1
278	лишь на	2	1
279	и быть	1	1
280	весь мир	1	1
281	в гг	1	1
282	себя и	2	1
283	борьба за	1	1
284	в отличие	5	1
285	что не	2	1
286	на поверхности	1	1
287	социальной жизни	1	1
288	обратиться к	1	1
289	связано с	1	1
290	превращается в	1	1
291	нет в	1	1
292	а на	2	1
293	они не	1	1
294	в этой	8	1
295	ничем не	1	1
296	не на	1	1
297	этого не	1	1
298	власти и	1	1
299	не всегда	2	1
300	от мира	1	1
301	как ни	1	1
302	далеко еще	1	1
303	и того	1	1
304	он и	2	1
305	который я	1	1
306	и ему	1	1
307	и еще	1	1
308	себя на	1	1
309	истории для	1	1
310	в этих	1	1
311	во время	1	1
312	и немощен	1	1
313	жизнь не	1	1
314	она сама	1	1
315	и а	3	1
316	внешнюю жизнь	1	1
317	во времена	1	1
318	к себе	8	1
319	в котором	1	1
320	в советской	2	1
321	только для	3	1
322	рода и	1	1
323	не столько	1	1
324	нет ни	1	1
325	и мир	1	1
326	власть над	1	1
327	у нас	2	1
328	жизни с	1	1
329	именующий себя	1	1
330	в обнаружении	1	1
331	всякого духовного	1	1
332	есть результат	1	1
333	в силу	1	1
334	с миром	1	1
335	оно должно	1	1
336	но он	1	1
337	быть только	2	1
338	и более	1	1
339	жизни во	1	1
340	быть не	2	1
341	мира с	1	1
342	по себе	2	1
343	в той	1	1
344	нас к	2	1
345	ему все	1	1
346	будто бы	1	1
347	так как	1	1
348	человека не	1	1
349	обращения к	1	1
350	неба и	1	1
351	исторический период	1	1
352	не по	1	1
353	это уже	1	1
354	за его	2	1
355	от жизни	2	1
356	совершается в	1	1
357	жизни этих	1	1
358	о природе	2	1
359	которая в	1	1
360	особого рода	5	1
361	а во	1	1
362	к этой	1	1
363	в зависимость	1	1
364	и его	6	1
365	тут мы	1	1
366	а также	4	1
367	пути я	1	1
368	вот этот	1	1
369	потребность в	1	1
370	все более	2	1
371	и героя	2	1
372	в области	3	1
373	нет ничего	1	1
374	в период	1	1
375	ему не	1	1
376	в свою	2	1
377	на смену	3	1
378	личности с	3	1
379	того же	2	1
380	жизни а	2	1
381	есть только	1	1
382	есть и	1	1
383	и всех	1	1
384	числе и	2	1
385	эти слова	2	1
386	того времени	1	1
387	оно не	2	1
388	который не	1	1
389	как на	3	1
390	том числе	3	1
