N	2gram	Propp_Isto_3	SlovoVZh
172	но это	3	2
173	от всех	1	2
174	стороны и	3	2
175	но этот	2	2
176	могут быть	5	2
177	как только	2	2
178	на это	2	2
179	что в	15	2
180	как на	1	2
181	и другие	4	2
182	не есть	1	2
183	к этому	7	2
184	если же	1	2
185	за ее	1	1
186	так но	1	1
187	и это	2	1
188	ту же	2	1
189	например в	2	1
190	не находят	1	1
191	же как	2	1
192	как мы	8	1
193	и о	2	1
194	с ее	1	1
195	мы здесь	4	1
196	свою очередь	1	1
197	а из	1	1
198	совершенно ясно	1	1
199	это и	1	1
200	в приведенном	1	1
201	он находится	1	1
202	только то	1	1
203	не хочет	1	1
204	с самого	1	1
205	то время	2	1
206	не имеют	2	1
207	можно было	1	1
208	мы уже	6	1
209	характерной чертой	1	1
210	часто этот	1	1
211	лет и	1	1
212	хорошо и	1	1
213	характер этих	1	1
214	нами случае	1	1
215	а уж	1	1
216	часто в	1	1
217	является в	1	1
218	и всякого	1	1
219	для этого	1	1
220	не вполне	6	1
221	предмет или	1	1
222	на себя	2	1
223	то она	1	1
224	пределах этого	1	1
225	в порядке	1	1
226	и он	2	1
227	с большим	5	1
228	так не	1	1
229	к общему	1	1
230	за пределами	1	1
231	что каждый	1	1
232	на них	1	1
233	из особенностей	1	1
234	там же	2	1
235	столь же	1	1
236	мы понимаем	1	1
237	дела с	1	1
238	образом мы	2	1
239	то мы	2	1
240	гораздо чаще	1	1
241	в согласии	1	1
242	важный для	1	1
243	к которой	1	1
244	себе и	2	1
245	известна и	1	1
246	что они	8	1
247	и она	3	1
248	в одной	3	1
249	если она	1	1
250	в особом	2	1
251	далее мы	1	1
252	что здесь	6	1
253	комнаты и	1	1
254	на которой	1	1
255	все остальные	1	1
256	перед нами	1	1
257	следует ли	1	1
258	хотя и	2	1
259	тот же	1	1
260	мы увидим	3	1
261	следующим образом	3	1
262	пор не	1	1
263	как нечто	1	1
264	тому как	1	1
265	что это	1	1
266	в целом	3	1
267	находят себе	1	1
268	не то	1	1
269	где они	2	1
270	бы только	1	1
271	не можем	1	1
272	во многих	2	1
273	в большинстве	1	1
274	героя с	2	1
275	в виде	2	1
276	исходит из	1	1
277	что она	5	1
278	ей в	1	1
279	или даже	1	1
280	при помощи	3	1
281	и обратно	1	1
282	или просто	1	1
283	его и	4	1
284	на одну	2	1
285	явление но	1	1
286	одно из	1	1
287	себе в	2	1
288	и их	1	1
289	всяком случае	2	1
290	не как	1	1
291	человеческого тела	1	1
292	в одном	2	1
293	и вот	2	1
294	вовсе не	2	1
295	ничего общего	1	1
296	у нее	2	1
297	оказывать свое	1	1
298	друг друга	6	1
299	у него	3	1
300	подобно тому	1	1
301	на этом	4	1
302	это по	1	1
303	самом же	1	1
304	бы это	1	1
305	здесь мы	5	1
306	не назван	1	1
307	и только	1	1
308	же деле	1	1
309	в другом	2	1
310	связанных с	2	1
311	другого и	1	1
312	она находит	1	1
313	ни одной	1	1
314	мы это	1	1
315	входит в	1	1
316	и вступает	1	1
317	и тех	1	1
318	но самый	1	1
319	было бы	3	1
320	и прежде	1	1
321	и тем	1	1
322	или о	1	1
323	но есть	2	1
324	только к	1	1
325	говорит о	1	1
326	для них	3	1
327	от нее	1	1
328	но уже	1	1
329	и во-вторых	1	1
330	люди не	1	1
331	не было	2	1
332	конфликт со	1	1
333	не знает	1	1
334	все равно	3	1
335	далеко не	3	1
336	всегда лежит	1	1
337	берет на	1	1
338	в ее	1	1
339	не всегда	4	1
340	он имеет	1	1
341	которой он	1	1
342	и вне	1	1
343	в руках	1	1
344	о чем	1	1
345	на эту	1	1
346	и было	2	1
347	же не	2	1
348	и некоторые	2	1
349	здесь имеет	1	1
350	что собственно	1	1
351	но можно	1	1
352	для этой	1	1
353	нигде не	1	1
354	и становится	1	1
355	мы видели	13	1
356	вступает в	3	1
357	но если	1	1
358	в частности	5	1
359	начинает развиваться	1	1
360	это делает	2	1
361	группы тем	1	1
362	кто-нибудь стал	1	1
363	она в	1	1
364	двух людей	1	1
365	нельзя было	1	1
366	и тот	1	1
367	которые в	1	1
368	сами по	1	1
369	отношении он	1	1
370	из этой	2	1
371	в особых	1	1
372	и должна	1	1
373	ним в	1	1
374	мы еще	3	1
375	на эти	1	1
376	для нее	2	1
377	можно наблюдать	1	1
378	тенденция к	1	1
379	же мы	1	1
380	эти вопросы	1	1
381	случае мы	1	1
382	на другое	1	1
383	и тому	1	1
384	по мере	1	1
385	но прежде	1	1
386	только для	1	1
387	самого начала	1	1
388	в русской	3	1
389	к вопросу	1	1
390	здесь на	2	1
391	она должна	1	1
392	и остается	1	1
393	только одна	1	1
394	время как	2	1
395	свою связь	1	1
396	здесь конечно	1	1
397	уже на	1	1
398	при таком	1	1
399	не существует	1	1
400	лицо и	2	1
401	для всего	1	1
402	это мы	1	1
403	которой можно	1	1
404	человек и	1	1
405	эта сторона	1	1
406	чтобы убедиться	1	1
407	в качестве	2	1
408	имеем дело	1	1
409	к одной	1	1
410	особого рода	3	1
411	от него	2	1
412	еще более	2	1
413	мы должны	7	1
414	дана в	1	1
415	них и	1	1
416	связи с	6	1
417	можно только	3	1
418	обстоит дело	1	1
419	в свою	4	1
420	это уже	1	1
421	уже и	1	1
422	как будто	2	1
423	пр здесь	1	1
424	один шаг	1	1
425	явно не	1	1
426	с ней	6	1
427	у нас	4	1
428	обычно не	1	1
429	равно как	3	1
430	является и	1	1
431	есть только	2	1
432	и героев	1	1
433	героя в	1	1
434	но эти	1	1
435	союз с	1	1
436	и эта	1	1
437	в таком	1	1
438	во всяком	2	1
439	они не	4	1
440	к тому	3	1
